RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
144,145,Chris Kirk,89,-.228,-15.988,-10.835,-5.153,70
145,146,K.J. Choi,72,-.264,-14.231,-23.726,9.494,54
146,147,Tom Hoge,54,-.274,-10.676,-11.412,.734,39
147,148,Scott Piercy,70,-.275,-13.456,12.310,-25.762,49
148,149,Julián Etulain,68,-.307,-15.661,-19.657,3.994,51
149,150,Boo Weekley,75,-.323,-19.716,38.449,-58.166,61
150,151,Mark Anderson,54,-.325,-13.640,-12.976,-.665,42
151,152,Johnson Wagner,71,-.336,-19.168,-25.989,6.822,57
152,153,Jonas Blixt,74,-.341,-20.118,-51.744,31.627,59
153,154,Retief Goosen,52,-.390,-15.985,1.423,-17.413,41
154,155,Spencer Levin,89,-.400,-26.811,-28.793,1.981,67
155,156,D.A. Points,68,-.406,-23.570,4.130,-27.701,58
156,157,Fabián Gómez,61,-.407,-20.763,-20.479,-.281,51
157,158,Steven Alker,69,-.412,-21.005,-5.251,-15.757,51
158,159,Jonathan Randolph,68,-.416,-21.213,-17.348,-3.868,51
159,160,Kyle Reifers,96,-.418,-30.959,-10.561,-20.398,74
160,161,Brian Campbell,55,-.428,-17.536,-33.309,15.773,41
161,163,Dominic Bozzelli,69,-.449,-24.714,-22.909,-1.804,55
162,164,Alex Cejka,85,-.452,-28.040,-5.758,-22.282,62
163,165,Chad Collins,66,-.454,-24.497,-28.793,4.292,54
164,166,Brian Stuard,93,-.469,-32.375,-22.953,-9.422,69
165,167,Cody Gribble,79,-.524,-36.710,-68.959,32.252,70
166,168,Greg Chalmers,75,-.533,-36.266,-57.781,21.516,68
167,169,Roberto Castro,70,-.561,-30.290,-6.138,-24.152,54
168,170,Hunter Mahan,73,-.568,-33.540,-49.371,15.830,59
169,171,Patton Kizzire,84,-.578,-41.646,-34.219,-7.427,72
170,173,Derek Fathauer,81,-.647,-41.399,-47.386,5.991,64
T171,T174,Rod Pampling,71,-.677,-44.658,-10.443,-34.213,66
T171,T174,Ernie Els,52,-.677,-25.065,-42.023,16.959,37
173,176,Kelly Kraft,75,-.681,-44.288,-34.084,-10.201,65
174,177,Mark Hubbard,81,-.702,-42.796,-30.613,-12.184,61
175,178,Patrick Rodgers,76,-.716,-47.261,-42.882,-4.379,66
176,179,Brad Fritsch,56,-.719,-30.189,-5.143,-25.050,42
177,180,Rick Lamb,54,-.824,-31.312,-21.673,-9.641,38
178,181,Bryce Molder,74,-.846,-54.137,-78.676,24.540,64
179,182,Ken Duke,77,-.887,-53.241,-26.106,-27.136,60
180,183,Si Woo Kim,80,-.965,-57.901,-34.376,-23.526,60
181,184,Brett Drewitt,57,-1.035,-44.516,-24.858,-19.661,43
182,185,Ryo Ishikawa,56,-1.132,-48.672,-39.903,-8.770,43
183,186,Jason Bohn,75,-1.141,-70.715,-62.463,-8.253,62
184,187,Brett Stegmaier,78,-1.265,-73.390,-43.551,-29.839,58
185,188,Carl Pettersson,63,-1.283,-66.736,-75.696,8.957,52
186,189,Nicholas Lindheim,58,-1.285,-56.544,-71.342,14.796,44
187,190,Miguel Angel Carballo,63,-1.358,-58.386,-44.639,-13.749,43
188,191,Andrew Loupe,55,-1.416,-66.574,-55.207,-11.367,47
189,192,Matt Every,76,-1.454,-88.707,-72.096,-16.610,61
190,194,Steven Bowditch,59,-2.889,-129.989,-123.244,-6.745,45
