RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
50,51,Steve Marino,76,.565,35.048,29.516,5.529,62
51,52,Chad Campbell,99,.564,49.097,81.096,-32.002,87
52,53,Briny Baird,60,.543,26.626,22.808,3.817,49
53,54,Charley Hoffman,93,.525,38.885,57.850,-18.964,74
54,48,Rod Pampling,72,.497,29.791,21.984,7.805,60
55,58,Pat Perez,76,.492,34.460,18.989,15.470,70
56,59,Ben Crane,76,.490,30.367,22.084,8.282,62
57,57,Woody Austin,59,.487,24.352,22.486,1.863,50
58,61,Mark Wilson,89,.477,33.413,17.124,16.288,70
59,62,Andres Romero,77,.474,32.240,5.008,27.229,68
60,63,Jonathan Byrd,83,.469,33.801,25.483,8.318,72
61,70,Nick O'Hern,89,.462,35.125,39.366,-4.241,76
62,55,Chris Couch,73,.450,30.566,3.569,26.996,68
63,66,Lucas Glover,74,.442,26.947,12.536,14.407,61
64,67,Chris Kirk,87,.432,33.261,48.839,-15.580,77
65,60,John Merrick,71,.430,25.791,22.325,3.465,60
66,73,Greg Chalmers,88,.420,33.196,-16.955,50.147,79
67,69,Chez Reavie,92,.419,34.387,40.719,-6.332,82
68,72,Blake Adams,116,.411,43.177,-6.720,49.894,105
69,,Retief Goosen,50,.405,16.218,6.466,9.749,40
70,68,Davis Love III,70,.389,20.233,36.790,-16.557,52
71,76,Billy Mayfair,94,.385,32.704,52.806,-20.104,85
72,74,Jimmy Walker,79,.376,28.606,11.743,16.859,76
73,71,J.J. Henry,96,.372,29.403,18.438,10.963,79
74,64,Shane Bertsch,62,.367,19.061,11.454,7.603,52
75,65,Scott Piercy,78,.346,21.785,6.544,15.240,63
76,90,Trevor Immelman,84,.333,22.300,2.422,19.875,67
77,81,Charlie Wi,83,.305,23.513,-38.692,62.204,77
78,77,D.A. Points,89,.297,21.995,5.227,16.766,74
79,75,Hunter Haas,96,.282,23.969,-6.947,30.913,85
80,79,Aron Price,58,.280,13.717,9.125,4.591,49
81,78,Keegan Bradley,91,.279,21.455,20.924,.528,77
T82,82,Tommy Gainey,104,.270,24.613,14.417,10.192,91
T82,80,Y.E. Yang,63,.270,11.358,.124,11.232,42
84,83,Padraig Harrington,60,.245,11.010,.322,10.685,45
85,86,Cameron Tringale,110,.239,23.215,4.084,19.129,97
86,84,Ian Poulter,52,.238,9.300,-1.233,10.533,39
87,87,Ricky Barnes,78,.224,14.333,45.066,-30.734,64
88,95,David Hearn,88,.222,16.899,-.055,16.952,76
89,89,Graeme McDowell,50,.197,7.304,2.430,4.874,37
90,96,Jeff Overton,92,.196,14.279,3.056,11.220,73
91,85,Ben Curtis,66,.190,11.799,-3.023,14.820,62
92,92,Ángel Cabrera,50,.172,6.037,-11.796,17.831,35
93,91,D.J. Trahan,91,.169,14.035,81.698,-67.666,83
94,88,William McGirt,103,.162,14.889,-2.145,17.030,92
95,93,Ernie Els,71,.160,9.428,51.033,-41.606,59
96,104,Kris Blanks,92,.152,12.652,49.176,-36.524,83
97,98,Robert Garrigus,83,.139,9.570,36.071,-26.499,69
98,97,Tim Herron,85,.122,9.394,-2.040,11.431,77
99,94,David Mathis,83,.095,6.637,-8.392,15.023,70
100,100,Camilo Villegas,69,.091,5.159,16.211,-11.053,57
101,101,Josh Teater,104,.085,7.797,16.006,-8.210,92
102,99,Vaughn Taylor,89,.077,6.376,-6.326,12.699,83
103,102,Bill Lunde,92,.060,4.610,4.370,.239,77
104,106,Scott Stallings,84,.059,4.056,14.706,-10.651,69
T105,103,Chris Stroud,88,.057,4.414,16.521,-12.110,78
T105,105,Johnson Wagner,81,.057,4.010,-25.900,29.910,70
107,108,Marc Leishman,87,.026,2.046,9.985,-7.943,80
108,109,George McNeill,69,-.002,-.132,.932,-1.067,58
109,111,Brendan Steele,89,-.006,-.453,4.172,-4.624,77
110,107,Paul Stankowski,78,-.020,-1.331,-22.393,21.060,65
111,112,Chris DiMarco,93,-.021,-1.757,10.116,-11.876,82
112,119,Heath Slocum,89,-.036,-2.651,33.838,-36.491,74
113,110,Michael Thompson,79,-.052,-3.563,-34.462,30.897,69
114,114,Anthony Kim,72,-.071,-4.144,-17.994,13.848,58
115,113,Matt McQuillan,59,-.084,-4.041,-24.950,20.905,48
116,128,Michael Bradley,74,-.086,-5.059,6.479,-11.540,59
117,118,Sean O'Hair,71,-.089,-5.352,9.810,-15.165,60
118,120,Chris Riley,76,-.091,-6.171,13.651,-19.826,68
119,125,Justin Leonard,82,-.099,-7.322,.823,-8.148,74
120,122,Jim Renner,65,-.111,-5.893,-13.808,7.912,53
121,132,Ryuji Imada,83,-.117,-8.863,3.074,-11.936,76
122,115,Tim Petrovic,88,-.119,-9.179,-22.805,13.623,77
123,121,Ryan Palmer,82,-.125,-7.483,-4.674,-2.812,60
124,123,Alex Cejka,59,-.138,-6.483,24.770,-31.253,47
125,135,Jason Bohn,74,-.144,-9.640,-5.051,-4.592,67
T126,T126,Troy Matteson,91,-.162,-13.144,-1.018,-12.127,81
T126,T126,Michael Putnam,67,-.162,-8.576,-31.000,22.422,53
128,130,Jhonattan Vegas,84,-.172,-12.010,10.026,-22.038,70
129,133,Kent Jones,76,-.177,-11.878,-13.735,1.854,67
130,117,Jim Herman,69,-.180,-10.244,9.383,-19.628,57
131,T148,Sung Kang,63,-.184,-9.383,-7.269,-2.117,51
132,131,Billy Horschel,75,-.192,-11.918,-10.438,-1.480,62
133,141,James Driscoll,71,-.209,-12.753,-11.227,-1.527,61
134,124,Kevin Stadler,88,-.218,-15.920,15.156,-31.076,73
135,137,Dean Wilson,62,-.220,-12.528,-40.571,28.040,57
136,139,Joe Durant,71,-.233,-14.884,40.246,-55.134,64
137,129,Tag Ridings,87,-.237,-17.529,-22.377,4.847,74
138,136,Steve Flesch,88,-.255,-19.868,-44.853,24.983,78
139,138,Stephen Ames,69,-.262,-15.714,-16.411,.697,60
140,140,Harrison Frazar,58,-.266,-11.154,5.066,-16.218,42
141,150,Steven Bowditch,86,-.267,-20.860,-33.444,12.580,78
142,144,Ben Martin,74,-.275,-17.904,-44.274,26.366,65
143,134,Garrett Willis,71,-.278,-17.806,-15.810,-1.998,64
144,143,Boo Weekley,66,-.282,-16.100,46.621,-62.721,57
145,147,Joe Ogilvie,75,-.306,-18.692,-28.854,10.160,61
146,153,Kevin Chappell,78,-.314,-19.175,11.378,-30.551,61
147,146,Steve Elkington,50,-.340,-14.291,-27.406,13.115,42
148,142,Scott McCarron,65,-.347,-18.746,-46.787,28.038,54
149,157,Marc Turnesa,54,-.365,-16.811,-26.893,10.079,46
150,158,Alexandre Rocha,65,-.375,-18.365,-18.342,-.026,49
151,145,Matt Jones,71,-.377,-24.140,-24.245,.099,64
152,152,Nathan Green,81,-.394,-27.574,-35.101,7.525,70
153,T148,Arjun Atwal,91,-.409,-33.930,-37.603,3.672,83
154,151,Michael Connell,76,-.425,-30.570,-23.575,-6.998,72
155,154,Lee Janzen,62,-.443,-22.127,-30.652,8.521,50
156,156,Joseph Bramlett,73,-.470,-28.690,6.764,-35.456,61
157,155,Roland Thatcher,67,-.491,-29.942,-41.806,11.862,61
158,159,J.P. Hayes,56,-.528,-25.348,-26.516,1.168,48
159,160,Tom Gillis,55,-.573,-28.645,-6.837,-21.808,50
160,162,Shaun Micheel,77,-.575,-37.377,-46.370,8.991,65
161,161,Paul Goydos,81,-.594,-43.948,2.539,-46.486,74
162,163,Fabián Gómez,84,-.602,-41.555,-33.452,-8.103,69
163,T171,Andres Gonzales,60,-.652,-29.998,-36.571,6.569,46
164,164,Cameron Beckman,71,-.653,-41.784,-34.645,-7.141,64
165,165,Stuart Appleby,65,-.663,-39.796,-28.752,-11.048,60
T166,168,Scott Gutschewski,67,-.667,-36.688,-1.620,-35.071,55
T166,166,Colt Knost,80,-.667,-44.709,-62.855,18.143,67
168,167,Matt Bettencourt,84,-.766,-58.977,-65.074,6.094,77
169,170,David Duval,67,-.801,-46.472,-25.360,-21.113,58
170,173,Jarrod Lyle,83,-.820,-59.013,-47.278,-11.737,72
171,175,Bio Kim,71,-.854,-49.517,-51.407,1.889,58
172,T171,Nate Smith,66,-.883,-46.788,-68.549,21.759,53
173,176,Bobby Gates,82,-.898,-60.142,-29.845,-30.298,67
174,181,Kevin Kisner,70,-.906,-51.632,-59.532,7.897,57
175,174,Alex Prugh,82,-.958,-67.988,-26.640,-41.352,71
176,,Will Strickler,51,-1.000,-43.012,-55.659,12.645,43
177,179,Troy Merritt,63,-1.031,-58.754,-39.737,-19.020,57
178,178,Richard Johnson,64,-1.044,-56.390,-62.703,6.310,54
179,177,Zack Miller,86,-1.051,-78.854,-42.610,-36.247,75
180,180,D.J. Brigman,67,-1.053,-57.930,-44.462,-13.469,55
181,182,Rich Beem,53,-1.281,-58.924,-31.682,-27.246,46
182,183,Martin Piller,63,-1.351,-70.228,-81.071,10.840,52
183,187,Derek Lamely,65,-1.383,-80.232,-61.599,-18.634,58
184,184,Justin Hicks,60,-1.416,-62.300,-20.284,-42.016,44
185,185,Rocco Mediate,53,-1.522,-73.034,-43.218,-29.817,48
186,186,Daniel Summerhays,75,-1.581,-104.330,-85.032,-19.299,66
