RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
139,141,Peter Uihlein,84,-.181,-10.480,-30.479,19.997,58
140,142,Hudson Swafford,59,-.198,-9.301,-7.830,-1.471,47
141,143,José de Jesús Rodríguez,67,-.240,-11.777,-19.199,7.422,49
142,144,Tom Hoge,98,-.246,-17.694,2.780,-20.476,72
143,145,Alex Noren,63,-.269,-11.588,-.134,-11.455,43
144,146,Brian Gay,93,-.278,-20.005,-44.101,24.096,72
145,147,Kramer Hickok,79,-.287,-16.912,18.696,-35.608,59
146,148,Austin Cook,68,-.319,-16.927,-12.270,-4.658,53
147,149,Bronson Burgoon,59,-.344,-16.148,-2.469,-13.679,47
148,150,Ben Silverman,70,-.357,-20.004,-13.723,-6.283,56
149,151,Sam Saunders,78,-.365,-24.467,-18.947,-5.518,67
150,152,Jim Knous,57,-.372,-14.518,-4.802,-9.716,39
151,153,Cameron Champ,78,-.374,-25.463,-18.744,-6.720,68
152,154,Jim Herman,52,-.386,-14.674,-8.820,-5.854,38
153,155,Brandon Harkins,91,-.389,-26.873,6.320,-33.194,69
154,156,Adam Long,76,-.418,-28.447,-3.338,-25.109,68
155,157,Robert Streb,80,-.424,-25.412,-11.194,-14.217,60
156,158,Julián Etulain,70,-.434,-22.122,-24.584,2.462,51
157,159,Phil Mickelson,63,-.438,-21.906,-13.881,-8.025,50
158,160,J.B. Holmes,78,-.450,-21.587,14.496,-36.084,48
159,161,Ollie Schniederjans,77,-.471,-28.722,-37.719,8.996,61
160,162,Anders Albertson,68,-.520,-27.027,-11.053,-15.974,52
161,163,Ernie Els,51,-.527,-15.796,-16.091,.296,30
162,164,Brendan Steele,68,-.530,-27.037,-1.390,-25.647,51
163,165,David Hearn,55,-.615,-20.902,-15.580,-5.323,34
T164,T166,Sangmoon Bae,60,-.634,-25.340,-34.021,8.680,40
T164,T166,Kyle Jones,72,-.634,-34.238,-22.536,-11.701,54
166,168,Joey Garber,63,-.684,-29.424,-19.352,-10.074,43
167,169,Kelly Kraft,87,-.715,-46.501,-50.007,3.507,65
168,170,Seamus Power,80,-.719,-44.564,-48.094,3.529,62
169,171,Chris Stroud,70,-.729,-37.920,-39.088,1.165,52
170,172,Anirban Lahiri,73,-.752,-44.370,-51.244,6.873,59
171,173,Tyler Duncan,89,-.758,-49.260,-12.535,-36.727,65
172,174,Jonathan Byrd,55,-.762,-27.418,-12.577,-14.840,36
173,175,Brady Schnell,53,-.763,-29.748,-32.287,2.539,39
174,176,Scott Langley,78,-.767,-49.100,-57.418,8.317,64
175,177,Hunter Mahan,59,-.774,-36.371,-41.145,4.772,47
176,178,Freddie Jacobson,53,-.826,-33.045,-38.717,5.671,40
177,179,Alex Cejka,58,-.844,-33.767,-14.498,-19.269,40
178,181,"Ted Potter, Jr.",73,-.944,-56.634,-43.649,-12.987,60
179,183,Cody Gribble,74,-1.027,-59.569,-57.667,-1.902,58
180,184,Curtis Luck,65,-1.104,-48.583,-68.187,19.604,44
181,185,Rod Pampling,56,-1.177,-48.264,-15.645,-32.621,41
182,186,J.J. Henry,58,-1.192,-48.871,-21.930,-26.941,41
183,187,Whee Kim,73,-1.290,-60.620,-62.615,1.995,47
184,188,Martin Trainer,63,-1.431,-71.534,-69.497,-2.036,50
185,189,Seth Reeves,73,-1.439,-76.265,-51.117,-25.149,53
186,190,John Chin,58,-1.555,-59.101,-47.007,-12.096,38
187,191,Satoshi Kodaira,67,-1.628,-83.019,-57.302,-25.717,51
188,192,Michael Kim,61,-2.135,-96.090,-87.759,-8.333,45
