RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
59,57,Charlie Wi,97,.470,41.374,40.125,1.254,88
60,70,Michael Allen,91,.454,35.396,35.527,-.125,78
61,59,Tom Lehman,51,.453,17.210,24.432,-7.219,38
62,61,Nick Watney,96,.452,37.930,43.515,-5.577,84
63,60,Lucas Glover,91,.431,35.748,44.398,-8.646,83
64,62,Brett Quigley,80,.426,31.070,23.653,7.421,73
65,64,Jeff Quinney,87,.415,30.315,-17.453,47.774,73
66,65,Sean O'Hair,81,.411,27.920,42.456,-14.531,68
67,66,Rory Sabbatini,77,.405,25.526,33.017,-7.485,63
68,68,Bill Haas,99,.391,35.152,27.041,8.118,90
69,67,George McNeill,97,.387,34.799,41.641,-6.837,90
70,69,Michael Letzig,88,.385,28.474,34.579,-6.098,74
71,72,Ian Poulter,51,.380,13.696,-4.954,18.653,36
72,73,Corey Pavin,69,.379,21.216,-33.270,54.489,56
73,74,Billy Mayfair,103,.377,35.790,57.500,-21.703,95
74,75,John Mallinger,95,.376,31.567,5.377,26.193,84
T75,T76,Parker McLachlin,88,.361,28.493,-6.650,35.147,79
T75,T76,Kevin Na,97,.361,32.878,32.390,.494,91
77,78,Retief Goosen,59,.355,14.898,19.973,-5.072,42
78,90,Kevin Streelman,114,.346,33.594,41.448,-7.848,97
79,79,Glen Day,64,.344,19.258,16.406,2.856,56
80,80,Dean Wilson,109,.341,31.685,-22.166,53.854,93
81,81,Gavin Coles,54,.328,14.440,4.889,9.553,44
82,83,Tim Herron,97,.324,28.219,-7.223,35.447,87
83,82,Brian Davis,108,.305,31.100,39.250,-8.144,102
84,89,John Rollins,94,.303,23.965,15.685,8.287,79
85,84,Paul Casey,55,.296,10.659,21.407,-10.746,36
86,85,Vaughn Taylor,103,.294,27.665,-.850,28.520,94
87,86,Jonathan Byrd,88,.287,22.126,21.637,.492,77
88,88,Brandt Snedeker,85,.282,18.917,10.780,8.142,67
89,87,Heath Slocum,104,.277,23.807,61.801,-37.987,86
90,93,Jeff Overton,103,.247,22.504,5.319,17.192,91
91,91,Tim Wilkinson,95,.234,18.728,4.835,13.897,80
92,92,Rod Pampling,83,.225,15.299,36.064,-20.759,68
93,96,Robert Garrigus,90,.210,18.088,30.868,-12.773,86
94,95,Jerry Kelly,89,.200,14.814,11.458,3.359,74
95,100,Martin Laird,98,.185,15.752,14.120,1.637,85
96,97,Marc Turnesa,87,.183,13.928,-46.029,59.961,76
97,94,Jesper Parnevik,88,.180,13.467,-28.602,42.075,75
98,98,Joe Ogilvie,100,.157,13.701,-25.129,38.835,87
99,102,Todd Hamilton,92,.123,9.067,-13.803,22.876,74
100,101,Shane Bertsch,96,.121,10.897,-1.413,12.314,90
101,99,Peter Lonard,92,.114,9.121,11.243,-2.120,80
102,103,J.J. Henry,108,.098,9.676,.871,8.809,99
103,113,Tim Petrovic,97,.077,6.272,-6.341,12.618,81
104,107,Mark Calcavecchia,67,.067,3.624,32.231,-28.604,54
105,115,Rich Beem,90,.066,5.211,18.547,-13.330,79
106,111,Jason Gore,94,.064,5.439,5.105,.339,85
107,106,Daniel Chopra,84,.061,4.196,-50.067,54.267,69
108,104,Carlos Franco,73,.040,2.500,-11.976,14.478,63
109,105,Kent Jones,68,.027,1.474,3.772,-2.297,55
110,112,Rocco Mediate,87,.023,1.596,19.810,-18.208,69
111,109,Patrick Sheehan,124,.020,2.078,-39.352,41.437,105
T112,T116,Trevor Immelman,70,-.006,-.311,36.168,-36.472,54
T112,T116,Nathan Green,95,-.006,-.524,-49.522,49.003,91
114,T126,Steve Flesch,95,-.007,-.553,7.281,-7.828,81
115,108,Alex Cejka,75,-.010,-.571,26.053,-26.621,60
116,119,John Riegger,73,-.014,-.881,26.202,-27.080,64
117,131,Scott Sterling,89,-.016,-1.193,6.376,-7.565,74
T118,T122,Bo Van Pelt,101,-.019,-1.753,12.068,-13.813,93
T118,120,John Merrick,98,-.019,-1.459,30.737,-32.189,77
120,121,Johnson Wagner,83,-.022,-1.502,-11.098,9.598,68
121,T126,Brenden Pappas,66,-.033,-1.872,-20.631,18.760,56
122,T122,Ángel Cabrera,55,-.037,-1.456,8.691,-10.143,39
123,124,Chez Reavie,102,-.056,-5.067,12.384,-17.448,90
124,118,Ryan Moore,72,-.061,-3.871,-17.074,13.208,63
125,133,Troy Matteson,94,-.067,-5.976,7.522,-13.494,89
126,T129,Charley Hoffman,94,-.079,-6.829,3.305,-10.125,86
127,134,Jason Day,81,-.083,-6.411,-22.905,16.500,77
128,128,Scott McCarron,63,-.084,-4.557,-14.095,9.539,54
129,137,Tag Ridings,88,-.101,-8.183,-4.917,-3.259,81
130,T129,Omar Uresti,74,-.104,-6.558,26.209,-32.763,63
131,140,Cameron Beckman,87,-.111,-8.218,12.690,-20.902,74
T132,125,Cliff Kresge,84,-.118,-8.649,-.023,-8.619,73
T132,132,Nicholas Thompson,113,-.118,-11.364,28.286,-39.646,96
134,110,Tommy Armour III,77,-.124,-8.210,-9.390,1.183,66
135,135,Jeff Gove,50,-.142,-6.246,18.189,-24.435,44
136,139,Paul Goydos,78,-.181,-12.148,-13.080,.938,67
137,141,Chris DiMarco,87,-.183,-13.918,-24.037,10.122,76
138,136,Brad Adamonis,87,-.200,-15.200,10.018,-25.211,76
139,138,Craig Kanada,65,-.208,-11.432,-33.838,22.408,55
140,144,Brandt Jobe,52,-.224,-10.520,-5.496,-5.023,47
141,145,James Driscoll,85,-.238,-18.082,-34.396,16.318,76
142,114,Jeff Maggert,86,-.260,-20.506,-6.492,-14.010,79
143,142,Richard Johnson,60,-.262,-12.858,-31.643,18.787,49
144,146,Dustin Johnson,92,-.280,-22.713,3.095,-25.803,81
145,149,Doug LaBelle II,65,-.290,-14.793,-35.529,20.739,51
146,152,Lee Janzen,89,-.291,-21.796,-28.825,7.033,75
147,150,Shigeki Maruyama,50,-.299,-12.577,-21.557,8.979,42
148,143,Frank Lickliter II,107,-.307,-30.714,-28.881,-1.826,100
T149,163,Joe Durant,92,-.314,-24.786,52.518,-77.297,79
T149,148,Greg Kraft,63,-.314,-15.715,-40.759,25.047,50
151,153,Matt Jones,95,-.332,-27.903,-30.483,2.586,84
152,159,Kevin Stadler,90,-.347,-25.323,-6.683,-18.633,73
153,151,Jay Williamson,96,-.358,-28.624,8.674,-37.294,80
154,155,Eric Axley,113,-.384,-37.640,-96.947,59.313,98
155,154,Y.E. Yang,89,-.397,-31.753,-23.950,-7.797,80
T156,157,Andres Romero,69,-.406,-19.886,-20.273,.389,49
T156,156,Brad Elder,67,-.406,-21.918,-36.330,14.414,54
158,158,Marco Dawson,64,-.407,-21.957,-19.707,-2.246,54
159,147,Alejandro Cañizares,52,-.426,-17.478,-21.588,4.111,41
160,161,Chris Riley,51,-.454,-18.170,-26.671,8.503,40
161,167,Mathias Grönberg,87,-.475,-37.516,-35.034,-2.477,79
162,165,Jimmy Walker,73,-.476,-29.513,-34.452,4.943,62
163,160,Chad Collins,72,-.483,-30.450,-71.274,40.826,63
T164,166,Stephen Leaney,53,-.508,-22.869,-36.556,13.689,45
T164,162,Steve Lowery,74,-.508,-34.004,-40.405,6.405,67
166,168,Mark Hensby,71,-.520,-33.256,-34.667,1.413,64
167,172,Harrison Frazar,73,-.545,-33.781,22.786,-56.564,62
T168,164,Todd Demsey,80,-.556,-39.444,-37.170,-2.272,71
T168,169,Jon Mills,95,-.556,-43.336,-20.973,-22.361,78
T168,174,Chris Stroud,81,-.556,-36.726,-9.467,-27.256,66
171,173,Ted Purdy,68,-.590,-34.811,-1.885,-32.925,59
172,170,Richard Johnson,77,-.624,-42.441,-76.436,33.999,68
173,171,Will MacKenzie,62,-.667,-38.020,-10.113,-27.901,57
174,175,Kenneth Ferrie,72,-.681,-40.858,-30.434,-10.420,60
175,178,Tom Scherrer,56,-.716,-31.514,-28.134,-3.378,44
176,177,Ron Whittaker,54,-.747,-30.642,-19.493,-11.146,41
177,179,Steve Allan,58,-.776,-37.232,-45.084,7.853,48
178,180,Ryan Armour,87,-.780,-59.247,-60.743,1.500,76
179,182,Robert Gamez,79,-.783,-55.568,8.641,-64.205,71
180,181,Nick Flanagan,89,-.796,-63.658,-40.382,-23.271,80
181,184,Olin Browne,77,-.807,-56.501,-26.990,-29.508,70
182,185,Justin Bolli,87,-.828,-60.466,-33.302,-27.159,73
183,188,Bob Sowards,61,-.847,-44.069,-49.296,5.228,52
184,183,Jin Park,85,-.852,-59.667,-60.611,.947,70
185,189,Brett Rumford,72,-.873,-53.237,-32.964,-20.271,61
186,186,J.P. Hayes,67,-.889,-55.977,-52.055,-3.917,63
187,187,Charles Warren,79,-.916,-67.799,2.310,-70.103,74
188,190,Jim McGovern,75,-.955,-60.156,-36.903,-23.252,63
189,191,Billy Andrade,71,-.963,-59.732,-40.473,-19.253,62
190,192,Paul Claxton,63,-1.054,-52.703,-48.601,-4.100,50
191,193,Jason Allred,63,-1.137,-56.861,-39.006,-17.853,50
192,194,Cody Freeman,66,-1.226,-67.409,-48.668,-18.738,55
193,198,Tommy Gainey,60,-1.401,-64.454,-22.183,-42.268,46
194,195,Kyle Thompson,70,-1.527,-87.012,-68.211,-18.799,57
195,196,David Lutterus,59,-1.701,-85.063,-39.913,-45.148,50
196,197,Travis Perkins,53,-1.756,-70.243,-47.232,-23.009,40
197,199,David Duval,51,-1.876,-76.906,-70.351,-6.553,41
