RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
109,109,Vijay Singh,83,-.025,-1.868,42.119,-43.983,76
110,110,Ian Poulter,57,-.038,-1.568,-4.327,2.759,41
111,111,Jhonattan Vegas,77,-.056,-3.578,20.100,-23.675,64
112,112,"Ted Potter, Jr.",68,-.090,-5.408,7.527,-12.934,60
113,113,Troy Merritt,62,-.099,-5.461,-6.788,1.325,55
114,114,Bud Cauley,56,-.105,-4.832,13.065,-17.896,46
115,T125,Russell Henley,92,-.106,-7.964,-32.882,24.920,75
116,115,Charlie Wi,72,-.108,-7.033,-14.340,7.308,65
117,117,Martin Laird,66,-.116,-6.402,2.090,-8.490,55
118,118,Jason Bohn,81,-.127,-9.259,-18.458,9.201,73
119,119,Greg Chalmers,85,-.133,-9.728,-72.206,62.482,73
120,120,Andrew Loupe,65,-.136,-6.780,-24.272,17.494,50
121,121,Chesson Hadley,84,-.140,-9.926,-12.810,2.884,71
122,122,Josh Teater,90,-.143,-10.710,5.679,-16.385,75
123,123,Brice Garnett,92,-.147,-11.452,-19.923,8.475,78
124,124,Ben Crane,81,-.152,-11.862,-22.585,10.726,78
125,T125,John Huh,87,-.169,-11.820,-.671,-11.142,70
126,127,Ken Duke,80,-.178,-11.759,15.212,-26.967,66
127,128,Justin Leonard,75,-.181,-11.252,-42.002,30.751,62
128,129,Steven Bowditch,93,-.182,-14.173,31.111,-45.280,78
129,130,Jonas Blixt,64,-.209,-8.974,-22.000,13.028,43
130,131,Gonzalo Fernandez-Castaño,83,-.211,-14.588,-6.324,-8.265,69
131,132,Ben Curtis,77,-.216,-13.813,-39.434,25.623,64
132,133,Louis Oosthuizen,50,-.217,-6.517,6.368,-12.882,30
133,134,J.J. Henry,91,-.219,-17.051,-2.479,-14.566,78
134,135,Bryce Molder,77,-.233,-14.936,-30.861,15.929,64
135,136,James Hahn,82,-.236,-17.238,5.096,-22.332,73
136,137,Sean O'Hair,77,-.244,-16.374,-21.881,5.510,67
137,138,Tyrone Van Aswegen,79,-.247,-16.054,-17.126,1.074,65
138,139,Boo Weekley,73,-.277,-15.526,48.974,-64.497,56
139,140,Charlie Beljan,76,-.289,-19.350,-3.857,-15.491,67
140,141,Jonathan Byrd,76,-.298,-19.399,-1.781,-17.614,65
141,142,Roberto Castro,76,-.300,-17.692,4.981,-22.671,59
142,143,David Lingmerth,80,-.307,-20.558,-14.734,-5.820,67
143,144,Hudson Swafford,75,-.316,-18.321,-6.701,-11.617,58
144,145,Trevor Immelman,84,-.317,-21.237,10.544,-31.780,67
145,146,Spencer Levin,59,-.324,-16.203,-11.515,-4.683,50
146,147,Jamie Lovemark,64,-.351,-16.487,11.031,-27.518,47
147,116,Geoff Ogilvy,84,-.363,-26.500,-2.301,-24.193,73
148,148,Davis Love III,74,-.418,-26.316,-3.540,-22.774,63
149,149,Richard Lee,80,-.432,-26.374,-53.552,27.183,61
150,150,Chad Collins,78,-.446,-27.185,-53.902,26.719,61
151,151,Brian Gay,81,-.465,-29.278,-46.178,16.901,63
152,152,John Peterson,62,-.480,-26.394,18.675,-45.067,55
T153,T153,John Merrick,87,-.517,-37.219,3.706,-40.919,72
T153,T153,Nicholas Thompson,85,-.517,-36.169,7.348,-43.514,70
155,155,Bronson La'Cassie,51,-.519,-18.682,-15.512,-3.170,36
156,156,Tommy Gainey,73,-.521,-31.286,-32.424,1.140,60
157,157,Y.E. Yang,79,-.536,-32.695,-28.261,-4.430,61
158,158,Wes Roach,67,-.554,-27.719,-27.702,-.015,50
159,159,Johnson Wagner,69,-.565,-32.795,-35.723,2.927,58
160,161,Rory Sabbatini,82,-.571,-37.089,-15.923,-21.162,65
161,162,Briny Baird,50,-.575,-25.874,-18.848,-7.024,45
162,163,Mike Weir,69,-.626,-33.194,-46.753,13.559,53
163,164,John Rollins,84,-.647,-43.319,-26.452,-16.864,67
164,165,Scott Stallings,77,-.673,-42.420,-23.226,-19.191,63
165,166,Jeff Maggert,54,-.748,-32.899,-4.204,-28.696,44
166,167,D.H. Lee,54,-.796,-35.840,-36.902,1.062,45
167,168,Mark Wilson,69,-.804,-45.826,-15.078,-30.747,57
168,169,Woody Austin,63,-.833,-47.497,-39.687,-7.810,57
T169,T170,Kyle Stanley,87,-.834,-60.021,39.718,-99.737,72
T169,T170,Kevin Tway,64,-.834,-39.185,-31.827,-7.357,47
171,172,James Driscoll,71,-.835,-48.418,-55.552,7.137,58
172,173,Jim Herman,62,-.850,-40.778,-23.412,-17.364,48
173,174,Lucas Glover,68,-.936,-43.979,25.325,-69.302,47
174,176,Jim Renner,61,-1.013,-52.667,-11.468,-41.196,52
175,177,D.A. Points,75,-1.097,-60.317,-41.397,-18.917,55
176,179,Troy Matteson,62,-1.337,-65.494,-44.810,-20.683,49
177,180,Derek Ernst,80,-1.356,-85.436,-50.277,-35.154,63
