RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
57,57,Stewart Cink,71,.416,23.268,36.606,-13.337,56
58,58,"Ted Potter, Jr.",65,.406,22.345,8.778,13.565,55
59,59,James Driscoll,76,.389,24.490,-16.461,40.948,63
60,60,Kevin Chappell,80,.384,25.745,48.402,-22.660,67
61,61,Chez Reavie,72,.375,25.098,25.679,-.584,67
62,62,David Lynn,70,.361,20.213,-3.957,24.168,56
63,63,Ryan Moore,72,.350,19.939,21.508,-1.568,57
64,64,David Hearn,88,.345,25.179,-10.166,35.344,73
65,65,Cameron Tringale,80,.343,25.708,17.941,7.766,75
66,66,Josh Teater,86,.338,20.615,19.246,1.368,61
67,67,Jeff Overton,78,.327,24.165,.848,23.314,74
T68,T68,Marc Leishman,77,.318,20.339,15.195,5.144,64
T68,T68,Morgan Hoffmann,64,.318,16.859,6.616,10.240,53
70,70,Richard Lee,81,.313,22.543,-18.080,40.621,72
71,71,Ernie Els,63,.308,14.778,21.323,-6.547,48
72,72,Mark Wilson,56,.300,14.989,25.488,-10.499,50
73,73,John Huh,88,.298,22.353,39.364,-17.011,75
74,74,Matt Every,89,.293,23.468,30.838,-7.372,80
75,76,Pat Perez,69,.284,18.164,20.677,-2.515,64
76,77,Stuart Appleby,88,.241,19.039,-8.862,27.895,79
77,78,John Rollins,77,.227,15.457,31.974,-16.518,68
78,79,Nicholas Thompson,99,.225,19.333,43.459,-24.131,86
79,80,Ben Crane,62,.199,10.968,9.646,1.321,55
80,81,Jason Kokrak,78,.190,13.668,22.268,-8.601,72
81,82,George McNeill,68,.185,11.848,13.657,-1.807,64
82,83,Tim Clark,64,.144,6.193,3.696,2.497,43
83,84,Martin Kaymer,61,.135,5.658,-.116,5.770,42
84,85,Patrick Reed,83,.122,9.062,-16.818,25.875,74
85,86,Brandt Jobe,62,.121,6.419,6.497,-.080,53
86,87,Robert Garrigus,69,.116,5.703,27.095,-21.395,49
87,88,Justin Leonard,86,.115,8.613,-17.458,26.068,75
88,75,Boo Weekley,100,.099,8.190,64.281,-56.094,83
89,90,John Senden,79,.078,4.787,13.203,-8.416,61
90,91,J.J. Henry,83,.072,5.324,-5.457,10.780,74
91,92,William McGirt,75,.068,4.845,-11.410,16.251,71
92,93,Ángel Cabrera,73,.063,3.616,-.328,3.943,57
93,94,Jim Herman,59,.053,2.347,12.427,-10.081,44
94,95,Brendan Steele,86,.023,1.736,-.386,2.119,77
T95,T96,David Lingmerth,68,.015,.827,1.353,-.526,57
T95,T96,Luke Guthrie,82,.015,.950,14.261,-13.313,65
97,98,Martin Laird,68,.009,.496,7.218,-6.723,53
98,89,D.A. Points,87,.000,-.013,10.903,-10.919,68
99,99,Vijay Singh,61,-.025,-1.193,40.831,-42.025,48
T100,T100,Greg Chalmers,77,-.033,-2.340,-62.310,59.966,70
T100,T100,Jason Bohn,70,-.033,-2.152,-14.350,12.192,66
102,102,Vaughn Taylor,50,-.038,-1.520,-5.641,4.118,40
103,103,Chad Campbell,78,-.044,-3.156,14.779,-17.935,72
104,104,Brad Fritsch,81,-.046,-3.111,11.316,-14.429,68
105,105,Ken Duke,87,-.065,-4.884,-2.968,-1.917,75
T106,T106,James Hahn,78,-.067,-4.506,-4.661,.153,67
T106,T106,Scott Brown,65,-.067,-3.673,8.278,-11.954,55
108,108,Brian Stuard,78,-.068,-4.277,-8.512,4.232,63
109,109,Bo Van Pelt,72,-.070,-3.805,5.968,-9.773,54
110,110,Scott Piercy,78,-.083,-5.148,6.230,-11.378,62
111,112,Lucas Glover,65,-.086,-4.490,39.774,-44.265,52
112,113,Padraig Harrington,52,-.089,-3.102,1.482,-4.584,35
113,114,Sangmoon Bae,83,-.116,-8.360,-35.101,26.740,72
114,115,Carl Pettersson,82,-.129,-8.264,-6.465,-1.797,64
115,116,Justin Hicks,79,-.139,-9.166,5.256,-14.424,66
116,117,Cameron Percy,68,-.167,-9.516,-16.427,6.908,57
T117,T118,Tag Ridings,69,-.171,-9.914,-12.997,3.080,58
T117,T118,Scott Langley,79,-.171,-10.939,-13.523,2.580,64
119,120,D.H. Lee,65,-.176,-10.202,-12.338,2.134,58
120,121,Erik Compton,74,-.193,-12.557,-27.773,15.213,65
121,122,Andres Romero,63,-.200,-10.387,-16.481,6.092,52
122,123,Robert Streb,75,-.231,-14.298,-14.296,-.003,62
T123,T124,Shawn Stefani,63,-.235,-11.734,-28.639,16.905,50
T123,T124,Scott Stallings,79,-.235,-15.534,-25.156,9.620,66
125,126,Bud Cauley,67,-.247,-13.818,18.099,-31.917,56
T126,T127,Fabián Gómez,65,-.248,-13.901,-20.850,6.947,56
T126,T127,Ben Curtis,59,-.248,-11.388,-21.076,9.689,46
128,129,Charlie Wi,75,-.251,-16.560,-28.192,11.630,66
129,130,Henrik Norlander,70,-.254,-14.998,-5.542,-9.458,59
130,131,Brian Gay,79,-.266,-18.887,-49.253,30.362,71
131,132,Jeff Maggert,63,-.267,-15.214,2.808,-18.022,57
132,133,Nicolas Colsaerts,50,-.268,-9.630,11.200,-20.830,36
133,134,Ricky Barnes,74,-.278,-18.083,19.895,-37.979,65
134,135,Robert Karlsson,56,-.286,-10.586,1.874,-12.462,37
135,136,Trevor Immelman,73,-.291,-18.019,4.616,-22.637,62
136,137,Brian Harman,89,-.296,-22.504,-33.699,11.191,76
137,138,Aaron Baddeley,68,-.319,-18.803,-57.783,38.976,59
138,139,Steven Bowditch,67,-.329,-19.098,-16.426,-2.675,58
139,140,Kyle Stanley,71,-.332,-19.949,21.056,-41.004,60
140,141,Tim Herron,45,-.338,-14.858,-13.041,-1.816,44
141,142,Dicky Pride,71,-.361,-21.318,-20.667,-.652,59
142,143,Doug LaBelle II,72,-.386,-22.802,-54.985,32.180,59
143,144,Steve LeBrun,66,-.398,-21.112,-11.518,-9.599,53
144,145,Jonas Blixt,76,-.403,-27.001,-47.883,20.883,67
145,146,Ben Kohles,75,-.459,-28.432,-31.579,3.144,62
146,147,Seung-Yul Noh,71,-.472,-29.288,-.577,-28.715,62
147,148,Michael Thompson,66,-.511,-27.086,-20.749,-6.336,53
148,149,Jin Park,52,-.512,-22.006,-20.868,-1.140,43
149,150,Charlie Beljan,62,-.524,-28.837,-17.580,-11.257,55
150,151,D.J. Trahan,48,-.531,-20.195,-10.825,-9.373,38
151,152,Tom Gillis,69,-.543,-32.589,-42.988,10.396,60
152,153,Ryo Ishikawa,72,-.547,-30.102,7.476,-37.580,55
153,154,Andrew Svoboda,46,-.562,-19.666,-22.012,2.342,35
154,155,Y.E. Yang,56,-.573,-23.506,-20.678,-2.827,41
155,156,Stephen Ames,49,-.584,-25.685,-57.057,31.372,44
156,157,Aaron Watkins,46,-.589,-20.601,-34.670,14.068,35
157,158,Troy Matteson,68,-.610,-36.005,-36.204,.196,59
158,159,Greg Owen,73,-.615,-40.572,3.590,-44.163,66
159,160,Casey Wittenberg,72,-.620,-37.823,-53.342,15.516,61
160,161,Geoff Ogilvy,57,-.649,-27.242,-13.068,-14.174,42
161,162,David Toms,49,-.679,-21.737,-9.625,-12.112,32
162,163,Mike Weir,60,-.771,-36.243,-49.790,13.544,47
163,164,Tommy Gainey,84,-.781,-58.572,-65.253,6.682,75
164,165,Lee Williams,62,-.790,-40.310,-18.559,-21.752,51
165,166,Will Claxton,67,-.804,-45.023,-5.329,-39.696,56
166,167,Rod Pampling,46,-.857,-29.999,-10.261,-19.740,35
167,168,Robert Allenby,58,-.859,-44.678,-27.146,-17.531,52
168,169,Darron Stiles,51,-.912,-38.286,-20.337,-17.952,42
169,170,Johnson Wagner,64,-.946,-49.207,-63.303,14.096,52
170,172,Scott Gardiner,61,-.979,-50.905,-33.728,-17.179,52
171,173,Sean O'Hair,56,-1.022,-52.116,-37.986,-14.131,51
172,174,Alistair Presnell,59,-1.030,-47.367,-46.460,-.909,46
173,176,Derek Ernst,58,-1.075,-52.663,-42.093,-10.569,49
174,177,David Mathis,71,-1.149,-71.254,-43.464,-27.791,62
175,178,Justin Bolli,59,-1.232,-56.671,-58.419,1.744,46
176,179,Colt Knost,69,-1.279,-74.164,-99.419,25.252,58
177,180,Michael Bradley,56,-1.319,-56.728,-37.362,-19.368,43
178,181,Luke List,65,-1.344,-69.882,-56.019,-13.865,52
179,182,Bobby Gates,49,-1.398,-53.106,-53.509,.401,38
180,183,Eric Meierdierks,48,-1.476,-54.625,-18.452,-36.175,37
