RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
57,40,Lucas Glover,88,.522,41.256,49.200,-7.945,79
58,59,Heath Slocum,103,.508,45.715,52.671,-6.955,90
59,58,Olin Browne,99,.497,41.751,11.975,29.777,84
60,60,Bernhard Langer,67,.492,22.619,15.955,6.662,46
61,61,Steve Elkington,67,.489,26.913,13.115,13.799,55
62,62,Jay Haas,54,.481,18.773,20.402,-1.629,39
63,63,Arron Oberholser,65,.464,23.647,16.061,7.583,51
64,64,Corey Pavin,77,.448,27.347,4.188,23.156,61
65,65,D.J. Trahan,81,.444,31.535,53.790,-22.257,71
66,66,Stephen Leaney,89,.433,32.906,34.341,-1.436,76
67,67,Greg Owen,84,.429,30.481,58.111,-27.633,71
68,68,John Rollins,97,.421,34.940,45.381,-10.444,83
69,69,Harrison Frazar,105,.402,37.822,43.758,-5.937,94
70,70,Carlos Franco,78,.401,26.897,31.989,-5.096,67
71,71,J.J. Henry,102,.395,34.393,55.698,-21.303,87
72,72,Carl Pettersson,109,.394,36.991,31.815,5.173,94
73,73,Billy Andrade,83,.385,28.522,6.502,22.017,74
74,74,Jeff Sluman,94,.379,32.257,31.512,.742,85
75,75,Jeff Maggert,79,.375,22.495,30.471,-7.976,60
76,76,Phillip Price,77,.373,23.867,-4.242,28.111,64
77,77,Dan Forsman,52,.370,17.397,7.771,9.625,47
78,78,Vaughn Taylor,99,.363,32.627,50.183,-17.558,90
79,79,Sean O'Hair,103,.362,31.135,19.727,11.408,86
80,80,Dean Wilson,86,.358,28.661,-6.678,35.338,80
T81,T81,Jonathan Kaye,77,.341,21.848,32.327,-10.482,64
T81,T81,Daniel Chopra,108,.341,31.748,15.412,16.336,93
83,83,Darron Stiles,78,.339,23.718,12.050,11.667,70
84,84,Mathias Grönberg,60,.337,18.887,33.130,-14.242,56
85,85,Joe Durant,81,.330,22.802,76.748,-53.946,69
86,86,Jesper Parnevik,84,.323,21.990,-4.266,26.252,68
87,87,Joey Sindelar,104,.315,31.165,64.364,-33.201,99
88,88,Briny Baird,98,.305,27.178,21.128,6.047,89
89,,Padraig Harrington,50,.289,11.850,4.188,7.662,41
90,89,Tommy Armour III,103,.283,26.080,48.678,-22.601,92
91,90,Steve Stricker,62,.278,16.389,-21.535,37.922,59
92,91,Joey Snyder III,102,.271,24.914,29.271,-4.359,92
93,92,Omar Uresti,84,.268,19.852,47.263,-27.412,74
94,93,Alex Cejka,84,.254,17.787,59.725,-41.937,70
95,94,Tom Lehman,69,.248,12.405,29.003,-16.599,50
96,95,Marco Dawson,82,.244,19.276,24.028,-4.752,79
97,96,Rocco Mediate,73,.235,15.501,44.451,-28.946,66
98,97,Peter Lonard,85,.233,15.358,26.157,-10.800,66
99,98,Craig Barlow,81,.209,13.372,30.669,-17.296,64
100,99,Jonathan Byrd,103,.192,18.019,23.306,-5.291,94
101,100,Kirk Triplett,55,.179,7.882,-9.589,17.469,44
102,101,Robert Gamez,91,.173,13.991,7.010,6.977,81
103,103,Charles Warren,89,.133,10.777,22.633,-11.858,81
T104,102,Ted Purdy,122,.127,12.662,37.521,-24.862,100
T104,104,Michael Allen,90,.127,9.779,-.837,10.614,77
106,105,Freddie Jacobson,72,.123,6.862,-12.417,19.277,56
107,106,Shaun Micheel,81,.112,7.143,-2.204,9.344,64
108,107,Steve Lowery,100,.110,9.558,8.411,1.145,87
109,108,Hidemichi Tanaka,106,.109,10.321,12.977,-2.657,95
110,109,Jay Williamson,53,.106,4.962,12.402,-7.440,47
111,110,Joe Ogilvie,103,.092,7.268,-6.502,13.769,79
112,111,Tag Ridings,93,.091,7.605,-22.665,30.270,84
113,112,Brenden Pappas,51,.074,3.616,-18.449,22.064,49
114,113,Hunter Mahan,103,.061,5.651,-8.566,14.216,93
T115,T114,Pat Perez,89,.050,3.665,7.043,-3.380,74
T115,T114,Tim Petrovic,97,.050,4.021,10.052,-6.032,80
117,116,Brett Wetterich,76,.034,2.287,32.192,-29.904,68
118,117,Doug Barron,70,.031,2.032,18.511,-16.478,65
119,118,Lee Westwood,50,.009,.298,13.076,-12.778,33
120,119,Ryuji Imada,78,-.004,-.289,20.333,-20.622,67
121,120,Kent Jones,99,-.006,-.489,-29.409,28.921,88
122,121,Brian Bateman,98,-.022,-1.932,6.446,-8.378,86
123,122,Brian Gay,101,-.036,-3.327,-57.662,54.334,93
124,123,David Hearn,68,-.060,-3.632,42.911,-46.541,61
125,124,Mike Weir,71,-.062,-2.925,5.109,-8.036,47
126,125,John Huston,90,-.067,-5.381,11.773,-17.156,80
127,126,Neal Lancaster,95,-.078,-6.702,6.849,-13.551,86
T128,T127,Duffy Waldorf,86,-.085,-6.028,-8.072,2.041,71
T128,T127,Matt Kuchar,60,-.085,-4.741,-25.314,20.572,56
130,129,Cameron Beckman,96,-.096,-8.183,-3.751,-4.432,85
131,130,Scott McCarron,78,-.104,-6.371,-21.461,15.089,61
132,131,Hunter Haas,83,-.106,-7.744,-17.726,9.980,73
133,132,Kevin Na,88,-.114,-9.107,-14.142,5.031,80
134,133,Mark Wilson,74,-.125,-7.999,-16.725,8.724,64
135,134,Todd Hamilton,94,-.139,-10.439,-10.709,.265,75
136,135,Mario Tiziani,67,-.148,-9.053,-18.847,9.792,61
137,136,Tom Byrum,83,-.153,-11.659,-23.143,11.482,76
T138,T137,J.P. Hayes,63,-.181,-9.615,-21.776,12.160,53
T138,T137,Charlie Wi,67,-.181,-11.022,-32.909,21.888,61
140,139,Glen Hnatiuk,59,-.190,-9.673,3.097,-12.768,51
141,140,Glen Day,80,-.191,-14.152,-17.019,2.864,74
T142,T141,Matt Gogel,78,-.195,-13.247,-39.334,26.085,68
T142,T141,Frank Lickliter II,100,-.195,-16.800,7.094,-23.895,86
144,143,Ryan Palmer,101,-.196,-15.885,-27.933,12.042,81
145,144,Nick Watney,91,-.202,-16.192,-28.300,12.104,80
146,145,Todd Fischer,99,-.206,-18.113,-35.261,17.145,88
147,146,Paul Azinger,66,-.209,-12.344,-19.791,7.445,59
148,147,Lee Janzen,75,-.214,-12.817,-11.427,-1.388,60
149,148,Patrick Sheehan,114,-.232,-22.546,-56.321,33.771,97
150,149,James Driscoll,73,-.236,-14.869,-27.016,12.147,63
151,150,Aaron Baddeley,84,-.240,-18.227,-61.967,43.735,76
152,151,Larry Mize,54,-.257,-11.842,-26.940,15.097,46
153,152,Chris Smith,93,-.266,-22.855,3.753,-26.609,86
154,153,Brendan Jones,81,-.279,-20.396,-6.976,-13.419,73
155,154,Robert Damron,89,-.317,-25.335,10.665,-35.998,80
156,155,John Cook,72,-.339,-20.010,-22.322,2.309,59
157,156,D.A. Points,94,-.342,-28.374,5.088,-33.464,83
158,157,Bob Heintz,67,-.350,-21.704,-42.018,20.314,62
159,158,John Daly,78,-.351,-19.654,-1.534,-18.121,56
160,159,Franklin Langham,91,-.366,-28.176,-17.580,-10.596,77
161,160,Steve Flesch,90,-.407,-26.078,-27.020,.940,64
T162,T161,Brent Geiberger,61,-.485,-25.207,-48.580,23.369,52
T162,T161,Roland Thatcher,75,-.485,-32.946,6.534,-39.479,68
164,163,Steve Allan,102,-.506,-45.005,-30.334,-14.674,89
165,164,Paul Claxton,79,-.518,-34.192,-16.624,-17.568,66
T166,T165,Kevin Stadler,96,-.543,-45.037,-39.686,-5.353,83
T166,T165,Ian Poulter,62,-.543,-19.532,-22.939,3.404,36
168,167,Will MacKenzie,75,-.562,-38.182,-7.338,-30.843,68
169,168,Michael Long,72,-.568,-36.339,-17.515,-18.824,64
170,169,Skip Kendall,80,-.573,-40.676,-33.163,-7.514,71
171,170,Andrew Magee,82,-.591,-41.969,-18.373,-23.599,71
T172,T171,Paul Gow,78,-.608,-41.315,-13.992,-27.325,68
T172,T171,Rich Beem,66,-.608,-29.173,-9.992,-19.182,48
174,173,Mark O'Meara,66,-.614,-31.940,-56.387,24.444,52
175,174,Gavin Coles,70,-.616,-39.413,-59.720,20.307,64
176,175,Tom Gillis,77,-.620,-42.774,-31.051,-11.722,69
177,176,Steve Jones,56,-.638,-29.345,-8.014,-21.333,46
178,177,Tjaart van der Walt,56,-.642,-34.675,-48.486,13.810,54
179,178,Justin Bolli,65,-.656,-38.732,-29.243,-9.490,59
180,179,Mark Hensby,70,-.675,-33.731,-22.315,-11.419,50
181,180,Jeff Hart,63,-.693,-40.197,-30.014,-10.183,58
182,181,Danny Briggs,70,-.772,-47.857,-38.836,-9.021,62
183,182,Bradley Hughes,52,-.807,-39.528,-13.687,-25.840,49
T184,T183,Bill Glasson,54,-.831,-36.560,-29.081,-7.479,44
T184,T183,Chris Anderson,66,-.831,-48.181,-42.016,-6.166,58
186,185,Scott Hend,75,-.839,-54.562,-23.171,-31.390,65
187,186,Hank Kuehne,84,-.843,-63.243,-69.020,5.773,75
188,187,José Coceres,56,-.872,-46.233,-30.005,-16.226,53
189,188,Dennis Paulson,63,-.921,-52.510,-28.160,-24.348,57
190,189,Rob Rashell,65,-.933,-51.321,-54.390,3.068,55
191,190,D.J. Brigman,76,-.944,-58.529,-14.199,-44.329,62
192,191,Ben Curtis,65,-.958,-47.917,-42.863,-5.056,50
193,192,Jim Carter,62,-1.015,-55.846,-22.926,-32.919,55
194,193,Jason Allred,75,-1.075,-68.823,-79.708,10.883,64
195,194,Len Mattiace,86,-1.110,-84.369,-144.195,59.826,76
196,195,Matt Davidson,53,-1.145,-57.265,-54.161,-3.103,50
197,196,Chris Riley,67,-1.168,-50.221,-33.751,-16.470,43
198,197,Hideto Tanihara,50,-1.207,-54.316,-27.953,-26.363,45
199,198,John Elliott,58,-1.220,-63.415,-60.591,-2.822,52
200,199,Thomas Levet,54,-1.233,-44.381,-13.805,-30.578,36
201,200,Mark Brooks,72,-1.235,-77.830,-55.369,-22.462,63
202,201,Craig Perks,67,-1.402,-82.731,-44.690,-38.044,59
