RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
79,81,K.J. Choi,66,.256,14.595,-9.082,23.677,57
80,82,John Peterson,84,.251,19.311,33.475,-14.163,77
81,83,Carl Pettersson,106,.236,22.652,-9.549,32.204,96
82,84,Jonathan Byrd,69,.232,11.854,7.559,4.295,51
83,85,Jason Dufner,76,.222,10.634,44.236,-33.598,48
84,86,Chad Collins,79,.214,13.454,12.679,.778,63
85,87,Adam Scott,51,.206,6.577,19.240,-12.662,32
86,88,Gary Woodland,81,.198,10.685,6.514,4.173,54
T87,T89,Colt Knost,90,.196,14.488,-11.244,25.734,74
T87,T89,Morgan Hoffmann,85,.196,13.547,-2.432,15.981,69
89,91,Bryce Molder,91,.189,14.528,-24.572,39.105,77
90,92,Scott Brown,97,.185,14.987,17.487,-2.495,81
91,93,Adam Hadwin,95,.183,14.861,-4.165,19.029,81
92,94,Sean O'Hair,86,.180,14.606,.953,13.657,81
93,95,Camilo Villegas,83,.176,13.034,-1.409,14.447,74
94,96,Zac Blair,108,.171,15.011,-31.344,46.359,88
95,97,Kyle Reifers,96,.136,10.903,8.050,2.855,80
96,98,Kevin Streelman,95,.133,9.713,25.694,-15.978,73
97,99,Patrick Rodgers,57,.129,5.956,6.113,-.153,46
98,100,Scott Langley,94,.126,9.981,8.559,1.424,79
99,101,Carlos Ortiz,100,.124,10.287,-4.006,14.293,83
100,102,Hunter Mahan,88,.120,7.805,-17.541,25.348,65
101,103,Johnson Wagner,68,.095,5.419,-6.150,11.571,57
102,105,Jeff Overton,94,.091,6.825,-1.024,7.851,75
103,106,Jason Gore,76,.089,5.189,9.104,-3.911,58
104,107,John Huh,102,.088,7.865,-17.001,24.869,89
105,108,Erik Compton,86,.084,5.892,-26.969,32.862,70
106,109,John Senden,80,.082,4.159,7.265,-3.103,51
107,110,Chez Reavie,56,.080,4.021,17.114,-13.090,50
108,111,David Toms,62,.076,4.198,9.806,-5.604,55
109,112,Charl Schwartzel,67,.073,3.011,25.782,-22.769,41
110,113,Spencer Levin,99,.070,5.794,11.205,-5.408,83
111,104,Sangmoon Bae,98,.059,5.186,-17.677,22.865,88
112,115,Martin Flores,95,.038,3.038,20.111,-17.069,79
113,116,Mark Wilson,89,.026,2.118,7.415,-5.295,81
114,117,Cameron Percy,72,.020,1.179,9.445,-8.262,58
115,118,Steven Alker,62,.017,.838,8.136,-7.294,50
116,119,Blayne Barber,76,.015,.970,-18.726,19.696,63
117,120,Chris Stroud,84,.002,.154,12.108,-11.950,68
118,121,Alex Prugh,84,-.004,-.254,3.675,-3.925,72
119,122,Whee Kim,71,-.013,-.726,4.513,-5.235,56
120,123,Luke Guthrie,84,-.037,-2.504,-9.973,7.472,68
121,124,Steve Wheatcroft,87,-.038,-2.754,-27.601,24.849,72
122,125,Ryo Ishikawa,90,-.051,-3.848,3.914,-7.760,75
123,126,Jon Curran,83,-.088,-5.705,-3.852,-1.848,65
124,127,Billy Hurley III,83,-.112,-7.083,-26.677,19.597,63
125,128,Roberto Castro,54,-.120,-4.304,22.045,-26.348,36
126,129,Scott Pinckney,88,-.131,-9.729,-31.491,21.766,74
127,130,Michael Putnam,87,-.153,-10.399,25.384,-35.781,68
128,131,Seung-Yul Noh,65,-.154,-8.337,-11.887,3.552,54
129,132,Derek Fathauer,81,-.173,-11.438,-31.270,19.834,66
130,133,Lucas Glover,79,-.181,-13.006,84.256,-97.258,72
T131,T134,Michael Thompson,83,-.195,-14.651,-26.155,11.506,75
T131,T134,Troy Merritt,91,-.195,-15.992,-47.448,31.459,82
133,136,Alex Cejka,94,-.217,-17.158,1.178,-18.331,79
134,137,Aaron Baddeley,76,-.223,-14.727,-62.372,47.649,66
135,138,Greg Owen,58,-.226,-9.025,22.895,-31.917,40
136,139,Brian Stuard,97,-.240,-18.951,-28.093,9.144,79
137,140,Bo Van Pelt,81,-.250,-16.265,-23.949,7.687,65
138,141,Jhonattan Vegas,90,-.267,-19.223,-25.387,6.165,72
139,142,J.J. Henry,94,-.308,-23.433,8.003,-31.432,76
140,143,Justin Leonard,61,-.313,-16.906,-29.381,12.475,54
141,144,Fabián Gómez,83,-.324,-22.352,-26.634,4.288,69
142,145,Retief Goosen,81,-.338,-20.298,-21.898,1.602,60
143,146,John Merrick,78,-.356,-20.640,24.333,-44.970,58
144,147,Chesson Hadley,101,-.357,-31.793,-46.743,14.951,89
145,148,Andres Romero,69,-.374,-20.181,-30.424,10.244,54
T146,T149,Nick Taylor,91,-.377,-31.251,-40.581,9.329,83
T146,T149,Davis Love III,51,-.377,-15.839,-1.283,-14.555,42
148,151,Ken Duke,93,-.378,-29.466,-12.169,-17.294,78
149,152,Mark Hubbard,79,-.383,-23.343,-17.116,-6.226,61
150,153,Ricky Barnes,82,-.396,-24.932,-34.980,10.048,63
151,154,Geoff Ogilvy,50,-.432,-15.134,9.090,-24.221,35
152,155,Jonas Blixt,78,-.440,-22.867,-29.210,6.345,52
153,156,D.A. Points,72,-.451,-26.143,-22.987,-3.154,58
154,158,Sam Saunders,83,-.496,-31.279,-22.686,-8.589,63
155,159,Brian Davis,86,-.512,-36.350,-42.073,5.724,71
156,160,Derek Ernst,75,-.531,-33.479,-.944,-32.531,63
157,161,Brice Garnett,81,-.532,-34.055,-28.324,-5.727,64
158,162,Andres Gonzales,90,-.537,-40.779,-54.259,13.481,76
T159,T163,Scott Stallings,60,-.558,-27.329,-8.117,-19.208,49
T159,T163,Ben Crane,62,-.558,-29.034,-39.482,10.452,52
161,165,Tyrone Van Aswegen,58,-.580,-24.374,-17.992,-6.379,42
162,166,Sung Joon Park,79,-.588,-37.050,-10.507,-26.539,63
163,167,Ernie Els,57,-.600,-23.400,.364,-23.764,39
164,168,Ángel Cabrera,53,-.604,-25.347,-1.324,-24.020,42
165,169,Greg Chalmers,58,-.605,-21.766,-40.792,19.028,36
166,170,Gonzalo Fernandez-Castaño,81,-.646,-40.728,-7.858,-32.867,63
167,171,Nicholas Thompson,90,-.712,-49.836,-15.321,-34.513,70
168,172,Jonathan Randolph,72,-.718,-40.193,-47.600,7.408,56
169,173,Max Homa,78,-.729,-45.187,-38.369,-6.816,62
170,174,Padraig Harrington,60,-.756,-37.055,-12.904,-24.148,49
171,175,Tim Wilkinson,73,-.847,-49.127,-33.003,-16.123,58
172,176,Byron Smith,59,-.873,-37.525,-11.862,-25.660,43
173,177,Robert Garrigus,70,-.887,-48.760,-10.416,-38.341,55
174,178,Andrew Putnam,68,-.905,-48.867,-77.222,28.357,54
175,180,Charlie Beljan,76,-.933,-53.197,-7.658,-45.536,57
176,181,Eric Axley,57,-.952,-40.927,-47.362,6.438,43
177,182,Matt Every,73,-.968,-54.219,-58.416,4.198,56
178,183,Robert Allenby,63,-.970,-49.452,-10.985,-38.465,51
179,184,Andrew Svoboda,80,-1.067,-74.680,-72.885,-1.792,70
180,185,Bill Lunde,50,-1.244,-44.788,-26.055,-18.731,36
181,187,Oscar Fraustro,58,-1.316,-52.656,-41.345,-11.308,40
182,188,Jim Renner,68,-1.449,-81.130,-25.428,-55.698,56
183,189,Heath Slocum,57,-1.564,-61.000,-37.813,-23.184,39
184,190,Roger Sloan,56,-1.605,-64.210,-44.137,-20.070,40
