RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
35,34,Lee Westwood,60,.784,31.351,45.725,-14.374,40
T36,T35,Vijay Singh,99,.763,61.778,94.513,-32.738,81
T36,T35,Pat Perez,81,.763,52.638,41.627,11.008,69
T38,T37,Seung-Yul Noh,105,.721,61.308,49.220,12.086,85
T38,T37,Bud Cauley,99,.721,65.568,59.608,5.957,91
40,39,Geoff Ogilvy,73,.691,37.991,24.927,13.063,55
41,43,Charles Howell III,98,.679,52.307,48.131,4.174,77
42,41,Ernie Els,80,.677,44.004,47.284,-3.280,65
43,42,Bill Haas,79,.668,40.740,34.430,6.304,61
44,40,Ken Duke,104,.654,58.877,27.423,31.447,90
45,44,Greg Chalmers,88,.642,48.159,10.222,37.934,75
46,55,Matt Every,80,.613,39.221,33.045,6.173,64
47,47,Brian Davis,91,.594,46.908,17.691,29.211,79
T48,45,Ben Crane,73,.591,36.661,9.893,26.762,62
T48,46,Roberto Castro,92,.591,44.316,40.729,3.583,75
T50,T48,John Huh,99,.564,47.964,33.735,14.226,85
T50,T48,Ian Poulter,57,.564,21.445,17.513,3.932,38
52,50,Martin Laird,77,.549,29.624,24.266,5.356,54
53,51,Jimmy Walker,101,.547,49.758,10.927,38.829,91
54,53,Hunter Mahan,88,.541,34.632,41.629,-7.000,64
55,54,Nick Watney,97,.536,40.721,42.819,-2.103,76
56,56,Rickie Fowler,84,.518,34.166,47.503,-13.340,66
57,52,Will Claxton,99,.512,44.053,58.400,-14.351,86
58,58,Jonathan Byrd,69,.506,28.341,13.648,14.686,56
59,59,J.B. Holmes,90,.496,38.651,43.104,-4.454,78
60,61,Kevin Na,80,.445,28.944,16.365,12.574,65
61,62,Kevin Stadler,85,.439,30.744,49.169,-18.428,70
62,60,John Rollins,81,.431,30.634,33.035,-2.404,71
63,69,Martin Flores,95,.419,34.325,-19.508,53.826,82
64,73,Billy Horschel,63,.391,18.772,22.030,-3.258,48
65,64,Johnson Wagner,88,.385,29.258,2.967,26.284,76
66,65,Kyle Stanley,86,.384,26.907,82.676,-55.770,70
67,66,Graeme McDowell,55,.372,14.135,24.838,-10.701,38
68,72,Sean O'Hair,84,.368,27.946,49.679,-21.736,76
69,57,Trevor Immelman,76,.365,20.800,27.741,-6.943,57
70,68,Bob Estes,78,.362,23.521,18.739,4.782,65
T71,70,Blake Adams,107,.356,31.339,10.927,20.406,88
T71,63,Cameron Tringale,88,.356,27.393,19.531,7.855,77
73,78,Tom Gillis,75,.339,23.374,8.431,14.940,69
74,89,Tim Herron,88,.334,25.398,38.584,-13.188,76
75,74,Graham DeLaet,79,.322,22.880,42.586,-19.707,71
76,75,Bryce Molder,83,.321,22.821,-24.475,47.290,71
77,67,Bill Lunde,83,.305,20.424,36.553,-16.132,67
78,77,Tim Clark,60,.301,15.048,21.097,-6.049,50
79,81,Harris English,98,.299,25.984,10.744,15.234,87
80,71,Greg Owen,90,.298,22.947,55.009,-32.064,77
81,80,D.A. Points,88,.284,22.740,31.498,-8.759,80
T82,82,Charlie Wi,86,.283,20.681,.279,20.398,73
T82,76,Chad Campbell,84,.283,20.641,51.651,-31.015,73
84,93,Kevin Streelman,89,.268,20.641,24.779,-4.144,77
85,T83,Spencer Levin,81,.262,17.262,-4.532,21.790,66
86,85,David Hearn,95,.261,22.951,-.057,23.003,88
T87,T86,K.J. Choi,71,.255,14.262,33.538,-19.278,56
T87,T86,J.J. Henry,93,.255,18.105,21.962,-3.859,71
89,T90,William McGirt,96,.253,19.983,-2.306,22.289,79
90,79,Chris Kirk,93,.244,20.737,37.345,-16.611,85
91,T83,John Mallinger,74,.218,13.763,19.197,-5.437,63
92,94,Marc Leishman,84,.212,16.087,41.250,-25.169,76
93,88,Brian Harman,101,.199,17.538,5.952,11.582,88
T94,T95,John Merrick,83,.191,13.784,27.705,-13.925,72
T94,T95,David Toms,60,.191,8.397,14.579,-6.185,44
T96,T90,Richard Lee,71,.179,10.206,-.573,10.775,57
T96,99,Russell Knox,72,.179,10.011,9.998,.011,56
98,92,Gary Christian,91,.149,11.173,16.949,-5.779,75
99,107,Brian Gay,91,.148,11.513,-43.379,54.888,78
100,98,Aaron Baddeley,73,.143,7.865,-25.339,33.197,55
101,T109,Josh Teater,97,.128,10.635,28.020,-17.388,83
102,108,Daniel Summerhays,81,.126,8.534,12.133,-3.600,68
103,100,Chris Couch,61,.125,6.734,2.236,4.491,54
104,97,Chris Stroud,86,.121,9.106,2.984,6.117,75
105,101,Freddie Jacobson,61,.109,4.812,11.194,-6.384,44
106,102,Michael Thompson,80,.106,6.880,-16.223,23.097,65
107,103,Charley Hoffman,88,.087,6.606,43.107,-36.504,76
108,T109,Kyle Reifers,86,.058,4.325,2.777,1.544,74
109,105,Brandt Jobe,57,.053,2.391,-9.167,11.553,45
110,104,Danny Lee,74,.037,2.188,-.181,2.366,59
T111,115,Jeff Maggert,83,.030,2.370,12.299,-9.933,78
T111,116,Vaughn Taylor,81,.030,1.888,-.076,1.961,64
113,106,George McNeill,85,.013,.890,-16.014,16.899,71
114,111,Rory Sabbatini,84,-.014,-.998,25.600,-26.604,72
115,112,Rod Pampling,88,-.020,-1.375,9.189,-10.570,69
116,118,Garth Mulroy,59,-.031,-1.420,-1.873,.450,46
117,117,Heath Slocum,93,-.035,-2.654,38.877,-41.536,75
118,119,Ryo Ishikawa,54,-.038,-1.403,-8.655,7.249,37
119,113,Chez Reavie,83,-.045,-2.981,10.587,-13.570,66
120,120,Troy Matteson,100,-.051,-4.211,-15.519,11.303,83
121,122,James Driscoll,83,-.059,-4.132,-34.501,30.362,70
122,121,Kris Blanks,65,-.061,-3.669,32.797,-36.469,60
123,134,Jerry Kelly,84,-.067,-4.880,.711,-5.595,73
124,123,Billy Mayfair,90,-.077,-5.985,10.001,-15.991,78
125,124,Kevin Chappell,91,-.081,-5.828,13.021,-18.857,72
126,136,Boo Weekley,74,-.082,-4.760,56.419,-61.185,58
127,114,Dicky Pride,62,-.090,-4.433,-10.824,6.391,49
128,126,Nathan Green,73,-.100,-5.689,-19.855,14.162,57
129,125,David Mathis,83,-.105,-7.266,-30.597,23.324,69
130,129,Rocco Mediate,70,-.108,-6.276,-5.575,-.702,58
131,128,Hunter Haas,69,-.109,-5.654,-6.229,.571,52
132,132,Stuart Appleby,75,-.128,-8.352,-18.346,9.991,65
133,133,Kevin Kisner,69,-.139,-7.371,-23.426,16.053,53
134,131,Y.E. Yang,64,-.146,-7.021,-31.807,24.781,48
135,135,Camilo Villegas,79,-.174,-12.666,12.397,-25.070,73
136,127,Jason Bohn,81,-.180,-11.912,-9.481,-2.434,66
137,137,Ricky Barnes,92,-.203,-16.636,23.366,-40.006,82
138,140,Stewart Cink,71,-.228,-12.296,-28.542,16.239,54
139,138,Mark Wilson,84,-.245,-16.693,-9.746,-6.952,68
140,139,Bobby Gates,87,-.265,-20.153,-.229,-19.929,76
141,143,Gavin Coles,72,-.289,-16.496,-50.169,33.670,57
142,141,Gary Woodland,70,-.293,-15.540,10.809,-26.356,53
143,144,Scott Stallings,78,-.323,-21.982,5.537,-27.522,68
144,130,Mathew Goggin,65,-.327,-17.965,-4.644,-13.322,55
145,142,Jhonattan Vegas,77,-.387,-26.700,-24.280,-2.424,69
146,145,John Daly,50,-.406,-15.444,-22.740,7.294,38
147,146,Andres Romero,68,-.409,-22.102,-10.086,-12.024,54
148,148,Jason Kokrak,79,-.447,-30.828,-18.119,-12.709,69
149,147,J.J. Killeen,101,-.449,-37.702,-28.697,-9.012,84
150,149,Ángel Cabrera,54,-.451,-16.681,-8.651,-8.033,37
151,161,Robert Karlsson,54,-.469,-19.230,2.532,-21.765,41
152,150,Chris DiMarco,83,-.477,-34.338,-26.234,-8.109,72
153,T162,Charlie Beljan,61,-.485,-20.870,-2.770,-18.102,43
154,158,Nick O'Hern,78,-.489,-33.225,-6.560,-26.669,68
155,152,Steve Wheatcroft,56,-.506,-21.260,-22.938,1.675,42
T156,151,Erik Compton,81,-.517,-33.105,-38.972,5.862,64
T156,154,Brendan Steele,77,-.517,-33.082,-25.893,-7.199,64
T156,153,Tommy Gainey,98,-.517,-46.535,-56.723,10.183,90
159,155,Harrison Frazar,56,-.551,-26.471,-27.599,1.124,48
160,157,Matt Jones,53,-.557,-24.507,-20.528,-3.980,44
161,164,Scott Dunlap,57,-.600,-27.580,4.073,-31.655,46
162,160,Justin Leonard,79,-.615,-41.831,-19.736,-22.100,68
163,156,Robert Allenby,76,-.626,-41.341,-13.091,-28.255,66
164,159,Arjun Atwal,79,-.660,-43.529,-29.209,-14.324,66
165,168,Daniel Chopra,55,-.679,-29.196,-43.429,14.231,43
166,167,Cameron Beckman,81,-.689,-47.529,-23.179,-24.355,69
167,T162,Troy Kelly,68,-.692,-35.291,-37.822,2.529,51
168,166,D.J. Trahan,73,-.726,-44.986,-9.090,-35.901,62
169,165,Scott Brown,65,-.771,-39.312,-15.463,-23.853,51
170,T169,"Ted Potter, Jr.",77,-.823,-50.226,-54.654,4.427,61
171,T169,Alexandre Rocha,62,-.856,-42.782,-31.202,-11.584,50
172,174,Mark Anderson,75,-.875,-53.355,-45.263,-8.095,61
173,172,Stephen Ames,54,-.906,-35.337,-25.404,-9.934,39
174,173,Ryuji Imada,78,-.910,-62.814,-87.062,24.242,69
175,171,Michael Bradley,63,-.954,-52.465,-42.095,-10.374,55
176,175,Colt Knost,79,-.981,-65.752,-78.062,12.305,67
177,177,Derek Lamely,64,-1.035,-57.966,-93.591,35.620,56
178,176,Sangmoon Bae,81,-1.053,-60.020,-67.312,7.288,57
179,188,Edward Loar,59,-1.118,-48.070,-54.291,6.217,43
180,184,Tom Pernice Jr.,62,-1.127,-58.579,-42.068,-16.513,52
181,187,Roland Thatcher,55,-1.158,-50.947,-28.328,-22.622,44
182,180,Miguel Angel Carballo,73,-1.170,-66.709,-49.957,-16.753,57
183,178,Brendon Todd,78,-1.190,-74.979,-101.873,26.891,63
184,179,Marco Dawson,60,-1.215,-55.877,-45.092,-10.788,46
185,183,Tommy Biershenk,74,-1.227,-71.177,-84.152,12.972,58
186,181,Patrick Sheehan,58,-1.261,-55.502,-48.968,-6.535,44
187,T185,Matt Bettencourt,80,-1.262,-75.718,-63.649,-12.073,60
188,182,Billy Hurley III,70,-1.324,-75.469,-91.197,15.721,57
189,T185,Kyle Thompson,51,-1.398,-51.739,-6.991,-44.749,37
190,189,Sung Kang,75,-1.761,-109.179,-112.322,3.134,62
191,190,Stephen Gangluff,57,-1.959,-84.244,-73.809,-10.437,43
