RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,1,Rory McIlroy,60,2.406,96.228,93.891,2.336,40
2,2,Tiger Woods,69,2.310,110.894,94.610,16.282,48
3,3,Jim Furyk,85,1.752,113.906,86.407,27.493,65
4,4,Luke Donald,63,1.641,78.789,39.530,39.258,48
5,5,Justin Rose,69,1.640,86.909,93.376,-6.468,53
6,6,Bubba Watson,68,1.529,77.959,92.258,-14.301,51
7,7,Dustin Johnson,70,1.509,79.962,70.160,9.800,53
8,8,Jason Dufner,83,1.446,92.549,82.772,9.777,64
9,9,Bo Van Pelt,84,1.437,93.403,58.193,35.208,65
10,10,Phil Mickelson,79,1.422,85.332,51.623,33.707,60
11,11,Matt Kuchar,86,1.382,91.204,60.052,31.151,66
12,12,Steve Stricker,73,1.295,69.922,62.681,7.240,54
13,13,Zach Johnson,95,1.197,88.562,46.559,42.000,74
14,14,Adam Scott,59,1.164,47.709,53.368,-5.660,41
15,15,Webb Simpson,77,1.123,74.110,60.197,13.911,66
16,16,Keegan Bradley,90,1.122,79.633,56.183,23.445,71
17,17,Sergio Garcia,57,1.104,48.594,30.990,17.601,44
18,18,Brendon de Jonge,115,1.083,110.451,95.757,14.688,102
19,19,Jonas Blixt,72,1.062,67.956,16.477,51.477,64
20,20,Jason Day,57,1.024,48.135,23.389,24.741,47
21,21,Brandt Snedeker,81,1.010,65.682,9.779,55.901,65
22,25,Ryan Palmer,81,1.003,71.208,39.039,32.168,71
23,22,John Senden,81,1.000,61.972,59.534,2.436,62
24,27,Robert Garrigus,89,.988,73.107,89.720,-16.613,74
25,24,Louis Oosthuizen,65,.976,47.814,48.024,-.212,49
26,26,Charl Schwartzel,56,.925,36.981,33.617,3.365,40
27,,Henrik Stenson,51,.915,38.409,33.989,4.416,42
28,23,Ben Curtis,62,.906,43.485,19.244,24.238,48
29,28,Padraig Harrington,67,.888,39.939,40.853,-.913,45
30,29,Jeff Overton,101,.883,81.271,54.307,26.961,92
T31,33,Davis Love III,64,.867,45.075,41.771,3.299,52
T31,30,Carl Pettersson,92,.867,69.395,33.897,35.496,80
33,31,Scott Piercy,95,.857,73.686,54.649,19.034,86
34,32,Ryan Moore,89,.847,68.627,34.309,34.312,81
