RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
105,106,Johan Edfors,51,1.57,80.26,-49.08,65.08,
106,107,Jhonattan Vegas,50,1.57,78.68,-40.41,78.71,
107,102,Davis Love III,47,1.57,73.94,-51.15,57.87,
108,110,David Horsey,51,1.57,80.23,-55.61,56.20,
109,101,Ángel Cabrera,41,1.57,64.44,-85.50,47.99,
110,108,Andres Romero,44,1.55,68.21,-33.05,57.16,
111,111,Brendan Steele,54,1.53,82.52,-26.53,71.18,
112,109,Kevin Streelman,54,1.53,82.42,-47.92,60.56,
113,119,Trevor Immelman,45,1.50,67.49,-20.76,61.65,
114,112,Stewart Cink,48,1.49,71.53,-101.80,44.45,
115,116,Brandt Jobe,54,1.47,79.38,-24.98,77.05,
116,113,Brendon de Jonge,54,1.47,79.32,-55.43,55.09,
117,129,Koumei Oda,53,1.46,77.43,-54.70,58.15,
118,115,Jaco Van Zyl,40,1.45,58.07,-17.33,53.84,
119,114,Jerry Kelly,54,1.45,78.33,-57.85,71.23,
120,136,Shingo Katayama,46,1.44,66.05,-48.19,48.13,
121,123,Tomohiro Kondo,49,1.42,69.69,-32.65,64.67,
122,117,Do-Hoon Kim,45,1.41,63.44,-24.51,35.14,
123,118,Stephen Gallacher,54,1.40,75.70,-46.80,53.00,
124,121,Ricky Barnes,53,1.40,74.21,-68.32,49.24,
125,120,Grégory Bourdy,54,1.39,74.98,-64.66,59.67,
126,122,Rafa Cabrera Bello,54,1.38,74.73,-46.20,74.40,
127,125,Heath Slocum,54,1.38,74.38,-91.72,33.72,
128,140,Michio Matsumura,54,1.37,74.18,-44.29,31.64,
129,126,Robert Rock,54,1.34,72.41,-49.65,50.19,
130,127,Grégory Havret,53,1.34,70.98,-45.26,47.04,
131,128,Mark Foster,53,1.32,69.75,-24.13,64.89,
132,132,Scott Stallings,54,1.32,71.05,-10.47,72.40,
133,131,Lorenzo Gagli,50,1.31,65.70,-11.53,57.76,
134,130,Charlie Wi,54,1.31,70.66,-48.73,50.42,
135,185,Gonzalo Fernandez-Castaño,42,1.30,54.75,-53.85,24.53,
136,159,Kevin Chappell,53,1.29,68.38,-26.51,60.34,
137,134,Paul Lawrie,45,1.29,57.99,-31.11,53.63,
138,133,Rhys Davies,54,1.27,68.31,-79.70,37.50,
139,135,Harrison Frazar,40,1.26,50.55,-12.80,52.87,
140,138,Thongchai Jaidee,54,1.26,67.87,-80.88,33.10,
141,137,Paul Goydos,51,1.24,63.46,-47.14,55.94,
142,152,Kris Blanks,54,1.23,66.42,-27.12,54.38,
143,164,Richie Ramsay,54,1.23,66.41,-47.69,46.19,
144,141,Chad Campbell,54,1.22,65.69,-51.52,58.65,
145,153,Cho Min-jun,41,1.21,49.75,-12.25,39.85,
146,139,Thomas Levet,46,1.21,55.81,-30.00,51.81,
147,151,Kenichi Kuboya,54,1.21,65.29,-43.32,51.36,
148,144,George McNeill,50,1.21,60.44,-36.13,55.52,
149,142,Siddikur Rahman,40,1.21,48.31,-20.68,34.94,
150,142,Peter Lawrie,54,1.20,64.99,-51.98,38.08,
151,145,Stuart Appleby,54,1.20,64.63,-67.67,26.93,
152,161,John Rollins,54,1.20,64.61,-45.79,53.74,
153,148,Jimmy Walker,52,1.20,62.20,-35.28,62.16,
154,190,Sung Kang,40,1.19,47.61,-8.84,45.77,
155,147,Kyle Stanley,54,1.18,63.89,-16.08,60.38,
156,146,Jacob DONOTUSE,52,1.18,61.33,-29.99,38.12,
157,149,Kurt Barnes,40,1.18,47.13,-8.31,45.24,
158,150,Scott Piercy,54,1.18,63.61,-20.22,57.49,
159,155,Gary Boyd,51,1.17,59.70,-35.06,36.03,
160,154,Tommy Fleetwood,40,1.16,46.42,-7.51,41.01,
161,156,Pat Perez,52,1.15,59.81,-37.37,53.87,
162,157,Danny Willett,49,1.15,56.32,-57.14,24.47,
163,157,Marc Leishman,54,1.13,60.77,-69.58,49.79,
164,160,Jbe' Kruger,52,1.11,57.57,-37.37,39.35,
165,180,Nick O'Hern,45,1.10,49.57,-35.55,41.95,
166,163,Michael Thompson,40,1.09,43.68,-2.11,45.80,
167,166,Tom Lewis,40,1.08,43.14,-1.31,41.15,
168,162,James Kingston,53,1.08,56.98,-54.86,53.57,
169,176,"Ted Potter, Jr.",40,1.07,42.76,-2.88,44.08,
170,165,Tadahiro Takayama,51,1.07,54.39,-31.01,38.42,
171,170,Lee Slattery,51,1.07,54.38,-18.81,43.52,
172,168,Benjamin Hebert,45,1.05,47.37,-6.81,44.75,
173,172,Christian Nilsson,45,1.05,47.34,-31.76,35.40,
174,175,Henrik Stenson,50,1.04,52.20,-88.32,27.21,
175,167,Brian Gay,54,1.04,56.15,-71.06,45.91,
176,179,D.H. Lee,40,1.04,41.44,-.62,42.06,
177,174,Chris Wood,51,1.03,52.55,-56.69,37.82,
178,171,Kiradech Aphibarnrat,54,1.03,55.36,-38.27,37.85,
179,182,Marcus Fraser,49,1.02,50.08,-42.44,29.54,
180,169,Hunter Haas,53,1.02,54.04,-28.61,38.47,
181,173,Søren Kjeldsen,54,1.01,54.49,-66.60,31.78,
182,177,Chris Stroud,54,1.00,54.27,-25.57,44.02,
183,281,Justin Leonard,54,1.00,53.88,-53.46,37.28,
184,231,Hiroo Kawai,46,.99,45.69,-13.85,41.80,
185,181,Blake Adams,54,.99,53.43,-34.40,47.47,
186,183,Scott Jamieson,50,.98,48.77,-13.20,46.20,
187,186,Tom Gillis,47,.97,45.69,-44.56,32.44,
188,178,Chris Couch,44,.97,42.66,-29.02,37.79,
189,193,Anthony Wall,51,.97,49.34,-37.52,44.55,
190,187,Prayad Marksaeng,54,.95,51.47,-32.77,38.13,
191,184,D.J. Trahan,54,.95,51.37,-44.85,29.26,
192,209,Danny Lee,54,.95,51.29,-16.04,53.20,
193,188,Robert-Jan Derksen,53,.95,50.10,-46.62,26.94,
194,189,John Parry,54,.93,50.41,-42.99,19.46,
195,194,J.J. Killeen,52,.93,48.48,-9.04,45.32,
196,192,Ryuji Imada,54,.93,50.34,-35.88,38.76,
197,191,J.J. Henry,54,.92,49.80,-34.33,42.72,
198,196,Johnson Wagner,54,.92,49.63,-20.55,46.42,
199,205,Brett Rumford,52,.92,47.74,-46.67,22.94,
200,215,Katsumasa Miyamoto,54,.92,49.43,-44.30,16.06,
201,198,Felipe Aguilar,54,.91,49.37,-19.81,47.97,
202,199,Mathew Goggin,50,.91,45.43,-32.91,45.49,
203,197,Shunsuke Sonoda,46,.91,41.78,-33.29,12.03,
203,218,Greg Chalmers,54,.91,49.05,-49.59,34.63,
205,200,Daisuke Maruyama,54,.91,48.98,-45.32,31.03,
206,201,Bradley Dredge,53,.90,47.96,-45.36,33.41,
207,203,John Mallinger,54,.90,48.86,-34.17,35.15,
208,195,Toshinori Muto,49,.90,44.33,-20.97,39.16,
209,202,Damian McGrane,54,.90,48.83,-45.41,19.77,
210,204,José Manuel Lara,54,.90,48.55,-29.25,33.40,
211,206,James Morrison,54,.89,48.20,-34.12,33.28,
212,207,Shane Lowry,54,.89,47.98,-42.10,36.53,
213,208,Ignacio Garrido,54,.88,47.74,-43.29,24.04,
214,213,Simon Khan,50,.88,44.17,-42.66,18.16,
215,217,Cameron Tringale,54,.88,47.70,-8.92,46.77,
216,211,Jeev Milkha Singh,54,.88,47.66,-44.66,34.19,
217,212,Kenneth Ferrie,54,.88,47.58,-19.66,37.20,
218,216,Jason Kokrak,40,.88,35.10,-.63,34.72,
219,210,Brett Wetterich,41,.86,35.26,-10.33,33.69,
220,221,Thaworn Wiratchant,49,.85,41.84,-32.63,20.22,
220,214,Arjun Atwal,54,.85,46.11,-29.14,23.58,
222,222,Adam Hadwin,40,.85,34.12,-8.54,30.04,
223,229,Hennie Otto,54,.85,45.70,-30.23,42.82,
224,223,Matt Jones,54,.85,45.66,-38.80,23.39,
225,224,Pablo Martin Benavides,51,.84,43.08,-34.83,22.88,
226,230,Sam Little,52,.84,43.86,-7.02,43.57,
227,220,Richard Finch,54,.84,45.22,-25.21,38.61,
227,219,Gareth Maybin,50,.84,41.87,-47.12,21.48,
229,225,Chawalit Plaphol,46,.83,38.26,-4.54,37.01,
230,227,Bernd Wiesberger,54,.83,44.63,-20.87,27.84,
231,226,Alejandro Cañizares,54,.82,44.24,-42.86,17.48,
232,234,Jay Choi,45,.82,36.80,-16.82,19.30,
233,233,Andre Stolz,40,.81,32.42,-9.85,22.66,
234,327,Tom Pernice Jr.,40,.81,32.26,-17.01,24.88,
235,228,Daniel Gaunt,42,.80,33.64,-21.23,11.13,
235,302,Jonas Blixt,48,.80,38.44,-9.48,34.28,
237,249,Kim Hyung-Tae,49,.80,39.20,-15.67,29.37,
238,237,David Hearn,53,.79,42.06,-15.97,34.46,
239,232,Mark Tullo,49,.79,38.72,-20.63,23.22,
240,236,George Murray,48,.79,37.91,-20.97,22.05,
241,235,WC Liang,47,.78,36.60,-62.69,4.88,
242,240,Bud Cauley,40,.77,30.67,-.39,31.06,
243,239,Brad Kennedy,40,.77,30.64,-5.77,27.71,
244,238,Troy Matteson,54,.76,41.13,-40.07,37.81,
245,242,S.K. Ho,48,.76,36.42,-14.00,27.41,
246,243,Jung-gon Hwang,40,.76,30.28,-1.50,31.78,
247,241,Peter Whiteford,54,.76,40.84,-29.61,36.19,
248,271,Marcel Siem,53,.75,39.76,-27.37,29.48,
249,245,Oscar Floren,46,.75,34.50,-20.97,25.60,
250,244,David Mathis,50,.74,36.95,-20.66,24.09,
251,258,Ricardo Gonzalez,44,.73,32.27,-28.21,34.37,
252,410,Gavin Coles,46,.73,33.63,-10.86,28.27,
253,247,Victor Dubuisson,40,.72,28.98,-5.40,31.37,
254,294,Romain Wattel,40,.72,28.97,-9.91,18.68,
255,246,Vaughn Taylor,54,.72,39.05,-53.45,16.48,
256,253,Mardan Mamat,49,.72,35.30,-21.45,21.09,
257,251,Mamo Osanai,40,.71,28.51,-12.85,16.90,
258,268,Michael Bradley,49,.71,34.74,-16.03,38.64,
259,252,Martin Wiegele,50,.71,35.31,-20.18,23.14,
260,254,Joel Sjöholm,50,.70,35.18,-17.91,22.72,
261,255,Jamie Moul,40,.70,28.14,-3.75,29.36,
262,265,Briny Baird,50,.70,35.05,-24.25,28.24,
263,267,Tim Herron,53,.70,37.04,-15.04,36.32,
264,257,Bill Lunde,54,.70,37.62,-28.81,27.15,
265,250,Kyle Thompson,45,.70,31.32,-9.54,27.24,
266,248,Ben Curtis,49,.70,34.08,-38.19,25.77,
267,256,Rikard Karlberg,40,.69,27.77,-19.29,6.21,
268,259,Ricardo Santos,40,.69,27.63,-3.65,28.55,
269,260,Matt Bettencourt,54,.69,37.04,-33.57,31.51,
270,262,Jason Bohn,49,.69,33.57,-46.13,17.84,
271,263,Josh Teater,54,.68,36.69,-33.96,28.15,
272,269,Kyung-Nam Kang,40,.67,26.87,-11.78,17.37,
273,261,Stephen Ames,46,.67,30.84,-50.57,21.16,
274,270,Edouard Dubois,40,.67,26.79,-6.52,25.32,
275,266,Alex Cejka,54,.67,36.00,-42.83,17.56,
276,272,Robert Coles,54,.67,35.98,-23.82,30.54,
277,277,Harris English,40,.67,26.63,-.15,26.79,
278,297,Bob Estes,40,.66,26.54,-20.99,17.38,
279,276,Roland Thatcher,49,.66,32.46,-23.03,27.49,
280,274,Branden Grace,54,.66,35.76,-19.66,34.10,
281,273,Pariya Junhasavasdikul,40,.66,26.49,-20.09,6.70,
282,279,Kirk Triplett,40,.66,26.45,-10.24,18.65,
283,275,Tano Goya,54,.66,35.65,-22.80,29.91,
284,280,Fabrizio Zanotti,54,.66,35.48,-27.54,20.51,
285,284,Danny Denison,40,.66,26.23,-4.42,24.56,
286,264,Soren Hansen,54,.65,35.28,-62.31,25.02,
287,283,Oliver Fisher,54,.65,35.20,-24.89,24.00,
288,290,Charles-Edouard Russo,46,.65,29.97,-16.91,21.94,
289,285,Garth Mulroy,51,.65,33.10,-17.54,37.70,
290,282,Kevin Stadler,54,.65,35.04,-29.23,28.42,
291,287,Gary Christian,43,.65,27.87,-10.19,25.83,
292,286,Russell Knox,40,.65,25.84,-2.44,26.27,
293,278,Alvaro Velasco,48,.64,30.80,-23.86,17.16,
294,288,Takashi Kanemoto,51,.64,32.47,-34.54,6.29,
294,292,Erik Compton,40,.64,25.46,-4.66,28.26,
296,295,Matthew Baldwin,40,.63,25.39,-3.07,25.75,
297,291,Matt Every,43,.63,27.23,-24.19,25.20,
298,293,Oliver Wilson,54,.63,33.90,-66.85,14.05,
299,298,Park Sang-eon,40,.63,25.08,-3.98,27.85,
300,300,S.S. Hong,40,.63,25.05,-2.06,27.11,
301,289,Jae-bum Park,44,.63,27.53,-11.31,20.07,
302,299,Colin Montgomerie,40,.62,24.96,-13.87,21.20,
303,306,Dean Wilson,41,.62,25.57,-20.12,15.13,
304,303,Daehyun Kim,40,.62,24.74,-17.84,19.37,
305,318,Steven Bowditch,54,.62,33.37,-17.42,22.25,
306,305,Benjamín Alvarado,40,.62,24.71,-4.57,27.90,
307,304,Jean Baptiste Gonnet,49,.62,30.26,-18.42,29.18,
308,296,Garrett Willis,49,.61,30.07,-27.04,21.95,
309,309,David Gleeson,40,.61,24.33,-3.60,22.40,
310,307,David Howell,54,.61,32.77,-19.11,26.50,
311,301,Han Lee,46,.60,27.79,-29.74,10.64,
312,310,Carlos Del Moral,49,.60,29.42,-17.13,20.99,
313,308,Michael Putnam,45,.60,27.00,-15.95,17.55,
314,317,Matthew Zions,50,.60,29.91,-12.82,24.94,
315,341,Hyung-Sung Kim,48,.60,28.61,-20.19,19.20,
316,322,Paul Sheehan,51,.60,30.38,-13.60,21.71,
317,313,Andrea Pavan,40,.60,23.81,-1.33,24.14,
318,311,John Merrick,54,.59,32.00,-26.36,25.90,
319,312,Graeme Storm,54,.59,31.94,-31.71,23.41,
320,315,Troy Kelly,40,.59,23.60,-8.67,24.18,
321,320,Steve Webster,54,.59,31.68,-29.46,22.29,
322,362,Billy Mayfair,54,.59,31.65,-18.21,26.84,
323,314,Lu Wei-chih,44,.58,25.59,-7.55,21.33,
324,337,Masatsugo Morofuji,40,.58,23.22,,23.22,
325,339,Ryuichi Oda,53,.58,30.61,-40.02,15.06,
326,316,Miguel Angel Carballo,50,.57,28.72,-3.53,27.00,
327,340,Gary Orr,40,.56,22.58,-12.99,20.57,
328,328,Pelle Edberg,47,.56,26.52,-20.02,15.38,
329,324,Chris DiMarco,54,.56,30.41,-14.93,29.30,
330,325,Aaron Goldberg,40,.56,22.52,-9.86,13.44,
331,323,Anirban Lahiri,40,.56,22.47,-13.44,20.24,
332,319,Fred Couples,40,.56,22.44,-28.93,20.57,
333,329,Julien Quesne,54,.56,30.04,-14.77,28.66,
334,326,Steve Elkington,40,.55,22.17,-24.31,6.59,
335,330,Matt McQuillan,40,.55,22.14,-1.53,21.89,
336,336,Simon Wakefield,42,.55,23.19,-4.99,21.06,
337,342,Azuma Yano,52,.55,28.68,-27.34,19.03,
338,320,Tim Petrovic,54,.55,29.69,-41.60,15.01,
339,332,Simon Thornton,40,.55,21.81,-7.67,17.87,
340,331,Chan Yih-shin,40,.54,21.73,-15.10,15.58,
341,335,SSP Chawrasia,53,.54,28.76,-15.04,28.32,
342,365,James Driscoll,50,.54,27.03,-15.21,23.50,
343,360,Bio Kim,40,.54,21.49,-7.54,18.89,
344,334,Nobuhiro Masuda,48,.54,25.78,-13.55,21.06,
345,333,Gaganjeet Bhullar,40,.53,21.37,-30.01,18.13,
346,338,Bobby Gates,54,.53,28.71,-22.53,22.94,
347,344,Billy Horschel,40,.53,21.09,-1.69,22.21,
348,343,Joong Kyung Mo,40,.53,21.02,-4.97,16.31,
349,348,Markus Brier,53,.52,27.81,-17.97,29.98,
350,349,Neven Basic,40,.52,20.79,-1.14,21.00,
351,346,Ho Sung Choi,40,.52,20.74,-5.21,19.00,
352,345,Steve Wheatcroft,53,.52,27.33,-20.70,22.93,
353,350,Marc Warren,54,.51,27.75,-14.43,24.50,
354,351,Billy Hurley III,40,.51,20.54,-.40,20.94,
355,351,David Drysdale,54,.51,27.52,-34.64,17.74,
356,353,Victor Riu,48,.51,24.32,-9.39,15.08,
357,347,Rod Pampling,54,.50,27.24,-27.57,24.85,
358,357,Federico Colombo,46,.50,23.19,-6.95,20.77,
359,355,Cameron Beckman,51,.50,25.46,-29.26,18.97,
360,390,Richard McEvoy,54,.49,26.66,-18.80,18.10,
361,359,Masanori Kobayashi,40,.49,19.66,-4.27,21.95,
362,354,Richard Johnson,54,.49,26.52,-32.36,7.83,
363,360,Jamie Elson,50,.49,24.51,-10.60,23.27,
364,398,Kevin Kisner,54,.49,26.44,-15.74,12.11,
365,355,Alistair Presnell,54,.49,26.32,-25.91,8.35,
366,367,Scott McCarron,53,.48,25.62,-21.21,18.92,
367,369,Kunihiro Kamii,49,.48,23.56,-18.38,11.47,
368,366,Chris Riley,51,.48,24.49,-25.61,15.71,
369,358,Shigeki Maruyama,54,.48,25.83,-42.57,8.16,
370,370,Daniel Summerhays,54,.48,25.78,-21.46,10.44,
371,364,Jamie Lovemark,40,.48,19.07,-31.18,0,
371,373,Roberto Castro,40,.48,19.08,-7.10,15.69,
373,379,Mikael Lundberg,50,.48,23.84,-6.24,20.92,
374,372,Adilson da Silva,40,.48,19.05,-9.89,16.71,
375,363,Michael Sim,47,.48,22.34,-58.00,0,
376,371,Joe Ogilvie,54,.47,25.43,-21.82,21.84,
377,374,José de Jesús Rodríguez,40,.47,18.83,-6.42,17.21,
378,368,Joe Durant,46,.47,21.63,-15.39,13.89,
379,375,Keith Horne,54,.47,25.30,-21.80,18.74,
380,376,James Nitties,54,.47,25.30,-21.51,19.71,
381,379,Himmat Rai,40,.47,18.69,-3.95,18.76,
382,377,Sam Walker,40,.46,18.59,-11.97,12.88,
383,416,Kiyoshi Miyazato,48,.46,22.25,-8.33,18.35,
384,377,Mikko Ilonen,40,.46,18.30,-31.10,5.34,
385,401,Tetsuya Haraguchi,50,.46,22.78,-19.26,10.83,
386,385,Shane Bertsch,40,.46,18.20,-2.58,16.96,
387,382,Colt Knost,54,.45,24.43,-15.86,11.84,
388,384,Tjaart van der Walt,42,.45,18.97,-12.93,15.77,
389,385,Mitsuhiro Tateyama,44,.45,19.86,-15.72,11.97,
390,381,B.J. Staten,47,.45,21.19,-13.53,13.56,
391,387,Russell Henley,40,.45,18.03,-5.66,17.20,
392,388,Shiv Kapur,54,.45,24.31,-30.28,18.16,
393,392,Magnus Carlsson,49,.45,22.04,-9.49,17.47,
393,393,Florian Pragant,40,.45,17.99,-5.36,17.94,
395,383,Kenny Perry,40,.45,17.95,-70.97,4.38,
396,397,Alessandro Tadini,49,.45,21.93,-17.62,12.43,
397,429,Niclas Fasth,54,.45,24.13,-28.22,18.58,
398,394,Joonas Granberg,40,.45,17.82,-.90,18.39,
399,391,Marcus Both,45,.44,19.98,-21.96,11.34,
400,388,I J Jang,47,.44,20.71,-11.30,15.00,
401,396,Hideto Tanihara,54,.44,23.60,-30.48,6.96,
402,395,Yoshikazu Haku,44,.43,19.10,-6.38,13.19,
403,399,Peter Senior,40,.43,17.35,-10.88,0,
404,408,Doug McGuigan,40,.43,17.31,-3.05,16.51,
405,401,Andreas Hartø,40,.43,17.25,-11.09,5.12,
406,405,Justin Walters,40,.43,17.23,-3.30,19.46,
407,404,Phillip Price,54,.43,23.24,-10.36,16.84,
408,442,Mark Anderson,52,.43,22.30,-5.50,20.54,
409,411,Chinnarat Phadungsil,40,.42,16.94,-14.18,12.19,
409,431,Matt Haines,49,.42,20.75,-13.33,5.48,
411,414,Jorge Campillo,44,.42,18.61,-4.85,18.06,
412,409,Tom Lehman,40,.42,16.86,-18.37,9.87,
413,400,Shaun Micheel,52,.42,21.88,-26.00,6.21,
414,415,Craig Lee,40,.42,16.83,-4.75,14.14,
415,403,Woody Austin,51,.42,21.42,-27.15,12.88,
416,413,David Duval,49,.42,20.48,-31.66,15.43,
417,407,Peter Karmis,43,.42,17.96,-12.28,7.10,
418,406,William McGirt,54,.42,22.54,-10.19,21.34,
419,418,Wen-Tang Lin,40,.42,16.69,-17.69,8.70,
420,420,Alex Haindl,40,.42,16.64,-7.50,10.16,
421,427,César Monasterio,40,.42,16.63,-2.16,16.17,
422,412,Scott Brown,48,.42,19.95,-5.02,18.51,
423,423,Patrick Cantlay,40,.42,16.61,-.71,17.32,
424,457,Scott Hend,54,.41,22.39,-21.21,9.37,
425,422,Innchoon Hwang,40,.41,16.58,-7.37,14.23,
426,417,Kevin Sutherland,40,.41,16.55,-32.62,9.24,
427,423,Warren Abery,40,.41,16.52,-9.67,8.83,
428,426,Will Wilcox,40,.41,16.51,-5.16,15.35,
429,428,Steve Flesch,53,.41,21.78,-15.33,19.03,
430,425,Rocco Mediate,51,.41,20.95,-21.06,5.08,
