RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
300,282,Kalle Samooja,48,.59,28.35,-15.57,12.61,
301,297,Sadom Kaewkanjana,40,.59,23.62,-3.44,25.01,
302,299,Sebastian Cappelen,47,.59,27.58,-5.47,22.10,
303,289,Mark Anderson,43,.58,25.08,-8.41,23.65,
304,301,Naoki Sekito,40,.58,23.28,-1.53,23.40,
305,312,Angelo Que,50,.58,28.99,-21.33,7.98,
306,305,Paul Barjon,40,.58,23.14,-1.40,22.47,
307,325,Zac Blair,52,.58,30.02,-7.71,28.37,
308,300,Ho Sung Choi,52,.58,29.96,-17.19,4.50,
309,296,Jack Singh Brar,46,.58,26.45,-13.98,8.58,
310,304,Jean-Paul Strydom,40,.57,22.96,-7.37,22.20,
311,302,David Drysdale,52,.57,29.82,-23.11,5.45,
312,303,Johannes Veerman,44,.57,25.22,-12.75,16.85,
313,305,Stephan Jaeger,52,.57,29.70,-21.74,13.93,
314,372,Mark Hubbard,52,.57,29.63,-5.97,30.44,
315,426,Joohyung Kim,40,.57,22.75,-.44,23.19,
315,307,Kim Koivu,52,.57,29.57,-16.35,6.55,
317,309,Neil Schietekat,47,.57,26.62,-14.71,10.92,
318,308,Atomu Shigenaga,40,.56,22.54,-18.87,3.12,
319,317,Hudson Swafford,42,.55,23.30,-23.28,19.39,
320,350,Joakim Lagergren,47,.55,25.95,-21.34,6.10,
321,316,Yosuke Asaji,44,.55,24.06,-7.36,18.15,
322,315,Scott Langley,52,.55,28.37,-17.93,18.27,
323,318,Søren Kjeldsen,46,.54,24.91,-23.67,13.54,
324,319,Roberto Castro,40,.54,21.64,-13.03,10.76,
325,314,Ross McGowan,52,.54,28.10,-7.51,19.36,
326,320,Seamus Power,52,.54,28.07,-16.05,19.47,
327,321,Sebi Garcia,40,.54,21.55,-2.42,22.12,
328,313,Harris English,52,.54,27.85,-17.49,19.27,
329,327,Scott Harrington,40,.53,21.39,-4.05,21.21,
330,324,Edoardo Molinari,52,.53,27.78,-11.40,20.93,
331,322,Min Woo Lee,40,.53,21.36,-6.87,23.23,
332,366,Micah Shin,40,.53,21.25,-11.12,15.20,
333,328,Itthipat Buranatanya,43,.53,22.72,-8.33,19.13,
334,373,Anthony Quayle,41,.53,21.63,-13.23,9.98,
335,348,Cameron Percy,41,.53,21.54,-11.64,13.40,
336,330,Anton Karlsson,40,.52,20.93,-7.59,14.87,
337,331,Chikkarangappa S.,46,.52,23.99,-7.84,16.48,
338,337,Bill Haas,49,.52,25.43,-31.71,14.32,
339,323,Panuphol Pittayarat,49,.52,25.39,-20.35,7.92,
340,333,Rashid Khan,40,.52,20.66,-5.85,19.47,
341,332,Padraig Harrington,48,.52,24.78,-23.26,4.12,
342,359,Joey Garber,48,.51,24.47,-7.97,16.81,
343,334,Nicolas Colsaerts,52,.51,26.46,-29.77,8.51,
344,339,Ryan Blaum,52,.51,26.39,-18.58,10.29,
345,341,Jang Dong-Kyu,40,.51,20.29,-6.19,10.44,
346,336,Ollie Schniederjans,52,.51,26.35,-34.15,12.59,
347,354,Bo Hoag,49,.51,24.82,-3.34,23.27,
348,344,Grégory Havret,51,.51,25.82,-8.59,21.40,
349,371,Bryce Easton,52,.51,26.28,-8.52,14.53,
350,345,Ernie Els,48,.50,24.18,-9.95,18.16,
350,342,Thomas Aiken,47,.50,23.68,-17.10,0,
352,392,Kwanchai Tannin,40,.50,20.12,-1.38,20.77,
352,335,Jamie Lovemark,40,.50,20.12,-35.39,0,
354,346,Doug Ghim,40,.50,20.12,-5.36,16.90,
355,343,Berry Henson,40,.50,20.07,-11.22,9.27,
356,338,Liam Johnston,51,.50,25.44,-13.36,10.39,
357,349,Nino Bertasio,52,.50,25.92,-16.35,18.78,
358,340,Brett Coletta,42,.50,20.93,-4.08,18.96,
359,347,Adilson da Silva,48,.50,23.85,-17.72,7.22,
360,399,Eirik Tage Johansen,40,.50,19.86,-5.37,13.92,
361,374,Josh Geary,43,.50,21.33,-3.75,20.72,
362,351,Tae Hee Lee,40,.50,19.83,-7.40,13.41,
363,412,Daan Huizing,48,.50,23.78,-12.72,12.90,
364,356,Michael Gligic,40,.49,19.65,-5.82,19.04,
365,353,Jake Roos,44,.49,21.60,-10.22,12.39,
366,386,Michael Palmer,40,.49,19.63,-7.99,9.97,
367,355,Jeff Winther,48,.49,23.50,-12.85,14.87,
368,363,Clément Sordet,50,.49,24.47,-21.44,17.48,
369,358,Fabián Gómez,52,.49,25.40,-7.73,18.61,
370,352,Sam Saunders,52,.49,25.36,-24.38,12.44,
371,409,Matthieu Pavon,52,.49,25.35,-24.92,9.77,
372,360,Hyung-seok Seo,40,.48,19.39,-6.63,17.82,
373,388,Hank Lebioda,52,.48,25.10,-11.76,20.08,
374,357,Lee Slattery,52,.48,25.10,-24.05,8.23,
375,361,Anders Albertson,52,.48,25.09,-18.19,3.36,
376,363,Tapio Pulkkanen,52,.48,25.06,-22.20,11.46,
377,411,Ben Stow,40,.48,19.25,-6.44,10.96,
378,362,Koumei Oda,45,.48,21.62,-15.58,11.40,
379,369,Philip Eriksson,40,.48,19.18,-4.43,19.37,
380,391,Niklas Lemke,46,.48,22.05,-11.16,10.92,
381,365,Tom Hoge,52,.48,24.87,-22.63,19.16,
382,368,Matthew Millar,40,.48,19.09,-14.46,0,
383,403,Grayson Murray,42,.48,20.00,-26.68,10.97,
384,370,Yuta Kinoshita,40,.48,19.01,-11.01,0,
385,397,Charlie Saxon,52,.47,24.61,-15.78,10.05,
386,367,Andrew Dodt,45,.47,21.27,-14.25,15.49,
387,401,Jack Senior,51,.47,23.97,-7.61,15.89,
388,375,Danthai Boonma,52,.47,24.40,-16.10,15.75,
389,376,Chase Wright,52,.47,24.29,-16.02,6.68,
390,657,Juvic Pagunsan,41,.47,19.14,-12.38,9.60,
391,384,Toto Thimba,40,.47,18.66,-1.87,16.00,
392,378,Nick Voke,40,.47,18.66,-11.38,1.25,
393,383,Richard Lee,45,.47,20.93,-6.06,20.50,
393,379,Whee Kim,52,.47,24.18,-36.41,0,
395,382,Richard McEvoy,49,.46,22.70,-22.52,0,
396,380,Sean O'Hair,40,.46,18.48,-28.47,5.88,
397,385,Soomin Lee,52,.46,23.97,-7.91,16.75,
398,387,Roberto Díaz,52,.46,23.91,-7.59,20.12,
399,381,Dominic Bozzelli,49,.46,22.41,-13.17,17.88,
400,408,Sang-hee Lee,52,.46,23.76,-27.83,1.40,
401,377,Hideto Tanihara,51,.46,23.26,-29.99,4.68,
402,416,Renato Paratore,52,.45,23.59,-23.73,10.38,
403,394,Steven Tiley,40,.45,18.05,-4.58,12.00,
404,395,Maverick McNealy,48,.45,21.53,-6.21,18.41,
404,389,Jonathan Byrd,49,.45,21.98,-15.26,18.95,
406,400,Jake Knapp,40,.45,17.93,-.40,18.00,
407,406,Garrick Higgo,40,.44,17.77,-.49,18.26,
408,395,Ashley Chesters,52,.44,23.05,-17.10,8.62,
409,402,Martin Rohwer,41,.44,18.17,-4.04,15.89,
410,405,Carl Yuan,40,.44,17.64,-7.18,10.11,
411,393,Victor Dubuisson,40,.44,17.63,-19.04,15.39,
412,404,Justin Walters,52,.44,22.91,-14.19,16.35,
413,390,James Hahn,40,.44,17.60,-38.40,0,
414,407,George Cunningham,40,.44,17.54,-7.90,5.83,
415,421,Vince Covello,49,.44,21.39,-5.40,21.14,
416,397,Joseph Bramlett,46,.44,20.06,-7.73,11.84,
417,410,Peter Karmis,45,.43,19.49,-17.98,8.25,
418,414,Allen John,40,.43,17.24,-7.07,9.60,
419,430,Adrian Meronk,44,.43,18.95,-7.86,14.85,
420,418,Trevor Sluman,40,.43,17.21,-3.09,14.52,
421,413,Oliver Fisher,52,.43,22.34,-18.77,9.32,
422,417,Alex Prugh,52,.43,22.33,-10.86,12.96,
423,457,Jack Harrison,40,.43,17.16,-6.56,11.73,
424,423,David Coupland,40,.43,17.09,-6.06,9.79,
425,420,Katsumasa Miyamoto,46,.43,19.61,-12.97,17.40,
426,422,Zach Murray,40,.43,17.05,-4.69,15.00,
427,424,Tyler Duncan,52,.43,22.10,-15.65,14.24,
428,425,Jeongwoo Ham,40,.42,16.91,-2.10,14.98,
429,415,Richie Ramsay,49,.42,20.44,-24.92,12.73,
430,419,Callum Shinkwin,46,.42,19.16,-19.95,12.18,
