RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
1,1,Tiger Woods,40,22.61,904.29,-636.49,689.60,
2,2,Phil Mickelson,43,8.95,384.92,-258.92,358.70,
3,3,Jim Furyk,52,7.49,389.31,-329.07,235.36,
4,4,Ernie Els,56,7.08,396.54,-211.91,320.73,
5,5,Steve Stricker,41,6.99,286.46,-69.53,272.04,
6,6,Adam Scott,49,6.30,308.76,-250.55,193.56,
7,12,Justin Rose,52,6.14,319.31,-105.16,281.15,
8,7,Padraig Harrington,57,6.00,341.81,-200.91,233.44,
9,8,Rory Sabbatini,49,5.65,276.98,-124.90,271.96,
10,13,Vijay Singh,62,5.59,346.55,-296.79,314.57,
11,9,K.J. Choi,58,5.49,318.51,-143.22,280.97,
12,10,Sergio Garcia,51,5.43,276.73,-203.64,231.37,
13,11,Geoff Ogilvy,45,5.40,243.12,-204.67,178.60,
14,17,Ángel Cabrera,48,4.98,239.19,-121.40,205.48,
15,14,Zach Johnson,51,4.68,238.74,-124.26,233.63,
16,15,Henrik Stenson,52,4.52,235.03,-205.64,200.22,
17,16,Luke Donald,50,4.35,217.47,-201.87,149.87,
18,19,Aaron Baddeley,53,3.83,202.74,-86.45,201.78,
19,18,Trevor Immelman,52,3.80,197.48,-169.06,117.52,
20,20,Niclas Fasth,51,3.79,193.17,-102.33,172.08,
21,22,Stewart Cink,51,3.69,188.07,-118.67,143.38,
22,21,Retief Goosen,60,3.66,219.67,-272.52,153.77,
23,23,Paul Casey,54,3.63,196.26,-156.43,142.91,
24,24,Scott Verplank,49,3.60,176.17,-105.99,168.17,
25,33,Tim Clark,47,3.36,158.03,-132.58,119.80,
26,25,Andres Romero,47,3.27,153.60,-43.19,136.89,
27,26,Arron Oberholser,44,3.25,142.92,-82.45,113.86,
28,28,Ian Poulter,59,3.18,187.73,-120.69,127.04,
29,31,Lee Westwood,56,3.12,174.67,-92.05,136.49,
30,49,Stephen Ames,44,3.11,136.78,-94.89,113.96,
31,27,Brett Wetterich,56,3.08,172.67,-101.86,129.43,
32,30,David Toms,45,3.00,134.98,-141.21,117.45,
33,32,Mike Weir,49,3.00,146.95,-87.79,114.72,
34,29,Woody Austin,60,2.98,178.98,-56.57,163.42,
35,34,Hunter Mahan,58,2.90,168.08,-40.47,158.14,
36,35,Charles Howell III,58,2.88,167.16,-112.91,183.64,
37,37,Richard Green,43,2.84,122.28,-75.49,95.90,
38,38,Stuart Appleby,56,2.81,157.13,-140.02,121.93,
39,36,Boo Weekley,54,2.75,148.33,-41.50,150.03,
40,39,Nick O'Hern,54,2.67,144.04,-132.44,109.37,
41,41,Toru Taniguchi,53,2.65,140.34,-61.64,104.36,
42,40,Shingo Katayama,53,2.64,140.15,-113.75,84.99,
43,42,Soren Hansen,52,2.63,136.52,-41.21,119.53,
44,45,Robert Karlsson,58,2.60,150.51,-107.98,87.61,
45,44,Richard Sterne,49,2.55,125.13,-50.83,135.27,
46,43,Mark Calcavecchia,56,2.54,142.45,-71.57,152.70,
47,47,Anders Hansen,48,2.51,120.49,-57.61,109.88,
48,46,Robert Allenby,59,2.47,145.52,-138.48,125.13,
49,48,Rod Pampling,55,2.46,135.44,-124.24,96.02,
50,50,Nick Dougherty,56,2.38,133.03,-70.82,127.36,
51,51,John Senden,60,2.35,140.94,-86.65,109.09,
52,53,Brandt Snedeker,55,2.31,127.14,-32.75,123.31,
53,52,Bradley Dredge,45,2.31,103.92,-76.39,72.97,
54,54,Colin Montgomerie,57,2.29,130.52,-164.85,88.83,
55,55,Carl Pettersson,63,2.24,141.08,-138.47,100.24,
56,57,Camilo Villegas,59,2.20,129.65,-67.88,111.02,
57,56,Davis Love III,45,2.19,98.44,-132.70,58.08,
58,60,Jonathan Byrd,44,2.17,95.58,-54.59,75.31,
58,58,José María Olazábal,43,2.17,93.41,-145.84,56.81,
60,62,Miguel Angel Jiménez,54,2.17,117.03,-84.86,102.43,
61,59,Jerry Kelly,61,2.14,130.34,-79.80,119.60,
62,63,Peter Hanson,49,2.11,103.15,-46.51,103.97,
63,61,John Rollins,58,2.10,121.68,-78.31,128.16,
64,65,Sean O'Hair,60,2.03,121.62,-88.48,96.16,
65,86,Simon Dyson,62,2.02,125.31,-75.52,97.57,
66,66,Mikko Ilonen,40,1.98,79.09,-20.05,78.31,
67,64,Chris DiMarco,56,1.97,110.52,-137.25,71.66,
68,69,Pat Perez,46,1.96,90.05,-47.55,92.82,
69,67,Ryan Moore,51,1.93,98.62,-56.45,82.72,
70,68,Lucas Glover,61,1.91,116.68,-118.56,82.81,
71,70,Anthony Kim,40,1.90,76.05,-18.48,82.67,
72,74,Heath Slocum,59,1.90,112.06,-71.61,106.31,
73,72,Bernhard Langer,43,1.88,80.80,-49.34,79.75,
74,71,Joe Durant,56,1.87,104.76,-86.56,37.59,
75,88,Martin Kaymer,40,1.86,74.42,-25.68,56.42,
76,73,Freddie Jacobson,40,1.83,73.32,-42.01,65.54,
77,110,Søren Kjeldsen,56,1.83,102.36,-46.21,84.03,
78,76,Chad Campbell,54,1.82,98.38,-129.74,72.90,
79,75,Hideto Tanihara,49,1.82,89.07,-46.71,55.03,
80,79,Raphael Jacquelin,51,1.78,90.87,-60.49,83.16,
81,77,Charl Schwartzel,58,1.76,102.05,-87.47,57.90,
82,78,Jeev Milkha Singh,79,1.75,138.56,-102.86,48.21,
83,80,Vaughn Taylor,55,1.72,94.51,-94.00,78.92,
84,81,Kenny Perry,47,1.70,79.70,-79.28,70.22,
85,84,Troy Matteson,58,1.69,98.01,-60.39,58.50,
86,87,Steve Flesch,64,1.69,107.89,-49.42,83.59,
87,94,Jyoti Randhawa,54,1.68,90.52,-52.73,65.02,
88,82,Paul Goydos,43,1.67,71.85,-45.58,70.59,
89,85,Shaun Micheel,62,1.66,102.63,-78.65,50.72,
90,83,Tom Lehman,43,1.65,71.01,-70.86,50.55,
91,89,J.J. Henry,55,1.64,90.38,-84.04,54.64,
92,97,Justin Leonard,57,1.63,92.83,-50.99,85.55,
93,100,Thomas Bjørn,54,1.63,87.79,-99.53,59.93,
94,90,Y.E. Yang,51,1.62,82.42,-76.46,21.36,
95,92,Nathan Green,67,1.59,106.26,-74.36,66.03,
96,91,Johan Edfors,50,1.58,79.17,-77.10,32.93,
97,95,Dean Wilson,63,1.57,99.07,-82.66,62.63,
98,102,Markus Brier,51,1.57,80.13,-36.26,69.00,
99,96,Billy Mayfair,60,1.57,94.13,-76.85,82.64,
100,93,Ben Curtis,53,1.56,82.67,-68.55,50.03,
