RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
1,1,Dustin Johnson,47,11.95,561.46,-304.42,417.83,
2,2,Jordan Spieth,50,10.47,523.28,-315.45,428.51,
3,3,Hideki Matsuyama,51,8.94,455.70,-218.69,284.99,
4,4,Justin Thomas,52,8.54,444.14,-149.08,386.47,
5,5,Jon Rahm,40,7.88,315.06,-54.96,322.57,
6,8,Rory McIlroy,43,6.58,283.13,-252.53,122.65,
7,6,Jason Day,40,6.58,263.21,-301.93,128.56,
8,7,Rickie Fowler,50,6.55,327.37,-204.87,278.90,
9,9,Henrik Stenson,47,6.47,304.23,-249.69,145.30,
10,10,Sergio Garcia,43,6.37,273.99,-150.70,221.11,
11,11,Brooks Koepka,49,6.03,295.61,-135.19,214.18,
12,13,Matt Kuchar,52,5.65,293.56,-136.16,216.73,
13,14,Justin Rose,45,5.56,250.02,-176.85,213.77,
14,12,Alex Noren,44,5.55,243.99,-106.98,136.87,
15,16,Paul Casey,49,5.38,263.81,-141.39,170.20,
16,15,Marc Leishman,52,5.19,269.96,-93.92,246.32,
17,17,Tommy Fleetwood,52,4.48,233.13,-67.57,225.22,
18,18,Francesco Molinari,48,4.41,211.55,-92.29,149.25,
19,19,Rafa Cabrera Bello,52,4.30,223.53,-109.58,151.84,
20,20,Patrick Reed,52,4.21,219.13,-177.87,128.71,
21,21,Louis Oosthuizen,48,4.17,199.99,-127.25,151.14,
22,22,Adam Scott,45,4.04,181.83,-171.38,71.66,
23,23,Charley Hoffman,52,3.92,204.08,-81.47,182.16,
24,26,Kevin Kisner,52,3.90,202.67,-113.27,186.77,
25,24,Daniel Berger,52,3.80,197.49,-105.14,138.84,
26,25,Kevin Chappell,52,3.61,187.73,-100.97,123.33,
27,27,Charl Schwartzel,50,3.43,171.42,-120.90,100.85,
28,29,Brian Harman,52,3.43,178.18,-54.06,173.46,
29,28,Tyrrell Hatton,50,3.39,169.73,-106.20,85.09,
30,30,Phil Mickelson,45,3.39,152.52,-114.80,86.96,
31,33,Pat Perez,40,3.26,130.34,-41.09,119.52,
32,66,Xander Schauffele,52,3.16,164.10,-11.53,151.02,
33,31,Thomas Pieters,49,3.15,154.57,-92.05,117.64,
34,32,Jason Dufner,52,3.13,162.76,-69.50,132.44,
35,34,Matthew Fitzpatrick,52,3.03,157.72,-109.15,94.63,
36,35,Bernd Wiesberger,52,3.00,155.78,-97.01,108.16,
37,41,Webb Simpson,49,2.98,146.13,-58.71,129.36,
38,38,Jhonattan Vegas,52,2.94,153.01,-57.70,110.22,
39,36,Si Woo Kim,52,2.92,152.08,-73.40,106.30,
40,40,Bill Haas,51,2.91,148.20,-92.83,103.79,
41,39,Brandt Snedeker,47,2.90,136.15,-123.88,76.42,
42,37,Branden Grace,52,2.89,150.27,-149.73,75.74,
43,42,Zach Johnson,50,2.78,139.15,-113.22,107.88,
44,51,Russell Henley,51,2.76,141.00,-53.88,132.87,
45,43,Gary Woodland,51,2.75,140.23,-82.45,92.40,
46,44,Ryan Moore,47,2.67,125.29,-86.97,66.67,
47,46,Adam Hadwin,52,2.61,135.67,-47.95,136.28,
48,45,Jimmy Walker,51,2.58,131.66,-119.84,44.18,
49,53,Tony Finau,52,2.52,131.11,-64.89,112.59,
50,50,Billy Horschel,48,2.43,116.52,-63.87,84.55,
51,47,Wesley Bryan,46,2.43,111.66,-38.20,100.72,
52,49,Yuta Ikeda,52,2.42,125.75,-82.56,44.83,
53,48,Ross Fisher,51,2.41,122.97,-64.28,88.48,
54,55,Kyle Stanley,52,2.40,124.79,-27.69,117.51,
55,56,Ian Poulter,47,2.35,110.61,-39.30,105.74,
56,52,Hideto Tanihara,52,2.34,121.52,-69.12,70.81,
57,54,Bubba Watson,48,2.33,111.99,-169.91,48.13,
58,57,J.B. Holmes,48,2.32,111.58,-106.95,52.58,
59,60,Brendan Steele,49,2.30,112.76,-72.72,76.89,
60,59,Emiliano Grillo,52,2.26,117.78,-115.21,48.12,
61,58,Russell Knox,52,2.26,117.39,-129.11,34.54,
62,61,Lee Westwood,48,2.22,106.78,-78.09,61.02,
63,62,Charles Howell III,48,2.14,102.51,-57.47,86.59,
64,63,Danny Willett,49,2.09,102.49,-158.55,11.68,
65,67,Haotong Li,51,2.05,104.58,-37.26,79.56,
66,64,James Hahn,52,2.04,105.85,-64.95,66.57,
67,65,Kevin Na,52,2.02,105.09,-96.97,68.11,
68,68,Anirban Lahiri,52,2.00,103.90,-65.72,76.23,
69,69,William McGirt,52,1.98,102.92,-81.60,55.76,
70,76,Patrick Cantlay,40,1.97,78.90,-7.76,86.65,
71,70,Jordan L Smith,49,1.96,96.20,-32.10,74.60,
72,71,Martin Kaymer,50,1.95,97.45,-83.14,55.82,
73,72,Chris Wood,51,1.90,97.07,-89.63,53.75,
74,75,Peter Uihlein,47,1.89,88.62,-27.85,87.55,
75,74,Sean O'Hair,52,1.88,97.97,-56.94,68.32,
76,73,Byeong Hun An,52,1.87,97.27,-97.55,60.59,
77,77,Alexander Levy,48,1.86,89.28,-45.71,60.79,
78,78,Scott Hend,52,1.79,93.14,-64.76,45.30,
79,79,Hudson Swafford,52,1.78,92.48,-39.40,90.94,
80,80,Steve Stricker,40,1.77,70.62,-35.60,44.92,
81,81,Jamie Lovemark,52,1.73,89.94,-52.95,67.08,
82,83,Thorbjørn Olesen,52,1.72,89.19,-64.97,49.89,
83,84,Jeunghun Wang,52,1.70,88.39,-67.02,47.22,
84,82,Andy Sullivan,52,1.69,87.82,-87.70,37.86,
85,85,Scott Piercy,49,1.67,81.99,-95.39,16.70,
86,87,Bryson DeChambeau,52,1.63,84.85,-28.86,63.53,
87,86,Shane Lowry,50,1.61,80.68,-89.16,46.46,
88,88,Søren Kjeldsen,52,1.61,83.90,-90.89,41.32,
89,89,Dylan Frittelli,52,1.61,83.79,-35.69,64.39,
90,91,Grayson Murray,46,1.59,73.22,-20.57,50.98,
91,90,Martin Laird,50,1.59,79.55,-34.83,60.38,
92,92,Keegan Bradley,52,1.58,81.93,-47.23,58.44,
