RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
121,133,Rikard Karlberg,44,1.39,61.35,-21.28,50.16,
122,120,Patrick Rodgers,40,1.38,55.18,-9.13,57.46,
123,121,Brendon de Jonge,52,1.36,70.63,-64.32,42.61,
124,123,Kevin Chappell,52,1.35,70.26,-49.40,44.45,
125,122,Jerry Kelly,47,1.35,63.38,-42.92,42.10,
126,124,Jaco Van Zyl,40,1.34,53.71,-21.60,55.74,
127,126,Ricardo Gouveia,40,1.33,53.14,-8.16,44.90,
128,127,Boo Weekley,51,1.31,66.92,-55.31,51.25,
129,128,Fabrizio Zanotti,48,1.31,62.75,-39.54,25.75,
130,129,Ryan Fox,40,1.29,51.41,-15.81,39.04,
131,136,Greg Owen,40,1.28,51.04,-17.42,40.92,
132,130,Rory Sabbatini,51,1.27,64.61,-41.73,56.93,
133,132,Will Wilcox,41,1.26,51.75,-18.84,43.72,
134,157,Yuta Ikeda,52,1.26,65.44,-40.82,31.26,
135,131,Ernie Els,52,1.26,65.36,-81.91,30.13,
136,135,Davis Love III,40,1.25,50.17,-9.73,43.32,
137,134,Carl Pettersson,52,1.25,64.90,-32.15,45.14,
138,138,Charles Howell III,52,1.23,63.92,-52.22,50.13,
139,139,Kristoffer Broberg,52,1.22,63.70,-29.02,39.74,
140,166,Toshinori Muto,46,1.22,55.94,-19.67,35.34,
141,140,Jonas Blixt,52,1.21,63.12,-80.80,26.07,
142,137,Thomas Bjørn,51,1.21,61.77,-106.29,19.08,
143,141,David Horsey,52,1.20,62.37,-32.87,43.10,
144,145,Jason Gore,51,1.20,60.96,-23.13,42.95,
145,142,Fabián Gómez,52,1.19,62.12,-22.19,44.94,
146,143,Dean Burmester,48,1.18,56.87,-10.85,58.45,
147,144,Seung-Yul Noh,52,1.17,60.70,-49.29,32.87,
148,147,Brad Kennedy,47,1.16,54.55,-28.68,40.65,
149,155,Lee Slattery,52,1.16,60.28,-16.41,55.26,
150,146,Thomas Aiken,52,1.15,59.92,-42.61,44.55,
151,163,Richard Green,45,1.15,51.70,-25.21,38.71,
152,152,Martin Piller,40,1.15,45.82,-7.89,37.86,
153,158,Alejandro Cañizares,45,1.14,51.48,-41.53,46.20,
154,150,Camilo Villegas,52,1.14,59.30,-38.34,35.82,
155,149,Thorbjørn Olesen,52,1.14,59.13,-54.44,17.69,
156,176,Scott Hend,52,1.13,58.88,-46.04,34.22,
157,151,Ángel Cabrera,46,1.13,51.98,-61.33,19.79,
158,153,Chesson Hadley,52,1.13,58.66,-55.13,45.33,
159,154,Erik Compton,52,1.12,58.40,-47.33,26.25,
160,160,Zac Blair,52,1.12,58.24,-19.69,45.36,
161,159,William McGirt,52,1.12,58.04,-38.97,38.15,
162,148,Ryo Ishikawa,52,1.11,57.93,-54.65,40.91,
163,156,Robert Karlsson,48,1.11,53.43,-40.49,19.94,
164,161,Romain Wattel,51,1.11,56.46,-47.79,25.58,
165,162,Prom Meesawat,49,1.09,53.19,-31.84,27.93,
166,224,Pelle Edberg,45,1.07,48.22,-7.70,42.49,
167,171,Shingo Katayama,40,1.07,42.60,-48.22,11.31,
168,164,Jason Kokrak,47,1.06,49.78,-43.49,40.15,
169,169,Tomohiro Kondo,47,1.06,49.72,-38.60,11.49,
170,167,Steve Stricker,40,1.05,41.89,-84.59,16.83,
171,165,Freddie Jacobson,41,1.04,42.79,-45.37,19.35,
172,168,Marcus Fraser,40,1.04,41.48,-26.75,28.33,
173,170,David Lipsky,50,1.03,51.48,-27.95,21.55,
174,172,Scott Brown,52,1.02,52.89,-34.90,37.41,
175,175,Raphael Jacquelin,52,1.01,52.57,-28.69,43.65,
176,173,Adam Hadwin,52,1.01,52.51,-28.27,31.23,
177,181,Benjamin Hebert,45,1.00,45.21,-25.01,16.07,
178,174,Andrew Dodt,40,.99,39.76,-18.94,32.02,
179,176,Ashun Wu,45,.99,44.47,-31.76,31.45,
180,190,Yusaku Miyazato,52,.97,50.58,-31.79,30.19,
181,198,Dawie van der Walt,52,.97,50.37,-28.59,46.36,
182,179,Scott Pinckney,51,.97,49.36,-10.87,46.92,
183,178,Andrew Johnston,40,.97,38.69,-28.00,9.86,
184,180,Maximilian Kieffer,52,.96,50.02,-23.05,45.10,
185,182,Grégory Bourdy,52,.95,49.43,-41.29,42.64,
186,183,Alex Cejka,52,.95,49.41,-26.41,44.42,
187,189,Sebastien Gros,40,.95,37.96,-1.33,37.56,
188,183,Chris Stroud,52,.95,49.30,-54.52,28.44,
189,186,Martin Laird,47,.94,44.31,-39.79,35.47,
190,191,Jim Herman,52,.94,48.97,-19.16,44.52,
191,185,Hyung-Sung Kim,52,.94,48.85,-53.68,21.81,
192,192,Carlos Ortiz,50,.93,46.69,-29.28,27.81,
193,194,Johnson Wagner,51,.93,47.61,-18.33,44.37,
194,197,Hur In-hoi,43,.93,39.94,-26.28,11.20,
195,195,Retief Goosen,52,.92,48.07,-23.89,32.16,
196,187,Kevin Stadler,40,.92,36.95,-66.90,0,
197,188,Haotong Li,51,.92,47.08,-19.15,29.56,
198,193,Scott Stallings,48,.92,44.30,-53.23,29.11,
199,196,Stewart Cink,49,.92,45.19,-31.53,31.00,
200,211,Hideto Tanihara,47,.90,42.30,-47.85,11.14,
201,199,Hiroyuki Fujita,51,.90,45.87,-36.31,9.98,
202,203,J.J. Henry,52,.90,46.69,-19.53,43.45,
203,202,Bradley Dredge,40,.89,35.78,-15.53,20.35,
204,201,Rod Pampling,49,.89,43.79,-18.58,25.15,
205,205,Bryce Molder,51,.89,45.27,-28.27,33.06,
206,200,K.J. Choi,47,.89,41.68,-49.13,19.64,
207,206,Kyle Reifers,52,.89,46.08,-15.87,42.03,
208,207,Colt Knost,52,.87,45.46,-16.46,36.21,
209,208,Julien Quesne,48,.87,41.68,-33.59,36.10,
210,204,Jeunghun Wang,44,.87,38.19,-14.56,25.62,
211,209,Katsumasa Miyamoto,48,.87,41.61,-24.32,13.02,
212,210,SSP Chawrasia,44,.86,38.06,-24.34,20.74,
213,227,Satoshi Kodaira,44,.86,37.96,-27.04,15.87,
214,213,Roope Kakko,43,.86,36.92,-16.16,32.62,
215,218,Hennie Otto,47,.86,40.33,-47.60,11.68,
216,212,Wade Ormsby,52,.86,44.54,-29.64,21.34,
217,214,Jaco Ahlers,44,.85,37.40,-20.85,21.82,
218,216,Will MacKenzie,43,.85,36.46,-46.62,8.72,
219,215,Yoshinori Fujimoto,48,.84,40.15,-36.88,16.50,
220,225,Jamie Lovemark,50,.84,41.77,-13.53,38.73,
221,217,Seunghyuk Kim,46,.83,38.38,-29.51,2.56,
222,219,Nicolas Colsaerts,52,.83,43.21,-41.22,20.13,
223,220,Danie van Tonder,48,.83,39.80,-28.14,20.14,
224,221,Taichi Teshima,46,.83,37.96,-16.30,24.75,
225,229,Kyoung-Hoon Lee,52,.82,42.78,-28.94,28.87,
226,223,David Toms,42,.82,34.50,-27.27,22.16,
227,222,WC Liang,46,.82,37.51,-35.03,21.04,
228,237,Daisuke Kataoka,51,.81,41.54,-17.46,31.82,
229,228,Anthony Wall,51,.81,41.21,-14.19,39.10,
230,226,Chapchai Nirat,40,.81,32.27,-21.70,17.91,
231,393,Graeme Storm,52,.80,41.77,-19.50,28.83,
232,244,Peter Uihlein,52,.80,41.76,-49.94,29.56,
233,233,Vijay Singh,51,.80,40.82,-29.05,34.69,
234,,Michael Lorenzo-Vera,40,.80,31.98,-13.25,19.94,
235,232,Chad Campbell,52,.79,41.25,-17.56,35.81,
236,231,Jacques Blaauw,43,.79,33.99,-23.19,27.04,
237,236,Keith Horne,45,.79,35.52,-16.13,27.58,
238,240,I J Jang,49,.79,38.59,-22.62,28.66,
239,234,Angelo Que,46,.78,35.91,-20.64,20.74,
240,235,Jon Curran,52,.78,40.49,-17.50,33.53,
241,239,Ignacio Elvira Mijares,52,.77,40.01,-16.52,37.27,
242,238,Jean Hugo,48,.77,36.87,-18.71,28.96,
243,241,Andrew McArthur,43,.76,32.89,-14.74,22.07,
244,242,Morten Orum Madsen,52,.76,39.71,-38.81,36.87,
245,246,Chez Reavie,40,.75,29.98,-6.17,30.98,
246,243,Trevor Fisher Jr,46,.75,34.29,-21.68,27.33,
247,247,Scott Langley,52,.73,37.90,-28.33,20.90,
248,254,Park Sang-eon,44,.72,31.82,-20.80,12.91,
249,250,Smylie Kaufman,40,.72,28.84,-2.28,31.12,
250,248,Greg Chalmers,52,.72,37.34,-26.93,8.44,
251,251,Andres Romero,50,.72,35.80,-22.66,24.10,
252,253,Paul Lawrie,40,.72,28.62,-17.73,23.47,
253,245,Stuart Appleby,42,.72,30.04,-38.93,3.08,
254,249,John Huh,52,.71,37.14,-40.74,24.22,
255,257,Simon Dyson,41,.71,29.25,-41.72,0,
256,252,Derek Fathauer,52,.71,37.08,-23.70,12.97,
257,256,Michael Hoey,52,.71,36.80,-29.23,22.24,
258,255,Michael Thompson,52,.71,36.70,-31.62,29.17,
259,259,Jens Fahrbring,49,.70,34.53,-13.07,27.40,
260,258,Jang Dong-Kyu,52,.70,36.54,-20.72,16.78,
261,268,Paul Peterson,40,.70,28.10,-11.33,17.22,
262,273,Darren Fichardt,52,.70,36.52,-38.19,21.01,
262,269,Grégory Havret,49,.70,34.41,-24.26,24.60,
262,262,Steve Wheatcroft,50,.70,35.11,-14.91,33.02,
265,313,Tom Hoge,52,.70,36.35,-9.11,30.10,
266,267,Dicky Pride,44,.70,30.63,-9.18,26.94,
266,260,Bo Van Pelt,52,.70,36.20,-31.12,21.53,
268,261,Blayne Barber,46,.69,31.78,-21.18,17.41,
269,274,Billy Hurley III,52,.69,35.69,-30.17,16.75,
270,264,Ross McGowan,44,.69,30.16,-8.19,24.54,
271,265,Hudson Swafford,52,.68,35.51,-19.64,25.31,
272,291,Magnus Carlsson,51,.68,34.65,-20.41,26.00,
272,289,Henrik Norlander,44,.68,29.89,-9.36,27.90,
274,266,Felipe Aguilar,49,.68,33.11,-33.85,13.23,
275,283,Florian Fritsch,40,.67,26.90,-14.92,10.56,
276,271,Mardan Mamat,45,.67,30.10,-9.46,20.80,
277,263,Adam Bland,46,.67,30.75,-15.80,19.74,
278,276,Haydn Porteous,47,.67,31.38,-12.93,22.45,
279,270,Edoardo Molinari,52,.66,34.50,-34.99,4.60,
280,275,Steve Marino,40,.66,26.27,-6.85,24.43,
281,272,Sam Saunders,52,.65,34.02,-12.00,28.14,
282,281,Tom Gillis,40,.65,26.04,-7.81,19.70,
283,278,Thanyakorn Khrongpha,52,.65,33.75,-13.34,16.84,
284,287,Rhys Davies,46,.65,29.84,-9.99,27.40,
285,277,Thaworn Wiratchant,47,.65,30.47,-29.18,6.07,
286,279,Andres Gonzales,52,.65,33.64,-21.00,17.91,
287,280,John Peterson,52,.65,33.60,-28.77,26.93,
288,282,Ben Crane,47,.64,29.91,-33.31,7.10,
289,284,Charlie Beljan,52,.63,32.96,-21.04,28.74,
290,287,Young-han Song,49,.63,31.04,-14.22,22.49,
291,286,Yoshitaka Takeya,40,.63,25.29,-16.15,6.00,
292,285,Kazuhiro Yamashita,49,.63,30.89,-24.37,18.77,
293,528,Andrew Loupe,49,.63,30.76,-13.42,22.74,
293,350,Lucas Bjerregaard,52,.63,32.65,-18.94,22.01,
295,293,Eduardo De La Riva,52,.62,32.34,-23.43,26.00,
296,298,Si Woo Kim,45,.62,27.97,-3.02,26.05,
297,294,Shane Bertsch,46,.62,28.44,-5.60,28.18,
298,297,Robert Rock,49,.62,30.17,-20.46,25.83,
299,292,Tiger Woods,40,.61,24.55,-113.16,17.44,
300,296,D.H. Lee,49,.61,30.04,-10.48,30.49,
301,295,Ricky Barnes,52,.61,31.83,-17.61,23.34,
302,290,Mike Hendry,50,.61,30.53,-17.06,22.23,
303,300,Richard Sterne,48,.60,28.89,-52.19,5.23,
305,332,Mikko Korhonen,43,.60,25.83,-12.17,19.82,
306,299,Peter Malnati,48,.60,28.81,-14.52,29.94,
307,301,Brian Davis,52,.59,30.84,-32.69,26.09,
308,302,Max Orrin,40,.59,23.60,-7.98,14.07,
309,304,Whee Kim,52,.59,30.61,-9.22,27.70,
310,303,Lucas Lee,40,.59,23.51,-5.12,19.94,
311,306,John Hahn,43,.58,24.99,-7.79,20.92,
312,337,Seve Benson,42,.58,24.38,-24.42,16.17,
313,310,Sung Kang,52,.58,30.08,-20.36,23.29,
313,307,Brian Stuard,52,.58,30.08,-37.33,20.13,
315,308,Tyler Aldridge,40,.58,23.13,-2.08,24.31,
316,309,Y.E. Yang,52,.58,30.03,-10.99,29.23,
317,305,Paul Waring,40,.58,23.05,-27.85,15.13,
318,312,Robert Dinwiddie,40,.57,22.94,-8.20,22.71,
319,402,Bronson Burgoon,52,.57,29.80,-7.93,24.94,
320,311,Nick Taylor,52,.57,29.70,-16.39,11.94,
321,330,Edouard Espana,47,.56,26.53,-12.36,15.37,
322,317,Scott Arnold,43,.56,24.26,-5.71,21.18,
323,315,Cho Min-jun,52,.56,29.25,-9.56,19.46,
324,314,Wes Roach,49,.56,27.55,-12.07,25.90,
325,369,Tadahiro Takayama,46,.56,25.78,-13.09,14.29,
326,321,Mark Wilson,52,.55,28.82,-14.02,24.68,
326,319,Luke Guthrie,52,.55,28.82,-30.40,21.53,
328,315,Terry Pilkadaris,52,.55,28.79,-15.35,15.50,
329,318,Antonio Lascuna,40,.55,22.06,-23.66,2.45,
330,320,Cameron Percy,49,.55,27.02,-16.73,16.52,
331,329,Jamie McLeary,52,.55,28.46,-11.20,26.08,
332,324,Hyun-woo Ryu,51,.55,27.88,-17.75,16.60,
333,331,David Bransdon,40,.55,21.85,-6.49,19.14,
334,327,Sung Joon Park,52,.55,28.36,-39.23,26.66,
335,333,Spencer Levin,52,.54,28.31,-13.77,24.17,
336,336,Jae-bum Park,52,.54,28.18,-3.17,25.42,
337,323,Nicholas Thompson,52,.54,28.14,-29.73,14.63,
338,334,Chad Collins,52,.54,28.12,-15.59,27.19,
339,328,Michael Putnam,52,.54,28.02,-31.45,17.93,
340,325,Michael Kim,42,.54,22.53,-7.54,18.42,
341,335,Richard Lee,40,.54,21.43,-15.51,18.28,
342,326,Danny Chia,41,.53,21.92,-8.43,15.17,
342,322,Moritz Lampert,44,.53,23.53,-20.47,5.08,
344,344,Austin Cook,40,.53,21.36,-2.54,20.71,
345,339,Oliver Wilson,50,.53,26.69,-23.44,1.73,
346,367,Peter Hanson,40,.53,21.29,-25.68,14.16,
347,340,Jeff Overton,52,.53,27.61,-25.12,21.23,
348,341,Martin Flores,52,.53,27.55,-28.39,17.20,
349,346,Kelly Kraft,50,.53,26.46,-7.76,28.28,
351,347,Thomas Linard,41,.53,21.63,-6.71,16.22,
352,348,Vaughn Taylor,42,.53,22.11,-10.35,19.68,
353,349,Vaughn Groenewald,48,.53,25.23,-5.58,25.15,
354,338,Chan Shih-chang,47,.52,24.54,-20.18,12.00,
355,381,Shugo Imahira,40,.52,20.80,-.73,20.30,
356,374,Rhein Gibson,45,.52,23.29,-11.43,18.57,
357,351,Sang-hee Lee,49,.52,25.29,-18.05,11.79,
358,342,Jason Allred,41,.52,21.15,-14.78,12.74,
359,352,Mikael Lundberg,52,.52,26.78,-14.91,16.35,
360,355,Jens Dantorp,43,.51,21.90,-10.27,20.81,
361,354,Adilson da Silva,51,.51,25.89,-21.32,17.80,
362,356,David Oh,52,.50,26.24,-20.59,4.79,
363,353,Ben Evans,46,.50,23.10,-7.06,15.59,
364,358,Alex Prugh,52,.50,25.98,-17.91,24.03,
365,357,Anders Hansen,40,.50,19.97,-18.76,13.91,
366,361,Ollie Schniederjans,40,.50,19.94,-1.86,18.21,
367,360,Soomin Lee,40,.50,19.92,-2.20,20.69,
368,424,John Parry,52,.50,25.84,-11.62,27.09,
369,365,Gary Boyd,40,.49,19.78,-2.62,18.89,
370,391,Toru Taniguchi,40,.49,19.59,-10.18,14.25,
371,369,Daniel Im,48,.49,23.50,-12.30,18.25,
372,366,Jhonattan Vegas,52,.49,25.44,-16.32,15.03,
373,372,Callum Shinkwin,40,.49,19.56,-7.85,12.11,
374,361,Alvaro Quiros,42,.49,20.49,-22.59,12.56,
375,368,Nick Cullen,40,.49,19.49,-16.09,4.20,
376,359,Yosuke Tsukada,43,.49,20.94,-10.53,12.36,
377,377,Borja Virto Astudillo,40,.49,19.40,-.32,19.72,
378,363,Oliver Fisher,52,.48,25.17,-26.49,10.39,
379,364,Merrick Bremner,51,.48,24.50,-19.77,12.36,
380,378,Ken Duke,52,.48,24.90,-30.50,16.71,
380,375,Rashid Khan,40,.48,19.15,-17.61,1.39,
382,373,Gonzalo Fernandez-Castaño,52,.48,24.75,-60.52,10.38,
383,383,Brett Rumford,40,.48,19.00,-34.39,2.91,
384,395,Scott Strange,50,.47,23.70,-14.58,17.86,
385,380,Rob Oppenheim,40,.47,18.95,-3.49,16.56,
385,371,Nathan Holman,42,.47,19.90,-14.08,9.83,
387,376,Joakim Lagergren,44,.47,20.73,-9.58,14.18,
388,382,Brad Fritsch,52,.47,24.37,-16.33,15.79,
389,385,Justin Harding,45,.47,21.01,-9.78,14.95,
390,387,Mark Foster,52,.47,24.24,-17.26,9.61,
391,389,Cody Gribble,40,.47,18.61,-3.58,17.03,
392,384,Daniel Gaunt,52,.46,23.96,-11.55,16.42,
393,390,Josh Geary,40,.46,18.42,-7.20,16.00,
394,394,Abraham Ancer,40,.46,18.38,-1.02,19.39,
395,379,Justin Hicks,52,.46,23.88,-28.95,3.45,
396,388,Aaron Baddeley,52,.46,23.86,-26.75,11.19,
397,392,Mark Tullo,52,.46,23.77,-20.65,4.54,
398,386,P. Tangkamolpraser,46,.45,20.87,-17.00,4.94,
399,396,Jonathan Byrd,52,.45,23.31,-18.30,11.37,
400,399,Jordan Niebrugge,40,.45,17.91,-.63,17.25,
401,397,Darron Stiles,49,.45,21.91,-5.80,19.33,
402,405,Brandon Stone,51,.45,22.73,-8.12,19.52,
403,422,Steven Alker,48,.44,21.22,-16.94,10.20,
404,407,C.T. Pan,40,.44,17.58,-.75,17.63,
405,401,Jazz Janewattananond,41,.44,17.94,-8.96,13.06,
406,403,Johan Carlsson,52,.43,22.54,-22.94,18.26,
407,436,Robert Garrigus,52,.43,22.51,-26.34,12.14,
408,406,Juvic Pagunsan,44,.43,19.04,-14.24,12.50,
409,400,Jake Roos,52,.43,22.46,-19.01,10.91,
410,408,Ryuichi Oda,42,.43,18.14,-9.61,3.73,
411,398,Brice Garnett,52,.43,22.44,-17.06,14.55,
411,404,Bud Cauley,40,.43,17.26,-22.92,0,
411,409,Berry Henson,41,.43,17.69,-12.17,9.83,
414,414,Dominic Foos,40,.43,17.22,-1.65,16.80,
415,413,Jack Senior,40,.43,17.17,-2.62,15.24,
416,410,Andrew Svoboda,52,.43,22.21,-34.45,6.08,
417,411,Tjaart van der Walt,40,.43,17.05,-15.99,13.64,
418,416,Tae Hee Lee,40,.42,16.97,-7.17,12.54,
419,434,Harold Varner III,47,.42,19.84,-8.11,17.54,
420,417,Kyongjun Moon,40,.42,16.87,-5.06,12.98,
421,412,Ryutaro Nagano,45,.42,18.81,-8.13,14.03,
422,421,Nicholas Lindheim,40,.42,16.65,-6.64,9.87,
423,415,Jonathan Randolph,52,.42,21.58,-13.25,13.35,
423,419,Matthew Griffin,46,.42,19.09,-16.35,6.94,
425,425,Chris Paisley,46,.41,19.05,-6.08,16.36,
426,510,Michio Matsumura,51,.41,20.96,-17.31,8.34,
427,426,Jason Palmer,43,.41,17.66,-11.45,1.73,
428,428,Jorge Campillo,52,.41,21.33,-18.16,21.23,
429,429,Erik van Rooyen,40,.41,16.38,-5.68,14.58,
430,430,Kyle Thompson,40,.41,16.36,-2.22,15.62,
431,418,Siddikur Rahman,40,.41,16.31,-23.50,8.01,
