RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
86,88,Matteo Manassero,40,1.72,68.71,-7.85,66.97,
87,81,Thongchai Jaidee,58,1.71,98.99,-104.88,78.57,
88,87,Gonzalo Fernandez-Castaño,54,1.69,91.01,-82.84,64.94,
89,82,David Horsey,51,1.67,85.03,-45.43,87.63,
90,84,Rory Sabbatini,58,1.66,96.28,-90.48,77.70,
91,85,Tetsuji Hiratsuka,58,1.66,96.10,-45.45,85.99,
92,90,John Senden,58,1.65,95.76,-76.96,60.48,
93,86,Brian Gay,58,1.65,95.62,-109.70,63.27,
94,98,Shunsuke Sonoda,40,1.63,65.12,-4.09,67.96,
95,94,Chris Wood,50,1.59,79.67,-56.21,63.21,
96,91,Steve Marino,58,1.57,91.22,-88.14,73.54,
97,110,Raphael Jacquelin,58,1.55,89.98,-48.80,68.35,
98,96,Vaughn Taylor,54,1.55,83.66,-42.79,81.78,
99,97,Marc Leishman,58,1.54,89.05,-64.43,66.02,
100,103,Grégory Bourdy,53,1.53,81.32,-56.65,46.42,
101,92,Brendon de Jonge,58,1.53,88.52,-39.75,96.98,
102,102,Darren Clarke,53,1.51,80.27,-65.60,68.64,
103,100,Davis Love III,51,1.50,76.57,-78.18,67.44,
104,99,Stephen Ames,46,1.49,68.71,-76.53,45.06,
105,93,Justin Leonard,54,1.49,80.50,-95.24,51.09,
106,113,Carl Pettersson,58,1.49,86.33,-51.03,89.94,
107,105,Peter Lawrie,55,1.46,80.56,-47.21,66.90,
108,154,Joost Luiten,40,1.45,57.99,-7.62,61.56,
109,114,Alejandro Cañizares,51,1.45,73.87,-21.53,73.98,
110,128,Jamie Donaldson,51,1.44,73.33,-42.13,60.30,
111,112,Tom Gillis,44,1.44,63.14,-28.61,54.84,
112,115,Brett Rumford,53,1.42,75.49,-29.31,77.24,
113,131,Thomas Bjørn,48,1.42,68.23,-30.53,69.63,
114,106,Jonathan Byrd,51,1.42,72.43,-43.92,57.15,
115,111,Freddie Jacobson,49,1.42,69.40,-56.32,61.07,
116,107,Koumei Oda,51,1.42,72.19,-60.12,40.87,
117,108,Soren Hansen,55,1.41,77.32,-95.73,45.43,
118,119,Grégory Havret,51,1.39,70.81,-33.14,73.39,
119,118,Charlie Wi,56,1.37,76.45,-56.79,69.49,
120,163,Katsumasa Miyamoto,52,1.36,70.85,-30.77,57.89,
121,109,Simon Khan,54,1.36,73.57,-25.47,75.88,
122,132,Jamie Lovemark,40,1.36,54.31,-12.71,53.02,
123,120,Jason Bohn,51,1.35,69.06,-45.89,62.06,
124,116,Gary Boyd,45,1.35,60.66,-21.33,51.37,
125,121,Johan Edfors,52,1.34,69.82,-53.65,53.36,
126,126,Jerry Kelly,56,1.33,74.74,-73.24,49.19,
127,124,John Parry,55,1.33,73.19,-15.87,63.07,
128,122,Alex Noren,49,1.33,64.95,-72.22,29.41,
129,123,Shingo Katayama,52,1.32,68.78,-90.43,41.70,
130,130,Robert-Jan Derksen,52,1.32,68.59,-42.87,53.99,
131,138,Kevin Streelman,58,1.32,76.40,-45.49,70.42,
132,165,Gareth Maybin,52,1.31,68.04,-52.93,54.94,
133,167,Damian McGrane,58,1.31,75.79,-47.16,62.27,
134,139,D.J. Trahan,58,1.30,75.66,-57.98,75.53,
135,146,Arjun Atwal,40,1.29,51.79,-14.97,53.06,
136,117,Ross McGowan,55,1.28,70.19,-64.96,26.18,
137,125,Chad Campbell,54,1.27,68.81,-85.89,43.04,
138,127,Nicolas Colsaerts,45,1.26,56.61,-30.45,36.81,
139,133,Shane Lowry,48,1.26,60.24,-36.53,47.55,
140,137,Sangmoon Bae,40,1.25,49.93,-32.34,38.31,
141,140,Chris Kirk,40,1.25,49.92,-9.45,56.25,
142,135,John Rollins,53,1.25,66.11,-70.32,48.34,
143,145,Charles Howell III,57,1.24,70.96,-64.08,65.37,
144,206,Richie Ramsay,57,1.24,70.72,-42.33,42.81,
145,134,Robert Rock,57,1.24,70.47,-46.98,58.28,
146,129,Mike Weir,44,1.23,54.24,-108.39,26.75,
147,144,Michio Matsumura,50,1.23,61.28,-21.33,52.67,
148,147,Ignacio Garrido,58,1.22,70.94,-38.07,60.46,
149,259,Robert Garrigus,48,1.21,58.00,-24.66,53.40,
150,141,Paul Goydos,52,1.20,62.32,-61.85,48.52,
151,136,Bradley Dredge,53,1.19,63.14,-41.06,50.55,
152,150,Christian Nilsson,40,1.18,47.34,-27.15,33.56,
153,148,Thomas Aiken,55,1.18,64.71,-51.54,54.60,
154,142,Marcus Fraser,53,1.16,61.37,-37.73,60.91,
155,143,Ben Curtis,46,1.16,53.13,-86.01,39.84,
156,151,James Kingston,52,1.15,59.88,-64.73,33.34,
157,160,Daisuke Maruyama,55,1.15,63.26,-40.38,40.21,
158,164,Ryuichi Oda,50,1.14,57.23,-33.81,25.30,
159,149,Greg Chalmers,58,1.14,65.95,-46.00,44.24,
160,312,Daniel Gaunt,40,1.12,44.88,-1.70,44.83,
161,156,Han Lee,43,1.12,48.23,-20.15,34.58,
162,153,Andres Romero,45,1.11,50.09,-61.44,44.56,
163,155,Jbe' Kruger,42,1.10,46.36,-15.11,52.26,
164,171,Takashi Kanemoto,48,1.10,52.85,-19.10,42.50,
165,158,Tim Petrovic,58,1.10,63.73,-46.27,45.19,
166,166,Thaworn Wiratchant,47,1.09,51.34,-32.86,43.26,
167,162,Matt Jones,46,1.09,49.94,-26.71,50.08,
168,172,Shigeki Maruyama,55,1.08,59.67,-42.16,33.12,
169,168,Jacob DONOTUSE,40,1.08,43.01,-8.58,40.93,
170,177,Jeev Milkha Singh,58,1.08,62.36,-117.58,42.54,
171,159,Alex Cejka,58,1.07,62.23,-36.61,53.19,
172,152,James Morrison,49,1.07,52.22,-20.12,56.05,
173,157,Shaun Micheel,43,1.06,45.65,-13.86,48.92,
174,170,Jhonattan Vegas,42,1.03,43.15,-7.64,41.33,
175,175,Tadahiro Takayama,46,1.02,46.85,-13.83,39.40,
176,161,Pat Perez,50,1.02,50.84,-64.93,38.73,
177,176,Nick O'Hern,40,1.01,40.29,-51.76,18.97,
178,179,Richard Johnson,56,1.01,56.30,-31.48,50.62,
179,182,Andrew Dodt,46,1.00,45.91,-29.53,50.66,
180,169,Blake Adams,47,1.00,46.87,-30.23,35.81,
181,173,Corey Pavin,40,.99,39.49,-21.12,36.57,
182,195,Anthony Wall,50,.98,48.87,-69.42,26.67,
183,204,Ryuji Imada,56,.97,54.43,-52.09,52.45,
184,189,Steve Elkington,45,.96,43.36,-18.80,44.72,
185,178,Graham DeLaet,45,.96,43.17,-29.38,39.91,
186,174,Derek Lamely,47,.96,44.99,-27.30,38.86,
187,193,Kenichi Kuboya,54,.95,51.35,-57.45,19.37,
188,190,Mark Tullo,40,.95,38.02,-7.52,36.90,
189,212,Hunter Haas,49,.95,46.57,-13.29,44.46,
190,180,John Mallinger,58,.95,54.89,-54.03,32.88,
190,184,Kevin Chappell,40,.95,37.86,-13.36,38.84,
192,192,Chad Collins,51,.94,48.09,-34.33,32.21,
193,183,D.A. Points,58,.94,54.60,-42.92,43.22,
194,181,Tom Watson,40,.94,37.45,-34.12,18.75,
195,196,George Murray,42,.93,39.25,-9.38,41.14,
196,188,Michael Allen,40,.93,37.27,-34.46,31.00,
197,187,Mikko Ilonen,52,.93,48.12,-25.95,42.14,
197,194,Kiradech Aphibarnrat,55,.93,50.89,-19.18,41.83,
199,191,Chris Couch,40,.92,36.95,-10.19,45.65,
200,185,Fred Couples,40,.91,36.60,-46.31,26.36,
201,186,Yasuharu Imano,40,.91,36.57,-43.26,7.77,
202,202,Gaganjeet Bhullar,40,.90,36.19,-29.49,23.86,
203,198,David Duval,46,.90,41.56,-30.97,34.73,
204,203,Hideto Tanihara,56,.89,49.92,-43.18,37.66,
205,387,Brendan Steele,44,.89,39.19,-7.21,37.07,
206,216,Mark Wilson,56,.89,49.63,-64.13,31.28,
207,197,Kevin Sutherland,52,.88,45.95,-72.43,31.03,
208,218,Steve Webster,50,.88,44.04,-46.15,27.23,
209,200,Webb Simpson,58,.88,50.92,-39.90,41.94,
210,217,Rafa Cabrera Bello,58,.88,50.89,-51.32,27.82,
211,201,Fabrizio Zanotti,51,.87,44.37,-22.46,33.69,
212,199,Josh Teater,57,.86,49.26,-24.65,36.69,
213,213,J.J. Henry,55,.86,47.04,-38.69,39.82,
214,214,J.P. Hayes,40,.85,34.14,-17.19,39.81,
215,208,George McNeill,55,.85,46.78,-50.70,29.09,
216,210,Peter Hedblom,52,.85,44.21,-48.46,25.66,
217,207,Troy Matteson,58,.85,49.16,-39.45,30.52,
218,209,Alvaro Velasco,47,.84,39.69,-10.90,41.04,
219,205,Garrett Willis,47,.84,39.51,-23.30,29.52,
220,211,Boo Weekley,51,.84,42.78,-53.90,33.05,
221,237,Pariya Junhasavasdikul,40,.83,33.27,-2.87,33.05,
222,220,David Lynn,53,.83,43.98,-36.32,36.33,
223,219,Thomas Levet,48,.82,39.52,-50.88,18.13,
224,221,José Manuel Lara,58,.82,47.61,-27.00,39.31,
225,223,Alex Prugh,52,.81,42.13,-27.98,44.74,
226,224,Rocco Mediate,48,.81,38.87,-36.71,32.38,
227,236,Bernd Wiesberger,49,.81,39.56,-7.17,39.37,
228,222,Chris Riley,47,.81,37.90,-19.33,32.03,
229,230,Kevin Stadler,50,.81,40.28,-28.39,35.93,
230,215,Graeme Storm,57,.80,45.88,-45.07,29.69,
231,227,Tommy Gainey,55,.80,44.04,-17.48,46.92,
232,228,Floris De Vries,40,.80,31.97,-2.79,34.76,
233,225,Oscar Floren,41,.79,32.39,-7.41,30.36,
234,235,Cameron Beckman,51,.78,39.95,-40.52,40.77,
235,258,Kevin Kisner,40,.78,31.28,-2.40,32.77,
236,280,Spencer Levin,58,.78,45.14,-25.81,46.25,
237,229,Paul Lawrie,49,.78,38.08,-38.48,31.52,
238,226,Woody Austin,53,.78,41.11,-53.63,25.94,
239,247,David Drysdale,58,.77,44.82,-46.18,25.53,
240,232,Bill Lunde,57,.77,43.99,-29.02,36.66,
241,243,Tomohiro Kondo,50,.77,38.31,-41.69,11.59,
242,300,Siddikur Rahman,40,.77,30.63,-.67,31.30,
243,234,Matt Bettencourt,58,.76,44.23,-44.90,33.23,
244,240,Nathan Green,58,.76,44.09,-43.37,33.11,
245,233,Marcel Siem,55,.76,41.61,-27.06,32.21,
246,304,Mardan Mamat,45,.76,34.04,-18.01,27.38,
247,239,Trevor Immelman,40,.76,30.23,-53.86,30.13,
248,254,Kazuhiro Yamashita,47,.75,35.36,-26.37,15.81,
249,231,Aaron Baddeley,53,.75,39.83,-47.69,30.06,
250,249,Jimmy Walker,52,.75,39.03,-18.80,36.21,
251,287,Dohoon Kim,40,.75,29.89,-.27,30.16,
252,245,Cameron Percy,54,.75,40.33,-28.09,21.17,
253,262,Prayad Marksaeng,58,.74,43.02,-78.82,27.55,
254,244,Kris Blanks,58,.74,43.00,-22.37,46.14,
255,278,Tag Ridings,47,.74,34.58,-18.18,34.79,
256,246,Rich Bland,52,.74,38.25,-28.52,32.84,
257,465,Matt Haines,40,.73,29.28,-.90,30.18,
258,242,Martin Wiegele,46,.73,33.62,-8.60,34.59,
259,261,Daniel Summerhays,53,.73,38.71,-11.49,39.39,
260,273,Azuma Yano,56,.73,40.74,-55.26,21.34,
261,262,Joel Sjöholm,44,.72,31.78,-7.16,31.33,
262,248,Peter Whiteford,53,.72,38.26,-20.29,31.21,
263,241,Fabián Gómez,47,.72,33.87,-23.64,30.24,
264,251,Bob Estes,49,.71,34.99,-36.28,26.52,
265,264,Tom Lehman,40,.71,28.55,-24.17,24.14,
266,257,Hirofumi Miyase,48,.71,34.25,-20.55,18.94,
267,238,Stephen Dodd,50,.71,35.60,-28.08,28.06,
268,250,Dean Wilson,47,.71,33.39,-26.18,30.01,
269,256,Niclas Fasth,55,.70,38.60,-35.51,26.14,
270,288,Chris Stroud,56,.70,39.26,-23.93,34.65,
271,252,Martin Piller,51,.70,35.62,-13.00,37.85,
272,521,Rikard Karlberg,40,.69,27.76,-3.85,30.80,
273,268,Jay Choi,40,.69,27.73,-1.08,28.82,
274,260,Oliver Fisher,58,.69,39.94,-29.13,41.29,
275,275,David Mathis,52,.69,35.80,-19.40,31.32,
276,421,Roland Thatcher,44,.69,30.26,-17.42,21.87,
277,269,Nick Dougherty,52,.68,35.26,-53.22,15.66,
278,339,Keith Horne,44,.67,29.61,-19.26,27.41,
279,286,Bobby Gates,40,.67,26.89,-9.15,34.74,
280,296,Pablo Martin Benavides,57,.67,38.22,-21.39,16.09,
281,255,David Smail,46,.67,30.82,-53.71,10.88,
282,253,Mathew Goggin,58,.67,38.70,-83.48,21.19,
283,267,Chris Tidland,47,.67,31.35,-31.63,18.87,
284,271,John Merrick,58,.67,38.67,-50.28,26.72,
285,265,Scott Strange,50,.67,33.29,-53.40,3.69,
286,272,Robert Coles,48,.66,31.60,-23.77,23.63,
287,270,Matt Every,45,.66,29.60,-23.13,20.21,
288,276,Kaname Yokoo,52,.66,34.07,-33.58,17.48,
289,266,Wen-Tang Lin,40,.65,26.18,-45.54,13.41,
289,274,Richard Finch,54,.65,35.34,-33.21,39.22,
291,285,Briny Baird,56,.65,36.35,-51.75,31.76,
292,277,Hennie Otto,55,.65,35.66,-33.41,34.15,
293,289,Shiv Kapur,58,.65,37.48,-27.44,16.27,
294,284,Jeff Maggert,56,.64,36.08,-22.12,36.22,
295,281,Nate Smith,49,.64,31.50,-8.21,29.06,
296,283,Alexandre Kaleka,40,.64,25.69,-8.81,21.66,
297,389,Joe Affrunti,40,.64,25.64,-1.41,25.09,
298,282,Daehyun Kim,40,.64,25.54,-11.39,22.02,
299,295,Brandt Jobe,48,.63,30.00,-21.60,24.76,
300,319,Hiroshi Iwata,48,.62,29.86,-21.69,24.68,
301,314,Charles-Edouard Russo,43,.61,26.42,-7.29,25.09,
302,279,Ricardo Gonzalez,49,.61,29.95,-36.33,14.32,
303,335,Taichi Teshima,46,.61,27.93,-28.48,20.83,
304,291,Toshinori Muto,47,.61,28.52,-38.83,11.52,
305,299,Joe Durant,41,.61,24.83,-13.47,26.93,
306,320,James Hahn,40,.60,24.18,-10.83,18.65,
307,307,Andreas Hartø,40,.60,24.00,,24.00,
308,325,Pelle Edberg,57,.60,34.15,-23.57,27.71,
309,298,Rafael Echenique,58,.60,34.71,-25.26,25.31,
310,292,Shigeru Nonaka,45,.59,26.73,-7.01,21.71,
311,323,Scott Gutschewski,47,.59,27.88,-12.78,28.10,
312,533,Adam Bland,53,.59,31.27,-14.88,25.19,
312,310,Mitsuhiro Tateyama,44,.59,25.96,-10.44,20.42,
314,374,Tetsuya Haraguchi,47,.59,27.63,-15.27,20.58,
315,290,Christian Cévaër,51,.58,29.63,-33.69,13.78,
316,294,Rod Pampling,58,.58,33.70,-71.49,10.90,
317,333,Cho Min-jun,40,.58,23.23,-.80,24.02,
318,293,Tano Goya,57,.58,33.00,-36.04,24.06,
319,303,Hyung-Sung Kim,44,.58,25.43,-16.67,15.22,
320,305,Richard McEvoy,52,.58,30.05,-21.11,22.10,
321,309,Julio Zapata,40,.58,23.10,-8.06,26.46,
322,355,Lee Slattery,55,.58,31.75,-13.30,28.86,
323,383,David Hearn,43,.58,24.81,-6.73,26.46,
324,297,Brett Quigley,58,.57,33.27,-41.95,22.30,
325,302,Scott McCarron,56,.57,32.08,-34.20,22.30,
326,336,Chan Yih-shin,40,.57,22.89,-11.49,12.61,
327,301,Robert Dinwiddie,52,.57,29.67,-22.57,30.60,
328,326,Peter Karmis,40,.57,22.76,-3.60,22.69,
328,451,Colt Knost,53,.57,30.16,-15.28,29.44,
330,306,Alessandro Tadini,53,.57,29.95,-23.06,25.28,
331,313,Tom Pernice Jr.,48,.56,27.05,-24.87,22.68,
332,345,Peter Gustafsson,46,.56,25.89,-9.87,25.48,
333,328,Keegan Bradley,40,.56,22.46,-.55,23.01,
334,376,Michael Connell,40,.56,22.32,-3.19,25.51,
335,316,Carlos Del Moral,49,.56,27.31,-12.91,23.84,
336,354,Kunihiro Kamii,47,.56,26.18,-17.18,20.17,
337,315,B.J. Staten,41,.56,22.81,-8.28,20.77,
338,356,Toru Suzuki,48,.55,26.55,-29.14,5.02,
339,321,Mamo Osanai,40,.55,22.11,-9.16,21.71,
340,318,Masaya Tomida,49,.55,27.07,-28.21,12.38,
341,337,Scott Hend,54,.55,29.72,-20.58,19.80,
342,322,Lee Janzen,49,.55,26.95,-27.35,18.31,
343,317,Michael Hoey,53,.55,28.89,-30.91,21.50,
344,323,Alistair Presnell,58,.54,31.30,-15.74,29.29,
345,327,Scott Piercy,57,.54,30.69,-40.83,22.25,
346,334,Michael Putnam,50,.54,26.89,-5.99,27.01,
347,422,Jaco Van Zyl,40,.54,21.40,-16.00,21.66,
348,332,Kyle Stanley,40,.53,21.33,-6.97,18.73,
349,329,Michael Letzig,55,.53,29.09,-34.55,19.81,
350,331,Michiel Bothma,40,.53,21.04,-12.59,22.91,
351,559,Kyung-Nam Kang,40,.52,20.95,-5.22,20.61,
352,311,James Nitties,58,.52,30.38,-28.59,20.43,
353,346,Marcus Both,44,.52,23.03,-20.07,5.92,
354,330,Pablo Larrazabal,58,.52,30.34,-35.30,29.49,
355,338,Angelo Que,40,.52,20.67,-11.57,18.21,
356,344,Jeff Quinney,56,.51,28.78,-34.02,21.35,
357,308,Richard Sterne,40,.51,20.34,-57.60,4.30,
358,340,Maarten Lafeber,52,.51,26.43,-23.79,19.70,
359,342,Paul Waring,48,.51,24.34,-19.62,22.04,
360,350,Aaron Goldberg,40,.51,20.25,-.75,21.00,
361,398,Jim Herman,53,.51,26.81,-12.57,30.03,
362,358,D.J. Brigman,47,.50,23.69,-12.09,21.67,
363,341,Joe Ogilvie,58,.50,29.21,-26.89,26.78,
364,415,Jarrod Lyle,55,.50,27.68,-22.57,26.47,
365,349,Mark Haastrup,46,.50,23.10,-9.59,23.65,
366,373,Darren Fichardt,40,.50,19.96,-20.14,18.08,
367,378,Raymond Russell,40,.50,19.94,-1.39,21.33,
368,372,S.K. Ho,46,.50,22.92,-26.95,18.83,
369,343,Mark Foster,56,.49,27.63,-24.85,21.32,
370,348,Juvic Pagunsan,40,.49,19.66,-15.00,14.65,
371,351,Scott Gardiner,53,.49,26.03,-11.59,21.08,
372,386,Jae-bum Park,40,.49,19.60,-3.11,19.30,
373,391,Kodai Ichihara,45,.49,22.01,-13.57,15.79,
374,347,Troy Merritt,47,.49,22.93,-11.27,20.81,
375,360,Kirk Triplett,40,.49,19.47,-4.26,18.64,
376,368,Shinichi Yokota,45,.49,21.87,-4.62,19.55,
377,359,Will MacKenzie,49,.48,23.66,-29.52,18.81,
378,361,James Driscoll,44,.48,21.19,-17.85,17.37,
379,353,Steve Wheatcroft,58,.48,27.84,-15.91,19.95,
380,369,Steven Bowditch,51,.48,24.45,-3.94,21.42,
381,407,Wonjoon Lee,58,.48,27.70,-13.78,22.18,
382,363,Julien Guerrier,49,.47,23.16,-11.06,16.20,
383,362,Kenneth Ferrie,54,.47,25.48,-12.50,19.50,
384,364,Bob Heintz,40,.47,18.75,-8.45,16.26,
385,352,Jeppe Huldahl,55,.47,25.65,-31.06,16.51,
386,456,Johnson Wagner,55,.46,25.57,-23.29,22.97,
387,420,Mike Hendry,40,.46,18.57,-1.60,20.17,
388,395,Stuart Manley,53,.46,24.59,-8.98,21.18,
389,425,Charles Warren,44,.46,20.23,-15.06,16.03,
390,366,Chinnarat Phadungsil,45,.46,20.66,-15.16,14.23,
391,357,Jeff Klauk,45,.46,20.64,-44.18,6.02,
392,403,Colin Montgomerie,43,.46,19.72,-25.73,11.89,
393,365,Matthew Zions,43,.46,19.68,-7.95,17.35,
394,397,Paul Stankowski,47,.46,21.49,-4.06,22.60,
395,366,Billy Mayfair,56,.46,25.58,-31.04,21.79,
396,370,Fran Quinn,40,.45,18.07,-13.73,15.30,
397,385,Marius Thorp,40,.45,17.93,-1.06,18.99,
398,377,Peter Tomasulo,48,.45,21.47,-12.88,20.50,
399,429,Brian Smock,49,.45,21.89,-14.98,17.35,
400,388,Makoto Inoue,48,.45,21.41,-19.47,17.47,
401,380,Francois DeLamontagne,53,.44,23.50,-17.34,12.15,
401,382,Mathias Grönberg,51,.44,22.62,-18.33,11.25,
403,381,Aron Price,56,.44,24.82,-16.84,22.40,
404,392,George Coetzee,54,.44,23.91,-9.20,25.16,
405,406,Hiroo Kawai,40,.44,17.70,-5.29,16.37,
406,371,Gary Orr,40,.44,17.64,-31.30,7.61,
407,379,Felipe Aguilar,55,.44,24.16,-27.18,17.41,
408,399,Dinesh Chand,49,.44,21.51,-7.69,21.06,
409,384,Kim Hyung-Tae,40,.44,17.54,-8.45,16.32,
410,375,Jose-Filipe Lima,50,.44,21.87,-27.76,3.89,
411,394,Yusaku Miyazato,46,.43,19.74,-20.95,9.18,
412,393,Sam Hutsby,40,.43,17.15,-5.66,14.84,
413,490,Lorenzo Gagli,44,.43,18.79,-5.31,16.83,
414,423,Steven Tiley,40,.43,17.03,-6.54,14.43,
415,412,Dicky Pride,46,.42,19.40,-6.14,17.88,
416,390,Sam Walker,46,.42,19.36,-12.05,17.32,
417,404,Simon Yates,40,.42,16.77,-4.72,11.85,
418,889,Warren Abery,40,.41,16.50,-4.12,16.27,
419,402,Bradley Iles,50,.41,20.45,-12.02,15.30,
420,431,Scott Jamieson,40,.41,16.35,-2.22,14.26,
421,437,Jean Baptiste Gonnet,52,.41,21.21,-12.33,18.51,
422,401,Chapchai Nirat,52,.41,21.10,-37.68,7.34,
423,396,Steve Flesch,53,.41,21.50,-39.63,14.15,
424,400,Paul McGinley,47,.40,19.02,-30.99,9.76,
425,409,John Riegger,42,.40,16.92,-8.02,18.20,
426,413,Nobuhiro Masuda,46,.40,18.46,-7.31,15.83,
427,410,David Dixon,56,.40,22.30,-22.47,12.92,
428,414,Akio Sadakata,42,.40,16.62,-12.03,12.92,
429,479,Branden Grace,57,.39,22.47,-24.84,18.80,
430,405,Jyoti Randhawa,53,.39,20.72,-33.68,10.75,
