RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
118,113,Daniel Chopra,71,1.37,97.59,-83.98,84.33,
119,138,Kevin Streelman,40,1.36,54.35,-3.22,57.57,
120,116,Grégory Bourdy,56,1.35,75.71,-41.14,57.52,
121,117,Pablo Larrazabal,47,1.35,63.26,-8.35,64.80,
122,118,Charlie Wi,58,1.34,77.57,-42.86,66.24,
123,136,Shintaro Kai,40,1.33,53.20,-4.57,56.04,
124,121,Simon Dyson,60,1.32,79.17,-84.51,47.62,
125,124,Matt Kuchar,54,1.32,71.23,-46.37,68.81,
126,129,David Smail,50,1.31,65.37,-48.49,37.55,
127,126,Taco Remkes,40,1.30,51.83,-2.14,53.97,
128,211,S.K. Ho,45,1.29,57.97,-33.64,53.33,
129,127,Ryo Ishikawa,40,1.28,51.37,-9.84,45.99,
130,120,Tommy Armour III,49,1.28,62.61,-27.10,60.10,
131,123,George McNeill,59,1.28,75.29,-38.80,59.24,
132,125,Felipe Aguilar,48,1.26,60.66,-40.52,52.12,
133,132,Markus Brier,53,1.26,66.84,-53.89,45.77,
134,130,Jonathan Byrd,50,1.25,62.73,-65.93,45.68,
135,134,Johnson Wagner,59,1.25,73.86,-44.11,73.82,
136,131,Graeme Storm,58,1.25,72.42,-51.31,54.92,
137,142,David Horsey,40,1.25,49.86,-7.77,46.89,
138,128,Ryan Moore,54,1.24,66.81,-69.50,47.88,
139,248,Matt Bettencourt,41,1.23,50.55,-2.52,49.54,
140,144,Scott Strange,57,1.22,69.81,-38.03,71.30,
141,133,John Rollins,57,1.22,69.43,-84.77,50.11,
142,140,Richard Finch,62,1.22,75.38,-26.71,65.94,
143,135,Dean Wilson,60,1.21,72.65,-72.67,61.92,
144,145,Bradley Dredge,46,1.21,55.44,-70.16,31.08,
145,143,Wen-Teh Lu,40,1.20,48.03,-28.23,29.59,
146,141,Robert-Jan Derksen,57,1.20,68.34,-45.04,48.73,
147,148,Thomas Levet,46,1.19,54.94,-20.49,55.66,
148,147,Jyoti Randhawa,52,1.19,62.07,-67.49,49.98,
149,139,Nicholas Thompson,69,1.19,81.90,-33.84,80.29,
150,146,David Lynn,53,1.19,62.87,-35.07,55.04,
151,137,Steve Elkington,51,1.18,60.40,-37.02,58.63,
152,151,Dustin Johnson,40,1.17,46.73,-6.45,53.18,
153,149,Tomohiro Kondo,44,1.17,51.35,-47.85,29.65,
154,155,Richie Ramsay,40,1.16,46.31,-9.20,40.25,
155,152,John Mallinger,58,1.15,66.92,-42.75,57.05,
156,150,Marc Turnesa,60,1.15,69.19,-17.37,59.33,
157,161,Toshinori Muto,46,1.15,52.96,-23.23,47.64,
157,154,D.H. Lee,47,1.15,54.11,-32.75,35.54,
159,162,Mikael Lundberg,49,1.15,56.37,-19.10,45.49,
160,153,Lucas Glover,55,1.15,63.19,-78.23,43.90,
161,157,Tim Herron,55,1.15,63.15,-44.71,51.57,
162,156,Thongchai Jaidee,56,1.14,63.71,-60.69,43.02,
163,163,John Merrick,58,1.13,65.55,-30.47,68.01,
164,165,John Bickerton,50,1.13,56.44,-39.78,41.78,
165,159,Paul Lawrie,53,1.13,59.65,-25.92,48.95,
166,160,Jason Bohn,40,1.11,44.59,-44.21,47.09,
167,163,Hidemasa Hoshino,41,1.11,45.69,-32.57,41.16,
168,158,Tom Lehman,40,1.11,44.51,-49.05,35.49,
169,167,David Howell,52,1.09,56.63,-55.35,59.66,
170,168,Fred Couples,40,1.09,43.43,-19.76,52.38,
171,183,Troy Matteson,56,1.07,60.03,-77.37,52.49,
172,171,Thaworn Wiratchant,57,1.07,60.70,-37.50,46.54,
173,169,Steve Lowery,47,1.05,49.53,-37.47,58.64,
174,170,Brett Wetterich,40,1.05,42.14,-109.93,3.31,
175,172,Nick Watney,53,1.05,55.65,-57.04,47.03,
176,191,Michael Allen,50,1.03,51.67,-22.92,41.06,
177,174,Tom Pernice Jr.,61,1.03,62.86,-66.59,58.54,
178,199,Peter Lawrie,61,1.02,62.42,-30.93,58.09,
179,177,Gary Orr,40,1.02,40.88,-23.56,37.60,
180,188,Damian McGrane,63,1.02,64.26,-35.58,66.88,
181,182,Parker McLachlin,56,1.01,56.79,-24.55,54.16,
182,173,Greg Chalmers,58,1.01,58.78,-34.56,54.39,
183,176,Mikko Ilonen,48,1.01,48.58,-50.59,22.10,
184,194,Seung-Yul Noh,40,1.01,40.47,-7.14,45.94,
185,175,Brian Davis,64,1.01,64.49,-40.51,49.47,
186,181,Hiroshi Iwata,47,1.01,47.29,-24.52,32.92,
187,179,Katsumasa Miyamoto,49,1.01,49.28,-41.43,35.67,
188,178,Arjun Atwal,57,1.00,56.76,-23.38,63.03,
188,180,Ross McGowan,57,1.00,56.77,-35.23,36.18,
190,186,Greg Norman,40,.98,39.06,-4.74,37.96,
191,185,Cliff Kresge,58,.97,56.42,-47.34,56.50,
192,193,Michael Campbell,52,.97,50.31,-43.54,42.83,
193,192,Scott Piercy,40,.96,38.57,-1.66,38.72,
194,189,Chez Reavie,57,.96,54.85,-22.74,50.07,
195,184,Taichi Teshima,47,.96,45.22,-43.45,30.86,
196,187,Nathan Green,67,.96,64.35,-81.62,46.55,
197,203,Steven Conran,43,.96,41.19,-22.34,27.95,
198,202,Ryan Palmer,57,.95,54.28,-21.35,50.62,
199,190,Raphael Jacquelin,56,.95,53.23,-62.12,34.80,
200,213,Cameron Beckman,58,.95,54.95,-26.12,43.57,
201,197,Michael Letzig,58,.94,54.76,-23.13,46.70,
202,200,Gareth Maybin,40,.94,37.64,-7.39,33.82,
203,195,Joost Luiten,40,.94,37.46,-34.52,13.64,
204,205,Spencer Levin,42,.93,38.97,-13.34,34.28,
205,195,Brett Quigley,50,.92,46.15,-66.99,39.89,
206,198,Alex Cejka,55,.92,50.65,-32.00,42.67,
207,207,Scott Hend,46,.92,42.14,-24.58,35.66,
208,204,Sangmoon Bae,40,.91,36.59,-11.86,31.46,
209,217,Brendon de Jonge,59,.91,53.96,-14.94,51.56,
210,201,Vaughn Taylor,60,.91,54.78,-65.61,41.26,
211,208,Thomas Bjørn,45,.91,40.89,-57.78,23.59,
212,206,Robert Dinwiddie,57,.91,51.78,-24.58,37.53,
213,216,Jason Day,47,.91,42.66,-28.52,32.69,
214,210,Johan Edfors,51,.90,45.85,-64.33,45.99,
215,209,Tano Goya,40,.89,35.75,-4.64,40.39,
216,264,Colt Knost,40,.89,35.59,-3.61,39.20,
217,218,Seve Benson,40,.87,34.94,-3.98,37.98,
218,214,Charley Hoffman,61,.87,53.20,-60.24,38.89,
219,215,Chris DiMarco,57,.87,49.64,-73.10,32.32,
220,212,Will MacKenzie,53,.87,45.92,-40.70,33.72,
221,221,Oliver Fisher,58,.85,49.44,-17.75,50.76,
222,219,Kevin Na,57,.85,48.59,-36.83,47.13,
223,220,Joe Ogilvie,60,.85,51.07,-43.62,39.06,
224,223,Bo Van Pelt,62,.85,52.55,-55.85,35.13,
225,222,Keiichiro Fukabori,49,.85,41.45,-37.65,25.09,
226,303,Jeff Klauk,57,.83,47.38,-13.73,46.40,
227,224,Greg Kraft,49,.82,40.38,-15.58,44.09,
228,237,Bill Lunde,40,.82,32.77,-2.84,35.60,
229,226,Philip Archer,62,.82,50.68,-57.50,24.24,
230,225,Bill Haas,61,.82,49.82,-39.68,43.63,
231,227,Corey Pavin,46,.81,37.39,-38.48,36.95,
232,228,Craig Parry,46,.81,37.23,-31.51,6.68,
233,229,Ricardo Gonzalez,48,.81,38.76,-25.73,37.08,
234,233,Scott McCarron,40,.80,32.10,-3.14,33.64,
235,239,Jeff Overton,58,.80,46.48,-26.39,35.46,
236,232,Mark Foster,56,.80,44.69,-28.10,31.30,
237,230,José Manuel Lara,56,.80,44.67,-47.14,44.24,
238,247,Andrew McLardy,54,.80,43.06,-36.20,28.58,
239,234,Pelle Edberg,58,.79,45.73,-26.87,28.16,
240,231,Greg Owen,49,.79,38.49,-28.84,39.69,
241,236,Jamie Donaldson,55,.78,43.14,-24.40,28.94,
242,255,Robert Garrigus,57,.78,44.69,-37.80,27.52,
243,241,Wil Besseling,40,.78,31.35,-3.87,35.22,
244,266,Marc Leishman,42,.78,32.71,-7.37,27.96,
245,240,Jarrod Lyle,62,.78,48.28,-32.85,48.70,
246,238,Michael Lorenzo-Vera,46,.78,35.78,-28.98,17.72,
247,235,J.J. Henry,60,.77,46.44,-61.57,33.39,
248,249,Matt Jones,57,.77,43.97,-31.02,34.17,
249,251,Martin Laird,58,.77,44.74,-15.47,33.37,
250,244,Simon Khan,52,.77,40.05,-46.01,26.74,
251,245,Magnus Carlsson,55,.77,42.22,-24.88,30.18,
252,246,Ignacio Garrido,54,.76,41.25,-22.72,44.42,
253,242,Brad Adamonis,58,.76,44.24,-18.23,36.86,
254,243,Jay Williamson,60,.76,45.59,-29.42,32.82,
255,252,Marc Warren,54,.76,40.92,-46.42,26.32,
256,254,Jean-Francois Lucquin,63,.75,47.16,-24.60,41.26,
257,272,Tim Petrovic,64,.74,47.40,-31.16,38.41,
258,250,Bernhard Langer,40,.74,29.53,-48.05,6.60,
259,256,Chris Wood,40,.74,29.52,-.96,30.48,
260,257,Makoto Inoue,43,.74,31.68,-13.52,26.72,
261,267,Jason Gore,62,.73,45.55,-39.00,28.35,
262,259,Tim Wilkinson,57,.73,41.85,-14.46,46.70,
263,262,Rich Beem,58,.73,42.53,-33.44,29.74,
264,261,Roland Thatcher,43,.73,31.44,-33.49,17.74,
265,260,Brendon Todd,40,.73,29.23,-.92,30.14,
266,281,David Dixon,41,.73,29.83,-6.78,28.92,
267,253,Toyokazu Fujishima,41,.72,29.67,-9.74,19.93,
268,258,Jesper Parnevik,58,.71,41.41,-38.64,29.82,
269,263,D.A. Points,57,.71,40.42,-16.12,35.82,
270,265,David Frost,48,.71,33.90,-19.29,29.25,
271,270,Jeppe Huldahl,44,.70,30.81,-3.48,30.28,
272,271,Stephen Gallacher,53,.70,36.88,-18.98,31.90,
273,273,Casey Wittenberg,40,.70,27.81,-3.14,30.95,
274,269,Koumei Oda,47,.69,32.61,-26.28,13.81,
275,274,Paul Waring,40,.69,27.73,-5.35,26.32,
276,268,David Gleeson,44,.69,30.47,-10.09,25.26,
277,277,Kenichi Kuboya,46,.69,31.78,-8.96,25.88,
278,302,Kaname Yokoo,49,.68,33.46,-28.65,22.02,
279,278,Juvic Pagunsan,40,.68,27.24,-24.80,14.18,
280,332,Joe Durant,56,.68,38.04,-83.93,32.95,
281,279,Michael Jonzon,40,.68,27.12,-14.24,21.78,
282,283,Takao Nogami,45,.68,30.44,-4.68,28.07,
283,276,Kris Blanks,41,.67,27.62,-7.18,27.62,
284,308,Bob Estes,57,.67,38.37,-31.47,32.47,
285,275,Charles Warren,58,.67,39.03,-40.82,34.55,
286,282,John Ellis,40,.67,26.91,-7.91,26.66,
287,280,Brian Bateman,40,.67,26.85,-34.66,13.88,
288,285,Yusaku Miyazato,49,.67,32.78,-29.62,17.54,
289,287,Klas Eriksson,50,.67,33.41,-7.48,33.62,
290,284,Daniel Alfredo Vancsik,56,.67,37.24,-32.42,19.36,
291,286,Richard Johnson,55,.66,36.43,-35.12,8.95,
292,295,Chapchai Nirat,58,.66,38.38,-37.04,14.16,
293,292,David Mathis,50,.66,32.90,-11.32,29.30,
294,289,Maarten Lafeber,52,.66,34.17,-23.06,32.27,
295,290,Fredrik Andersson Hed,53,.65,34.51,-31.17,12.37,
296,291,Shane Bertsch,40,.65,25.99,-11.97,30.86,
297,301,Steve Allan,44,.65,28.55,-14.87,21.50,
298,293,Antti Ahokas,48,.65,31.04,-7.88,31.20,
299,288,Jon Mills,60,.65,38.76,-25.21,22.21,
300,305,Kane Webber,41,.64,26.28,-18.68,22.88,
301,418,Kiyoshi Miyazato,45,.64,28.63,-12.63,19.65,
302,299,Alessandro Tadini,59,.63,37.45,-13.77,36.22,
303,296,Alejandro Cañizares,56,.63,35.51,-38.10,22.62,
304,306,Paul Broadhurst,49,.63,31.05,-37.43,22.85,
305,299,Martin Erlandsson,56,.63,35.48,-23.32,26.19,
306,315,Kevin Stadler,69,.63,43.45,-49.23,25.54,
307,294,Mark Hensby,54,.63,33.84,-26.52,17.22,
308,304,Simon Wakefield,64,.62,40.00,-31.50,29.14,
309,309,Rafa Cabrera Bello,60,.62,37.42,-13.81,37.00,
310,297,Daniel Summerhays,41,.62,25.47,-9.89,20.27,
311,327,Daisuke Maruyama,60,.62,37.21,-32.90,25.06,
312,307,Christian Cévaër,54,.62,33.49,-26.32,26.19,
313,298,SSP Chawrasia,41,.62,25.27,-20.55,27.63,
314,311,Gary Lockerbie,57,.62,35.11,-13.44,33.52,
315,313,Peter O'Malley,53,.61,32.21,-47.41,13.35,
316,310,Richard Johnson,55,.61,33.30,-26.23,30.81,
317,312,Chris Riley,46,.60,27.82,-24.38,19.61,
318,326,Ben Leong,40,.60,23.99,-2.00,25.07,
319,317,Anthony Kang,51,.59,30.31,-20.76,19.41,
320,314,Eric Axley,71,.59,42.14,-30.30,40.97,
321,316,Iain Pyman,55,.59,32.56,-20.71,23.97,
322,319,Sam Little,57,.59,33.61,-19.36,21.85,
323,318,Bob Tway,52,.58,30.20,-16.45,26.19,
324,320,Patrick Sheehan,65,.58,37.41,-24.47,28.44,
325,322,Yasuharu Imano,46,.58,26.46,-14.55,12.80,
326,340,Gavin Coles,59,.57,33.83,-32.39,32.60,
327,321,Taichiro Kiyota,43,.57,24.64,-14.25,23.98,
328,360,Webb Simpson,40,.57,22.88,-1.06,23.94,
329,325,John Morgan,40,.57,22.68,-6.52,19.57,
330,324,Andrew McArthur,49,.57,27.75,-12.96,21.63,
331,336,Chinnarat Phadungsil,45,.57,25.43,-22.16,18.90,
332,329,Robert Rock,53,.56,29.76,-16.69,23.14,
333,331,Steven O'Hara,56,.56,31.43,-10.25,28.23,
334,333,Chris Tidland,46,.56,25.68,-13.98,20.51,
335,330,K.T. Kim,40,.56,22.32,-16.39,13.54,
336,361,Scott Gutschewski,52,.56,29.01,-16.33,27.89,
337,323,Brett Rumford,61,.56,33.96,-43.97,11.77,
338,335,Wonjoon Lee,50,.56,27.79,-11.13,16.97,
339,337,Alexandre Rocha,50,.56,27.77,-14.50,25.75,
340,350,Shigeki Maruyama,60,.56,33.32,-33.40,17.83,
341,359,Darron Stiles,57,.55,31.47,-18.45,34.15,
342,328,José Coceres,40,.55,22.01,-38.21,11.02,
343,339,Alvaro Velasco,54,.55,29.68,-14.05,27.19,
344,341,Marcus Fraser,53,.55,28.92,-26.26,19.88,
345,344,Rich Bland,60,.55,32.72,-12.60,27.82,
346,334,Matt Weibring,48,.55,26.16,-8.62,25.01,
347,343,Gary Clark,54,.54,29.42,-11.31,29.47,
348,346,Jarmo Sandelin,60,.54,32.59,-22.29,25.60,
349,338,Garth Mulroy,58,.54,31.44,-17.98,21.61,
350,348,Adam Blyth,43,.54,23.13,-14.68,17.89,
350,345,Tetsuji Hiratsuka,50,.54,26.90,-43.74,8.29,
352,391,Peter Tomasulo,55,.53,29.37,-10.46,27.48,
353,349,Francois DeLamontagne,50,.53,26.66,-18.79,12.60,
354,342,James Kamte,51,.53,27.19,-18.38,30.63,
355,353,Todd Hamilton,56,.53,29.81,-7.14,33.22,
356,352,Takuya Taniguchi,49,.53,26.04,-22.30,17.22,
357,347,James Driscoll,54,.53,28.52,-18.61,23.11,
358,351,Simon Yates,40,.53,21.10,-28.18,3.06,
359,356,Michael Sim,40,.52,20.90,-20.52,8.79,
360,358,Marcus Higley,58,.52,30.08,-16.21,28.19,
361,357,Benn Barham,59,.52,30.54,-19.34,25.00,
362,354,José María Olazábal,40,.52,20.68,-60.51,7.03,
363,355,Fred Funk,40,.52,20.60,-48.68,10.63,
364,362,Justin Hicks,40,.51,20.49,-5.28,18.03,
365,364,Marcel Siem,54,.51,27.58,-20.60,26.86,
366,363,Rafael Echenique,59,.51,30.04,-28.71,24.58,
367,381,Rick Kulacz,40,.51,20.33,-1.32,18.91,
368,365,Mark Haastrup,40,.50,20.11,-2.12,20.99,
369,,Tommy Gainey,40,.50,19.99,-.96,19.20,
370,394,Tag Ridings,59,.50,29.33,-18.91,21.12,
371,420,Scott Sterling,59,.49,29.18,-15.17,21.46,
372,366,Iain Steel,40,.49,19.74,-15.88,15.90,
373,368,Michio Matsumura,40,.49,19.57,-2.79,17.80,
374,367,Shaun Micheel,46,.48,22.28,-71.93,7.43,
374,369,Andrew Tampion,52,.48,25.18,-8.25,20.65,
376,464,Bryce Molder,53,.48,25.57,-16.36,22.87,
377,401,D.J. Brigman,46,.48,22.12,-11.87,19.67,
378,372,Prom Meesawat,61,.48,29.15,-40.78,9.80,
379,373,Marco Ruiz,40,.48,19.07,-7.50,12.72,
380,370,Wes Heffernan,40,.48,19.05,-10.59,16.32,
381,375,Adam Bland,46,.48,21.89,-16.96,13.77,
382,402,Norio Shinozaki,43,.47,20.40,-10.91,9.41,
383,371,Kyle Thompson,58,.47,27.46,-24.86,14.86,
384,502,Brandt Jobe,40,.47,18.91,-11.93,20.60,
385,374,Justin Bolli,55,.47,25.78,-26.81,13.06,
386,375,Miles Tunnicliff,53,.47,24.83,-16.52,21.62,
387,379,Marc Pucay,40,.47,18.72,-3.39,15.45,
388,378,Christian Nilsson,47,.47,21.97,-13.11,20.73,
389,396,Aron Price,60,.46,27.83,-17.45,26.40,
390,383,Han Lee,40,.46,18.27,-3.65,17.53,
391,383,Raphael De Sousa,40,.46,18.22,-2.23,20.45,
392,432,Marc Cayeux,40,.46,18.22,-12.74,22.41,
393,380,Stephen Leaney,47,.45,21.32,-40.52,3.94,
394,377,Frankie Minoza,56,.45,25.28,-39.48,4.57,
395,392,Yuta Ikeda,40,.45,18.02,-.97,16.96,
396,382,Sushi Ishigaki,43,.45,19.32,-6.61,17.11,
397,388,Mo Joong-kyung,40,.45,17.96,-4.91,16.40,
398,405,Hunter Haas,52,.45,23.23,-10.45,21.69,
399,389,Marco Dawson,49,.45,21.89,-21.30,17.58,
400,385,Rick Price,55,.44,24.40,-9.53,22.57,
401,386,Bob May,41,.44,18.02,-11.51,16.44,
402,387,J.P. Hayes,54,.44,23.64,-28.48,12.34,
403,390,Vance Veazey,54,.44,23.61,-16.36,12.77,
404,404,Lee Janzen,52,.44,22.70,-23.91,19.78,
404,395,Jean Baptiste Gonnet,53,.44,23.14,-18.24,20.15,
406,397,Chawalit Plaphol,62,.43,26.92,-25.58,13.48,
407,393,Jeff Maggert,54,.43,23.37,-29.18,17.77,
408,398,Peter Baker,47,.43,20.33,-19.02,8.45,
409,426,Akio Sadakata,40,.43,17.30,-1.30,17.50,
410,399,Gary Murphy,58,.43,25.07,-20.54,20.30,
411,442,Chris Stroud,57,.43,24.54,-12.10,16.83,
412,406,Roope Kakko,40,.42,16.94,-5.17,15.96,
413,400,Yui Ueda,44,.42,18.54,-15.53,11.90,
414,403,Nick Flanagan,58,.42,24.22,-31.98,8.61,
415,409,Shiv Kapur,58,.42,24.19,-27.91,16.85,
416,408,Gary Boyd,40,.42,16.60,-3.64,18.79,
417,407,Per-Ulrik Johansson,40,.41,16.58,-15.20,4.57,
418,412,Michael Hoey,51,.41,21.04,-9.80,18.82,
419,436,Brenden Pappas,52,.41,21.40,-19.14,11.23,
420,411,Satoru Hirota,45,.41,18.49,-18.05,9.65,
421,413,Chris Gane,51,.41,20.95,-13.92,15.32,
422,441,David Branshaw,54,.41,22.12,-12.27,18.90,
423,410,Mads Vibe-Hastrup,50,.41,20.46,-27.34,1.52,
423,414,Robert Coles,45,.41,18.41,-11.89,10.90,
425,415,Nobuhito Sato,44,.41,17.98,-8.41,12.37,
426,417,Lee Slattery,55,.41,22.42,-16.79,12.57,
427,419,Mitchell Brown,40,.41,16.27,-6.15,13.38,
428,422,Ricky Barnes,56,.40,22.64,-14.75,21.91,
429,423,Daniel Im,40,.40,16.17,-1.43,17.60,
430,421,Jose-Filipe Lima,58,.40,23.43,-19.84,14.73,
431,516,Garrett Osborn,40,.40,16.10,-.79,16.89,
