RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,1,Rory McIlroy,66,1.992,1.367,.602,.022,48
2,2,Sergio Garcia,61,1.818,.382,1.150,.286,40
3,3,Jim Furyk,84,1.705,.121,1.175,.408,66
4,4,Hideki Matsuyama,82,1.545,.325,1.022,.198,64
5,5,Justin Rose,70,1.506,.402,.744,.360,52
6,7,Adam Scott,68,1.500,.725,.610,.166,56
7,6,Bubba Watson,76,1.402,.967,.324,.111,56
8,8,Charl Schwartzel,64,1.286,.550,.315,.421,54
9,9,Graham DeLaet,80,1.262,.360,.895,.007,64
10,10,Dustin Johnson,58,1.249,.730,.533,-.015,41
11,12,Henrik Stenson,56,1.162,.650,.575,-.064,38
12,11,Matt Kuchar,91,1.117,.210,.527,.380,76
13,13,Jason Dufner,57,1.098,.316,.590,.192,42
14,14,Jason Day,54,1.073,.495,.176,.402,33
15,15,Gary Woodland,93,1.049,.581,.381,.087,73
16,16,Ryan Palmer,85,.971,.760,.133,.078,67
17,17,Kevin Chappell,100,.970,.386,.526,.058,87
18,19,Bill Haas,107,.943,.296,.382,.265,82
19,18,Russell Knox,92,.938,.221,.502,.215,83
20,20,Kevin Stadler,90,.878,.505,.386,-.012,65
21,21,Boo Weekley,73,.875,.732,.044,.099,56
22,24,Brooks Koepka,56,.797,.425,.598,-.226,42
23,25,Ryan Moore,86,.794,.253,.499,.041,62
24,22,Jimmy Walker,98,.774,.119,.608,.048,73
25,27,Marc Leishman,81,.766,.164,.546,.056,69
26,23,Zach Johnson,97,.751,.145,.513,.093,84
27,28,Keegan Bradley,89,.740,.430,.500,-.190,67
28,29,Paul Casey,56,.725,-.013,.762,-.024,44
29,30,Charles Howell III,106,.717,.498,.017,.201,95
30,31,Chad Campbell,57,.709,.056,.641,.011,46
31,32,Harris English,95,.706,.193,.465,.047,74
32,T33,Charley Hoffman,93,.691,.415,.301,-.026,76
33,35,Nick Watney,80,.687,.298,.648,-.258,56
34,36,Jason Kokrak,65,.686,.284,.476,-.074,61
35,38,Ernie Els,85,.654,-.016,.141,.529,63
36,T33,Kevin Na,94,.638,-.100,.341,.397,78
37,39,Phil Mickelson,71,.634,.201,.166,.266,50
38,26,Jordan Spieth,102,.581,.034,.286,.260,79
39,37,Webb Simpson,87,.580,-.027,.333,.275,74
40,41,Shawn Stefani,60,.564,.412,.065,.086,57
41,40,Cameron Tringale,111,.560,.008,.322,.230,98
42,42,Vijay Singh,83,.554,.167,.126,.261,76
T43,T43,Kyle Stanley,87,.552,.440,.623,-.511,72
T43,T43,Will Wilcox,51,.552,.487,.203,-.138,40
45,45,Lucas Glover,68,.539,.335,.469,-.265,47
46,46,George McNeill,79,.528,-.061,.537,.053,70
47,57,Billy Horschel,92,.518,.473,.132,-.087,69
48,47,Michael Putnam,106,.517,.111,.469,-.063,91
49,48,Lee Westwood,57,.495,.334,.037,.124,43
50,52,Chris Kirk,105,.489,.033,.287,.169,86
51,53,Rickie Fowler,91,.480,.264,.213,.003,62
52,50,J.B. Holmes,86,.476,.509,-.317,.283,77
