RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
53,55,Bo Van Pelt,83,.431,.048,.468,-.085,67
54,56,Seung-Yul Noh,92,.427,-.268,.447,.248,75
55,58,David Toms,64,.405,.083,.203,.120,54
56,59,Brian Harman,111,.403,-.014,.296,.121,101
57,60,Steven Bowditch,93,.399,-.002,.094,.307,78
58,61,Brendan Steele,89,.398,.237,.222,-.062,70
59,62,Carl Pettersson,91,.397,.294,.096,.006,85
60,63,Robert Garrigus,80,.382,.362,.156,-.136,73
61,64,Andrew Svoboda,77,.370,.111,.323,-.064,66
62,65,Martin Flores,85,.362,-.001,.391,-.029,68
63,49,Martin Kaymer,65,.355,.279,.370,-.294,48
64,66,John Peterson,62,.340,.415,.539,-.614,55
65,51,John Senden,99,.328,.224,.127,-.023,81
66,67,Heath Slocum,71,.327,.203,.083,.041,62
67,68,Robert Streb,75,.319,.461,-.259,.117,64
68,69,Brandt Snedeker,89,.318,-.043,.143,.217,66
69,70,Camilo Villegas,95,.316,-.159,.413,.061,84
T70,71,Jhonattan Vegas,77,.314,.628,-.439,.125,64
T70,54,Hunter Mahan,88,.314,.687,-.221,-.153,72
72,72,Graeme McDowell,66,.289,-.034,.379,-.055,46
73,73,Jerry Kelly,80,.288,-.089,.218,.160,66
74,74,Bud Cauley,56,.284,-.073,-.109,.467,46
75,75,Billy Hurley III,86,.270,-.103,.250,.123,72
76,76,Robert Allenby,83,.269,-.050,.552,-.234,70
77,77,Brendon de Jonge,109,.256,.339,-.012,-.071,92
78,79,Stewart Cink,91,.243,-.007,.442,-.192,72
79,80,Chris Stroud,88,.236,-.174,.132,.278,72
80,81,Jamie Lovemark,64,.235,.374,-.321,.181,47
81,82,Ryo Ishikawa,75,.231,-.259,.395,.095,62
82,83,Ken Duke,80,.230,-.092,.329,-.006,66
83,84,Louis Oosthuizen,50,.212,.724,-.145,-.367,30
84,85,Ángel Cabrera,69,.198,.554,.078,-.434,61
85,86,Daniel Summerhays,98,.184,.040,.138,.005,88
86,87,Luke Donald,57,.173,-.493,.315,.351,44
87,89,Trevor Immelman,84,.157,-.006,-.013,.176,67
88,90,Ricky Barnes,92,.145,-.267,.396,.015,78
89,91,David Hearn,97,.136,-.118,.146,.108,82
90,92,Scott Brown,100,.134,.277,-.139,-.005,83
91,93,Ben Martin,80,.130,.213,-.097,.015,63
92,78,Brendon Todd,108,.129,.015,-.174,.289,91
93,94,"Ted Potter, Jr.",68,.125,.134,.096,-.104,60
94,95,Brad Fritsch,50,.110,-.048,.098,.060,39
95,96,Luke Guthrie,85,.109,-.231,.113,.228,76
96,97,Nicholas Thompson,85,.105,.174,.301,-.371,70
97,99,Roberto Castro,76,.084,-.122,-.159,.365,59
98,88,Patrick Reed,92,.081,.040,-.352,.393,74
99,100,Josh Teater,90,.076,.239,-.091,-.072,75
T100,T101,Will MacKenzie,82,.070,.044,-.041,.067,73
T100,T101,James Hahn,82,.070,.162,.009,-.102,73
102,103,Kevin Streelman,79,.068,.471,-.242,-.162,60
103,104,Tim Clark,75,.061,-.286,.253,.094,62
104,105,John Merrick,87,.051,.129,.252,-.329,72
105,106,Jeff Overton,80,.044,.056,-.059,.047,66
106,107,Brian Stuard,91,.042,-.034,.195,-.119,74
107,108,Martin Laird,66,.038,.238,-.205,.004,55
108,109,Scott Langley,95,.016,-.395,.150,.262,79
109,110,Kevin Kisner,85,.009,.049,.076,-.116,70
110,111,Justin Hicks,103,-.003,.456,.172,-.631,90
111,112,John Huh,87,-.010,-.059,.016,.033,70
112,113,Retief Goosen,94,-.024,-.443,.151,.269,78
113,114,Jonathan Byrd,76,-.027,.079,-.265,.159,65
114,115,Matt Jones,83,-.029,.236,-.421,.157,60
T115,116,J.J. Henry,91,-.032,.192,-.119,-.105,78
T115,98,Geoff Ogilvy,84,-.032,-.020,.038,-.050,73
117,117,K.J. Choi,80,-.039,-.339,.049,.251,67
118,118,Davis Love III,74,-.056,.176,.053,-.285,63
119,119,Charlie Beljan,76,-.058,.523,-.128,-.453,67
120,120,Tim Wilkinson,86,-.078,-.145,-.287,.354,71
121,121,Brian Davis,93,-.085,-.064,-.419,.399,81
122,122,Gonzalo Fernandez-Castaño,83,-.092,-.262,-.070,.240,69
123,123,Jeff Maggert,54,-.096,-.135,.200,-.161,44
124,124,Ian Poulter,57,-.106,.042,-.176,.028,41
125,125,Hudson Swafford,75,-.116,.305,.015,-.436,58
T126,T126,Troy Merritt,62,-.123,-.213,.261,-.171,55
T126,T126,Danny Lee,84,-.123,.157,-.007,-.272,69
128,128,Stuart Appleby,92,-.126,-.311,-.160,.345,84
129,129,Chesson Hadley,84,-.180,-.319,.242,-.102,71
130,130,Sangmoon Bae,76,-.202,.179,-.299,-.081,65
131,131,Andres Romero,81,-.207,.050,-.381,.124,72
132,132,David Lingmerth,80,-.220,.094,-.171,-.142,67
T133,T133,Charlie Wi,72,-.221,-.350,-.253,.383,65
T133,T133,Jim Renner,61,-.221,-.339,.367,-.248,52
135,135,Spencer Levin,59,-.230,-.224,-.113,.107,50
136,136,William McGirt,96,-.235,.002,-.202,-.035,84
137,137,Matt Every,85,-.236,-.234,.029,-.031,65
138,138,Rory Sabbatini,82,-.245,-.065,.021,-.201,65
139,139,Jason Bohn,81,-.253,-.475,.185,.038,73
T140,T140,Pat Perez,84,-.255,-.280,.063,-.039,75
T140,T140,Brice Garnett,92,-.255,-.056,-.197,-.002,78
142,142,Erik Compton,88,-.259,-.089,.066,-.235,75
143,143,Tyrone Van Aswegen,79,-.263,-.735,.291,.181,65
144,144,Mark Wilson,69,-.265,-.232,-.112,.079,57
145,145,Ben Crane,81,-.290,-.297,-.009,.017,78
146,146,Freddie Jacobson,91,-.293,-.162,-.199,.068,81
147,147,Michael Thompson,74,-.317,-.211,-.046,-.060,60
148,148,Sean O'Hair,77,-.327,.121,-.473,.026,67
149,150,Scott Stallings,77,-.369,.135,-.221,-.283,63
150,151,John Rollins,84,-.395,-.204,.002,-.193,67
151,152,Briny Baird,50,-.419,-.249,-.183,.013,45
152,153,Bronson La'Cassie,51,-.431,-.040,-.535,.145,36
153,159,Russell Henley,92,-.438,.205,-.371,-.272,75
154,154,Y.E. Yang,79,-.463,-.097,-.586,.220,61
155,149,Morgan Hoffmann,103,-.472,-.172,-.425,.125,90
156,155,Bryce Molder,77,-.482,-.763,.006,.275,64
157,156,Andrew Loupe,65,-.485,.220,-.509,-.196,50
158,157,Jim Herman,62,-.488,.302,-.238,-.551,48
159,158,Jonas Blixt,64,-.512,-.434,-.299,.221,43
160,160,Tommy Gainey,73,-.540,.257,-.057,-.740,60
161,161,Wes Roach,67,-.554,-.149,-.107,-.298,50
T162,T163,Johnson Wagner,69,-.616,-.209,-.254,-.152,58
T162,T163,Ben Curtis,77,-.616,-.257,-.416,.057,64
T164,T165,Justin Leonard,75,-.677,-.752,-.497,.571,62
T164,T165,Kevin Tway,64,-.677,.048,-.623,-.102,47
166,167,Woody Austin,63,-.696,-.318,-.169,-.210,57
167,168,Brian Gay,81,-.733,-.508,-.501,.276,63
168,169,D.A. Points,75,-.753,-.424,-.308,-.021,55
169,170,Derek Ernst,80,-.798,.312,-.694,-.415,63
170,171,D.H. Lee,54,-.820,-.332,-.591,.103,45
171,172,Aaron Baddeley,74,-.828,-.589,-.291,.051,59
172,173,Richard Lee,80,-.878,-.150,-.750,.021,61
173,174,Mike Weir,69,-.882,-1.582,.257,.443,53
174,175,Chad Collins,78,-.884,-.635,-.522,.273,61
175,176,Troy Matteson,62,-.914,-.264,-.417,-.233,49
176,178,James Driscoll,71,-.958,-.661,-.146,-.151,58
177,179,Greg Chalmers,85,-.989,-.503,-.636,.151,73
