RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
97,98,Nick Watney,87,.121,.010,.071,.040,69
98,99,C.T. Pan,84,.120,-.114,.054,.180,60
99,100,Sung Kang,86,.118,.165,.036,-.083,70
100,101,Danny Lee,83,.102,.085,.156,-.139,72
101,102,Bill Haas,77,.098,-.083,-.169,.350,61
102,103,Vaughn Taylor,93,.096,-.205,.269,.032,82
103,104,Brandon Harkins,91,.092,.030,.042,.019,69
104,105,Adam Hadwin,86,.091,.310,.008,-.227,62
105,106,Roberto Castro,76,.088,-.382,.432,.039,62
T106,T107,Michael Thompson,71,.087,-.045,.018,.113,65
T106,T107,Max Homa,82,.087,.213,.179,-.304,69
108,109,J.J. Spaun,90,.051,-.046,.094,.003,64
109,110,Carlos Ortiz,84,.046,.177,-.072,-.060,72
110,111,Tom Hoge,98,.039,-.179,.381,-.163,72
111,112,Sam Ryder,76,.035,.038,.158,-.161,60
112,113,Ryan Armour,92,.001,-.103,-.002,.106,75
T113,T114,Kevin Na,65,-.002,-.282,-.076,.355,44
T113,T114,Stephan Jaeger,77,-.002,-.239,-.127,.365,57
115,116,Alex Noren,63,-.003,.083,-.366,.280,43
116,117,Jonas Blixt,82,-.008,-.003,-.039,.034,64
117,118,Kyoung-Hoon Lee,92,-.011,.125,-.011,-.124,62
118,119,Fabián Gómez,62,-.016,.048,-.286,.222,48
119,120,Brendan Steele,68,-.027,.518,-.316,-.228,51
120,121,Mackenzie Hughes,80,-.030,-.068,.032,.006,66
121,123,Adam Long,76,-.049,-.036,.138,-.151,68
122,124,Bronson Burgoon,59,-.053,.054,-.033,-.074,47
123,125,Scott Brown,86,-.077,.199,-.083,-.194,68
124,126,Roger Sloan,88,-.081,-.072,.096,-.105,70
125,127,Peter Malnati,87,-.088,-.410,.225,.097,76
126,128,Jim Knous,57,-.123,.041,.111,-.275,39
127,129,Brice Garnett,87,-.125,.281,-.253,-.153,65
128,130,Andrew Putnam,81,-.164,-.639,.414,.061,56
129,131,Hudson Swafford,59,-.167,-.047,.119,-.239,47
130,132,Robert Streb,80,-.187,-.256,-.053,.122,60
131,133,Tyler Duncan,89,-.193,.156,-.152,-.197,65
132,134,Patrick Rodgers,55,-.197,.157,-.383,.029,45
133,135,Anders Albertson,68,-.213,-.265,.165,-.113,52
134,136,Richy Werenski,89,-.221,.057,-.163,-.114,73
135,137,Wyndham Clark,87,-.227,.084,-.572,.261,73
T136,T138,Jim Herman,52,-.232,.203,-.110,-.325,38
T136,T138,Austin Cook,68,-.232,.236,-.095,-.372,53
138,140,Denny McCarthy,89,-.239,.061,-.448,.149,69
139,141,Ben Silverman,70,-.245,.164,-.330,-.079,56
140,142,Pat Perez,68,-.248,-.498,-.085,.335,41
141,143,Kiradech Aphibarnrat,65,-.254,-.015,-.433,.194,45
142,144,Cameron Champ,78,-.276,.657,-.335,-.597,68
143,145,Phil Mickelson,63,-.278,-.307,-.065,.094,50
144,146,Sam Saunders,78,-.283,-.136,.100,-.247,67
145,147,Roberto Díaz,73,-.285,.118,-.466,.063,51
146,148,Sam Burns,80,-.320,.277,-.293,-.304,68
147,149,Harris English,97,-.327,-.024,-.437,.134,79
148,150,Ryan Blaum,90,-.338,-.052,-.292,.006,72
149,151,Aaron Baddeley,55,-.340,-.460,-.340,.460,42
150,152,Graeme McDowell,75,-.346,-.426,-.016,.096,50
151,153,Jonathan Byrd,55,-.349,-.758,.204,.205,36
152,154,Chesson Hadley,76,-.357,-.336,.231,-.252,60
153,155,Alex Cejka,58,-.362,-.092,-.014,-.257,40
154,156,Chase Wright,75,-.369,.013,-.069,-.313,57
155,157,Rod Pampling,56,-.382,-.187,-.473,.278,41
156,158,José de Jesús Rodríguez,67,-.392,-.067,-.455,.129,49
157,159,Jordan Spieth,82,-.403,-.452,-.198,.246,66
158,160,Kyle Jones,72,-.417,-.030,-.403,.016,54
159,162,Joey Garber,63,-.450,.191,-.501,-.140,43
160,163,David Hearn,55,-.458,-.158,.009,-.309,34
161,164,Julián Etulain,70,-.482,-.284,-.289,.091,51
162,165,Johnson Wagner,64,-.483,-.200,-.015,-.268,47
163,166,Peter Uihlein,84,-.526,-.442,-.168,.085,58
164,167,J.J. Henry,58,-.535,-.099,-.273,-.163,41
165,168,Ernie Els,51,-.536,-.463,-.355,.282,30
166,169,Brian Gay,93,-.613,-.286,-.392,.065,72
167,170,Ollie Schniederjans,77,-.618,-.285,-.308,-.025,61
168,172,"Ted Potter, Jr.",73,-.727,-.253,-.140,-.335,60
169,173,Patton Kizzire,76,-.740,-.489,-.132,-.120,53
170,174,Chris Stroud,70,-.752,-.557,-.229,.035,52
171,175,Kelly Kraft,87,-.769,-.307,-.189,-.273,65
172,176,Seamus Power,80,-.776,-.247,-.676,.147,62
173,177,Beau Hossler,87,-.797,.048,-.765,-.080,68
174,178,Brady Schnell,53,-.828,-.439,-.318,-.071,39
175,179,Sangmoon Bae,60,-.851,.020,-.568,-.302,40
176,180,Anirban Lahiri,73,-.869,-.431,-.298,-.139,59
177,181,Hunter Mahan,59,-.875,.262,-.563,-.574,47
178,182,Scott Langley,78,-.897,-.593,-.483,.179,64
179,183,Seth Reeves,73,-.964,.343,-.941,-.366,53
180,184,Freddie Jacobson,53,-.968,-.639,-.151,-.178,40
181,185,Cody Gribble,74,-.994,-.374,-.427,-.193,58
182,186,Dominic Bozzelli,73,-.997,-.236,-.766,.005,49
183,187,Satoshi Kodaira,67,-1.124,-.311,-.399,-.414,51
184,188,John Chin,58,-1.237,-.112,-.760,-.366,38
185,189,Whee Kim,73,-1.332,-1.035,-.217,-.080,47
186,190,Martin Trainer,63,-1.390,-.075,-1.378,.063,50
187,191,Curtis Luck,65,-1.550,-.546,-.847,-.157,44
188,192,Michael Kim,61,-1.950,-1.556,-.545,.150,45
