RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
T116,115,David Hearn,95,-.001,-.022,-.210,.231,88
T118,114,Danny Lee,74,-.003,-.202,-.031,.230,59
T118,113,Bobby Gates,87,-.003,.331,-.016,-.318,76
120,109,Richard Lee,71,-.010,.106,-.187,.071,57
121,118,William McGirt,96,-.029,-.092,.110,-.047,79
122,119,Garth Mulroy,59,-.041,-.004,.143,-.179,46
123,133,Charlie Beljan,61,-.064,.797,-.226,-.635,43
124,122,Spencer Levin,81,-.069,-.207,-.041,.180,66
125,108,Mathew Goggin,65,-.084,.108,-.292,.099,55
T126,123,Rocco Mediate,70,-.096,-.106,-.090,.100,58
T126,128,Nick O'Hern,78,-.096,-.860,.340,.424,68
128,126,Hunter Haas,69,-.120,.123,-.020,-.223,52
129,130,Mark Wilson,84,-.143,-.255,.043,.069,68
130,125,Jason Bohn,81,-.144,-.110,.128,-.162,66
131,135,D.J. Trahan,73,-.147,.088,-.085,-.150,62
T132,132,Andres Romero,68,-.187,-.216,.078,-.049,54
T132,131,Troy Matteson,100,-.187,-.066,.075,-.196,83
134,124,Kyle Thompson,51,-.189,-.204,.204,-.189,37
135,134,Robert Allenby,76,-.198,-.449,.537,-.286,66
136,136,Brandt Jobe,57,-.204,.198,-.222,-.180,45
137,129,Dicky Pride,62,-.221,-.287,.002,.064,49
138,137,George McNeill,85,-.226,-.149,-.023,-.053,71
T139,T138,Ángel Cabrera,54,-.234,.198,-.306,-.126,37
T139,T138,Ryo Ishikawa,54,-.234,-.199,.069,-.104,37
141,141,Martin Flores,95,-.238,.077,-.507,.192,82
142,140,Michael Thompson,80,-.250,-.375,.317,-.192,65
143,143,Jason Kokrak,79,-.263,-.044,-.173,-.045,69
144,142,Stuart Appleby,75,-.282,-.003,-.437,.158,65
145,144,Justin Leonard,79,-.290,-.401,-.117,.227,68
146,145,Scott Brown,65,-.303,.170,-.255,-.219,51
147,150,Cameron Beckman,81,-.336,-.226,.058,-.167,69
148,151,J.J. Killeen,101,-.342,-.063,-.492,.213,84
149,147,Bryce Molder,83,-.345,-.632,.100,.188,71
150,149,Nathan Green,73,-.348,-.479,.048,.083,57
151,148,Jhonattan Vegas,77,-.352,-.012,-.206,-.135,69
152,146,Chris DiMarco,83,-.364,-.371,-.073,.079,72
153,152,Brendan Steele,77,-.405,.084,-.376,-.112,64
154,157,Kevin Kisner,69,-.442,.106,-.651,.103,53
T155,154,David Mathis,83,-.443,-.203,-.239,-.002,69
T155,155,Arjun Atwal,79,-.443,-.132,-.227,-.084,66
157,156,Aaron Baddeley,73,-.461,-.108,-.504,.152,55
158,153,Matt Jones,53,-.467,-.192,-.387,.112,44
159,158,James Driscoll,83,-.493,-.525,.032,.000,70
160,159,Stewart Cink,71,-.529,-.485,.195,-.239,54
161,160,Steve Wheatcroft,56,-.546,.001,-.294,-.253,42
162,162,Brian Gay,91,-.556,-.364,-.486,.293,78
163,161,Harrison Frazar,56,-.575,.108,-.358,-.325,48
164,164,John Daly,50,-.598,.272,-.267,-.604,38
165,163,Erik Compton,81,-.609,.215,-.668,-.155,64
166,165,Alexandre Rocha,62,-.624,-.083,-.221,-.320,50
167,166,Tommy Gainey,98,-.630,-.108,-.260,-.262,90
168,171,Roland Thatcher,55,-.644,-.156,.010,-.498,44
169,167,Stephen Ames,54,-.651,-.277,-.277,-.097,39
170,168,Y.E. Yang,64,-.663,-.118,-.352,-.192,48
T171,170,Troy Kelly,68,-.742,-.211,-.530,-.001,51
T171,172,Mark Anderson,75,-.742,-.217,-.542,.017,61
173,169,Michael Bradley,63,-.765,-1.146,.391,-.010,55
174,175,Tom Pernice Jr.,62,-.809,-.921,-.097,.209,52
175,173,Miguel Angel Carballo,73,-.876,-.042,-.728,-.106,57
176,176,Gavin Coles,72,-.880,-.676,-.008,-.196,57
177,174,"Ted Potter, Jr.",77,-.896,-.191,-.277,-.428,61
178,177,Marco Dawson,60,-.980,-.606,-.459,.084,46
179,181,Daniel Chopra,55,-1.010,-.489,-.589,.068,43
180,178,Matt Bettencourt,80,-1.061,-.558,-.425,-.077,60
181,179,Patrick Sheehan,58,-1.113,-.468,-.737,.092,44
182,182,Colt Knost,79,-1.165,-.566,-.545,-.053,67
183,180,Sangmoon Bae,81,-1.181,.069,-.760,-.491,57
184,183,Ryuji Imada,78,-1.262,-.919,-.538,.196,69
185,184,Edward Loar,59,-1.263,.059,-.728,-.594,43
186,185,Tommy Biershenk,74,-1.451,-.551,-.733,-.167,58
187,186,Billy Hurley III,70,-1.600,-.967,-.704,.072,57
188,187,Brendon Todd,78,-1.617,-.570,-1.141,.094,63
189,190,Derek Lamely,64,-1.671,-.754,-.714,-.204,56
190,188,Stephen Gangluff,57,-1.716,-.932,-.488,-.296,43
191,189,Sung Kang,75,-1.812,-.628,-.897,-.286,62
