RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
39,37,Jason Dufner,87,.606,.435,.176,-.006,69
40,39,Hunter Mahan,85,.596,.642,.069,-.115,67
41,40,Ben Crane,85,.594,.169,.379,.046,66
42,41,Paul Casey,64,.587,.215,.483,-.111,44
43,42,Ricky Barnes,103,.580,-.244,.675,.149,83
44,44,Tim Clark,88,.564,-.025,.591,-.003,68
45,45,Marc Leishman,87,.563,.074,.417,.072,72
T46,T46,Boo Weekley,88,.558,.662,.058,-.162,74
T46,T46,Kevin Sutherland,86,.558,.201,.054,.303,78
48,43,Billy Mayfair,78,.543,.053,.424,.067,65
49,T62,Charles Warren,64,.521,.581,.327,-.387,55
50,49,Jonathan Byrd,85,.491,.091,.046,.354,82
51,51,Freddie Jacobson,83,.479,-.064,.302,.241,77
52,52,Martin Laird,91,.448,.354,.143,-.049,79
53,50,Vaughn Taylor,87,.446,.074,.333,.039,79
T54,53,David Toms,86,.433,.254,.122,.058,70
T54,57,Spencer Levin,110,.433,.054,.413,-.034,98
56,54,Sergio Garcia,58,.424,.272,.199,-.046,36
57,56,Lucas Glover,75,.416,.285,.138,-.006,59
58,55,Kris Blanks,91,.408,.201,.417,-.210,74
59,58,Ángel Cabrera,64,.400,.598,-.027,-.170,51
60,59,Alex Cejka,81,.396,-.146,.464,.077,68
61,T62,Ryan Moore,80,.385,.450,.026,-.091,61
62,64,Rocco Mediate,71,.378,-.082,.568,-.107,61
63,65,Geoff Ogilvy,62,.364,-.165,.488,.041,50
64,67,Kevin Na,94,.362,-.247,.333,.276,76
65,77,Rory Sabbatini,79,.358,.300,-.218,.276,67
66,60,Justin Leonard,89,.356,-.184,.299,.242,72
67,66,Chris Riley,73,.351,.164,-.177,.364,63
68,69,Charles Howell III,103,.329,-.041,.046,.324,90
69,70,Scott Verplank,74,.323,-.120,.456,-.013,56
70,T81,Steve Marino,81,.307,.270,-.016,.053,63
71,61,Jason Bohn,84,.303,.082,.324,-.103,74
72,72,D.A. Points,90,.302,.045,.191,.066,79
73,73,Troy Matteson,84,.287,.515,.042,-.269,78
74,75,Tom Pernice Jr.,74,.284,-.212,.225,.271,58
75,68,Tom Gillis,97,.261,.348,-.297,.210,90
T76,76,Tim Petrovic,105,.255,.029,.031,.195,94
T76,86,Cameron Percy,73,.255,-.128,.589,-.206,59
78,71,Shaun Micheel,70,.251,-.136,.182,.205,53
T79,78,Omar Uresti,74,.243,-.001,.042,.202,61
T79,91,Cameron Tringale,55,.243,.131,-.055,.167,45
81,74,Aron Price,70,.241,-.100,.291,.051,62
82,87,Paul Stankowski,62,.233,.016,.377,-.160,53
83,83,Brett Wetterich,54,.230,.415,.106,-.291,53
84,T79,Steve Elkington,74,.226,.368,-.191,.049,59
85,84,Jeff Overton,89,.222,.232,.064,-.074,71
86,85,Zach Johnson,93,.210,.118,.221,-.129,75
87,T81,Josh Teater,101,.206,.428,-.142,-.080,92
88,T79,Pat Perez,90,.193,-.005,-.001,.199,83
89,89,Stuart Appleby,101,.189,-.236,.077,.348,88
90,93,Briny Baird,87,.188,-.200,.334,.054,79
91,90,Stephen Ames,75,.186,.011,.054,.120,69
92,94,Chris Stroud,90,.169,.010,.077,.081,72
93,92,Jeev Milkha Singh,59,.165,-.092,-.139,.396,52
94,95,Garth Mulroy,53,.147,.124,.178,-.154,42
95,97,John Merrick,109,.144,.217,.010,-.084,92
96,96,J.J. Henry,92,.141,.383,-.190,-.052,79
97,99,Charlie Wi,95,.120,-.286,.280,.127,89
98,88,Chris DiMarco,88,.115,-.244,.196,.163,78
99,102,Michael Letzig,84,.112,.115,-.121,.118,80
100,101,Brandt Snedeker,89,.109,-.287,.088,.308,75
101,103,Lee Janzen,77,.101,-.177,.192,.086,70
102,98,Woody Austin,93,.094,-.010,.048,.056,83
103,T104,Kevin Streelman,90,.086,.478,-.236,-.155,80
104,T104,Garrett Willis,82,.085,-.155,.261,-.022,71
105,,Cliff Kresge,50,.083,-.191,.410,-.136,45
106,106,Brian Davis,101,.067,-.007,.089,-.015,89
107,107,Kevin Stadler,86,.055,.237,.120,-.301,72
108,108,Bryce Molder,84,.034,-.406,.235,.205,73
109,100,Nicholas Thompson,88,.011,.261,.081,-.331,77
110,110,Ben Curtis,78,.004,-.159,.054,.110,66
111,109,Chris Couch,66,.002,.444,-.242,-.199,59
112,T111,Brett Quigley,96,-.014,-.422,.425,-.016,88
113,T111,Jarrod Lyle,54,-.018,.266,-.441,.157,46
114,113,Y.E. Yang,72,-.019,.316,-.252,-.083,58
115,114,Matt Jones,89,-.020,-.122,-.219,.321,80
116,116,Dean Wilson,54,-.044,-.341,.158,.139,47
117,115,J.P. Hayes,79,-.057,.039,-.400,.304,68
118,118,Bob Estes,79,-.064,-.330,.143,.123,71
119,119,Jay Williamson,76,-.066,.125,.028,-.219,61
120,117,Rod Pampling,77,-.067,.068,-.356,.220,70
121,135,Robert Garrigus,71,-.090,.730,.025,-.845,61
122,T122,Mathias Grönberg,61,-.099,.222,-.236,-.085,50
123,T122,Greg Owen,69,-.108,.200,-.103,-.205,62
124,121,Alex Prugh,88,-.112,.390,-.304,-.197,80
125,124,Andres Romero,73,-.118,.167,-.101,-.184,72
126,125,Mathew Goggin,85,-.122,.264,-.177,-.209,76
127,120,Mark Calcavecchia,50,-.126,-.177,.363,-.311,33
128,128,Mark Wilson,87,-.134,-.196,-.292,.354,79
129,127,Ryan Palmer,84,-.139,.175,.010,-.324,71
130,133,Roger Tambellini,77,-.151,.085,-.235,.000,62
131,126,Jimmy Walker,82,-.155,-.538,.336,.047,70
132,T129,Johnson Wagner,85,-.160,-.356,.323,-.128,74
133,T129,Paul Goydos,78,-.175,-.257,.244,-.162,66
134,136,Michael Connell,89,-.195,-.284,.081,.007,77
135,131,Webb Simpson,98,-.200,-.308,-.046,.153,92
136,148,Brian Gay,101,-.211,-.597,.159,.228,82
137,137,Jeff Gove,57,-.212,.081,-.045,-.248,44
138,132,Scott Piercy,88,-.220,-.013,-.065,-.142,81
139,134,Mike Weir,59,-.221,-1.246,.466,.559,40
140,146,John Mallinger,78,-.228,-.131,-.323,.226,65
141,139,Chris Tidland,77,-.239,.285,-.508,-.015,68
142,138,Cameron Beckman,68,-.253,-.228,-.020,-.004,59
143,142,James Driscoll,78,-.255,-.014,-.260,.019,74
144,140,Carl Pettersson,99,-.263,-.180,-.152,.069,83
145,141,Ryuji Imada,90,-.265,-.298,-.207,.240,84
146,144,Michael Sim,64,-.283,-.351,-.237,.306,53
147,143,Aaron Baddeley,94,-.294,.112,-.797,.391,88
148,145,George McNeill,79,-.296,-.488,.175,.018,70
T149,149,Michael Bradley,77,-.310,-.676,.219,.147,68
T149,147,Matt Every,60,-.310,.166,-.292,-.185,51
151,151,John Daly,63,-.335,.336,-.374,-.298,47
152,150,Joe Ogilvie,99,-.338,-.005,-.190,-.142,86
153,152,Scott McCarron,90,-.357,.093,-.529,.079,83
154,162,Jeff Maggert,76,-.384,.123,-.060,-.447,63
155,154,James Nitties,92,-.388,-.188,.058,-.258,81
156,155,David Duval,71,-.397,-.354,.202,-.245,56
157,157,Tim Herron,79,-.400,-.233,-.211,.044,69
158,156,Trevor Immelman,55,-.401,-.501,.005,.095,43
159,161,Roland Thatcher,72,-.408,-.061,-.095,-.253,68
160,153,Henrik Bjornstad,72,-.416,-.022,.096,-.490,59
161,158,Greg Chalmers,93,-.424,-.555,.060,.070,87
162,159,Jeff Quinney,91,-.427,-.402,.207,-.232,80
163,160,Blake Adams,84,-.432,.292,-.726,.002,75
164,163,Bill Lunde,79,-.461,-.265,-.263,.068,67
165,165,Chad Collins,87,-.483,-.660,-.116,.293,75
166,164,Richard Johnson,90,-.486,-.388,.006,-.104,73
167,166,Ian Poulter,55,-.542,-.109,-.655,.221,34
168,169,Steve Flesch,78,-.570,-.386,-.493,.309,65
169,167,Nathan Green,86,-.592,-.566,-.192,.167,81
170,170,Derek Lamely,81,-.611,-.199,-.332,-.081,64
171,168,Brenden Pappas,66,-.637,-.593,-.074,.030,55
172,T173,Rich Barcelo,70,-.668,-1.027,.228,.130,58
173,171,Craig Bowden,56,-.698,-.253,-.458,.013,48
174,172,David Lutterus,69,-.707,-.368,-.439,.100,56
175,177,Martin Flores,75,-.776,-.223,-.553,-.001,64
176,175,Ted Purdy,86,-.784,-.124,-.405,-.256,75
177,T173,Steve Lowery,67,-.794,.122,-.310,-.607,56
178,179,Andrew McLardy,52,-.832,.079,-.536,-.375,44
179,178,Steve Wheatcroft,74,-.833,.002,-.650,-.185,58
180,176,Matt Bettencourt,91,-.853,.089,-.831,-.111,70
181,180,Troy Merritt,86,-.954,-.177,-.450,-.326,77
182,181,Chris Wilson,65,-.962,-.112,-.629,-.221,52
183,183,Brian Stuard,81,-1.033,-.204,-.770,-.058,71
184,182,Brent Delahoussaye,57,-1.046,-.467,-.114,-.465,47
185,184,Skip Kendall,58,-1.168,-.486,-.651,-.031,49
186,185,Vance Veazey,58,-1.329,-1.117,-.084,-.128,48
187,187,Justin Bolli,55,-1.361,-.475,-.463,-.423,42
188,186,Daniel Chopra,74,-1.461,-.307,-1.070,-.084,67
189,188,Kevin Johnson,62,-1.795,-.822,-.895,-.077,49
190,189,Greg Kraft,52,-1.856,-.876,-.572,-.408,39
191,190,Jerod Turner,54,-1.883,-.351,-1.179,-.353,40
192,191,Brad Faxon,58,-2.519,-1.343,-.622,-.553,48
