RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,1,Adam Scott,70,1.609,.472,1.164,-.027,52
2,2,Vijay Singh,75,1.494,.369,.979,.145,57
3,3,Steve Stricker,73,1.383,.191,.773,.419,56
4,4,Jim Furyk,76,1.159,.150,.641,.367,60
5,5,Phil Mickelson,76,1.151,.185,.738,.228,57
6,6,Bo Van Pelt,104,1.091,.724,.260,.107,87
7,7,Camilo Villegas,78,1.087,.210,.755,.122,56
8,9,Robert Allenby,76,1.014,.403,.642,-.031,61
9,10,Ernie Els,72,.992,.215,.735,.043,55
10,11,Bill Haas,87,.985,.464,.515,.005,75
11,8,D.J. Trahan,92,.963,.692,.450,-.179,82
12,12,Justin Rose,78,.952,.338,.168,.447,70
13,13,Rory McIlroy,54,.944,.698,.271,-.025,40
14,14,K.J. Choi,82,.927,.151,.507,.269,61
15,15,Retief Goosen,75,.917,.337,.185,.395,53
16,17,Charley Hoffman,85,.889,.638,.317,-.065,77
17,18,Dustin Johnson,83,.869,.760,.288,-.179,63
18,19,J.B. Holmes,100,.868,.729,.026,.113,88
19,16,Heath Slocum,97,.837,.156,.546,.134,73
20,20,Matt Kuchar,97,.827,.158,.336,.334,75
21,21,Nick Watney,91,.806,.593,.517,-.304,69
22,23,Padraig Harrington,57,.799,-.104,.524,.379,44
23,22,Joe Durant,67,.775,.597,.296,-.118,57
24,24,Bubba Watson,77,.770,.798,.140,-.168,67
25,25,Brendon de Jonge,114,.757,.160,.721,-.125,91
T26,T26,Graham DeLaet,88,.752,.678,.111,-.038,76
T26,T26,Jason Day,82,.752,.254,.054,.444,71
28,28,Chad Campbell,94,.750,.102,.606,.042,81
29,32,John Senden,103,.749,.372,.455,-.078,87
30,30,John Rollins,81,.710,.560,-.074,.224,75
31,29,Sean O'Hair,84,.697,.431,.198,.068,65
32,38,Davis Love III,79,.680,.297,.364,.019,66
33,T34,Rickie Fowler,98,.665,.408,.395,-.138,83
34,T34,Jerry Kelly,99,.658,.051,.246,.361,82
35,33,Kenny Perry,69,.645,.605,.151,-.111,56
36,31,Will MacKenzie,72,.644,.363,.177,.103,68
37,48,Stewart Cink,84,.628,.431,.309,-.111,65
38,36,Luke Donald,71,.619,-.506,.661,.464,53
