RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
53,54,Jay Haas,54,.523,-.218,.615,.126,39
54,55,Jeff Maggert,79,.508,.297,.403,-.193,60
55,56,Jonathan Kaye,77,.505,.340,.155,.010,64
56,57,Scott Gutschewski,86,.501,.458,.112,-.070,72
57,58,J.L. Lewis,98,.489,.206,.161,.122,82
58,59,José María Olazábal,55,.487,-.177,.239,.425,41
59,47,Fred Funk,102,.480,-.018,.427,.072,82
60,60,Craig Barlow,81,.479,.041,.425,.014,64
61,61,Carlos Franco,78,.477,.025,.368,.084,67
62,62,Brett Wetterich,76,.473,.737,.122,-.386,68
63,63,Harrison Frazar,105,.466,.489,.210,-.234,94
64,T64,Stephen Leaney,89,.452,-.182,.331,.303,76
65,66,Brett Quigley,96,.427,-.024,.056,.396,85
66,67,Loren Roberts,54,.420,-.539,.771,.188,48
67,68,Bo Van Pelt,112,.419,.156,.427,-.163,93
T68,T69,Geoff Ogilvy,97,.416,.189,.029,.198,75
T68,T69,K.J. Choi,78,.416,.392,-.221,.245,54
T68,T69,Tom Pernice Jr.,111,.416,.157,.116,.143,89
T71,T72,Lee Westwood,50,.396,.702,.089,-.395,33
T71,T72,Peter Lonard,85,.396,.162,.198,.037,66
73,74,Stephen Ames,82,.376,-.087,.369,.094,61
74,T64,Ted Purdy,122,.375,.352,.034,-.011,100
75,75,Jeff Sluman,94,.371,-.029,.356,.044,85
76,76,Bernhard Langer,67,.347,-.218,.390,.176,46
77,77,Kevin Sutherland,89,.346,-.009,-.010,.366,74
78,78,Carl Pettersson,109,.338,-.235,.394,.180,94
79,79,Rory Sabbatini,81,.322,.176,-.058,.204,60
80,80,Joey Snyder III,102,.318,.490,.177,-.349,92
81,81,Arron Oberholser,65,.315,.245,.112,-.042,51
82,82,Marco Dawson,82,.304,.142,-.092,.255,79
83,83,Ryuji Imada,78,.303,.142,-.008,.170,67
84,84,Doug Barron,70,.285,-.056,.222,.119,65
85,85,Charles Warren,89,.279,.708,-.077,-.352,81
86,86,Stewart Cink,98,.278,-.262,.529,.011,71
87,87,Arjun Atwal,65,.270,.075,.256,-.061,61
88,88,Jay Williamson,53,.264,.319,-.211,.156,47
89,89,Jonathan Byrd,103,.248,.104,-.037,.181,94
90,90,Steve Elkington,67,.238,.143,-.033,.128,55
91,91,Briny Baird,98,.237,.200,.105,-.068,89
92,92,Dudley Hart,84,.235,-.213,.410,.038,73
93,93,Sean O'Hair,103,.229,.549,.004,-.324,86
94,94,Richard Johnson,50,.192,-.018,.190,.019,46
95,95,Darron Stiles,78,.172,.107,.128,-.063,70
96,96,Daniel Chopra,108,.166,.227,-.152,.091,93
97,97,Dan Forsman,52,.165,-.295,.332,.129,47
98,98,John Huston,90,.147,.100,.291,-.243,80
99,99,Olin Browne,99,.143,-.105,.407,-.160,84
100,100,Hidemichi Tanaka,106,.137,.051,.071,.015,95
101,101,Robert Damron,89,.133,.016,-.011,.128,80
102,102,Tim Petrovic,97,.126,-.240,.268,.098,80
103,103,Mike Weir,71,.109,-.066,-.346,.521,47
104,,Padraig Harrington,50,.102,-.343,-.031,.476,41
105,104,Steve Lowery,100,.097,.113,.098,-.114,87
106,105,Roland Thatcher,75,.096,.422,-.054,-.272,68
107,106,Pat Perez,89,.095,.184,-.178,.090,74
108,107,Billy Andrade,83,.088,.031,.120,-.063,74
109,108,Robert Gamez,91,.087,.140,.178,-.232,81
110,109,Frank Lickliter II,100,.082,.075,.058,-.051,86
111,110,Neal Lancaster,95,.080,.135,-.050,-.005,86
112,111,Brian Bateman,98,.075,-.034,.179,-.070,86
113,112,Corey Pavin,77,.069,-1.008,.556,.521,61
T114,T113,Glen Hnatiuk,59,.061,-.213,.144,.130,51
T114,T113,D.A. Points,94,.061,.191,.124,-.254,83
116,115,Brad Faxon,75,.055,-.459,.415,.099,58
117,116,Bob Tway,87,.049,-.013,.075,-.012,66
118,117,Chris Smith,93,.044,.376,-.109,-.223,86
119,118,Ben Crane,78,.000,.097,-.215,.119,65
120,119,Michael Allen,90,-.011,-.260,-.030,.279,77
121,120,John Daly,78,-.027,.192,-.113,-.106,56
122,121,Shaun Micheel,81,-.034,.052,.140,-.226,64
123,122,Cameron Beckman,96,-.044,-.050,-.022,.028,85
124,123,Jesper Parnevik,84,-.063,.000,-.179,.116,68
125,124,Phillip Price,77,-.066,-.347,.163,.117,64
126,125,Joe Ogilvie,103,-.082,.042,-.254,.130,79
127,126,Dean Wilson,86,-.083,-.270,.140,.046,80
128,127,Hunter Mahan,103,-.092,.249,-.018,-.323,93
129,128,Brendan Jones,81,-.096,.003,.063,-.161,73
130,129,Will MacKenzie,75,-.108,-.016,-.085,-.007,68
131,130,Duffy Waldorf,86,-.114,-.249,.154,-.019,71
132,131,Todd Hamilton,94,-.143,.199,-.032,-.310,75
133,132,Steve Jones,56,-.174,-.013,-.035,-.126,46
134,133,Kevin Na,88,-.177,-.262,-.058,.143,80
135,134,Lee Janzen,75,-.190,-.789,.245,.353,60
136,135,Paul Gow,78,-.206,-.328,-.162,.285,68
137,136,Rich Beem,66,-.208,-.049,-.227,.068,48
138,137,Kirk Triplett,55,-.218,-.039,-.056,-.124,44
139,138,Freddie Jacobson,72,-.222,-.281,.096,-.036,56
140,139,Franklin Langham,91,-.228,-.438,-.025,.234,77
141,140,D.J. Brigman,76,-.229,.117,-.177,-.169,62
142,141,Glen Day,80,-.230,-.113,-.323,.206,74
143,142,Hunter Haas,83,-.243,-.359,.162,-.046,73
144,143,Paul Claxton,79,-.252,-.119,-.204,.071,66
145,144,Andrew Magee,82,-.259,-.327,-.028,.096,71
146,145,Mark Wilson,74,-.261,-.336,-.199,.274,64
147,146,Tag Ridings,93,-.270,.054,-.056,-.267,84
148,147,Michael Long,72,-.274,-.011,-.362,.099,64
149,148,Bradley Hughes,52,-.279,.298,.036,-.613,49
150,149,Tom Byrum,83,-.305,-.255,.073,-.123,76
151,150,Mario Tiziani,67,-.309,.164,-.090,-.384,61
152,151,Kent Jones,99,-.334,-.216,-.217,.098,88
153,152,Paul Azinger,66,-.335,-.336,-.267,.268,59
154,153,Steve Allan,102,-.341,-.044,-.392,.095,89
155,154,Ryan Palmer,101,-.345,.053,-.026,-.372,81
156,155,Scott McCarron,78,-.352,-.103,-.103,-.146,61
157,156,Nick Watney,91,-.354,.082,-.272,-.163,80
158,157,Scott Hend,75,-.356,.173,-.315,-.215,65
159,158,Steve Stricker,62,-.365,-.909,.144,.400,59
160,159,Brenden Pappas,51,-.377,-.614,.204,.033,49
161,160,John Cook,72,-.378,-.171,-.037,-.170,59
162,161,Thomas Levet,54,-.383,-.572,.117,.072,36
163,162,Todd Fischer,99,-.401,-.329,-.320,.248,88
164,163,J.P. Hayes,63,-.411,-.589,.011,.167,53
165,164,Jim Carter,62,-.417,-.247,-.294,.125,55
166,165,Steve Flesch,90,-.422,-.170,-.438,.186,64
167,166,James Driscoll,73,-.429,-.078,-.391,.040,63
168,167,Mark Hensby,70,-.446,.055,-.322,-.179,50
169,168,Tom Gillis,77,-.450,.152,-.365,-.237,69
170,169,Matt Kuchar,60,-.452,-.096,-.337,-.018,56
171,170,Skip Kendall,80,-.467,.041,-.448,-.061,71
172,171,Kevin Stadler,96,-.478,.110,-.189,-.400,83
173,172,Dennis Paulson,63,-.494,.174,-.683,.014,57
174,173,Justin Bolli,65,-.496,-.118,-.351,-.026,59
175,174,Jeff Hart,63,-.517,-.477,-.218,.178,58
176,175,Charlie Wi,67,-.539,-.274,-.415,.150,61
177,176,José Coceres,56,-.566,-.049,-.538,.021,53
178,177,Matt Gogel,78,-.578,-.158,-.364,-.056,68
179,178,Patrick Sheehan,114,-.581,-.116,-.144,-.321,97
180,179,Larry Mize,54,-.586,-.215,-.292,-.079,46
181,180,Brian Gay,101,-.620,-.204,-.523,.106,93
182,181,Hideto Tanihara,50,-.621,-.247,-.419,.045,45
183,182,Danny Briggs,70,-.626,-.229,-.407,.009,62
184,183,Ian Poulter,62,-.637,.043,-.310,-.370,36
185,184,Bill Glasson,54,-.661,-.462,-.107,-.092,44
186,185,Bob Heintz,67,-.678,-.361,-.464,.147,62
187,186,Chris Anderson,66,-.724,-.276,-.373,-.076,58
188,187,Craig Perks,67,-.757,-.824,.239,-.173,59
189,188,Chris Riley,67,-.785,-.074,-.919,.208,43
190,189,Aaron Baddeley,84,-.815,-.726,-.280,.191,76
191,190,Ben Curtis,65,-.857,-.337,-.269,-.251,50
192,191,Mark Brooks,72,-.879,-.372,-.733,.226,63
193,192,Tjaart van der Walt,56,-.898,-.170,-.656,-.072,54
194,193,Hank Kuehne,84,-.920,-.047,-.599,-.275,75
195,194,Gavin Coles,70,-.933,-.527,-.419,.012,64
196,195,Brent Geiberger,61,-.934,-.238,-.665,-.031,52
197,196,Rob Rashell,65,-.989,-.453,-.354,-.181,55
198,197,Matt Davidson,53,-1.083,-.301,-.837,.054,50
199,198,Mark O'Meara,66,-1.084,-.363,-.694,-.027,52
200,199,John Elliott,58,-1.165,-.138,-1.114,.086,52
201,200,Jason Allred,75,-1.245,-.675,-.463,-.108,64
202,201,Len Mattiace,86,-1.897,-.495,-1.620,.219,76
