RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
148,T161,Bobby Gates,82,-.445,.133,-.183,-.396,67
149,147,Arjun Atwal,91,-.453,-.705,.241,.011,83
150,153,Justin Hicks,60,-.461,.202,-.192,-.472,44
151,155,Joe Ogilvie,75,-.473,-.271,-.236,.034,61
152,150,Stuart Appleby,65,-.479,-.461,-.152,.134,60
153,157,Fabián Gómez,84,-.485,-.186,-.146,-.152,69
154,148,Michael Thompson,79,-.499,-.335,-.321,.156,69
155,158,Nathan Green,81,-.501,-.367,-.225,.091,70
156,164,Charlie Wi,83,-.502,-.133,-.608,.239,77
157,156,Matt McQuillan,59,-.520,-.363,-.188,.031,48
158,159,Cameron Beckman,71,-.541,-.423,-.061,-.057,64
159,160,J.P. Hayes,56,-.552,-.035,-.406,-.111,48
160,T151,Zack Miller,86,-.568,.057,-.612,-.012,75
161,T161,Steve Flesch,88,-.575,-.460,-.367,.253,78
T162,168,Marc Turnesa,54,-.585,-.077,-.092,-.416,46
T162,165,Michael Putnam,67,-.585,.020,-.418,-.187,53
164,166,Lee Janzen,62,-.613,-.401,-.264,.052,50
165,167,Steve Elkington,50,-.653,-.004,-.651,.003,42
166,170,Jarrod Lyle,83,-.657,-.175,-.505,.024,72
167,171,Ben Martin,74,-.681,.073,-.301,-.453,65
168,169,Roland Thatcher,67,-.685,-.007,-.259,-.419,61
169,163,Rich Beem,53,-.689,-.152,-.257,-.280,46
170,174,Troy Merritt,63,-.697,-.181,-.468,-.049,57
171,173,Dean Wilson,62,-.712,-.863,.073,.079,57
172,172,Shaun Micheel,77,-.713,-.640,-.319,.245,65
173,181,Andres Gonzales,60,-.795,-.473,-.184,-.137,46
174,177,D.J. Brigman,67,-.808,-.606,-.119,-.083,55
175,175,Matt Bettencourt,84,-.845,-.267,-.309,-.269,77
176,176,Scott McCarron,65,-.866,.181,-1.240,.193,54
177,180,Bio Kim,71,-.886,-.563,-.838,.515,58
178,178,Rocco Mediate,53,-.900,-.248,-.682,.030,48
179,179,Colt Knost,80,-.938,-.229,-.672,-.037,67
180,182,Kevin Kisner,70,-1.044,-.247,-.707,-.090,57
181,184,Derek Lamely,65,-1.062,-.700,-.636,.273,58
182,183,Richard Johnson,64,-1.161,-.689,-.335,-.137,54
183,186,Daniel Summerhays,75,-1.288,-.719,-.434,-.134,66
184,185,Nate Smith,66,-1.293,-.882,-.547,.136,53
185,,Will Strickler,51,-1.294,-.267,-.648,-.380,43
186,187,Martin Piller,63,-1.559,-.326,-.610,-.623,52
