RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
131,134,Scott Stallings,60,-.166,-.061,-.053,-.052,49
132,135,Sung Joon Park,79,-.167,.104,-.326,.055,63
133,136,Robert Garrigus,70,-.189,.345,-.318,-.217,55
134,137,John Huh,102,-.191,-.041,-.120,-.030,89
135,T138,Sangmoon Bae,98,-.201,.251,-.276,-.176,88
136,T138,Robert Allenby,63,-.215,-.262,.260,-.213,51
137,140,Nicholas Thompson,90,-.219,.370,-.139,-.450,70
138,141,Seung-Yul Noh,65,-.220,-.555,.147,.188,54
139,142,Padraig Harrington,60,-.263,-.434,-.165,.336,49
140,143,Hunter Mahan,88,-.270,-.023,-.249,.003,65
141,144,Byron Smith,59,-.276,-.085,-.149,-.042,43
142,145,Mark Hubbard,79,-.281,-.060,-.350,.128,61
143,147,Blayne Barber,76,-.297,.208,-.352,-.154,63
144,148,Bryce Molder,91,-.319,-.294,-.181,.156,77
145,149,Michael Thompson,83,-.349,-.089,-.301,.041,75
146,150,Jhonattan Vegas,90,-.353,.173,-.314,-.212,72
T147,T151,Brian Stuard,97,-.356,-.103,-.200,-.052,79
T147,T151,Zac Blair,108,-.356,-.299,-.188,.131,88
149,153,Sam Saunders,83,-.360,.307,-.294,-.372,63
150,154,Retief Goosen,81,-.365,-.271,-.056,-.039,60
151,155,Bo Van Pelt,81,-.368,-.296,.054,-.126,65
152,156,Steve Wheatcroft,87,-.383,.148,-.450,-.082,72
153,157,Erik Compton,86,-.385,-.216,-.217,.047,70
154,158,Fabián Gómez,83,-.386,-.216,-.057,-.113,69
155,159,D.A. Points,72,-.396,-.820,.224,.199,58
156,160,Billy Hurley III,83,-.423,-.635,.114,.098,63
157,161,Scott Pinckney,88,-.426,.123,-.409,-.140,74
158,162,Tyrone Van Aswegen,58,-.428,-1.081,.471,.181,42
159,163,Brice Garnett,81,-.443,-.198,-.327,.082,64
160,164,Jim Renner,68,-.454,-.501,.085,-.038,56
161,165,Derek Fathauer,81,-.474,-.455,-.198,.179,66
162,166,Nick Taylor,91,-.489,-.080,-.224,-.185,83
163,167,Chesson Hadley,101,-.525,-.080,-.218,-.227,89
164,168,Justin Leonard,61,-.544,-.486,-.224,.166,54
165,169,Ricky Barnes,82,-.555,-.819,-.072,.336,63
166,170,Jonas Blixt,78,-.562,-.115,-.655,.209,52
167,171,Andres Romero,69,-.563,-.269,-.221,-.073,54
168,172,Tim Wilkinson,73,-.569,-.326,-.523,.280,58
169,173,Troy Merritt,91,-.579,-.326,-.199,-.054,82
170,174,Brian Davis,86,-.593,-.119,-.503,.029,71
171,176,Max Homa,78,-.619,.066,-.467,-.218,62
172,177,Andres Gonzales,90,-.714,-.386,-.349,.022,76
173,178,Bill Lunde,50,-.724,.110,-.592,-.242,36
174,179,Ben Crane,62,-.759,-.303,-.486,.030,52
175,181,Jonathan Randolph,72,-.850,-.408,-.234,-.208,56
176,182,Aaron Baddeley,76,-.945,-.596,-.719,.370,66
177,183,Heath Slocum,57,-.970,-.229,-.759,.018,39
178,184,Oscar Fraustro,58,-1.034,.259,-.637,-.655,40
179,185,Andrew Svoboda,80,-1.041,-.171,-.410,-.460,70
180,186,Matt Every,73,-1.043,-.925,-.074,-.044,56
181,187,Eric Axley,57,-1.101,-.541,-.372,-.189,43
182,188,Roger Sloan,56,-1.103,-.168,-.746,-.190,40
183,189,Greg Chalmers,58,-1.133,-.323,-.782,-.028,36
184,190,Andrew Putnam,68,-1.430,-1.411,-.132,.113,54
