RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
76,78,J.J. Henry,92,.258,.208,.050,.000,75
77,79,Scott Piercy,70,.251,.190,.311,-.250,49
78,81,James Hahn,96,.223,.177,.016,.030,81
79,82,Zach Johnson,81,.215,-.005,-.007,.226,68
80,83,Ben Martin,86,.208,.138,.297,-.227,70
81,84,Brandon Hagy,85,.184,.459,-.393,.118,69
82,85,Kevin Tway,96,.172,.288,-.168,.053,74
83,86,Russell Knox,75,.165,.102,.181,-.119,54
84,87,Anirban Lahiri,72,.149,.234,-.143,.059,59
85,88,J.T. Poston,95,.147,.156,.053,-.062,73
T86,89,Grayson Murray,94,.146,.353,-.032,-.176,85
T86,80,Brian Harman,104,.146,.015,-.198,.329,86
88,75,Adam Hadwin,98,.143,.003,.183,-.044,79
89,90,Chris Stroud,67,.139,-.094,.173,.060,48
90,91,Jimmy Walker,68,.138,-.258,.518,-.123,50
91,92,Ryan Armour,63,.136,.020,.121,-.005,49
92,93,Cameron Percy,71,.123,-.019,.266,-.123,55
93,94,Matt Jones,64,.108,.073,-.468,.503,51
94,95,Tyrone Van Aswegen,105,.103,-.067,.084,.085,80
95,96,Danny Lee,93,.078,.037,.304,-.263,76
96,97,Robert Streb,98,.075,-.159,-.072,.305,84
97,98,D.A. Points,68,.071,-.436,.421,.087,58
98,99,Trey Mullinax,88,.063,.427,-.195,-.169,70
99,100,Retief Goosen,52,.035,-.001,.009,.027,41
100,101,Michael Kim,94,.017,-.247,.158,.106,84
101,102,Shawn Stefani,72,.014,.010,-.119,.122,60
102,103,Andres Gonzales,73,-.003,-.104,-.089,.190,57
103,104,David Lingmerth,79,-.009,-.032,.054,-.031,69
104,105,Ryan Brehm,83,-.023,.137,-.060,-.099,65
105,106,John Huh,92,-.026,-.049,-.020,.043,76
106,107,Vaughn Taylor,90,-.033,-.001,.135,-.168,76
107,108,Jim Furyk,54,-.036,-.491,.492,-.036,44
108,109,Smylie Kaufman,76,-.040,.091,-.059,-.073,63
109,111,David Hearn,93,-.044,-.175,.016,.115,71
110,112,J.J. Spaun,92,-.045,.316,-.122,-.240,72
111,113,Seung-Yul Noh,91,-.058,-.541,.044,.439,75
T112,T114,Daniel Summerhays,100,-.062,-.050,-.062,.051,82
T112,T114,Tim Wilkinson,64,-.062,-.289,-.310,.538,46
T112,T114,Graeme McDowell,56,-.062,.085,-.036,-.111,50
T115,T117,Ben Crane,86,-.068,-.150,-.024,.105,69
T115,T117,Sam Saunders,76,-.068,.348,-.136,-.280,61
117,119,William McGirt,89,-.072,.257,-.193,-.137,72
118,120,C.T. Pan,88,-.074,.052,-.092,-.034,76
119,121,Zac Blair,105,-.078,-.155,-.141,.218,81
120,122,Billy Horschel,88,-.080,.224,.020,-.324,80
121,123,Alex Cejka,85,-.093,-.020,-.200,.127,62
122,124,Steven Alker,69,-.103,-.289,-.212,.398,51
123,125,Roberto Castro,70,-.114,-.244,.099,.031,54
124,126,Brad Fritsch,56,-.122,-.432,.235,.075,42
125,127,Morgan Hoffmann,92,-.138,.165,-.419,.115,82
126,128,Kyle Reifers,96,-.143,-.023,-.337,.218,74
127,129,Troy Merritt,82,-.146,-.118,-.018,-.009,70
128,130,Chris Kirk,89,-.155,-.315,.101,.059,70
129,131,Rod Pampling,71,-.158,-.110,-.231,.183,66
130,132,Brian Gay,82,-.168,-.417,-.006,.254,69
131,133,Tag Ridings,67,-.173,.295,-.356,-.111,50
132,134,Camilo Villegas,76,-.182,-.524,.107,.235,62
133,135,Sebastián Muñoz,51,-.188,.031,-.077,-.143,39
134,136,Geoff Ogilvy,80,-.195,-.064,-.327,.196,67
135,137,Aaron Baddeley,61,-.216,-.782,.256,.310,46
136,138,Richy Werenski,81,-.223,.203,-.123,-.303,61
137,139,Martin Flores,88,-.257,-.024,.047,-.280,67
138,140,Billy Hurley III,80,-.263,-.812,.432,.117,69
139,141,Cameron Tringale,89,-.265,-.750,.089,.396,65
T140,T142,Ryan Blaum,100,-.286,-.198,-.032,-.057,82
T140,T142,Ricky Barnes,100,-.286,-.638,.238,.114,77
142,144,Tom Hoge,54,-.293,-.352,.235,-.176,39
143,145,Mark Anderson,54,-.309,-.149,-.241,.082,42
144,146,Mackenzie Hughes,106,-.320,.021,-.404,.063,96
145,147,Rafa Cabrera Bello,63,-.326,-.223,-.171,.068,46
146,148,Brian Stuard,93,-.333,-.340,.171,-.164,69
147,149,Harris English,84,-.336,-.644,.138,.169,72
148,150,Wesley Bryan,95,-.337,-.899,.421,.141,77
149,151,Jonathan Randolph,68,-.340,.030,-.221,-.149,51
150,152,Scott Brown,95,-.344,.143,-.225,-.262,78
151,153,Julián Etulain,68,-.385,-.035,-.292,-.058,51
152,154,Blayne Barber,77,-.389,.041,-.123,-.306,67
153,155,Fabián Gómez,61,-.402,.022,-.429,.006,51
154,156,Dominic Bozzelli,69,-.417,.051,-.342,-.125,55
155,157,Spencer Levin,89,-.430,-.161,-.195,-.073,67
156,158,Ken Duke,77,-.435,-.179,-.256,.000,60
157,159,K.J. Choi,72,-.439,-.141,-.511,.213,54
158,160,Johnson Wagner,71,-.456,-.081,-.088,-.287,57
159,161,Patton Kizzire,84,-.475,-.744,.290,-.021,72
160,162,Mark Hubbard,81,-.502,-.539,.101,-.064,61
161,164,Kelly Kraft,75,-.524,-.205,.159,-.479,65
162,165,Chad Collins,66,-.533,-.573,-.254,.294,54
163,166,Gonzalo Fernandez-Castaño,63,-.567,-.375,-.312,.120,44
164,167,Rick Lamb,54,-.570,.686,-.578,-.678,38
165,168,Si Woo Kim,80,-.573,-.236,-.447,.110,60
166,169,Brett Drewitt,57,-.578,-.209,-.314,-.054,43
167,170,Peter Malnati,91,-.635,-.262,-.563,.190,73
168,171,Steve Wheatcroft,51,-.641,.259,-.953,.054,40
169,172,Patrick Rodgers,76,-.650,-.044,-.529,-.077,66
170,173,Whee Kim,74,-.651,-.665,-.148,.163,62
171,174,Søren Kjeldsen,58,-.655,-.424,-.090,-.142,34
172,175,Luke Donald,50,-.657,-1.001,-.078,.422,43
173,176,Derek Fathauer,81,-.740,-.456,-.136,-.149,64
174,177,Brett Stegmaier,78,-.751,-.141,-.117,-.493,58
175,178,Brian Campbell,55,-.812,.063,-.750,-.126,41
176,179,Hunter Mahan,73,-.837,.376,-.886,-.326,59
177,180,Greg Chalmers,75,-.850,-.496,-.529,.175,68
178,181,Jonas Blixt,74,-.877,-.300,-.614,.037,59
179,182,Ryo Ishikawa,56,-.928,-.580,-.328,-.021,43
180,183,Cody Gribble,79,-.985,-.338,-.586,-.061,70
181,184,Jason Bohn,75,-1.007,-.685,-.246,-.076,62
182,185,Michael Thompson,60,-1.013,-.431,-.373,-.208,44
183,186,Miguel Angel Carballo,63,-1.038,.139,-1.035,-.142,43
184,187,Ernie Els,52,-1.136,-.565,-.504,-.067,37
185,188,Andrew Loupe,55,-1.175,-.348,-.424,-.403,47
186,189,Matt Every,76,-1.182,-.734,-.141,-.306,61
187,190,Bryce Molder,74,-1.229,-1.098,-.431,.301,64
188,191,Carl Pettersson,63,-1.456,-1.123,-.385,.052,52
189,193,Nicholas Lindheim,58,-1.621,-.733,-.578,-.311,44
190,194,Steven Bowditch,59,-2.739,-1.717,-1.260,.238,45
