RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
T37,38,Rod Pampling,92,.638,.292,.198,.148,74
T37,39,Charles Warren,101,.638,.680,.119,-.162,93
39,33,Briny Baird,115,.635,.132,.502,.001,105
40,36,Lucas Glover,98,.619,.542,.150,-.074,78
41,41,David Toms,80,.612,-.087,.596,.102,63
42,42,Carl Pettersson,111,.589,.092,.312,.185,92
43,45,Jason Bohn,57,.534,.237,.418,-.122,53
44,46,D.J. Trahan,99,.530,.556,.143,-.169,90
45,44,Brian Davis,101,.528,.014,.230,.284,88
46,43,Woody Austin,95,.527,.183,.383,-.039,84
47,47,Will MacKenzie,100,.516,.295,.270,-.049,91
48,48,Steve Elkington,87,.505,.276,-.072,.301,73
49,49,Cameron Beckman,96,.490,.201,.273,.016,85
50,50,Luke Donald,69,.489,.005,.142,.342,50
51,63,Nick Watney,87,.454,.622,-.261,.093,70
52,52,J.J. Henry,86,.450,.374,.171,-.096,68
53,53,Mark Wilson,87,.443,.094,.078,.270,73
54,51,Bart Bryant,87,.440,.180,.253,.008,74
55,59,Ken Duke,112,.439,.329,.233,-.123,95
56,T54,Aaron Baddeley,83,.435,.152,-.252,.535,66
57,57,Bill Haas,93,.426,.443,.063,-.081,82
58,T54,Johnson Wagner,97,.424,.124,.404,-.105,86
59,56,Hunter Mahan,91,.419,.496,.320,-.397,72
60,58,Zach Johnson,76,.415,.214,.414,-.214,60
61,60,John Rollins,102,.413,.417,-.169,.165,84
T62,62,Shaun Micheel,91,.393,-.017,.382,.027,70
T62,72,Justin Leonard,95,.393,-.073,.173,.293,82
64,T73,John Merrick,92,.385,.137,.105,.142,81
65,64,Stuart Appleby,74,.376,.041,-.157,.493,58
66,61,Matt Kuchar,85,.369,-.320,.318,.371,71
67,T66,Darron Stiles,65,.368,.089,.216,.063,53
68,71,Mathew Goggin,97,.365,.691,-.255,-.071,87
69,65,Steve Marino,106,.363,.250,.155,-.041,91
70,68,Tim Herron,98,.362,-.021,.146,.238,82
71,T66,Ryan Moore,92,.355,.196,.287,-.128,75
72,70,Freddie Jacobson,70,.353,-.033,.240,.145,68
73,T73,Davis Love III,66,.337,.223,.421,-.307,53
74,82,Stephen Ames,81,.330,.124,.464,-.258,62
75,77,Peter Lonard,85,.320,.524,-.138,-.066,76
76,78,Kent Jones,97,.317,-.059,.218,.158,88
77,79,Tom Pernice Jr.,104,.313,-.190,.149,.354,84
78,69,Jay Williamson,50,.310,.447,.026,-.162,48
79,75,J.P. Hayes,89,.297,.029,-.089,.357,80
80,87,Tim Clark,66,.293,-.105,.246,.151,53
81,76,Bubba Watson,80,.288,.539,-.060,-.192,66
82,100,Craig Barlow,52,.278,-.046,.135,.189,44
83,80,Vaughn Taylor,91,.269,-.076,.355,-.010,72
84,92,Stewart Cink,91,.256,-.233,.552,-.062,72
85,83,Steve Flesch,100,.252,-.137,.204,.185,90
86,81,Rocco Mediate,72,.249,-.292,.518,.022,67
87,84,José Coceres,50,.245,.009,.346,-.110,42
T88,T85,Chad Campbell,96,.240,-.134,.474,-.099,73
T88,T85,Pat Perez,84,.240,-.090,.265,.065,65
90,95,Rich Beem,89,.228,.223,.112,-.107,70
91,88,Nick O'Hern,72,.227,-.287,.226,.288,55
92,89,Retief Goosen,50,.225,-.039,.176,.088,34
93,T98,J.B. Holmes,71,.223,.828,-.447,-.159,64
94,90,Jonathan Byrd,73,.213,-.191,.130,.274,62
95,93,Ted Purdy,102,.200,.235,.054,-.089,87
96,94,Stephen Leaney,82,.193,-.478,.670,.001,74
97,97,Chris DiMarco,79,.183,-.349,.556,-.023,63
98,91,Daniel Chopra,106,.180,-.020,.036,.164,95
99,T98,Brandt Snedeker,105,.161,-.157,.226,.092,86
100,101,Troy Matteson,87,.147,.239,-.045,-.047,76
101,102,Tommy Armour III,81,.138,.333,.084,-.279,69
102,103,Brett Quigley,79,.134,-.248,.362,.020,63
103,96,Michael Allen,74,.129,-.082,.014,.196,64
104,104,Jason Gore,86,.108,.411,-.158,-.145,78
105,107,Anders Hansen,55,.087,-.224,.335,-.023,34
106,109,Kevin Sutherland,85,.082,-.077,-.078,.237,69
107,105,Robert Garrigus,95,.080,.468,.222,-.609,86
108,108,Jason Dufner,100,.077,-.070,-.011,.158,87
109,106,Joe Ogilvie,102,.073,-.008,-.119,.200,87
110,T119,Kevin Stadler,95,.050,.259,.146,-.356,78
111,111,Chris Stroud,66,.046,.146,-.257,.157,56
112,114,Charles Howell III,89,.030,-.212,.144,.099,66
113,115,Chris Riley,59,.024,-.343,-.277,.644,51
114,116,Nathan Green,103,.022,-.134,-.017,.173,87
115,125,Jarrod Lyle,77,.021,.099,-.204,.126,67
116,110,Jeff Maggert,79,.019,.017,.152,-.151,78
117,T112,Harrison Frazar,88,.011,.269,-.278,.020,73
118,124,Kirk Triplett,77,.010,-.046,-.072,.128,68
119,T112,Charlie Wi,90,.005,-.032,-.195,.232,83
120,118,Mathias Grönberg,95,.001,.424,-.197,-.226,88
121,123,Craig Kanada,109,-.001,-.308,.038,.268,94
122,122,Michael Putnam,96,-.009,-.008,.144,-.146,80
123,T119,Henrik Stenson,52,-.012,.211,.191,-.414,36
124,121,Steve Allan,63,-.015,.439,-.402,-.052,55
125,117,Cliff Kresge,107,-.021,-.231,.248,-.038,100
126,126,Kevin Na,84,-.027,-.229,-.156,.357,78
127,130,Brian Gay,107,-.028,-.442,.177,.237,97
128,127,Duffy Waldorf,69,-.032,.041,.102,-.174,59
129,128,Fred Funk,65,-.053,-.270,.333,-.116,53
130,135,Greg Owen,81,-.066,.411,-.178,-.299,70
131,129,John Mallinger,96,-.068,.028,-.164,.068,87
132,131,Jeff Quinney,95,-.104,-.201,.184,-.087,86
T133,133,Billy Andrade,88,-.107,-.272,.244,-.079,79
T133,132,Marco Dawson,73,-.107,-.407,-.001,.301,65
135,134,Daisuke Maruyama,86,-.120,.160,.068,-.348,76
136,136,Frank Lickliter II,95,-.139,.211,-.046,-.304,85
137,138,Bob Heintz,85,-.143,-.267,-.113,.237,72
138,T148,Steve Lowery,74,-.144,.144,-.246,-.043,69
139,137,Ryan Armour,107,-.165,.229,-.098,-.297,94
140,147,Joey Sindelar,75,-.171,-.075,.293,-.389,67
T141,144,Tim Petrovic,106,-.175,-.220,-.205,.250,95
T141,139,Dean Wilson,92,-.175,-.554,.274,.105,75
143,140,Paul Goydos,60,-.177,-.169,.130,-.139,47
144,142,Charley Hoffman,97,-.187,.348,-.245,-.290,83
145,141,Brendon de Jonge,76,-.188,-.002,.079,-.265,66
146,143,Paul Stankowski,52,-.190,-.159,-.144,.113,42
147,T153,Robert Gamez,88,-.197,.019,.133,-.349,76
148,145,George McNeill,95,-.213,.190,-.148,-.255,80
149,T148,Ryuji Imada,104,-.214,-.534,-.079,.398,89
150,150,Bob Estes,88,-.235,-.373,-.094,.232,80
151,152,Glen Day,85,-.238,-.090,-.287,.139,75
T152,151,Craig Bowden,78,-.258,-.169,-.087,-.003,67
T152,146,Michael Sim,52,-.258,-.240,-.126,.108,50
154,T153,Ryan Palmer,91,-.296,.028,.116,-.440,82
155,155,Doug LaBelle II,104,-.320,-.096,-.423,.199,91
156,156,Jeff Sluman,60,-.335,-.416,.014,.067,42
157,158,Jesper Parnevik,88,-.375,-.039,-.272,-.064,75
158,157,Lee Janzen,66,-.382,-.387,-.126,.131,52
159,161,Jeff Brehaut,59,-.397,-.227,-.299,.129,49
160,160,Andrew Buckle,77,-.426,-.223,-.280,.077,67
161,171,Kyle Reifers,71,-.442,.005,-.261,-.185,63
162,159,Tom Johnson,74,-.443,-.093,-.320,-.031,63
163,163,Shigeki Maruyama,84,-.461,-.619,-.173,.331,80
164,164,D.J. Brigman,67,-.464,-.195,-.146,-.123,54
165,165,Mark Hensby,81,-.470,-.233,-.446,.209,72
166,167,John Daly,59,-.478,-.111,-.142,-.225,49
167,166,Chris Couch,76,-.481,.369,-.333,-.517,73
168,169,Corey Pavin,81,-.487,-.968,.235,.246,71
169,168,Bob Tway,103,-.489,-.314,-.131,-.044,88
170,162,Jason Schultz,63,-.495,-.144,-.676,.324,53
171,170,Mark Brooks,53,-.500,-.128,-.566,.193,41
172,173,Ben Curtis,80,-.561,-.030,-.554,.023,64
173,174,Craig Lile,77,-.592,-.361,-.255,.024,69
174,177,Gavin Coles,87,-.626,-.666,.022,.018,77
175,172,Dicky Pride,71,-.630,-.699,.033,.036,61
176,178,Richard Johnson,93,-.638,-.357,-.238,-.043,84
177,179,Brian Bateman,55,-.660,-.284,-.121,-.255,44
178,176,David Branshaw,83,-.662,-.015,-.146,-.500,75
179,186,Tag Ridings,52,-.674,-.107,-.303,-.263,45
180,181,Tripp Isenhour,86,-.675,-.214,-.431,-.031,73
181,180,Paul Gow,70,-.690,-.122,-.824,.256,57
182,182,Jaco Van Zyl,51,-.723,-.201,-.074,-.447,44
183,175,Steve Wheatcroft,73,-.726,.023,-.541,-.209,61
184,185,Parker McLachlin,83,-.763,-.358,-.509,.104,73
185,183,Tom Byrum,50,-.765,-.278,-.175,-.313,41
186,184,Eric Axley,107,-.784,-.460,-.194,-.131,94
187,190,Rich Barcelo,80,-.857,-.402,-.377,-.078,70
188,188,Scott Gutschewski,67,-.866,.049,-.459,-.456,58
189,189,Matt Hendrix,63,-.878,.308,-.406,-.780,55
190,192,Michael Boyd,61,-.933,-.258,-.813,.138,52
191,191,José María Olazábal,52,-.945,-.879,-.367,.301,37
192,187,Bubba Dickerson,51,-.970,.111,-.945,-.136,43
193,193,Jim Rutledge,59,-1.042,.041,-.944,-.139,46
194,194,Chris Tidland,59,-1.253,-.009,-.822,-.422,51
195,195,Todd Hamilton,76,-1.585,-.398,-.883,-.304,58
196,196,Bryce Molder,56,-1.629,-.956,-.832,.159,49
