RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
77,76,Glen Day,64,.293,-.156,.079,.370,56
78,77,Rocco Mediate,87,.287,-.063,.400,-.050,69
79,79,Jonathan Byrd,88,.281,.089,.028,.165,77
80,90,Ryan Palmer,69,.280,.122,.470,-.312,60
81,80,Steve Elkington,84,.263,.297,.054,-.088,73
82,78,Rich Beem,90,.235,.296,.027,-.088,79
83,85,Ángel Cabrera,55,.223,.048,.249,-.074,39
84,87,Carl Pettersson,110,.220,-.052,.236,.036,97
85,84,Brian Gay,102,.205,-.529,.537,.198,86
86,82,John Rollins,94,.199,.440,-.200,-.042,79
87,92,Ryuji Imada,80,.175,-.406,.232,.349,68
88,T106,Cameron Beckman,87,.171,-.162,.174,.160,74
89,99,Martin Laird,98,.166,.165,.113,-.111,85
90,95,Brandt Snedeker,85,.161,-.280,.325,.116,67
91,96,Mark Wilson,107,.156,.050,-.055,.160,104
92,100,Jerry Kelly,89,.155,-.128,.127,.156,74
93,91,Peter Lonard,92,.141,.212,-.081,.010,80
94,98,Chez Reavie,102,.138,.003,.209,-.074,90
95,T88,Ben Crane,86,.135,.171,-.081,.045,75
96,97,Freddie Jacobson,78,.134,-.227,.234,.127,64
97,93,Brad Adamonis,87,.132,-.082,-.084,.298,76
T98,105,Bo Van Pelt,101,.130,.187,.014,-.071,93
T98,101,Ken Duke,116,.130,-.012,.159,-.018,105
100,103,Aaron Baddeley,76,.123,.096,-.192,.218,60
101,T88,Robert Gamez,79,.122,.096,.180,-.154,71
102,104,Gavin Coles,54,.111,-.510,.454,.167,44
103,94,Jay Williamson,96,.108,.142,.147,-.181,80
T104,111,Steve Flesch,95,.090,-.269,.149,.209,81
T104,86,Bob Tway,70,.090,-.087,.350,-.173,57
106,114,Scott Sterling,89,.086,-.072,.246,-.088,74
107,112,Troy Matteson,94,.085,.174,.113,-.203,89
108,102,Kent Jones,68,.069,-.079,.154,-.007,55
109,T108,John Mallinger,95,.064,.075,-.169,.159,84
T110,T108,Tim Wilkinson,95,.060,-.120,-.081,.262,80
T110,118,Jason Gore,94,.060,.482,-.100,-.321,85
112,T115,Jeff Overton,103,.058,.178,-.036,-.083,91
T113,110,Dustin Johnson,92,.038,.435,-.268,-.129,81
T113,113,Charley Hoffman,94,.038,.464,-.219,-.207,86
115,T115,Charles Warren,79,.031,.683,-.148,-.504,74
116,T115,J.J. Henry,108,.009,.121,-.043,-.069,99
117,120,Cliff Kresge,84,.000,-.177,.302,-.125,73
118,119,Vaughn Taylor,103,-.009,-.120,.256,-.144,94
119,122,Shane Bertsch,96,-.016,-.197,.102,.079,90
120,123,Ted Purdy,68,-.032,.102,-.051,-.084,59
121,128,Tag Ridings,88,-.061,.106,-.030,-.137,81
122,131,Tim Petrovic,97,-.078,.094,-.408,.235,81
123,T106,Jeff Maggert,86,-.082,.092,.085,-.259,79
124,125,Tim Herron,97,-.083,.104,-.404,.217,87
125,126,Parker McLachlin,88,-.084,-.180,-.067,.162,79
126,130,Kevin Stadler,90,-.092,.293,.013,-.397,73
127,127,Brandt Jobe,52,-.117,.062,.265,-.444,47
128,124,Dudley Hart,74,-.119,-.456,.204,.132,67
129,129,Ian Poulter,51,-.138,-.056,-.320,.238,36
130,121,Tommy Armour III,77,-.142,.029,.015,-.187,66
131,T138,Chris Stroud,81,-.143,.132,-.224,-.052,66
132,132,Johnson Wagner,83,-.163,-.203,.144,-.104,68
133,134,Will MacKenzie,62,-.177,.192,-.239,-.130,57
134,135,Todd Hamilton,92,-.187,.182,-.026,-.343,74
135,133,Carlos Franco,73,-.190,-.362,-.011,.184,63
136,136,Paul Goydos,78,-.195,-.283,.098,-.010,67
137,141,Dean Wilson,109,-.238,-.760,.563,-.041,93
138,142,Jeff Quinney,87,-.239,-.965,.781,-.055,73
139,137,Scott McCarron,63,-.261,-.073,-.297,.108,54
140,144,Jon Mills,95,-.269,-.109,-.174,.014,78
141,T138,Ryan Moore,72,-.271,.074,-.077,-.268,63
T142,143,Frank Lickliter II,107,-.289,.015,-.246,-.058,100
T142,145,Joe Ogilvie,100,-.289,.186,-.443,-.032,87
144,T150,Jason Day,81,-.297,.285,-.373,-.209,77
145,T138,Y.E. Yang,89,-.299,-.170,.239,-.369,80
146,147,Chris DiMarco,87,-.316,-.344,.032,-.005,76
147,T148,Matt Jones,95,-.363,-.157,-.354,.148,84
148,T148,Marco Dawson,64,-.365,-.478,-.140,.254,54
149,146,Brenden Pappas,66,-.368,-.291,-.292,.214,56
150,T150,Patrick Sheehan,124,-.375,-.226,-.013,-.136,105
151,155,Jesper Parnevik,88,-.381,-.110,-.501,.229,75
152,152,Lee Janzen,89,-.384,-.591,.062,.144,75
153,153,Olin Browne,77,-.386,.081,-.243,-.224,70
154,156,Andres Romero,69,-.414,.061,-.553,.079,49
155,166,Mathias Grönberg,87,-.443,.293,-.550,-.187,79
156,158,James Driscoll,85,-.453,-.316,-.116,-.021,76
157,157,Justin Bolli,87,-.456,-.181,.117,-.393,73
158,160,Ron Whittaker,54,-.475,-.208,-.112,-.155,41
159,180,Tommy Gainey,60,-.482,.146,-.168,-.461,46
160,164,Nick Flanagan,89,-.505,.152,-.159,-.498,80
161,161,Kenneth Ferrie,72,-.507,.145,-.481,-.171,60
162,163,Shigeki Maruyama,50,-.513,-.740,-.244,.470,42
163,159,Todd Demsey,80,-.524,.119,-.906,.263,71
164,154,Alejandro Cañizares,52,-.527,-.413,-.219,.105,41
165,167,Brett Rumford,72,-.540,-.718,-.348,.526,61
166,162,Mark Hensby,71,-.542,-.373,-.263,.094,64
167,165,Nathan Green,95,-.544,-.423,-.342,.221,91
168,169,Jimmy Walker,73,-.556,-.411,-.081,-.063,62
169,173,Jim McGovern,75,-.586,-.759,.089,.084,63
170,171,Corey Pavin,69,-.594,-1.058,.227,.237,56
171,172,Steve Lowery,74,-.603,.142,-.706,-.040,67
172,177,Marc Turnesa,87,-.606,-.264,-.323,-.019,76
173,168,Craig Kanada,65,-.615,-.497,-.312,.193,55
174,175,Tom Scherrer,56,-.639,-.485,-.073,-.081,44
175,170,Richard Johnson,60,-.646,-.392,-.171,-.083,49
176,178,Billy Andrade,71,-.653,-.381,-.110,-.162,62
177,179,Chris Riley,51,-.667,-.671,-.646,.650,40
178,176,Brad Elder,67,-.673,-.216,-.641,.185,54
179,181,Doug LaBelle II,65,-.697,-.261,-.431,-.004,51
180,182,Daniel Chopra,84,-.726,-.148,-.760,.183,69
181,183,Jason Allred,63,-.780,-.286,-.735,.241,50
182,187,David Lutterus,59,-.798,-.249,-.745,.196,50
183,185,Ryan Armour,87,-.799,.228,-.388,-.639,76
184,188,Stephen Leaney,53,-.812,-.484,-.197,-.131,45
185,184,Greg Kraft,63,-.815,-.207,-.367,-.242,50
186,186,J.P. Hayes,67,-.826,-.122,-.747,.043,63
187,189,Jin Park,85,-.866,-.533,-.215,-.117,70
188,190,Cody Freeman,66,-.885,-.220,-.569,-.096,55
189,191,Steve Allan,58,-.939,.191,-.758,-.373,48
190,194,Bob Sowards,61,-.948,-.394,-.483,-.072,52
191,193,Paul Claxton,63,-.972,-.466,-.421,-.084,50
192,192,Eric Axley,113,-.989,-.785,-.362,.158,98
193,195,Richard Johnson,77,-1.124,-.260,-.962,.097,68
194,196,Chad Collins,72,-1.131,-1.078,-.345,.292,63
195,198,Travis Perkins,53,-1.181,-.216,-.730,-.235,40
196,197,Kyle Thompson,70,-1.197,-.259,-.749,-.189,57
197,199,David Duval,51,-1.716,-1.297,-.530,.111,41
