RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
55,57,Bart Bryant,87,.533,.299,.379,-.145,71
56,45,Chad Campbell,91,.497,-.169,.454,.211,67
57,59,Jonathan Kaye,95,.495,.478,.009,.008,86
58,60,Tim Herron,82,.470,.115,.180,.175,62
59,61,Heath Slocum,96,.469,.333,.328,-.192,84
60,62,Jerry Kelly,100,.468,-.012,.212,.268,84
61,51,Geoff Ogilvy,76,.451,.137,.127,.188,52
62,63,Omar Uresti,61,.446,.131,-.054,.368,51
63,64,Steve Lowery,99,.436,.247,.178,.011,83
64,58,Carl Pettersson,95,.427,.115,.003,.309,75
65,67,Joey Sindelar,90,.415,-.022,.792,-.355,76
T66,T68,Ted Purdy,103,.412,.119,.439,-.147,80
T66,T68,Pat Perez,50,.412,-.053,.195,.270,42
68,70,Nick Watney,97,.411,.385,-.115,.141,86
69,66,Tom Pernice Jr.,108,.406,.068,.045,.293,87
70,71,Robert Garrigus,85,.401,.334,.284,-.217,74
71,72,Justin Leonard,83,.397,-.154,.111,.441,65
72,73,Peter Lonard,77,.396,.095,.067,.234,66
73,75,Jeff Sluman,101,.382,-.258,.457,.183,83
74,76,Billy Mayfair,94,.370,.192,.077,.101,77
75,77,Steve Elkington,52,.363,.302,-.153,.213,46
76,78,Jesper Parnevik,84,.351,.259,.006,.086,73
77,79,Hunter Mahan,98,.346,.295,.312,-.261,89
78,80,Steve Flesch,119,.335,-.102,.202,.236,103
79,81,Craig Barlow,77,.333,-.075,.032,.376,58
80,82,J.B. Holmes,81,.327,.758,-.280,-.151,63
81,83,Kevin Sutherland,100,.318,.203,-.148,.263,87
82,84,Mathew Goggin,72,.308,.457,-.046,-.104,58
83,85,Bill Haas,99,.303,.054,.141,.109,88
84,86,Billy Andrade,78,.302,-.301,.348,.255,60
85,87,Bob May,65,.292,.033,.284,-.025,54
86,88,Bob Estes,85,.259,-.301,.497,.064,75
87,89,Will MacKenzie,91,.256,.229,.054,-.027,75
88,90,Ryuji Imada,105,.251,-.165,.100,.315,87
89,91,John Rollins,93,.248,.264,.021,-.036,76
90,92,Mathias Grönberg,92,.241,.449,-.052,-.156,79
91,93,Corey Pavin,74,.232,-.861,.653,.439,57
92,94,Paul Goydos,72,.231,-.189,.188,.232,64
93,96,Brandt Jobe,91,.220,.200,.265,-.244,70
94,97,Woody Austin,107,.192,-.174,.244,.122,93
95,98,Jerry Smith,94,.185,-.435,.344,.276,84
96,99,Stephen Leaney,84,.175,-.480,.549,.106,77
97,100,David Branshaw,98,.171,.210,.304,-.343,87
98,95,Rod Pampling,89,.164,.046,-.317,.435,65
99,101,Daisuke Maruyama,83,.162,.069,.224,-.131,70
100,102,Sean O'Hair,100,.157,.234,-.021,-.057,76
101,103,Mark Calcavecchia,94,.139,-.129,.324,-.056,79
102,104,Kris Cox,83,.117,.070,.054,-.007,72
103,105,Kirk Triplett,58,.107,-.057,-.091,.255,49
104,106,Joe Ogilvie,95,.105,.014,.009,.082,78
105,107,Kent Jones,103,.103,.026,.029,.047,88
106,108,Dudley Hart,83,.097,-.365,.098,.365,71
107,109,Freddie Jacobson,56,.096,-.139,.157,.078,54
108,110,Bernhard Langer,77,.090,-.229,.146,.173,59
109,111,Duffy Waldorf,96,.088,.242,.002,-.156,82
110,112,David Howell,52,.074,.185,-.018,-.093,30
111,113,Chris DiMarco,83,.072,-.345,.477,-.060,61
112,114,Shigeki Maruyama,94,.067,-.207,.025,.249,80
113,115,Brian Gay,107,.064,-.283,.196,.151,100
114,116,Robert Gamez,94,.060,-.001,.279,-.219,82
115,117,Jeff Overton,95,.056,.466,-.219,-.191,87
116,118,J.P. Hayes,55,.052,-.237,.189,.100,50
117,119,D.J. Trahan,92,.049,.269,.069,-.289,76
118,120,Mark Wilson,79,.030,-.274,.059,.245,72
119,121,Rich Beem,85,.026,.353,-.076,-.251,65
120,122,Jeff Maggert,81,.018,.108,.080,-.170,68
121,123,Olin Browne,108,.005,-.020,.072,-.048,86
122,124,Robert Damron,91,-.044,-.253,.161,.048,82
123,126,Nicholas Thompson,96,-.051,.497,-.324,-.223,78
124,127,Thomas Levet,53,-.058,.157,.079,-.294,48
125,128,John Daly,51,-.071,.196,-.028,-.239,41
126,129,Matt Hansen,68,-.076,.352,-.105,-.323,58
T127,T130,Carlos Franco,86,-.077,-.272,.102,.093,77
T127,T130,Harrison Frazar,95,-.077,.379,-.322,-.134,75
T129,T132,Ryan Moore,68,-.083,.313,-.274,-.122,58
T129,T132,Ryan Palmer,101,-.083,.318,-.141,-.259,82
T131,T134,Skip Kendall,72,-.104,.110,-.160,-.054,59
T131,T134,Marco Dawson,87,-.104,-.114,-.235,.245,77
133,137,Daniel Chopra,110,-.109,.032,-.253,.111,90
134,138,Richard Johnson,94,-.117,-.024,-.038,-.055,85
135,139,Paul Azinger,87,-.143,-.320,-.125,.302,80
136,125,Ben Curtis,86,-.144,-.118,.065,-.090,67
137,140,Jeff Brehaut,100,-.155,.074,-.003,-.226,85
138,141,Nathan Green,108,-.156,-.239,-.050,.134,94
139,142,Scott Gutschewski,53,-.159,.333,-.274,-.218,45
140,143,Paul Stankowski,70,-.165,.001,-.003,-.162,63
141,144,John Huston,74,-.168,-.168,-.077,.077,65
142,136,Dean Wilson,115,-.169,-.344,-.007,.182,93
143,145,Eric Axley,91,-.171,.131,.048,-.351,79
144,146,Chris Couch,75,-.173,.533,-.176,-.530,67
145,147,Troy Matteson,101,-.178,.135,-.082,-.231,88
146,148,Bubba Dickerson,98,-.193,.231,-.195,-.229,86
147,149,Patrick Sheehan,104,-.204,-.014,.043,-.233,87
148,150,Tjaart van der Walt,60,-.205,-.016,-.146,-.042,52
149,151,Brent Geiberger,99,-.253,.039,-.189,-.104,90
150,152,Henrik Bjornstad,97,-.279,.246,-.304,-.221,89
151,153,Tim Petrovic,95,-.281,-.192,-.281,.193,83
152,154,D.A. Points,82,-.296,-.291,-.026,.022,71
153,155,Bob Tway,81,-.327,-.403,.019,.057,67
154,156,Michael Allen,84,-.328,-.282,-.232,.186,72
155,157,Chris Smith,67,-.330,.556,-.456,-.431,59
156,158,Mark Brooks,90,-.335,-.300,-.243,.207,74
157,159,Steve Jones,83,-.337,-.175,-.124,-.038,69
158,160,Tommy Armour III,65,-.338,.195,-.080,-.453,53
159,161,Jason Gore,86,-.365,.191,-.159,-.398,72
160,162,Ben Crane,85,-.369,-.233,-.408,.272,61
161,163,John Cook,67,-.372,-.243,-.223,.094,55
162,164,Shane Bertsch,104,-.403,-.222,-.047,-.134,90
163,165,Brian Bateman,69,-.404,-.013,-.248,-.143,59
164,166,Chris Riley,86,-.418,-.077,-.704,.362,69
165,167,Danny Ellis,68,-.447,-.031,-.508,.091,60
166,168,"Wes Short, Jr.",96,-.449,-.089,.066,-.427,85
167,169,Arjun Atwal,97,-.459,-.251,-.235,.027,82
168,170,Lee Janzen,79,-.484,-.587,.071,.031,68
169,171,Aaron Baddeley,78,-.517,-.106,-.607,.196,68
170,172,Greg Kraft,79,-.535,-.113,-.316,-.106,67
171,173,Mike Sposa,68,-.547,-.049,-.706,.208,58
172,174,Todd Fischer,101,-.577,-.577,-.186,.187,90
173,175,Jon Mills,68,-.580,-.090,-.514,.024,54
T174,T176,Doug Barron,74,-.586,-.282,-.415,.112,67
T174,T176,Ron Whittaker,81,-.586,-.290,-.133,-.163,71
176,178,Ian Leggatt,80,-.589,-.345,-.012,-.232,70
177,179,J.L. Lewis,57,-.614,-.066,-.428,-.120,50
178,180,Roger Tambellini,64,-.624,.163,-.388,-.400,53
179,181,David McKenzie,82,-.626,-.027,-.295,-.304,69
180,182,Jimmy Walker,60,-.679,-.685,-.172,.178,56
181,184,Jason Schultz,77,-.796,-.303,-.785,.293,65
182,185,Michael Connell,51,-.797,-.486,-.203,-.108,42
183,186,David Duval,71,-.816,-.670,.032,-.178,53
184,187,Tag Ridings,103,-.890,-.025,-.577,-.288,90
185,188,Larry Mize,53,-.903,-.309,-.616,.023,41
186,189,Vance Veazey,59,-.989,-.442,-.424,-.122,54
187,190,James Driscoll,80,-1.041,-.047,-1.044,.050,76
T188,T191,Mark O'Meara,52,-1.105,-.779,-.683,.358,36
T188,T191,Brad Faxon,78,-1.105,-.903,-.020,-.182,73
190,193,Ryan Hietala,61,-1.191,-.067,-1.040,-.084,51
191,194,Alex Aragon,63,-1.275,-.372,-.507,-.396,54
192,195,Greg Chalmers,71,-1.399,-.797,-.430,-.172,57
193,196,Todd Hamilton,72,-1.425,-.492,-.786,-.146,56
194,198,Len Mattiace,59,-1.474,-.449,-.879,-.145,52
195,199,"John Engler, Jr.",69,-1.513,-.463,-1.022,-.029,63
196,200,Hidemichi Tanaka,74,-1.785,-1.080,-.788,.083,65
