RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
102,103,Tyrone Van Aswegen,105,.055,-.393,.571,-.013,88
103,104,Rod Pampling,54,.049,.222,-.372,.199,37
104,105,James Hahn,85,.043,.100,-.082,.135,70
105,106,Harris English,97,.040,-.236,.240,.138,73
106,107,Henrik Norlander,71,.024,.023,.031,-.117,53
107,108,Graeme McDowell,63,.021,-.129,.153,-.003,45
108,109,Whee Kim,82,.010,.252,-.390,.148,65
109,110,Scott Brown,88,.000,.545,-.038,-.124,70
110,111,Chesson Hadley,81,-.004,-.031,.160,-.132,67
T111,T112,Matt Jones,83,-.011,-.039,-.233,.197,63
T111,T112,Adam Hadwin,93,-.011,.223,-.055,-.081,88
113,114,Bryce Molder,80,-.013,-.181,-.331,.498,67
114,T115,Stuart Appleby,71,-.025,-.173,-.100,.248,66
115,117,Ben Crane,80,-.028,-.063,.101,.173,66
116,118,Chris Stroud,82,-.029,-.069,.159,-.119,69
117,119,Patton Kizzire,93,-.039,-.340,.339,-.080,75
118,120,Will Wilcox,67,-.062,.040,.159,-.261,57
119,121,Brian Stuard,66,-.070,-.100,-.110,.140,60
120,122,Jeff Overton,69,-.076,-.054,-.157,.134,58
121,123,Colt Knost,90,-.077,-.294,.228,-.131,71
122,124,Cameron Tringale,81,-.081,-.443,.257,.104,70
123,125,Billy Hurley III,66,-.084,-.206,.226,-.104,59
124,126,Ricky Barnes,97,-.091,-.518,.200,.227,80
125,127,Tyler Aldridge,83,-.110,-.115,-.031,.036,67
126,128,Ben Martin,92,-.117,.079,.081,-.277,80
127,T115,Kevin Kisner,97,-.124,.348,-.142,-.331,73
128,129,Derek Ernst,59,-.127,.152,-.291,.012,43
129,130,K.J. Choi,73,-.145,-.317,.263,.159,67
T130,T131,Seung-Yul Noh,85,-.149,-.637,.114,.374,69
T130,T131,Kelly Kraft,63,-.149,-.093,-.100,-.103,45
132,133,Sung Kang,89,-.182,-.009,-.121,-.053,73
133,134,Bronson Burgoon,83,-.203,.069,.145,-.398,65
134,135,Ken Duke,58,-.210,.040,-.202,-.048,48
135,136,Dawie van der Walt,72,-.213,-.013,.210,-.410,56
136,137,Fabián Gómez,82,-.249,.009,-.289,.030,73
137,138,Jason Bohn,67,-.252,-.259,.272,-.265,59
138,139,Tom Hoge,81,-.254,-.315,.236,-.175,63
139,140,Rob Oppenheim,67,-.260,-.779,.189,.176,51
140,141,Scott Pinckney,87,-.262,.511,-.396,-.376,71
141,142,Sam Saunders,69,-.293,-.191,-.105,.003,51
142,143,Brian Harman,104,-.296,.270,-.611,.120,92
143,144,George McNeill,51,-.306,-.415,.278,-.168,46
144,145,Abraham Ancer,51,-.307,-.024,-.340,.057,38
145,146,Morgan Hoffmann,71,-.324,-.070,-.192,-.062,59
146,147,Aaron Baddeley,93,-.330,-.366,-.362,.402,75
147,148,Jon Curran,99,-.354,-.659,.001,.304,84
148,149,Daniel Summerhays,99,-.356,-.126,-.257,.027,79
149,150,Steve Wheatcroft,85,-.375,.008,-.394,.012,70
150,151,Andrew Loupe,75,-.395,-.005,-.281,-.172,67
151,152,Mark Wilson,66,-.399,-.501,-.061,.163,55
152,153,Freddie Jacobson,86,-.414,-.223,-.059,.050,72
153,154,Michael Kim,100,-.423,-.006,-.078,-.111,86
154,155,Ernie Els,66,-.428,.065,-.480,-.014,56
155,156,Rhein Gibson,58,-.442,-.067,.000,-.376,44
156,157,Chad Collins,73,-.448,-.629,-.226,.408,64
157,158,Jason Gore,78,-.449,.044,-.097,-.581,60
158,159,Rory Sabbatini,57,-.459,.115,-.628,.054,39
159,160,J.J. Henry,68,-.465,-.293,-.257,-.097,61
160,161,Andres Gonzales,80,-.469,-.222,-.112,-.135,64
161,163,Carlos Ortiz,79,-.481,-.452,.061,-.272,61
162,164,Mark Hubbard,101,-.487,-.143,-.189,-.155,83
163,165,Brendon de Jonge,83,-.488,-.229,-.195,-.063,65
164,166,Steve Marino,72,-.555,.210,-.350,-.263,56
165,167,Zac Blair,99,-.565,-.068,-.498,.001,81
166,168,Camilo Villegas,83,-.572,-.764,.080,.113,71
167,169,Troy Merritt,77,-.608,-.303,-.138,-.166,65
168,170,Jonas Blixt,79,-.613,-.093,-.303,.012,68
169,171,Wes Roach,59,-.615,-.015,-.262,-.338,43
170,172,Scott Langley,65,-.639,.105,-.998,.254,53
171,173,Erik Compton,65,-.646,-.495,-.443,.074,51
172,174,Andrew Landry,53,-.694,.594,-.892,-.396,33
173,175,Cameron Smith,73,-.706,-.357,-.286,-.062,46
174,176,Derek Fathauer,94,-.791,-.538,-.250,-.026,76
T175,T177,Hiroshi Iwata,85,-.817,.012,-.562,-.033,67
T175,T177,Ángel Cabrera,62,-.817,-.106,-.355,-.582,49
177,179,Luke Guthrie,57,-.847,-.819,-.075,.046,45
178,180,Dicky Pride,55,-.974,-.212,-.856,.094,41
179,181,Martin Piller,59,-.997,-.444,-.549,-.240,47
180,182,Hunter Mahan,61,-1.032,-.118,-.869,-.268,50
181,183,Peter Malnati,85,-1.143,-.538,-.532,-.073,74
182,184,Robert Allenby,51,-1.459,-.631,-.460,-.368,41
183,186,D.H. Lee,61,-1.821,-.510,-1.318,.007,46
184,187,Brendon Todd,66,-2.055,-1.043,-1.424,.412,54
185,188,Steven Bowditch,71,-3.340,-1.616,-1.680,-.044,55
