RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,1,Adam Scott,79,2.062,.522,1.491,.049,56
2,2,Rory McIlroy,69,1.888,1.230,.447,.211,48
3,3,Dustin Johnson,87,1.646,1.117,.430,.066,63
4,5,Bubba Watson,72,1.359,.983,.393,-.017,51
5,6,Justin Rose,65,1.325,.678,.409,.237,49
6,4,Hideki Matsuyama,76,1.315,.527,.774,.015,58
7,9,Paul Casey,77,1.260,.494,.616,.150,57
8,8,Rickie Fowler,80,1.224,.529,.308,.387,64
9,10,Sergio Garcia,54,1.189,.737,.482,-.031,31
10,7,Charl Schwartzel,73,1.180,.304,.652,.224,56
11,11,Webb Simpson,70,1.149,.146,.728,.276,58
12,13,Kevin Chappell,93,1.077,.317,.634,.126,78
13,12,Gary Woodland,95,1.065,.695,.522,.088,78
14,14,Jason Day,76,.987,.186,.426,.375,54
15,16,Branden Grace,63,.960,.326,.603,.032,42
16,17,Matt Kuchar,100,.933,.364,.326,.242,77
17,18,Keegan Bradley,82,.929,.305,.419,.205,63
18,21,Ryan Palmer,86,.868,.625,.242,.000,78
19,23,Francesco Molinari,64,.859,.192,.484,.183,57
20,24,Louis Oosthuizen,63,.857,.387,.300,.170,42
21,19,Roberto Castro,97,.844,.217,.437,.190,88
22,22,Jason Dufner,105,.840,.290,.469,.081,79
23,T25,Robert Garrigus,69,.836,.350,.734,-.286,55
24,27,Jason Kokrak,89,.813,.594,.424,-.238,75
25,15,Jordan Spieth,80,.811,.402,.145,.264,58
26,20,Phil Mickelson,75,.799,-.145,.726,.218,59
27,29,Chad Campbell,90,.768,.048,.235,.346,80
28,30,Lucas Glover,75,.764,.565,.308,-.110,67
29,T31,Chez Reavie,90,.762,.262,.567,-.068,76
30,T25,Patrick Reed,105,.746,.183,.158,.406,78
31,T31,Daniel Berger,92,.718,.329,.490,-.100,72
32,35,Billy Horschel,73,.717,.201,.422,-.102,57
33,36,Luke List,79,.709,.427,.277,.004,65
34,37,Bill Haas,86,.693,.068,.272,.353,64
35,28,Jimmy Walker,85,.671,.044,.690,.225,71
36,39,Chris Kirk,90,.660,.086,.369,.205,74
37,40,Brooks Koepka,75,.648,.542,.139,-.033,60
38,34,J.B. Holmes,77,.633,.663,-.151,.233,61
39,43,Alex Cejka,71,.631,-.292,.626,.297,51
40,45,Charley Hoffman,91,.617,.384,.161,-.085,71
41,46,Robert Streb,87,.606,.050,.366,.209,66
42,41,Si Woo Kim,113,.605,.257,-.168,.403,99
43,42,William McGirt,98,.598,.370,.256,-.029,88
44,38,Brandt Snedeker,93,.573,-.059,.164,.320,75
45,44,Russell Knox,92,.560,.130,.356,.073,65
46,49,Shane Lowry,57,.556,.296,-.180,.139,37
47,33,Kevin Na,96,.553,-.322,.788,.087,69
48,50,Charles Howell III,91,.549,.039,.046,.323,79
49,55,Ryan Moore,86,.544,-.112,.418,.237,65
50,51,Brendan Steele,88,.542,.331,.238,-.188,69
T51,47,Emiliano Grillo,93,.534,.446,.255,-.167,73
T51,52,Greg Owen,85,.534,.177,.475,-.279,69
53,53,Justin Thomas,99,.506,.029,.494,-.017,75
54,54,Patrick Rodgers,89,.504,.356,-.009,.157,71
55,48,Jhonattan Vegas,97,.498,.589,.180,-.112,81
56,56,Danny Lee,93,.489,.108,.205,.020,71
57,57,Harold Varner III,92,.481,.472,.057,-.078,80
58,58,Scott Piercy,87,.479,.608,.116,.002,65
59,59,Jim Furyk,52,.463,-.234,.465,.232,44
60,60,Stewart Cink,61,.460,-.049,.492,.017,49
61,61,Vaughn Taylor,72,.457,-.113,.612,-.042,67
62,62,Kevin Streelman,82,.450,.289,.238,-.008,64
63,63,Scott Stallings,74,.443,.106,.177,.018,63
64,64,Jerry Kelly,76,.381,.013,.427,-.059,60
65,66,Jamie Lovemark,91,.373,.609,-.459,.294,83
66,67,Russell Henley,76,.366,.269,.136,-.038,69
67,68,Graham DeLaet,70,.347,.444,.662,-.567,59
68,69,David Hearn,95,.311,-.303,.532,.081,82
69,70,Boo Weekley,83,.307,.571,-.090,-.174,71
70,71,Kyle Stanley,92,.279,.041,.262,-.070,79
71,72,Padraig Harrington,54,.275,-.292,.159,.408,44
72,73,Marc Leishman,89,.258,.159,-.092,.191,65
73,74,Geoff Ogilvy,63,.249,-.081,.173,.157,50
74,75,David Toms,62,.248,-.390,.360,.278,54
75,77,Smylie Kaufman,91,.231,-.022,.039,.059,72
T76,T78,Luke Donald,81,.230,-.665,.465,.429,59
T76,T78,Spencer Levin,104,.230,.043,.003,.184,82
78,80,Tim Wilkinson,72,.226,-.459,.424,.260,50
79,81,Vijay Singh,72,.222,.023,-.010,.209,65
80,82,Tony Finau,95,.216,.365,-.247,-.045,78
81,83,Zach Johnson,90,.214,-.269,.163,.321,73
82,84,David Lingmerth,84,.206,.193,.116,-.103,60
83,85,Shawn Stefani,91,.191,.003,.073,.116,77
84,86,D.A. Points,55,.190,-.492,.640,.041,39
85,87,Will MacKenzie,84,.176,.032,.072,.072,66
86,76,Sean O'Hair,89,.163,.325,-.187,.024,84
87,88,Retief Goosen,55,.151,-.385,.080,.457,48
88,89,Thomas Aiken,70,.150,.438,.101,-.390,48
89,90,Martin Laird,82,.148,-.178,.313,.053,71
90,91,John Huh,86,.136,.127,.110,.050,79
91,92,John Senden,88,.130,.318,.199,-.299,79
92,93,Jim Herman,93,.111,.364,-.288,-.122,71
93,94,Brett Stegmaier,87,.109,.128,.133,-.152,75
94,95,Steve Stricker,53,.101,-.440,-.003,.544,45
95,96,Johnson Wagner,86,.096,.030,.219,-.154,76
96,97,Hudson Swafford,104,.093,.497,.320,-.561,92
T97,T98,Blayne Barber,84,.088,.018,.127,-.056,74
T97,T98,Anirban Lahiri,72,.088,.025,.143,-.080,48
99,100,Nick Taylor,83,.086,.149,.060,-.123,66
100,101,Michael Thompson,71,.079,.015,.160,.051,54
101,102,Kyle Reifers,115,.057,.117,.040,-.113,97
