RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
T99,T99,Ryan Palmer,103,.179,.293,.120,-.235,90
101,101,Chris Smith,105,.178,.526,.082,-.430,93
T102,T102,Craig Parry,52,.175,-.133,-.037,.345,37
T102,T102,Omar Uresti,85,.175,-.194,.147,.221,76
104,104,J.L. Lewis,106,.167,.100,.285,-.219,89
105,105,D.J. Brigman,79,.157,.117,.041,-.002,69
106,106,Danny Briggs,85,.154,.043,.298,-.186,75
107,107,Brian Gay,96,.147,-.425,.230,.342,88
108,108,Steve Lowery,91,.137,.054,.339,-.255,74
109,109,Joe Ogilvie,104,.134,.150,-.068,.051,85
110,110,Jonathan Byrd,85,.126,.109,-.347,.364,73
111,111,Steve Allan,102,.101,.246,-.058,-.087,88
112,112,Tim Petrovic,111,.096,-.018,-.146,.260,87
113,114,Roland Thatcher,66,.079,.448,-.057,-.312,61
114,115,Shaun Micheel,93,.073,.017,-.008,.064,70
115,116,Mark Wilson,62,.061,.018,-.078,.121,58
116,117,Daniel Chopra,108,.045,.097,-.046,-.006,92
117,118,Mathias Grönberg,91,.021,.187,-.102,-.064,74
118,119,Scott Hend,81,.007,.375,-.350,-.018,70
119,120,Freddie Jacobson,83,.004,-.191,.209,-.014,63
120,121,Brad Faxon,94,.001,-.476,.251,.226,70
121,122,Scott McCarron,88,-.003,.047,.081,-.130,75
T122,123,Billy Andrade,104,-.013,-.338,.291,.034,92
T122,113,Todd Hamilton,92,-.013,-.199,.093,.093,70
124,124,Steve Elkington,64,-.034,-.047,-.031,.044,56
125,125,Jeff Brehaut,106,-.035,.292,-.161,-.166,94
126,126,Olin Browne,92,-.036,.054,.112,-.202,79
127,127,Todd Fischer,104,-.046,-.275,.115,.113,92
128,128,John Rollins,90,-.057,.183,-.053,-.187,72
129,129,Matt Gogel,86,-.058,-.007,-.050,.000,70
130,130,Hidemichi Tanaka,89,-.061,.113,.003,-.176,78
131,131,Niclas Fasth,61,-.068,.072,-.169,.028,52
132,132,John Cook,57,-.071,-.373,.175,.127,48
133,133,Bob Tway,90,-.077,-.289,.269,-.057,66
134,134,Skip Kendall,99,-.083,-.001,-.111,.028,80
135,135,Stephen Leaney,84,-.086,-.130,.032,.011,57
136,136,Hank Kuehne,91,-.093,.181,-.304,.030,84
137,137,Russ Cochran,61,-.118,-.051,.104,-.172,55
138,139,Matt Kuchar,83,-.131,.059,-.282,.091,77
139,140,Jay Williamson,100,-.133,.113,-.053,-.194,90
140,141,Roger Tambellini,81,-.135,.117,-.219,-.033,70
141,142,Tommy Armour III,87,-.139,.167,-.302,-.004,76
142,143,José María Olazábal,56,-.165,-1.080,.474,.440,42
143,144,Craig Bowden,83,-.175,-.095,-.149,.070,75
144,145,Brent Geiberger,94,-.176,-.067,-.214,.104,84
145,146,Spike McRoy,93,-.189,.127,-.264,-.052,77
146,147,Hunter Mahan,94,-.192,.187,-.198,-.181,83
147,148,Arjun Atwal,85,-.200,.013,-.097,-.116,75
148,149,Tag Ridings,53,-.203,.148,-.209,-.142,45
149,150,Ben Crane,92,-.249,-.132,-.256,.139,81
150,151,Patrick Sheehan,113,-.253,-.105,.096,-.244,100
151,152,Michael Allen,87,-.270,-.393,.160,-.037,77
152,153,Brian Bateman,84,-.274,.234,-.302,-.206,73
153,154,Pat Bates,99,-.291,-.183,-.192,.083,90
154,155,Grant Waite,79,-.292,-.210,-.314,.232,68
155,156,Deane Pappas,72,-.310,-.083,-.320,.093,64
156,157,J.P. Hayes,79,-.328,-.162,-.140,-.026,64
157,158,Steve Pate,71,-.333,-.396,-.081,.144,61
158,159,David Branshaw,84,-.334,-.186,.140,-.288,72
159,160,Danny Ellis,81,-.345,.055,-.299,-.102,69
160,161,Rich Barcelo,67,-.358,-.107,-.111,-.140,59
161,162,Craig Perks,75,-.397,-.577,-.091,.271,63
162,163,Brenden Pappas,111,-.433,-.317,-.154,.038,99
163,164,Gene Sauers,83,-.446,-.287,-.097,-.062,73
164,165,Dean Wilson,99,-.478,-.282,-.341,.145,91
165,166,Bob Burns,88,-.483,-.252,-.244,.012,78
166,167,Richard Johnson,102,-.498,-.304,-.028,-.167,93
167,168,Blaine McCallister,68,-.499,-.187,-.352,.040,62
168,169,Mike Heinen,53,-.504,.079,-.284,-.299,51
169,170,Paul Azinger,75,-.523,-.403,-.353,.233,65
170,171,Cliff Kresge,89,-.532,-.312,-.169,-.052,75
171,172,Jay Delsing,76,-.547,-.219,-.169,-.159,64
172,173,Kris Cox,73,-.570,-.035,-.319,-.216,61
173,174,Scott Simpson,55,-.611,-.234,-.423,.046,51
174,175,Mark Brooks,72,-.651,-.324,-.471,.144,57
175,176,Brian Kortan,65,-.657,.131,-.815,.026,57
176,177,David Frost,78,-.660,-.591,-.390,.321,75
177,178,Dan Forsman,79,-.666,-.304,-.653,.291,66
178,179,Esteban Toledo,92,-.673,-.261,-.639,.227,80
T179,T180,Steve Stricker,81,-.680,-1.036,.002,.353,69
T179,T180,Tom Carter,113,-.680,.021,-.760,.059,96
181,182,Tripp Isenhour,55,-.688,-.245,-.158,-.285,47
182,183,Len Mattiace,75,-.701,-.306,-.611,.216,70
183,184,Mark O'Meara,58,-.707,-.425,-.369,.087,41
184,185,Tommy Tolles,67,-.745,-.414,-.120,-.210,61
185,186,Greg Chalmers,70,-.753,-.441,-.350,.038,65
186,187,Guy Boros,64,-.788,-.045,-.403,-.341,59
187,188,David Morland IV,73,-.842,-.345,-.512,.015,62
188,189,Dicky Pride,66,-.878,-.308,-.265,-.305,59
189,190,Andre Stolz,53,-1.002,-.333,-.532,-.137,48
190,191,Aaron Baddeley,87,-1.008,-.530,-.679,.201,76
191,192,Ken Duke,89,-1.027,-.404,-.488,-.134,80
192,193,Dan Olsen,75,-1.137,-.427,-.424,-.287,65
193,194,Hirofumi Miyase,65,-1.159,-.243,-.716,-.200,57
194,195,Kevin Muncrief,50,-1.189,-.567,-.448,-.175,45
195,196,Chris Couch,55,-2.133,.224,-1.088,-1.269,46
196,197,David Gossett,57,-2.667,-1.075,-1.484,-.109,51
