RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS
118,121,Darron Stiles,51,-.087,-3.640,42
119,122,Tommy Gainey,84,-.098,-7.380,75
120,123,Marc Leishman,77,-.099,-6.313,64
121,124,Shawn Stefani,63,-.110,-5.518,50
122,125,Rod Pampling,46,-.115,-4.007,35
123,126,Luke Guthrie,82,-.116,-7.514,65
124,127,Pat Perez,69,-.127,-8.109,64
125,128,Brian Stuard,78,-.128,-8.094,63
126,129,Richard Lee,81,-.134,-9.613,72
T127,119,Tiger Woods,61,-.142,-6.124,43
T127,130,D.H. Lee,65,-.142,-8.245,58
129,131,Ben Crane,62,-.143,-7.864,55
130,132,Jason Bohn,70,-.156,-10.275,66
131,133,Geoff Ogilvy,57,-.161,-6.743,42
132,134,Seung-Yul Noh,71,-.162,-10.050,62
T133,T135,Ricky Barnes,74,-.181,-11.787,65
T133,T135,Trevor Immelman,73,-.181,-11.227,62
135,137,Camilo Villegas,79,-.183,-11.687,64
136,139,D.A. Points,87,-.194,-13.161,68
137,138,David Hearn,88,-.199,-14.506,73
138,140,Troy Matteson,68,-.206,-12.139,59
T139,T141,Tim Herron,45,-.208,-9.157,44
T139,T141,William McGirt,75,-.208,-14.772,71
141,143,Chris Kirk,89,-.213,-17.233,81
142,144,Bob Estes,66,-.216,-13.369,62
143,145,Robert Karlsson,56,-.217,-8.038,37
144,146,Charlie Wi,75,-.224,-14.761,66
145,147,Jonas Blixt,76,-.227,-15.217,67
146,148,David Lynn,70,-.229,-12.836,56
147,149,Doug LaBelle II,72,-.243,-14.345,59
148,150,Stewart Cink,71,-.264,-14.760,56
149,151,Justin Bolli,59,-.273,-12.550,46
T150,T152,Stuart Appleby,88,-.280,-22.142,79
T150,T152,Michael Thompson,66,-.280,-14.834,53
152,154,Chad Campbell,78,-.286,-20.606,72
153,155,Scott Langley,79,-.302,-19.333,64
154,156,Peter Hanson,45,-.306,-10.106,33
155,157,David Mathis,71,-.328,-20.349,62
156,158,Jin Park,52,-.335,-14.420,43
157,159,Justin Leonard,86,-.341,-25.558,75
158,160,Padraig Harrington,52,-.345,-12.084,35
159,161,Dicky Pride,71,-.365,-21.521,59
160,162,David Toms,49,-.370,-11.825,32
161,164,James Driscoll,76,-.422,-26.612,63
162,165,Luke List,65,-.447,-23.265,52
163,167,Luke Donald,60,-.459,-21.132,46
164,166,Johnson Wagner,64,-.461,-23.970,52
165,168,Lee Williams,62,-.514,-26.199,51
166,169,Bryce Molder,82,-.538,-38.169,71
167,170,Alistair Presnell,59,-.548,-25.219,46
168,171,Greg Chalmers,77,-.552,-38.606,70
169,173,Aaron Watkins,46,-.568,-19.881,35
170,174,Brian Gay,79,-.577,-40.935,71
171,175,Chris Stroud,88,-.578,-45.046,78
172,176,Bobby Gates,49,-.580,-22.039,38
173,177,Aaron Baddeley,68,-.603,-35.590,59
174,178,Colt Knost,69,-.625,-36.257,58
175,179,Ben Curtis,59,-.632,-29.078,46
176,180,Stephen Ames,49,-.662,-29.117,44
177,181,Robert Allenby,58,-.733,-38.101,52
178,182,Michael Bradley,56,-1.058,-45.490,43
179,183,Casey Wittenberg,72,-1.071,-65.337,61
180,184,Mike Weir,60,-1.338,-62.907,47
