RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS
51,53,Rory Sabbatini,85,.218,13.275,61
T52,T59,David Hearn,88,.217,16.462,76
T52,T54,Ángel Cabrera,50,.217,7.588,35
54,62,Billy Mayfair,94,.213,18.122,85
T55,T59,Jason Day,76,.204,12.064,59
T55,56,Alex Prugh,82,.204,14.507,71
57,58,Justin Hicks,60,.202,8.905,44
T58,61,Andres Romero,77,.201,13.670,68
T58,57,Scott Piercy,78,.201,12.641,63
60,51,Rod Pampling,72,.193,11.608,60
61,65,Heath Slocum,89,.192,14.203,74
62,64,Aaron Baddeley,77,.190,11.751,62
63,68,Justin Rose,79,.186,11.704,63
64,63,Scott McCarron,65,.181,9.777,54
65,T66,Charles Howell III,108,.168,15.295,91
66,T66,David Toms,78,.166,9.795,59
67,71,Jim Renner,65,.162,8.562,53
68,69,Ryan Moore,79,.158,9.453,60
69,72,Bill Lunde,92,.156,11.978,77
70,75,Cameron Tringale,110,.154,14.929,97
71,70,Y.E. Yang,63,.152,6.379,42
T72,76,Kevin Chappell,78,.140,8.555,61
T72,T73,Phil Mickelson,79,.140,8.109,58
74,T88,Sung Kang,63,.135,6.881,51
75,85,Bobby Gates,82,.133,8.905,67
76,T79,George McNeill,69,.130,7.523,58
77,77,Brandt Snedeker,85,.127,8.535,67
78,T79,Ernie Els,71,.121,7.133,59
79,81,Brendan Steele,89,.118,9.099,77
80,T73,Tag Ridings,87,.114,8.429,74
81,83,Carl Pettersson,95,.113,10.142,90
82,78,Kevin Stadler,88,.109,7.972,73
T83,84,Ben Crane,76,.101,6.277,62
T83,T90,Briny Baird,60,.101,4.946,49
85,82,Spencer Levin,113,.097,9.085,94
86,87,Chad Campbell,99,.082,7.139,87
87,T88,Tom Gillis,55,.076,3.812,50
88,93,Ben Martin,74,.073,4.743,65
89,86,Zack Miller,86,.057,4.246,75
90,94,Steve Stricker,70,.047,2.507,53
91,95,D.A. Points,89,.044,3.226,74
92,92,Luke Donald,73,.040,2.092,52
T93,T90,Jerry Kelly,85,.038,2.602,68
T93,96,Robert Karlsson,61,.038,1.689,45
95,102,Joseph Bramlett,73,.030,1.803,61
96,98,Michael Putnam,67,.020,1.066,53
97,99,Geoff Ogilvy,69,.017,.926,54
98,97,Nick O'Hern,89,.013,.957,76
99,100,Zach Johnson,79,.012,.739,64
100,101,Mark Wilson,89,.007,.489,70
101,103,Steve Elkington,50,-.004,-.176,42
102,110,Roland Thatcher,67,-.007,-.427,61
103,104,Ricky Barnes,78,-.011,-.720,64
104,107,Hunter Haas,96,-.015,-1.238,85
T105,T105,Jim Furyk,87,-.017,-1.177,70
T105,T105,Freddie Jacobson,92,-.017,-1.165,70
107,108,J.P. Hayes,56,-.035,-1.686,48
108,109,William McGirt,103,-.039,-3.547,92
109,112,Jonathan Byrd,83,-.041,-2.946,72
110,113,Ben Curtis,66,-.046,-2.824,62
111,115,Stewart Cink,72,-.055,-2.868,52
T112,T121,Kent Jones,76,-.059,-3.983,67
T112,114,Johnson Wagner,81,-.059,-4.108,70
T114,116,Ryan Palmer,82,-.060,-3.628,60
T114,117,Chris Stroud,88,-.060,-4.656,78
116,118,Brendon de Jonge,105,-.065,-5.981,92
117,111,Garrett Willis,71,-.066,-4.200,64
118,119,K.J. Choi,77,-.070,-4.035,58
119,T121,Scott Gutschewski,67,-.072,-3.974,55
120,127,Marc Turnesa,54,-.077,-3.554,46
121,T121,Kris Blanks,92,-.078,-6.512,83
122,125,Chris Riley,76,-.087,-5.947,68
123,124,David Mathis,83,-.091,-6.349,70
124,120,Jason Bohn,74,-.103,-6.917,67
125,128,Marc Leishman,87,-.116,-9.246,80
126,129,Chris Kirk,87,-.118,-9.088,77
127,T130,Sean O'Hair,71,-.122,-7.306,60
T128,132,Camilo Villegas,69,-.125,-7.143,57
T128,T134,Tim Herron,85,-.125,-9.647,77
130,T130,Stephen Ames,69,-.131,-7.867,60
131,136,Charlie Wi,83,-.133,-10.214,77
132,133,Matt Jones,71,-.135,-8.667,64
133,T134,Alex Cejka,59,-.145,-6.813,47
134,T138,Woody Austin,59,-.149,-7.466,50
135,126,Rich Beem,53,-.152,-7.007,46
136,T138,Jarrod Lyle,83,-.175,-12.610,72
137,137,Aron Price,58,-.176,-8.639,49
138,142,Troy Merritt,63,-.181,-10.308,57
139,149,Alexandre Rocha,65,-.184,-9.018,49
140,141,Fabián Gómez,84,-.186,-12.867,69
141,,Retief Goosen,50,-.204,-8.164,40
142,T138,Ryuji Imada,83,-.211,-16.048,76
143,144,Colt Knost,80,-.229,-15.336,67
T144,T147,James Driscoll,71,-.243,-14.823,61
T144,150,David Duval,67,-.243,-14.098,58
146,143,Shane Bertsch,62,-.245,-12.746,52
147,146,Kevin Kisner,70,-.247,-14.066,57
148,145,Rocco Mediate,53,-.248,-11.891,48
149,152,Justin Leonard,82,-.257,-19.016,74
T150,T147,Matt Bettencourt,84,-.267,-20.590,77
T150,,Will Strickler,51,-.267,-11.463,43
152,151,Joe Ogilvie,75,-.271,-16.520,61
153,153,Paul Goydos,81,-.276,-20.422,74
154,T154,Jimmy Walker,79,-.285,-21.665,76
155,157,Vaughn Taylor,89,-.294,-24.424,83
156,166,Trevor Immelman,84,-.299,-20.046,67
157,T154,Chris DiMarco,93,-.313,-25.674,82
158,T159,Tim Petrovic,88,-.316,-24.340,77
159,161,Bryce Molder,82,-.325,-23.048,71
160,156,Martin Piller,63,-.326,-16.939,52
161,158,Michael Thompson,79,-.335,-23.087,69
162,163,Ian Poulter,52,-.354,-13.799,39
163,162,Brian Gay,90,-.360,-26.673,74
164,164,Matt McQuillan,59,-.363,-17.412,48
165,165,Nathan Green,81,-.367,-25.693,70
166,168,Padraig Harrington,60,-.392,-17.644,45
167,167,Michael Connell,76,-.393,-28.295,72
168,169,Lee Janzen,62,-.401,-20.037,50
169,170,Greg Chalmers,88,-.411,-32.434,79
170,171,Cameron Beckman,71,-.423,-27.083,64
171,173,Anthony Kim,72,-.455,-26.412,58
172,172,Steve Flesch,88,-.460,-35.917,78
173,174,Stuart Appleby,65,-.461,-27.668,60
174,176,Andres Gonzales,60,-.473,-21.775,46
175,175,Paul Stankowski,78,-.529,-34.411,65
176,180,Bio Kim,71,-.563,-32.680,58
177,177,Michael Bradley,74,-.572,-33.756,59
178,178,D.J. Brigman,67,-.606,-33.340,55
179,179,Shaun Micheel,77,-.640,-41.602,65
180,181,Richard Johnson,64,-.689,-37.212,54
181,184,Derek Lamely,65,-.700,-40.583,58
182,182,Arjun Atwal,91,-.705,-58.505,83
183,183,Daniel Summerhays,75,-.719,-47.476,66
184,185,Kevin Na,84,-.757,-51.496,68
185,186,Dean Wilson,62,-.863,-49.190,57
186,187,Nate Smith,66,-.882,-46.744,53
