RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
T141,T142,Zach Johnson,97,282.2,"54,182",192
T141,T142,Daniel Summerhays,98,282.2,"53,054",188
143,144,Y.E. Yang,79,281.9,"43,973",156
144,145,Briny Baird,50,281.6,"28,159",100
145,146,Scott Langley,95,281.3,"52,320",186
146,147,Charlie Wi,72,281,"39,335",140
147,148,Greg Chalmers,85,280.7,"45,469",162
T148,150,Kevin Na,94,280.3,"52,700",188
T148,149,Brendon Todd,108,280.3,"60,260",215
150,151,Spencer Levin,59,280.1,"33,051",118
151,152,Jason Bohn,81,280,"45,363",162
152,153,K.J. Choi,80,279.8,"42,535",152
153,154,Mark Wilson,69,279.6,"36,346",130
154,155,Ben Curtis,77,279.5,"40,811",146
155,156,Jim Furyk,84,279.3,"44,681",160
156,157,David Hearn,97,279.1,"51,918",186
157,158,Ben Crane,81,279,"45,204",162
158,159,Bryce Molder,77,278.7,"38,458",138
159,160,Stuart Appleby,92,278.6,"50,148",180
T160,T161,William McGirt,96,278.5,"53,472",192
T160,T161,Woody Austin,63,278.5,"32,861",118
162,163,"Ted Potter, Jr.",68,278.4,"37,864",136
163,164,Brian Davis,93,278.2,"49,511",178
164,165,Luke Donald,57,278.1,"28,926",104
165,166,Graeme McDowell,66,278,"32,253",116
166,167,Heath Slocum,71,277.8,"38,340",138
167,168,Jerry Kelly,80,277.5,"42,183",152
168,170,Billy Hurley III,86,276.7,"47,597",172
169,171,Jeff Maggert,54,276.6,"29,877",108
170,172,D.H. Lee,54,276.2,"27,616",100
171,173,Ken Duke,80,275.5,"40,775",148
172,174,Chad Collins,78,275.4,"40,764",148
173,176,David Toms,64,275.1,"34,110",124
174,177,Tim Clark,75,272.2,"38,655",142
175,178,Brian Gay,81,271.6,"38,570",142
176,179,Mike Weir,69,271.2,"35,252",130
177,180,Justin Leonard,75,270.3,"40,539",150
