RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
1,2,Davis Love III,91,283.8,"51,657",182
2,3,Dennis Paulson,77,283.0,"43,020",152
3,,Fred Couples,51,279.9,"28,547",102
4,4,Todd Barranger,67,279.1,"37,406",134
5,5,Robert Gamez,76,278.4,"42,038",151
T6,8,Kelly Gibson,93,277.5,"51,617",186
T6,6,Nick Price,60,277.5,"33,300",120
T8,7,Greg Norman,63,277.1,"34,909",126
T8,9,Bill Glasson,75,277.1,"41,559",150
10,10,Mike Heinen,79,275.3,"43,493",158
11,11,John Huston,84,275.0,"46,201",168
T12,T12,"Jim Gallagher, Jr.",83,274.5,"45,563",166
T12,T12,Vijay Singh,67,274.5,"35,960",131
14,14,Brett Ogle,58,273.9,"31,777",116
15,15,Phil Mickelson,65,273.7,"35,586",130
16,T16,Mike Springer,84,273.2,"45,903",168
T17,T16,Craig Stadler,69,273.1,"37,691",138
T17,19,Mark Calcavecchia,84,273.1,"45,880",168
T17,T16,Neal Lancaster,95,273.1,"51,883",190
20,20,John Adams,82,272.9,"44,487",163
21,21,Curt Byrum,81,272.6,"44,160",162
22,22,Steve Lamontagne,79,272.3,"42,471",156
23,23,Mike Standly,93,272.0,"50,328",185
24,24,Ed Humenik,89,271.8,"48,389",178
25,25,Duffy Waldorf,80,271.4,"43,422",160
T26,T26,Steve Elkington,62,271.2,"33,627",124
T26,T26,Michael Bradley,89,271.2,"48,282",178
28,28,Guy Boros,93,270.7,"50,344",186
29,29,Fuzzy Zoeller,73,270.4,"39,477",146
T30,T30,Andrew Magee,89,270.3,"48,122",178
T30,T30,Tom Purtzer,68,270.3,"36,758",136
32,33,Jay Delsing,88,269.6,"46,904",174
33,34,Larry Silveira,77,269.4,"41,487",154
T34,32,Tom Lehman,81,269.3,"43,624",162
T34,35,"Dave Stockton, Jr.",90,269.3,"48,472",180
36,36,Payne Stewart,76,268.8,"40,854",152
T37,T37,Tom Watson,54,268.5,"28,730",107
T37,T37,Brian Henninger,69,268.5,"37,057",138
T39,T39,Steve Stricker,93,268.4,"49,914",186
T39,T39,Marco Dawson,85,268.4,"45,634",170
41,41,Steve Rintoul,80,267.9,"42,869",160
42,42,John Wilson,84,267.8,"44,986",168
T43,T43,Mike Sullivan,71,267.5,"37,978",142
T43,T43,David Peoples,88,267.5,"47,086",176
T45,T45,Phil Blackmar,67,266.9,"35,764",134
