RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
T45,T45,Rob Boldt,59,266.9,"31,229",117
47,47,Gary Hallberg,78,266.6,"41,062",154
48,48,Bob Tway,80,266.5,"42,647",160
T49,T49,Dan Forsman,68,266.3,"36,222",136
T49,T49,Charles Raulerson,62,266.3,"33,020",124
51,52,Dudley Hart,81,266.2,"42,599",160
52,T49,Jeff Maggert,88,266.1,"46,834",176
T53,T53,Gil Morgan,65,266.0,"34,574",130
T53,T53,Donnie Hammond,83,266.0,"44,148",166
T55,T55,Jim McGovern,95,265.8,"50,508",190
T55,T55,Jesper Parnevik,56,265.8,"29,766",112
57,57,Ted Schulz,78,265.7,"40,646",153
58,58,Ronnie Black,80,265.6,"42,502",160
59,59,Chris DiMarco,86,265.4,"45,647",172
60,60,Robin Freeman,91,265.3,"48,286",182
T61,62,Steve Lowery,94,264.9,"49,797",188
T61,61,Kenny Perry,99,264.9,"52,453",198
63,63,Bruce Lietzke,59,264.8,"31,245",118
64,64,Brian Kamm,94,264.7,"49,763",188
T65,T65,Mark McCumber,76,264.6,"40,226",152
T65,T65,Hal Sutton,97,264.6,"51,334",194
67,T67,Brad Bryant,109,264.4,"57,631",218
T68,T67,Tom Sieckmann,79,264.3,"41,760",158
T68,T67,Joey Sindelar,65,264.3,"34,364",130
T68,T67,Howard Twitty,88,264.3,"46,252",175
T71,72,Jay Haas,102,264.2,"53,906",204
T71,71,Brad Lardon,55,264.2,"29,061",110
73,73,David Toms,92,263.7,"47,458",180
T74,T74,Brad Faxon,92,263.6,"48,494",184
T74,T74,Rick Fehr,77,263.6,"40,601",154
76,76,Bobby Wadkins,67,263.4,"35,290",134
77,77,Blaine McCallister,95,263.3,"50,020",190
78,T79,Bob Estes,95,263.2,"50,011",190
79,78,Peter Jacobsen,68,263.1,"35,778",136
80,T79,Jim Thorpe,76,262.9,"39,955",152
81,81,Lee Janzen,88,262.7,"46,237",176
82,82,Mark O'Meara,91,262.6,"47,785",182
83,83,Glen Day,94,262.5,"48,825",186
84,84,Mark Wurtz,81,262.4,"42,516",162
T85,T85,Craig Parry,62,262.3,"32,525",124
T85,T85,Billy Kratzert,69,262.3,"36,195",138
87,87,Paul Stankowski,77,262.2,"39,858",152
88,88,Dave Rummells,100,262.0,"52,407",200
89,89,Clark Dennis,98,261.8,"51,312",196
90,90,Dicky Pride,74,261.7,"38,735",148
T91,T91,Rocky Walcher,64,261.6,"33,481",128
T91,T91,Russ Cochran,94,261.6,"48,651",186
T91,T95,Tom Kite,78,261.6,"40,813",156
94,93,Steve Pate,93,261.5,"48,646",186
95,94,Michael Allen,98,261.4,"50,705",194
96,T95,Phil Tataurangi,66,261.3,"34,485",132
97,97,Joe Ozaki,61,261.1,"31,851",122
98,98,Larry Nelson,55,261.0,"28,713",110
99,99,Ted Tryba,108,260.9,"56,353",216
T100,T100,Greg Twiggs,64,260.6,"33,355",128
T100,T100,Steve Gotsche,56,260.6,"29,188",112
102,102,Jay Don Blake,87,260.4,"45,303",174
T103,T103,Chip Beck,86,260.3,"44,777",172
T103,T103,Gene Sauers,82,260.3,"42,167",162
105,105,Scott Simpson,70,260.1,"36,410",140
106,106,Scott Hoch,94,259.9,"48,853",188
107,107,Steve Brodie,85,259.8,"44,162",170
108,108,Dave Barr,94,259.6,"48,810",188
109,109,Kirk Triplett,90,259.5,"46,702",180
110,110,Billy Mayfair,99,259.4,"51,358",198
T111,T111,Nolan Henke,79,259.3,"40,965",158
T111,T111,Bob Burns,69,259.3,"35,263",136
113,113,Fulton Allem,82,259.2,"42,509",164
T114,T114,Grant Waite,70,258.8,"36,236",140
T114,T114,Robert Wrenn,52,258.8,"26,915",104
T114,117,Mark Brooks,112,258.8,"57,966",224
T114,T114,John Cook,80,258.8,"41,403",160
118,118,Billy Andrade,87,258.3,"44,948",174
119,119,Wayne Levi,83,258.1,"42,845",166
T120,T122,Ben Crenshaw,86,258.0,"44,371",172
T120,T120,Trevor Dodds,79,258.0,"40,768",158
T120,T120,Paul Goydos,104,258.0,"53,667",208
T123,T122,David Feherty,68,257.9,"34,565",134
T123,T122,Ken Green,86,257.9,"44,097",171
125,125,Curtis Strange,83,257.4,"42,734",166
126,126,Scott Verplank,64,257.2,"32,661",127
T127,T127,Wayne Grady,56,257.1,"28,793",112
T127,T127,Keith Clearwater,89,257.1,"45,764",178
129,129,Larry Mize,75,256.9,"38,537",150
130,T130,Mark Carnevale,86,256.8,"44,163",172
131,T130,David Frost,78,256.7,"40,051",156
132,132,Brandel Chamblee,86,256.4,"43,592",170
133,133,John Mahaffey,75,256.3,"38,448",150
T134,T134,Joey Rassett,71,256.2,"36,385",142
T134,T134,Bob May,78,256.2,"39,966",156
136,136,Ed Dougherty,98,256.1,"50,204",196
137,137,Bob Gilder,82,255.9,"41,459",162
138,138,Greg Kraft,86,255.7,"43,982",172
139,139,Sean Murphy,85,255.6,"43,444",170
140,140,Olin Browne,91,255.5,"46,498",182
T141,T141,Mike Hulbert,103,255.4,"52,613",206
T141,T141,Jeff Sluman,92,255.4,"46,490",182
143,T143,Joel Edwards,85,255.3,"43,408",170
144,145,John Flannery,94,255.2,"47,976",188
145,146,Dick Mast,84,255.1,"42,864",168
146,147,Tim Simpson,91,255.0,"46,405",182
147,148,Richard Zokol,74,254.8,"37,706",148
T148,149,Lennie Clements,84,254.7,"42,792",168
T148,150,Hale Irwin,74,254.7,"37,689",148
T150,151,Loren Roberts,77,254.3,"39,160",154
T150,T152,Pete Jordan,88,254.3,"44,763",176
T150,T152,Jim Furyk,95,254.3,"48,321",190
153,154,Ty Armstrong,60,254.2,"30,251",119
154,155,Brian Claar,99,254.0,"50,289",198
T155,T156,David Edwards,82,253.1,"41,513",164
T155,T156,D.A. Weibring,63,253.1,"31,887",126
157,158,Yoshinori Mizumaki,61,252.4,"30,794",122
T158,159,Dillard Pruitt,88,252.3,"44,398",176
T158,160,Corey Pavin,68,252.3,"34,311",136
160,161,Fred Funk,105,251.4,"52,798",210
T161,T162,Willie Wood,77,250.9,"38,632",154
T161,T162,John Morse,76,250.9,"38,134",152
T163,T164,David Ogrin,90,250.0,"44,494",178
T163,T164,Mike Reid,67,250.0,"33,497",134
165,166,Bob Lohr,88,249.7,"43,941",176
166,167,Eddie Kirby,52,249.6,"25,957",104
167,168,Doug Martin,81,249.5,"40,422",162
168,169,Morris Hatalsky,76,249.4,"37,914",152
169,170,Larry Rinker,74,248.7,"36,810",148
170,171,Esteban Toledo,78,247.7,"38,637",156
171,172,Bruce Fleisher,82,247.6,"40,608",164
172,173,Bill Britton,68,247.4,"33,646",136
173,174,Lanny Wadkins,67,247.3,"33,136",134
174,175,Doug Tewell,84,246.8,"41,463",168
175,176,Tom Garner,56,246.1,"27,566",112
176,177,Jeff Woodland,83,246.0,"40,829",166
177,178,John Inman,101,245.4,"49,576",202
178,180,Billy Ray Brown,56,239.3,"26,558",111
179,181,Stan Utley,73,237.9,"34,727",146
