RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
1,1,John Daly,84,306.7,"49,075",160
2,2,Brett Quigley,67,298.5,"37,606",126
T3,4,Tiger Woods,76,297.6,"42,561",143
T3,3,Davis Love III,75,297.6,"41,959",141
5,5,David Duval,78,296.1,"40,866",138
T6,T6,Phil Mickelson,85,293.9,"45,259",154
T6,T6,Charles Howell III,89,293.9,"49,367",168
8,8,Steve Allan,88,293.3,"49,571",169
9,9,Chris Smith,101,293.2,"57,465",196
10,10,Kenny Perry,94,292.3,"52,028",178
11,11,Joey Sindelar,69,291.5,"38,481",132
12,12,Jason Gore,82,290.5,"46,473",160
13,13,Brandt Jobe,96,290.4,"54,298",187
14,T14,Scott McCarron,98,289.7,"54,459",188
15,T14,Kelly Grunewald,66,289.1,"37,874",131
16,16,Chris Tidland,83,289.0,"46,237",160
17,17,Tim Herron,97,288.9,"52,581",182
18,18,Brian Wilson,88,288.8,"49,680",172
19,19,Stuart Appleby,105,288.6,"53,676",186
20,20,Rory Sabbatini,73,288.5,"37,218",129
21,21,Fred Couples,68,288.2,"38,048",132
22,22,Sergio Garcia,64,287.8,"31,653",110
23,23,Vijay Singh,98,287.5,"50,602",176
24,24,Harrison Frazar,88,286.8,"47,615",166
25,T27,Tom Lehman,82,286.7,"44,150",154
26,25,J.J. Henry,86,286.6,"47,858",167
27,26,Brent Schwarzrock,63,286.4,"36,086",126
T28,T27,Danny Ellis,76,286.2,"42,637",149
T28,29,Mark Calcavecchia,81,286.2,"42,927",150
30,T45,Ernie Els,70,285.8,"32,012",112
31,30,"David Berganio, Jr.",76,285.5,"41,677",146
T32,T31,Paul Stankowski,91,285.4,"50,234",176
T32,T31,Cameron Beckman,103,285.4,"56,508",198
34,33,Marco Dawson,57,285.2,"32,225",113
35,34,Mathew Goggin,96,285.1,"52,748",185
36,35,Grant Waite,78,284.9,"43,307",152
T37,41,Frank Lickliter II,102,284.7,"55,799",196
T37,T42,Robert Allenby,108,284.7,"57,788",203
T39,T36,Carlos Franco,87,284.5,"47,220",166
T39,T36,Duffy Waldorf,77,284.5,"38,689",136
T39,T36,Dudley Hart,80,284.5,"40,406",142
T39,T36,Kevin Johnson,93,284.5,"51,778",182
T39,T36,Donnie Hammond,51,284.5,"29,015",102
44,T47,Mike Weir,86,284.4,"47,787",168
T45,T42,Tommy Tolles,89,284.2,"48,884",172
T45,T42,Jesper Parnevik,91,284.2,"49,459",174
47,T45,Rich Beem,91,284.1,"50,285",177
48,T47,Geoff Ogilvy,60,284.0,"32,663",115
T49,T49,Andrew McLardy,75,283.7,"42,550",150
T49,T49,Ben Bates,53,283.7,"30,077",106
T49,T49,Ronnie Black,51,283.7,"28,942",102
52,52,Craig Perks,78,283.6,"42,537",150
53,53,Brad Elder,111,283.5,"61,229",216
T54,T54,Jonathan Kaye,116,283.4,"63,202",223
T54,T54,Steve Flesch,112,283.4,"59,504",210
T54,T54,Jim McGovern,66,283.4,"35,424",125
T57,T57,J.L. Lewis,108,283.3,"59,772",211
T57,T57,Kaname Yokoo,81,283.3,"45,618",161
59,59,K.J. Choi,95,283.1,"52,083",184
60,60,Jeremy Anderson,69,283.0,"39,050",138
61,61,Andrew Magee,97,282.9,"52,907",187
62,62,Tommy Armour III,93,282.7,"51,177",181
63,63,Ian Leggatt,84,282.6,"47,472",168
64,64,Craig Barlow,74,282.5,"40,684",144
