RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
T36,36,"Joe Acosta, Jr.",74,270.7,"39,519",146
T38,T37,Neal Lancaster,90,270.6,"48,707",180
T38,T37,Steve Jones,80,270.6,"43,296",160
T38,T44,Steve Elkington,72,270.6,"36,529",135
T38,T37,Mike Standly,93,270.6,"50,331",186
42,40,Jonathan Kaye,65,270.3,"34,865",129
43,43,Kenny Perry,94,270.2,"50,794",188
44,41,Hal Sutton,94,270.1,"50,776",188
45,42,Bruce Vaughan,93,270.0,"50,229",186
46,T44,Tommy Armour III,92,269.5,"49,586",184
47,47,Steve Lowery,107,269.2,"55,184",205
48,51,Mark O'Meara,96,268.9,"49,477",184
49,48,Phil Blackmar,76,268.8,"40,590",151
50,49,Grant Waite,84,268.7,"45,135",168
51,50,Bill Glasson,73,268.4,"37,034",138
52,59,Brad Bryant,95,268.3,"49,640",185
53,52,Scott Verplank,85,268.2,"45,597",170
54,53,Donnie Hammond,80,268.1,"42,894",160
55,54,Keith Fergus,82,268.0,"43,948",164
56,55,Marco Dawson,82,267.9,"43,942",164
57,60,Lee Janzen,96,267.8,"49,283",184
58,56,J.L. Lewis,85,267.7,"45,503",170
T59,T57,Ed Humenik,87,267.6,"46,570",174
T59,T57,David Peoples,51,267.6,"27,294",102
61,61,Fuzzy Zoeller,55,267.0,"28,833",108
62,62,Bob Tway,94,266.9,"48,837",183
T63,T63,Paul Stankowski,91,266.6,"48,521",182
T63,T63,Brian Kamm,90,266.6,"47,996",180
65,65,Jeff Maggert,81,266.2,"40,467",152
T66,T67,Payne Stewart,97,266.1,"49,234",185
T66,66,Jeff Sluman,101,266.1,"53,496",201
T68,T67,Joey Sindelar,71,265.9,"37,757",142
T68,T67,Dudley Hart,96,265.9,"51,058",192
70,70,Jesper Parnevik,65,265.7,"32,419",122
71,71,Dan Forsman,77,265.6,"40,899",154
T72,T79,Scott Hoch,100,265.5,"50,712",191
T72,T72,Brian Henninger,79,265.5,"41,949",158
T72,T72,Craig Stadler,69,265.5,"35,307",133
T72,T72,Jerry Pate,70,265.5,"37,166",140
76,75,Ronnie Black,90,265.4,"47,769",180
77,76,John Wilson,95,265.3,"50,413",190
78,77,Bruce Lietzke,53,265.2,"28,106",106
79,78,Paul Goydos,109,265.1,"57,801",218
T80,T79,Jay Williamson,65,265.0,"34,456",130
T80,T79,Paul Azinger,76,265.0,"38,960",147
T82,82,Jay Delsing,77,264.8,"38,126",144
T82,T83,Tom Lehman,65,264.8,"34,424",130
84,T83,Michael Allen,57,264.7,"30,179",114
85,88,Billy Mayfair,99,264.4,"52,357",198
86,85,Gil Morgan,71,264.2,"37,521",142
T87,T86,Mark McCumber,66,264.1,"33,804",128
T87,T86,Patrick Burke,75,264.1,"36,971",140
T89,T89,J.P. Hayes,81,263.5,"42,684",162
T89,T89,Jay Don Blake,86,263.5,"45,320",172
91,91,Russ Cochran,81,263.2,"42,634",162
92,92,Rick Fehr,76,263.1,"39,993",152
93,T95,Kirk Triplett,100,262.9,"52,576",200
94,93,Lee Rinker,91,262.8,"47,821",182
T95,94,Gene Sauers,75,262.5,"37,273",142
T95,T98,Jay Haas,88,262.5,"43,318",165
97,T95,Craig Parry,76,262.4,"38,837",148
98,97,Bobby Wadkins,96,262.3,"50,356",192
99,T98,Jim McGovern,97,262.2,"50,868",194
T100,T100,Chris DiMarco,88,262.0,"46,110",176
T100,T100,Mark Brooks,93,262.0,"46,631",178
T102,T102,Glen Day,91,261.9,"46,877",179
T102,T102,Mike Sullivan,86,261.9,"44,529",170
T102,T102,Mike Springer,67,261.9,"33,525",128
105,105,Blaine McCallister,90,261.7,"47,103",180
106,106,Howard Twitty,87,261.6,"44,998",172
107,107,Brad Faxon,87,261.2,"42,840",164
108,108,Bob Estes,91,261.1,"45,165",173
T109,T109,Brandel Chamblee,75,260.9,"37,571",144
T109,T109,Gary Hallberg,78,260.9,"38,616",148
T109,T109,Steve Rintoul,96,260.9,"50,093",192
112,112,Tom Kite,87,260.7,"42,753",164
113,113,Emlyn Aubrey,86,260.5,"44,799",172
114,114,Steve Pate,95,260.4,"48,955",188
T115,T115,Rocco Mediate,51,260.3,"25,507",98
T115,T115,Jim Carter,96,260.3,"49,968",192
117,117,Chip Beck,93,260.2,"48,396",186
118,119,Billy Ray Brown,65,260.0,"33,797",130
T119,T120,Bob Burns,83,259.9,"43,143",166
T119,T120,John Mahaffey,81,259.9,"42,109",162
121,122,Pete Jordan,59,259.8,"30,658",118
T122,T123,Ted Tryba,104,259.7,"53,246",205
T122,T123,Scott Gump,93,259.7,"48,302",186
T122,118,Scott Simpson,88,259.7,"44,141",170
T125,T125,Mike Smith,72,259.3,"37,333",144
T125,130,Justin Leonard,110,259.3,"54,971",212
T125,T125,Mike Hulbert,102,259.3,"52,645",203
128,127,Ray Stewart,66,259.1,"34,195",132
129,128,Bart Bryant,82,259.0,"42,478",164
130,129,Larry Nelson,56,258.9,"28,996",112
131,131,Harry Taylor,85,258.5,"43,945",170
132,132,Dillard Pruitt,77,258.3,"39,522",153
T133,T133,Kawika Cotner,82,258.1,"42,331",164
T133,T137,Nick Faldo,72,258.1,"35,108",136
T133,T133,Bob Gilder,85,258.1,"43,876",170
136,135,Ken Green,69,258.0,"32,512",126
137,136,Mark Wiebe,64,257.7,"32,983",128
T138,T137,Joel Edwards,95,257.6,"48,940",190
T138,T137,Brian Claar,96,257.6,"47,403",184
140,140,Skip Kendall,96,257.5,"49,437",192
141,141,D.A. Weibring,83,257.4,"42,722",166
142,142,Bill Porter,76,257.3,"39,103",152
T143,T143,Mark Wurtz,84,257.0,"43,175",168
T143,T143,Dave Barr,79,257.0,"40,607",158
145,148,Fred Funk,112,256.8,"57,533",224
146,145,Nolan Henke,81,256.6,"41,573",162
T147,T146,Keith Clearwater,69,256.4,"35,125",137
T147,T146,John Cook,84,256.4,"41,022",160
149,149,Jim Furyk,102,256.2,"52,258",204
T150,T150,Greg Kraft,100,255.8,"50,912",199
T150,T150,Larry Mize,70,255.8,"34,782",136
T150,T150,Curtis Strange,84,255.8,"41,957",164
T153,T153,Steve Gotsche,81,255.7,"41,423",162
T153,T153,John Morse,71,255.7,"35,283",138
155,155,Chris Perry,87,255.6,"44,468",174
156,156,Don Reese,75,255.5,"38,323",150
T157,T158,Loren Roberts,83,255.3,"41,360",162
T157,157,Mark Carnevale,77,255.3,"38,297",150
T159,T158,Fulton Allem,55,254.9,"27,526",108
T159,T158,Billy Andrade,90,254.9,"44,862",176
T159,165,Corey Pavin,79,254.9,"38,236",150
162,161,Dicky Pride,83,254.8,"42,294",166
T163,T162,Lennie Clements,93,254.7,"47,382",186
T163,T162,Clark Dennis,92,254.7,"46,869",184
165,164,Joey Rassett,55,254.6,"27,751",109
166,166,David Frost,72,254.0,"34,544",136
167,167,Mike Brisky,87,253.9,"44,184",174
168,168,Jerry Haas,82,253.6,"41,590",164
T169,T169,David Edwards,74,253.5,"37,523",148
T169,T169,Wayne Levi,52,253.5,"25,852",102
171,171,Jeff Leonard,72,253.3,"36,480",144
172,172,Ben Crenshaw,80,253.1,"38,466",152
T173,T173,Omar Uresti,96,252.6,"48,508",192
T173,T173,Tony Sills,73,252.6,"36,874",146
175,175,David Feherty,71,252.4,"33,815",134
176,176,Lanny Wadkins,59,252.3,"29,517",117
177,177,Tray Tyner,82,252.2,"41,361",164
178,178,Doug Tewell,55,251.6,"27,671",110
T179,T179,Bob Lohr,95,251.2,"45,724",182
T179,T179,David Ogrin,91,251.2,"45,724",182
181,181,Doug Martin,92,250.9,"46,167",184
T182,T182,Don Pooley,77,250.6,"36,594",146
T182,T182,Dicky Thompson,70,250.6,"35,084",140
T184,T184,Bruce Fleisher,69,250.0,"34,500",138
T184,T184,Mike Reid,62,250.0,"31,001",124
186,186,Tom Hearn,57,248.8,"28,366",114
187,187,Tim Loustalot,55,248.4,"27,324",110
188,188,Bill Britton,67,246.6,"33,044",134
