RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
T73,T73,Robert Wrenn,87,263.6,"45,870",174
T75,T75,Rex Caldwell,72,263.5,"36,366",138
T75,T75,Jim Carter,106,263.5,"54,809",208
T77,T77,John Huston,85,263.4,"43,198",164
T77,T77,Tom Pernice Jr.,65,263.4,"33,721",128
T77,T77,Mike Sullivan,79,263.4,"41,087",156
T80,T80,Bobby Wadkins,105,263.3,"54,238",206
T80,T80,Sandy Lyle,53,263.3,"27,121",103
82,82,Bobby Clampett,88,263.2,"45,272",172
83,83,Dave Barr,92,263.1,"47,353",180
84,T84,Mark Lye,90,263.0,"46,290",176
T85,T86,Keith Clearwater,100,262.9,"50,484",192
T85,T86,Russ Cochran,90,262.9,"44,696",170
T87,T84,Steve Jones,93,262.7,"47,808",182
T87,88,Jack Kay Jr.,73,262.7,"38,358",146
89,89,Bob Wolcott,65,262.5,"33,337",127
90,90,Nolan Henke,73,262.2,"38,284",146
91,T91,Tim Simpson,109,262.0,"55,803",213
T92,T91,Billy Ray Brown,92,261.9,"46,882",179
T92,T91,Ken Green,81,261.9,"39,815",152
T94,T94,Fulton Allem,86,261.8,"42,929",164
T94,T94,Mark Wiebe,98,261.8,"50,268",192
96,96,Clarence Rose,106,261.6,"54,942",210
97,T97,Mark O'Meara,90,261.5,"46,547",178
T98,T97,Billy Mayfair,99,261.4,"50,717",194
T98,T97,P.H. Horgan III,85,261.4,"44,445",170
100,101,Jim Benepe,76,260.9,"38,097",146
101,T97,Mark McCumber,68,260.8,"34,429",132
102,102,Dan Halldorson,88,260.7,"44,840",172
T103,T103,Bob Gilder,86,260.5,"44,292",170
T103,T103,Rick Fehr,74,260.5,"37,513",144
105,105,Mike Miles,66,260.3,"33,316",128
106,106,Kenny Knox,109,260.2,"55,687",214
107,107,Karl Kimball,52,260.0,"25,481",98
108,108,Tony Grimes,69,259.7,"35,324",136
109,109,Joel Edwards,71,259.6,"35,820",138
110,T110,Billy Andrade,94,259.5,"47,226",182
111,T110,Scott Hoch,98,259.1,"49,238",190
112,113,Bob Eastwood,84,258.8,"42,450",164
T113,T114,Webb Heintzelman,105,258.7,"52,778",204
T113,T114,Jim Booros,86,258.7,"44,491",172
T115,T116,Jeff Hart,59,258.6,"30,511",118
T115,T116,Steve Elkington,99,258.6,"50,433",195
T115,T116,Scott Verplank,87,258.6,"43,966",170
118,112,Wayne Levi,86,258.5,"43,951",170
119,T119,Bill Britton,107,258.4,"53,751",208
120,T121,Brian Tennyson,102,258.3,"51,136",198
121,T123,Bruce Lietzke,74,258.1,"38,193",148
T122,125,Roy Biancalana,65,258.0,"33,537",130
T122,T119,Mike Donald,118,258.0,"58,307",226
T124,T126,Buddy Gardner,111,257.9,"55,699",216
T124,T121,Chip Beck,78,257.9,"39,712",154
T124,T123,John Mahaffey,106,257.9,"53,645",208
T124,T126,Chris Perry,107,257.9,"54,426",211
128,128,Howard Twitty,83,257.8,"42,272",164
T129,T129,Doug Tewell,80,257.7,"40,456",157
T129,T129,Larry Rinker,87,257.7,"44,320",172
T131,T131,Billy Pierot,64,257.5,"32,449",126
T131,T131,Ian Baker-Finch,60,257.5,"30,641",119
T133,T133,Brad Fabel,85,257.2,"42,692",166
T133,T133,Don Reese,91,257.2,"46,293",180
135,135,Jim Hallet,111,257.0,"55,512",216
136,T136,Larry Nelson,58,256.9,"29,026",113
T137,T136,David Frost,91,256.8,"45,709",178
T137,138,Richard Zokol,77,256.8,"38,012",148
139,139,Roger Maltbie,77,256.7,"37,985",148
140,140,Jerry Pate,51,256.4,"25,126",98
T141,T141,Rick Pearson,77,255.9,"39,407",154
T141,T141,Bernhard Langer,55,255.9,"27,127",106
T141,T141,Tom Kite,89,255.9,"45,037",176
144,144,Dick Mast,90,255.8,"45,024",176
145,145,Bob Estes,78,255.6,"38,853",152
146,146,Nick Faldo,61,255.1,"30,614",120
147,147,Bill Buttner,87,254.9,"44,359",174
148,148,Mark Brooks,87,254.6,"43,286",170
T149,T149,Lennie Clements,82,254.5,"40,214",158
T149,T149,Jay Haas,91,254.5,"44,028",173
T149,T149,Jeff Sluman,74,254.5,"36,393",143
152,152,Hubert Green,74,254.4,"35,614",140
153,153,Fred Funk,89,253.7,"45,165",178
154,154,"Ray Barr, Jr.",66,253.5,"32,200",127
155,T155,Gary Koch,65,253.4,"32,434",128
T156,T155,Curtis Strange,80,253.2,"40,002",158
T156,157,Willie Wood,53,253.2,"25,823",102
158,158,Pat McGowan,91,253.1,"45,050",178
T159,T159,Bob Lohr,97,253.0,"47,823",189
T159,T159,Isao Aoki,53,253.0,"25,808",102
161,161,Don Pooley,76,252.8,"37,927",150
162,162,Wayne Grady,82,252.7,"40,683",161
163,163,Tony Sills,90,252.6,"44,453",176
164,164,Steve Hart,79,252.5,"39,143",155
165,T165,Tom Byrum,101,252.1,"50,158",199
166,T165,Ben Crenshaw,78,251.8,"39,280",156
167,167,Corey Pavin,99,251.5,"48,787",194
T168,T168,Ed Fiori,100,251.4,"49,028",195
T168,T168,Lanny Wadkins,82,251.4,"40,227",160
T170,T170,George Archer,64,251.3,"31,156",124
T170,T170,John Inman,89,251.3,"44,232",176
T172,T172,Larry Mize,95,250.9,"47,178",188
T172,T172,Robert Thompson,74,250.9,"35,875",143
174,174,David Canipe,92,250.8,"45,137",180
175,175,Raymond Floyd,55,250.6,"26,566",106
176,176,David Ogrin,96,250.5,"45,592",182
177,177,D.A. Weibring,77,250.2,"37,026",148
178,178,David Edwards,90,249.9,"42,983",172
179,179,Loren Roberts,113,249.2,"54,824",220
180,180,Scott Simpson,72,249.0,"34,615",139
181,181,Hale Irwin,63,248.9,"30,366",122
182,182,Billy Tuten,72,248.7,"34,812",140
183,183,Tim Norris,88,247.8,"42,624",172
184,184,Mike Reid,75,247.4,"36,118",146
185,185,Calvin Peete,51,246.6,"24,656",100
186,186,Morris Hatalsky,69,245.5,"32,403",132
