RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
1,1,Bill Glasson,52,276.5,"28,760",104
2,2,Fred Couples,98,276.3,"54,145",196
3,3,Curt Byrum,79,275.2,"43,484",158
4,4,Lon Hinkle,80,274.9,"43,984",160
5,5,Greg Norman,62,274.6,"34,055",124
6,6,Tom Purtzer,96,274.1,"52,623",192
7,7,Joey Sindelar,114,274.0,"62,475",228
8,8,Andy Bean,107,273.7,"58,575",214
9,9,Jim Dent,95,273.1,"51,890",190
10,11,Mac O'Grady,108,272.4,"58,834",216
11,10,Paul Azinger,71,272.3,"38,666",142
T12,12,Mark Calcavecchia,75,271.4,"40,710",150
T12,13,"Jim Gallagher, Jr.",80,271.4,"43,428",160
14,14,Payne Stewart,109,270.1,"58,882",218
15,15,Mick Soli,62,269.7,"33,438",124
16,T18,George Burns,105,269.1,"56,504",210
17,17,Bill Sander,91,269.0,"48,955",182
18,16,Jodie Mudd,83,268.9,"44,632",166
19,20,Mark McCumber,88,268.5,"47,251",176
T20,22,Gavan Levenson,77,268.3,"41,314",154
T20,21,George Cadle,81,268.3,"43,463",162
T20,T18,Tommy Valentine,77,268.3,"41,320",154
23,T23,Ronnie Black,111,268.1,"59,522",222
24,T25,Dan Pohl,105,268.0,"56,286",210
25,T25,Jim Thorpe,97,267.9,"51,973",194
26,T23,Bobby Wadkins,110,267.7,"58,903",220
27,27,Gary Hallberg,113,267.6,"60,476",226
28,T28,Jack Nicklaus,52,267.2,"27,788",104
29,T28,Clarence Rose,103,267.0,"55,002",206
30,T30,Scott Hoch,92,266.3,"48,990",184
31,32,Howard Twitty,101,266.2,"53,776",202
T32,T30,Gibby Gilbert,74,266.1,"39,384",148
T32,33,Jeff Mitchell,82,266.1,"43,647",164
T34,35,John Adams,91,266.0,"48,407",182
T34,34,Denis Watson,87,266.0,"46,280",174
36,T36,Tom Watson,71,265.7,"37,735",142
37,T36,Buddy Gardner,97,265.3,"51,473",194
38,T38,Ken Green,90,265.2,"47,727",180
T39,T38,Mark O'Meara,111,265.0,"58,820",222
T39,41,Nick Price,69,265.0,"36,574",138
41,T38,Mike Peck,54,264.8,"28,595",108
42,42,Bob Shearer,61,264.3,"32,241",122
T43,T43,Mike Putnam,61,264.2,"32,237",122
T43,,Rick Dalpos,50,264.2,"26,415",100
T43,T45,Dan Forsman,95,264.2,"50,199",190
46,T45,Barry Jaeckel,96,264.1,"50,714",192
47,47,Fuzzy Zoeller,70,264.0,"36,953",140
48,T43,Dan Halldorson,97,263.5,"51,116",194
T49,49,David Graham,76,263.4,"40,032",152
T49,48,Mike Smith,69,263.4,"36,345",138
T51,T51,Dave Barr,89,262.9,"46,789",178
T51,53,Seve Ballesteros,52,262.9,"27,346",104
T51,50,Kenny Knox,71,262.9,"37,329",142
54,T51,Mark Hayes,92,262.8,"48,353",184
T55,T58,Peter Jacobsen,85,262.2,"44,566",170
T55,54,Sammy Rachels,67,262.2,"35,132",134
T55,T58,Craig Stadler,82,262.2,"42,994",164
T55,55,Hal Sutton,96,262.2,"50,339",192
T59,60,Gil Morgan,84,262.1,"44,035",168
T59,57,Billy Kratzert,93,262.1,"48,757",186
T61,56,Tom Lehman,75,262.0,"39,307",150
T61,T63,Charles Coody,61,262.0,"31,962",122
T63,T63,John Mahaffey,98,261.6,"51,281",196
T63,61,Randy Watkins,69,261.6,"36,101",138
65,T66,Jim Nelford,82,261.4,"42,876",164
66,T63,Tim Simpson,101,261.3,"52,791",202
T67,T68,Mark Lye,123,261.0,"64,211",246
T67,T71,Jim Colbert,94,261.0,"49,075",188
T67,62,Ken Brown,53,261.0,"27,661",106
T67,T68,Mike Holland,64,261.0,"33,414",128
T67,70,Bob Gilder,91,261.0,"47,496",182
72,T66,John Hamarik,59,260.9,"30,785",118
73,T73,Clyde Rego,57,260.8,"29,731",114
T74,77,Gary McCord,95,260.7,"49,526",190
T74,T75,Keith Fergus,81,260.7,"42,231",162
T74,T73,Mike Sullivan,90,260.7,"46,929",180
T74,T75,Jack Spradlin,52,260.7,"27,111",104
78,T71,Woody Blackburn,57,260.5,"29,699",114
T79,T79,Johnny Miller,52,260.4,"27,081",104
T79,T79,John Fought,70,260.4,"36,456",140
81,78,Roger Maltbie,109,260.2,"56,728",218
82,81,Russ Cochran,110,260.1,"57,227",220
T83,T82,Bob Boyd,92,259.9,"47,822",184
T83,85,Brad Faxon,104,259.9,"54,049",208
T83,T82,Leonard Thompson,105,259.9,"54,573",210
86,T82,Chip Beck,102,259.8,"53,007",204
87,T86,Victor Regalado,79,259.6,"41,015",158
88,T86,Brett Upper,96,259.4,"49,807",192
89,T89,David Ogrin,110,259.3,"57,051",220
90,T92,Tommy Nakajima,55,259.2,"28,514",110
T91,88,Griff Moody,86,259.1,"44,565",172
T91,94,John Cook,94,259.1,"48,706",188
T93,T89,Bobby Clampett,91,259.0,"47,142",182
T93,T95,Rex Caldwell,108,259.0,"55,947",216
T95,98,Corey Pavin,113,258.8,"58,498",226
T95,T92,Mark Pfeil,85,258.8,"44,002",170
T95,T89,Doug Tewell,81,258.8,"41,927",162
98,T101,Bruce Lietzke,80,258.7,"41,397",160
99,99,Jim Booros,72,258.6,"37,236",144
T100,100,Lanny Wadkins,80,258.5,"41,358",160
T100,103,Lance Ten Broeck,52,258.5,"26,887",104
102,T101,Brad Bryant,92,258.4,"47,546",184
103,97,George Archer,104,258.3,"53,734",208
T104,T104,Donnie Hammond,96,258.2,"49,566",192
T104,T104,Larry Mize,113,258.2,"58,354",226
T104,T95,Jim Simons,74,258.2,"38,220",148
107,T106,Mark Wiebe,57,258.1,"29,420",114
108,108,Lee Trevino,55,258.0,"28,380",110
T109,111,Vance Heafner,82,257.7,"42,267",164
T109,T109,Dave Eichelberger,85,257.7,"43,804",170
111,T106,Frank Fuhrer,54,257.5,"27,805",108
T112,T109,Larry Rinker,85,257.4,"43,766",170
T112,112,Richard Zokol,79,257.4,"40,665",158
114,T115,Lee Rinker,50,257.1,"25,706",100
T115,114,Willie Wood,99,256.9,"50,867",198
T115,113,Ralph Landrum,85,256.9,"43,668",170
T117,T115,David Peoples,70,256.6,"35,925",140
T117,T118,Nick Faldo,67,256.6,"34,384",134
T119,122,Mark Brooks,104,256.5,"53,346",208
T119,T115,Jim Kane,74,256.5,"37,963",148
T119,T118,Pat Lindsey,97,256.5,"49,769",194
