RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
1,1,Bill Calfee,70,275.3,"37,987",138
2,2,Dan Pohl,102,274.6,"56,022",204
3,3,Denis Watson,54,271.8,"29,355",108
4,4,Tom Weiskopf,65,270.7,"34,652",128
5,5,Tom Purtzer,108,270.1,"58,081",215
6,6,Fuzzy Zoeller,92,269.5,"49,314",183
7,T7,Lon Hinkle,60,268.9,"31,729",118
8,9,Fred Couples,92,268.7,"48,910",182
T9,T7,Jim Dent,99,268.6,"52,371",195
T9,10,Payne Stewart,70,268.6,"37,597",140
11,13,Ronnie Black,54,267.3,"28,868",108
T12,12,Bruce Douglass,86,267.0,"44,864",168
T12,14,Dave Eichelberger,106,267.0,"56,079",210
T12,11,Gavan Levenson,62,267.0,"33,106",124
15,15,Tom Watson,78,266.9,"41,366",155
16,16,Johnny Miller,62,266.7,"32,532",122
17,T17,Andy Bean,109,266.5,"57,561",216
18,19,Craig Stadler,98,266.3,"51,936",195
19,21,Jodie Mudd,72,265.7,"30,287",114
20,20,Jim Thorpe,95,265.6,"49,397",186
21,T17,Larry Ziegler,53,265.4,"27,071",102
T22,T22,Tommy Valentine,102,264.6,"53,707",203
T22,T24,Jack Nicklaus,52,264.6,"27,520",104
24,T24,Bob Gilder,105,264.5,"54,750",207
25,T22,Steve Melnyk,82,264.4,"43,364",164
26,26,Dave Barr,73,264.1,"37,497",142
27,27,John Adams,78,264.0,"39,596",150
28,29,George Burns,118,263.8,"61,213",232
29,28,Beau Baugh,71,263.3,"36,861",140
T30,30,Greg Powers,105,262.8,"54,672",208
T30,32,Roger Maltbie,97,262.8,"50,987",194
32,31,Jeff Mitchell,89,262.7,"45,443",173
33,T33,Bob Shearer,54,262.6,"27,831",106
34,35,Jack Newton,59,262.4,"30,963",118
35,T36,Gil Morgan,92,262.3,"47,209",180
T36,T39,Mark McCumber,88,262.2,"46,142",176
T36,T33,Hal Sutton,108,262.2,"56,379",215
T38,T39,Mike Sullivan,96,262.0,"49,256",188
T38,T39,Woody Blackburn,101,262.0,"52,932",202
40,42,David Graham,77,261.9,"39,806",152
41,T36,John Fought,56,261.7,"28,786",110
42,43,Bruce Lietzke,87,261.6,"44,733",171
43,T44,Bobby Clampett,91,261.3,"47,301",181
T44,T48,Keith Fergus,94,261.1,"48,302",185
T44,T48,Scott Hoch,99,261.1,"50,391",193
46,T48,Gary Hallberg,92,261.0,"46,979",180
T47,57,Mark Calcavecchia,74,260.9,"38,613",148
T47,T51,Lance Ten Broeck,77,260.9,"39,132",150
49,47,Mick Soli,70,260.8,"35,213",135
T50,38,Jim Barber,67,260.7,"33,109",127
T50,T44,Gary McCord,67,260.7,"34,407",132
52,T44,Charlie Krenkel,61,260.6,"31,275",120
T53,T51,J.C. Snead,112,260.5,"57,831",222
T53,T54,Peter Jacobsen,95,260.5,"48,971",188
T53,T54,Blaine McCallister,54,260.5,"28,137",108
56,53,Clarence Rose,83,260.4,"43,227",166
T57,60,Howard Twitty,113,260.3,"58,558",225
T57,T58,Jerry Pate,79,260.3,"41,130",158
T57,T54,Mark Hayes,107,260.3,"54,138",208
60,T58,Barry Jaeckel,100,259.9,"51,465",198
61,61,Leonard Thompson,107,259.7,"54,274",209
62,T63,Mike Holland,95,259.6,"48,803",188
T63,65,Vance Heafner,120,259.4,"60,433",233
T63,62,Mark O'Meara,107,259.4,"54,729",211
T63,T63,George Cadle,85,259.4,"43,582",168
66,69,Brad Bryant,97,259.2,"50,029",193
T67,68,Bob Byman,73,259.0,"37,560",145
T67,T66,Ed Dougherty,79,259.0,"40,666",157
69,,Joe Hager,52,258.8,"27,433",106
70,T66,Mike Morley,59,258.7,"30,004",116
71,70,Pat Lindsey,85,258.6,"43,957",170
72,71,Bobby Cole,72,258.4,"37,214",144
73,72,Jim Nelford,80,258.2,"41,318",160
74,T75,Rex Caldwell,97,258.0,"49,798",193
75,74,Jim Booros,85,257.9,"43,322",168
T76,73,Mark Lye,103,257.7,"51,543",200
T76,78,Bobby Wadkins,117,257.7,"59,278",230
78,T75,Dan Halldorson,95,257.6,"47,918",186
79,T75,Peter Oosterhuis,106,257.5,"54,342",211
80,79,Phillip Hancock,83,257.3,"42,454",165
81,81,Doug Tewell,90,257.1,"45,250",176
82,T82,Jeff Sanders,65,257.0,"33,152",129
83,80,Charles Coody,86,256.8,"44,162",172
T84,84,Paul Azinger,57,256.6,"29,257",114
T84,T82,Lindy Miller,80,256.6,"40,802",159
T86,T86,Mark McNulty,62,256.3,"22,552",88
T86,T86,Andy North,77,256.3,"39,210",153
T88,T89,Wayne Levi,96,256.2,"48,671",190
T88,88,Nick Faldo,50,256.2,"24,595",96
90,T89,Curtis Strange,108,256.1,"54,292",212
T91,T92,Larry Rinker,74,255.9,"37,366",146
T91,T92,Raymond Floyd,83,255.9,"42,482",166
93,94,Mark Pfeil,101,255.8,"50,903",199
T94,T96,Tom Kite,99,255.6,"50,610",198
T94,85,Skeeter Heath,76,255.6,"38,852",152
T94,95,Chip Beck,88,255.6,"44,479",174
T94,T96,John Cook,97,255.6,"49,585",194
T98,T96,Ed Fiori,108,255.4,"55,175",216
T98,91,Danny Edwards,70,255.4,"34,988",137
T100,T100,Ben Crenshaw,75,254.9,"37,986",149
T100,99,George Archer,118,254.9,"59,895",235
102,102,Lanny Wadkins,93,254.8,"46,123",181
103,T100,Mike Smith,57,254.7,"29,038",114
104,104,Mike Donald,97,254.6,"49,385",194
T105,T107,Lonnie Nielsen,63,254.3,"31,275",123
T105,109,Larry Nelson,89,254.3,"45,259",178
107,103,Wally Armstrong,78,254.2,"38,631",152
T108,106,Jim Colbert,94,254.1,"47,271",186
T108,T107,Tim Simpson,111,254.1,"54,896",216
110,T110,Ed Sneed,98,254.0,"49,783",196
T111,105,Pat McGowan,88,253.9,"44,680",176
T111,T110,Terry Mauney,55,253.9,"27,425",108
T113,T113,Jay Haas,112,253.7,"56,059",221
T113,116,Victor Regalado,73,253.7,"37,036",146
T113,T110,Bill Britton,97,253.7,"49,215",194
116,,Jack Ferenz,52,253.5,"26,365",104
117,T113,Mike Nicolette,62,253.4,"31,423",124
118,T113,Forrest Fezler,84,253.3,"42,299",167
119,117,Rod Curl,87,253.2,"44,065",174
120,118,Gary Koch,85,253.1,"42,528",168
T121,119,Tom Jenkins,105,253.0,"52,367",207
T121,T120,Miller Barber,60,253.0,"30,102",119
T121,T120,John Schroeder,69,253.0,"34,920",138
124,122,Bob Eastwood,109,252.8,"54,611",216
125,T124,Gibby Gilbert,74,252.3,"36,843",146
T126,123,Bruce Fleisher,86,252.2,"42,375",168
T126,T124,John Mahaffey,92,252.2,"46,398",184
128,T126,Lee Trevino,52,252.1,"26,215",104
129,128,Billy Kratzert,82,252.0,"39,814",158
130,,Ken Green,53,251.9,"26,706",106
T131,132,David Edwards,68,251.6,"33,960",135
T131,T126,Eric Batten,71,251.6,"27,419",109
T133,129,Thomas Gray,69,251.5,"33,955",135
T133,T130,D.A. Weibring,113,251.5,"56,091",223
T135,T130,Frank Conner,121,251.4,"60,346",240
T135,135,Kenny Knox,57,251.4,"28,657",114
137,,Billy Glisson,51,251.1,"25,615",102
138,136,Ron Commans,62,251.0,"30,377",121
T139,T133,Antonio Cerda,71,250.8,"35,118",140
T139,T133,Calvin Peete,98,250.8,"49,159",196
141,137,Terry Diehl,77,250.1,"38,508",154
142,139,Mike McCullough,73,249.8,"36,215",145
143,T140,Isao Aoki,52,249.7,"25,966",104
144,142,Hale Irwin,85,249.6,"42,429",170
T145,144,Lyn Lott,86,249.4,"42,895",172
T145,143,Rod Nuckolls,63,249.4,"29,931",120
T145,138,Ron Streck,97,249.4,"47,889",192
148,T140,Al Geiberger,57,249.2,"28,411",114
149,145,Morris Hatalsky,95,249.1,"46,826",188
150,T146,Allen Miller,109,248.4,"53,646",216
151,T146,Steven Liebler,60,248.2,"29,785",120
152,149,Bob Murphy,74,248.1,"36,720",148
153,150,Lee Elder,99,247.8,"48,565",196
154,148,Scott Simpson,94,247.7,"46,072",186
155,152,Chi Chi Rodriguez,60,247.4,"29,188",118
156,T153,Joe Inman,76,247.3,"34,615",140
157,155,Scott Watkins,51,247.2,"24,717",100
T158,T153,Jack Renner,96,247.1,"46,943",190
T158,151,Jay Cudd,78,247.1,"36,816",149
160,156,Gene Littler,50,246.7,"24,177",98
161,157,Don Pooley,93,246.4,"44,845",182
162,158,Bruce Devlin,67,245.9,"32,459",132
163,159,Bill Rogers,85,245.7,"41,777",170
164,160,Lennie Clements,66,245.4,"31,905",130
165,T161,Larry Mize,78,244.8,"39,164",160
166,163,Skip Dunaway,50,244.6,"24,460",100
167,T161,Lou Graham,99,244.5,"47,680",195
168,164,Jim Simons,93,243.7,"44,838",184
169,165,Mike Reid,95,243.0,"45,445",187
170,T166,Hubert Green,87,242.9,"41,778",172
171,T166,Rik Massengale,57,242.2,"27,614",114
172,168,Dave Stockton,59,241.7,"29,009",120
173,169,Jerry Heard,62,240.4,"29,811",124
174,170,Michael Brannan,78,238.5,"36,251",152
