RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
1,1,John McComish,81,277.4,"44,936",162
2,2,Curt Byrum,99,276.0,"54,657",198
3,3,Tom Weiskopf,61,274.3,"33,466",122
4,5,Tom Purtzer,96,272.8,"52,386",192
5,4,Mark Calcavecchia,57,272.5,"31,063",114
6,7,Dan Pohl,96,271.2,"52,076",192
7,6,Ronnie Black,82,271.0,"44,442",164
8,T8,Fred Couples,108,270.8,"58,486",216
9,T8,Jodie Mudd,99,270.7,"53,589",198
10,T8,Lon Hinkle,100,270.6,"54,112",200
11,12,Buddy Gardner,105,270.2,"56,747",210
12,11,Gavan Levenson,64,269.7,"34,525",128
13,13,Andy Bean,93,269.2,"50,077",186
14,15,Tom Watson,66,269.0,"35,512",132
15,16,David Graham,88,268.9,"47,331",176
16,14,Fuzzy Zoeller,106,268.8,"56,989",212
17,17,Bill Sander,73,268.2,"39,156",146
18,18,Mark McCumber,99,268.0,"53,057",198
T19,19,Mark O'Meara,100,267.7,"53,531",200
T19,T20,Payne Stewart,111,267.7,"59,424",222
21,22,Nick Price,68,267.5,"36,375",136
T22,T20,Gary Hallberg,99,267.3,"52,931",198
T22,23,George Cadle,54,267.3,"28,869",108
T22,24,Ray Stewart,50,267.3,"26,730",100
25,27,Jack Nicklaus,58,266.1,"30,866",116
26,25,Dan Forsman,93,266.0,"49,477",186
27,26,Scott Hoch,92,265.9,"48,924",184
28,T28,Mark Hayes,98,265.6,"52,053",196
29,T30,Denis Watson,63,265.5,"33,455",126
30,32,Chip Beck,117,265.1,"62,032",234
31,T28,Joey Rassett,102,265.0,"54,060",204
32,T30,Blaine McCallister,63,264.7,"33,347",126
33,36,Ivan Smith,58,264.6,"30,698",116
34,T34,Victor Regalado,111,264.5,"58,716",222
T35,T34,Steve Melnyk,92,264.1,"48,595",184
T35,33,Dave Barr,88,264.1,"46,487",176
37,37,John Adams,103,264.0,"54,379",206
38,38,Dave Eichelberger,104,263.8,"54,871",208
39,39,Howard Twitty,100,263.5,"52,702",200
40,40,Jim Dent,95,263.4,"50,050",190
41,T41,Gil Morgan,98,263.2,"51,594",196
T42,43,Mac O'Grady,76,263.1,"39,992",152
T42,T41,Tommy Valentine,95,263.1,"49,980",190
44,44,J.C. Snead,108,263.0,"56,818",216
T45,T45,Hal Sutton,113,262.8,"59,395",226
T45,T45,Bruce Lietzke,77,262.8,"40,471",154
47,T45,Clarence Rose,109,262.7,"57,264",218
48,48,Jim Booros,95,262.4,"49,864",190
49,T49,Jim Thorpe,106,262.2,"55,589",212
T50,T49,Roger Maltbie,106,262.0,"55,543",212
T50,T49,Jim Nelford,115,262.0,"60,267",230
52,,Ed Dougherty,51,261.8,"26,703",102
53,52,Greg Powers,85,261.6,"44,479",170
54,T53,John Fought,102,261.3,"53,310",204
55,T57,Keith Fergus,92,261.2,"48,065",184
T56,T59,Mike Holland,72,261.1,"37,598",144
T56,T57,Dan Halldorson,72,261.1,"37,598",144
T56,T53,Charles Coody,77,261.1,"40,214",154
T56,T53,Jon Chaffee,66,261.1,"34,460",132
T56,T59,Bob Shearer,72,261.1,"37,599",144
T56,T59,Craig Stadler,97,261.1,"50,659",194
62,56,Mike Sullivan,95,261.0,"49,599",190
63,T62,Jeff Mitchell,73,260.9,"38,086",146
64,T62,Peter Jacobsen,96,260.8,"50,073",192
65,T67,Raymond Floyd,89,260.7,"46,398",178
T66,65,George Burns,83,260.6,"43,259",166
T66,T62,Pat Lindsey,99,260.6,"51,599",198
T68,T71,Larry Nelson,73,260.5,"38,034",146
T68,T67,Donnie Hammond,96,260.5,"50,011",192
70,T67,Wally Armstrong,84,260.4,"43,741",168
71,66,Brad Bryant,102,260.3,"53,109",204
T72,T71,Vance Heafner,107,260.1,"55,653",214
T72,T67,Lonnie Nielsen,66,260.1,"34,337",132
74,T78,Bob Gilder,101,259.9,"52,504",202
T75,73,Bob Boyd,102,259.8,"52,989",204
T75,76,Tom Lehman,65,259.8,"33,779",130
T77,T74,Jerry Pate,53,259.7,"27,533",106
T77,T78,Woody Blackburn,84,259.7,"43,625",168
T79,T74,David Peoples,91,259.6,"47,243",182
T79,T80,Barry Jaeckel,83,259.6,"43,090",166
T79,T80,Johnny Miller,71,259.6,"36,862",142
T82,77,Rod Nuckolls,88,259.4,"45,649",176
T82,T83,Bobby Wadkins,112,259.4,"58,113",224
T84,T85,Gary McCord,92,259.3,"47,715",184
T84,T80,John Cook,112,259.3,"58,080",224
86,T83,Larry Rinker,94,259.1,"48,715",188
87,89,Leonard Thompson,93,259.0,"48,182",186
T88,T87,Mike Peck,84,258.8,"43,479",168
T88,T87,Mark Lye,104,258.8,"53,833",208
90,90,Rex Caldwell,108,258.6,"55,863",216
T91,91,Jim Roy,75,258.4,"38,767",150
T91,92,Larry Ziegler,57,258.4,"29,459",114
93,T85,Lance Ten Broeck,57,258.3,"29,442",114
94,93,Ben Crenshaw,79,258.0,"40,765",158
T95,T96,Bobby Clampett,80,257.6,"41,209",160
T95,T94,Mick Soli,83,257.6,"42,765",166
97,T94,Jim Colbert,104,257.5,"53,564",208
T98,T98,T.C. Chen,86,257.3,"44,256",172
T98,T96,Don Pooley,107,257.3,"55,070",214
100,T100,Mark Pfeil,102,257.2,"52,460",204
T101,102,Andy North,77,257.1,"39,594",154
T101,T98,Doug Tewell,87,257.1,"44,733",174
103,T100,Larry Mize,124,257.0,"63,726",248
104,T103,John Mahaffey,99,256.8,"50,847",198
T105,105,Forrest Fezler,89,256.6,"45,666",178
T105,106,Ken Green,103,256.6,"52,868",206
T107,T107,Mike Donald,118,256.3,"60,475",236
T107,T103,Jeff Sanders,68,256.3,"34,854",136
109,T107,Mike Nicolette,94,256.2,"48,168",188
110,111,Wayne Levi,84,256.0,"43,007",168
111,T109,David Ogrin,97,255.9,"49,639",194
112,T109,Bobby Cole,60,255.8,"30,697",120
T113,113,Lindy Miller,89,255.6,"45,489",178
T113,112,Bill Murchison,81,255.6,"41,412",162
T115,T114,Peter Oosterhuis,97,255.2,"49,507",194
T115,T116,Phillip Hancock,97,255.2,"49,514",194
T115,T116,Ed Sneed,77,255.2,"39,303",154
T118,122,Tim Simpson,99,255.0,"50,484",198
T118,121,Danny Edwards,81,255.0,"41,308",162
120,T114,Lennie Clements,92,254.9,"46,903",184
T121,123,Bruce Fleisher,103,254.8,"52,495",206
T121,T119,Gary Koch,107,254.8,"54,528",214
T121,T119,Jeff Sluman,59,254.8,"30,070",118
124,T116,Ed Fiori,105,254.7,"53,485",210
T125,T124,George Archer,104,254.6,"52,950",208
T125,T124,Lanny Wadkins,86,254.6,"43,786",172
127,126,Lee Trevino,60,254.5,"30,536",120
128,127,Pat McGowan,115,254.0,"58,418",230
T129,T128,Bob Eastwood,109,253.5,"55,267",218
T129,131,Jay Haas,106,253.5,"53,750",212
131,130,Bob Murphy,94,253.3,"47,626",188
T132,132,Tom Kite,93,253.2,"47,088",186
T132,T128,Gibby Gilbert,65,253.2,"32,910",130
134,T133,Mark McNulty,72,252.8,"36,403",144
T135,T136,D.A. Weibring,77,252.6,"38,893",154
T135,T133,Richard Zokol,82,252.6,"41,432",164
137,T138,Loren Roberts,66,252.3,"33,299",132
138,135,Frank Conner,103,252.0,"51,918",206
T139,140,Morris Hatalsky,78,251.9,"39,294",156
T139,T136,Ron Streck,91,251.9,"45,847",182
T141,141,Jack Renner,94,251.8,"47,331",188
T141,T138,David Edwards,88,251.8,"44,313",176
143,142,Curtis Strange,101,251.6,"50,824",202
144,T143,Mike Reid,84,251.5,"42,257",168
T145,T143,Al Geiberger,67,251.1,"33,650",134
T145,147,Steve Hart,84,251.1,"42,188",168
147,145,Tom Jenkins,108,251.0,"54,218",216
148,146,Hubert Green,87,250.7,"43,626",174
149,148,Bill Britton,97,250.4,"48,579",194
150,151,Billy Kratzert,64,250.3,"32,034",128
T151,150,Bob Byman,51,250.0,"25,504",102
T151,152,Isao Aoki,57,250.0,"28,497",114
T151,149,Antonio Cerda,90,250.0,"44,995",180
154,153,Lyn Lott,79,249.9,"39,485",158
155,155,Scott Simpson,98,249.4,"48,882",196
156,154,Orville Moody,52,249.2,"25,915",104
157,157,Hale Irwin,82,249.1,"40,854",164
158,156,Darrell Kestner,70,249.0,"34,855",140
159,158,Allen Miller,101,248.6,"50,220",202
160,159,Terry Diehl,85,248.3,"42,209",170
161,T161,Bill Rogers,68,247.7,"33,692",136
162,T161,Joe Inman,88,247.6,"43,584",176
163,160,Lee Elder,87,247.5,"43,070",174
T164,T164,Mike Gove,69,247.2,"34,118",138
T164,T164,Lou Graham,101,247.2,"49,943",202
T164,163,Thomas Gray,105,247.2,"51,902",210
167,167,Dave Stockton,58,247.1,"28,661",116
168,T164,Mike McCullough,86,246.8,"42,453",172
T169,T169,Chi Chi Rodriguez,57,246.5,"28,104",114
T169,168,Jim Simons,87,246.5,"42,898",174
171,T169,Calvin Peete,87,246.1,"42,825",174
172,171,Tim Norris,51,245.7,"25,063",102
173,172,Tony Sills,85,245.1,"41,671",170
174,173,Michael Brannan,74,241.1,"35,681",148
