RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
T81,T81,Larry Rinker,94,261.8,"49,212",188
T81,T81,Roger Maltbie,88,261.8,"46,071",176
83,83,Gary McCord,60,261.7,"29,312",112
84,84,Charles Bolling,106,261.6,"53,361",204
T85,T85,Russ Cochran,95,261.5,"47,594",182
T85,T85,Mark Lye,86,261.5,"44,972",172
87,87,Ben Crenshaw,88,261.4,"46,010",176
88,88,Bobby Clampett,101,261.2,"52,762",202
89,89,Larry Nelson,68,261.1,"35,505",136
90,90,Nick Price,72,260.9,"37,567",144
91,91,Howard Twitty,100,260.7,"52,136",200
T92,T92,Robert Wrenn,89,260.6,"44,308",170
T92,T92,Peter Jacobsen,77,260.6,"40,136",154
94,94,Tony Sills,103,260.5,"53,673",206
95,95,Willie Wood,96,260.4,"50,001",192
96,96,Corey Pavin,92,260.3,"47,904",184
97,97,Brad Fabel,92,260.2,"47,870",184
98,98,Dennis Trixler,74,260.1,"36,408",140
T99,T99,Bob Eastwood,74,260.0,"38,473",148
T99,T99,Tom Byrum,91,260.0,"47,321",182
101,101,Rick Cramer,69,259.8,"33,768",130
102,102,Mike Sullivan,82,259.6,"42,579",164
103,103,Denis Watson,60,259.5,"31,136",120
104,104,Tim Simpson,98,259.3,"50,823",196
T105,T105,Bill Israelson,95,259.0,"49,201",190
T105,T105,Bernhard Langer,67,259.0,"34,707",134
T105,T105,Mike Miles,55,259.0,"27,450",106
T108,T108,Lennie Clements,83,258.8,"42,448",164
T108,T108,David Peoples,85,258.8,"41,930",162
T110,T110,Rick Fehr,85,258.7,"43,983",170
T110,T110,Brian Mogg,73,258.7,"35,700",138
T110,T110,Mike West,73,258.7,"35,703",138
113,113,Raymond Floyd,77,258.6,"39,823",154
114,114,David Ogrin,89,258.5,"46,007",178
T115,T115,Mark O'Meara,88,258.4,"45,474",176
T115,T115,Andy North,65,258.4,"33,590",130
T115,T115,Brad Faxon,96,258.4,"47,548",184
118,118,Curtis Strange,88,258.2,"45,446",176
119,119,Doug Tewell,95,258.1,"49,041",190
120,120,Bob Lohr,103,258.0,"53,150",206
121,121,Ken Brown,76,257.8,"37,121",144
122,122,Jeff Sluman,105,257.7,"54,110",210
T123,T123,Wayne Levi,89,257.6,"45,859",178
T123,T123,Greg Ladehoff,84,257.6,"41,220",160
125,125,Lanny Wadkins,89,257.3,"45,798",178
T126,T126,Billy Pierot,92,257.2,"45,272",176
T126,T126,Rod Curl,88,257.2,"43,208",168
128,128,Dick Mast,80,257.1,"41,137",160
129,129,Vance Heafner,61,256.9,"29,288",114
130,130,Antonio Cerda,86,256.8,"42,116",164
131,131,John Cook,92,256.7,"47,227",184
132,132,Chris Perry,106,256.6,"54,394",212
133,133,Don Pooley,93,256.5,"47,703",186
134,134,Rocco Mediate,63,256.2,"30,237",118
135,135,Woody Blackburn,68,256.1,"33,808",132
136,136,Doug Johnson,65,255.9,"31,217",122
137,137,David Frost,88,255.3,"44,936",176
138,138,Gary Koch,88,255.2,"44,920",176
139,139,Brett Upper,99,255.0,"50,484",198
140,140,Larry Mize,86,254.9,"43,848",172
141,141,Mark Brooks,92,254.8,"46,876",184
142,142,Mike Donald,107,254.7,"53,484",210
143,143,Billy Kratzert,83,254.5,"41,230",162
T144,T144,Pat Lindsey,88,254.4,"42,738",168
T144,T144,D.A. Weibring,81,254.4,"41,207",162
T144,T144,Richard Zokol,81,254.4,"39,174",154
T147,T147,Harry Taylor,61,254.3,"28,991",114
T147,T147,Loren Roberts,97,254.3,"47,307",186
149,149,Tom Kite,92,253.9,"46,718",184
150,150,Danny Edwards,91,253.8,"46,195",182
T151,T151,Mike Smith,73,253.3,"36,975",146
T151,T151,George Archer,96,253.3,"48,638",192
T153,T153,Frank Conner,96,252.8,"48,544",192
T153,T153,Jay Haas,86,252.8,"43,476",172
T155,T155,Hale Irwin,74,252.4,"37,360",148
T155,T155,Steve Bowman,51,252.4,"23,726",94
157,157,Jim Colbert,75,252.2,"37,836",150
158,158,Mike McCullough,84,252.0,"42,328",168
159,159,Ron Streck,66,251.8,"31,228",124
160,160,Peter Oosterhuis,54,251.5,"27,163",108
161,161,Morris Hatalsky,92,251.4,"44,255",176
162,162,David Edwards,69,250.7,"34,598",138
T163,T163,Mark Pfeil,77,250.6,"38,600",154
T163,T163,Pat McGowan,93,250.6,"46,619",186
T165,T165,Joe Inman,76,249.7,"37,951",152
T165,T165,Ed Fiori,92,249.7,"43,944",176
T167,T167,Hubert Green,80,249.4,"39,911",160
T167,T167,Wayne Grady,84,249.4,"41,891",168
T167,T167,Bob Murphy,74,249.4,"36,908",148
170,170,Scott Simpson,73,248.8,"36,329",146
T171,T171,Jim Simons,77,248.6,"38,279",154
T171,T171,Calvin Peete,87,248.6,"43,259",174
173,173,Mike Reid,81,246.6,"39,947",162
174,174,Lou Graham,77,246.3,"35,967",146
175,175,Tim Norris,99,246.2,"46,774",190
176,176,Dave Stockton,51,244.8,"24,965",102
177,177,Bill Rogers,56,243.7,"27,299",112
178,178,Jack Renner,79,243.4,"38,463",158
