RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
1,1,John Daly,78,283.4,"44,216",156
2,2,Phil Blackmar,80,276.5,"44,241",160
3,3,John Adams,93,275.8,"51,016",185
4,4,Kelly Gibson,93,275.3,"51,206",186
5,5,Fred Couples,84,274.8,"46,158",168
6,6,Ed Humenik,100,274.6,"54,639",199
7,7,Duffy Waldorf,86,274.0,"47,132",172
T8,T8,Neal Lancaster,115,273.7,"62,669",229
T8,T8,John Elliott,58,273.7,"31,203",114
10,10,Davis Love III,92,272.8,"50,186",184
11,11,Tom Lehman,103,272.2,"55,529",204
12,12,Carl Cooper,76,272.1,"41,365",152
13,13,Dan Pohl,60,271.4,"32,572",120
14,14,Greg Whisman,78,271.3,"42,323",156
15,15,Mark Calcavecchia,96,271.1,"51,511",190
16,T16,Dan Forsman,109,270.3,"58,917",218
T17,T16,Andrew Magee,96,270.2,"51,870",192
T17,T16,Steve Lamontagne,88,270.2,"47,547",176
19,19,Mike Standly,99,269.9,"53,445",198
T20,21,Larry Silveira,54,269.5,"28,832",107
T20,20,"Jim Gallagher, Jr.",105,269.5,"56,596",210
22,23,Tom Purtzer,82,269.3,"44,171",164
23,24,Joey Sindelar,107,269.2,"57,330",213
T24,T25,Mike Sullivan,80,269.1,"43,049",160
T24,T25,Lon Hinkle,58,269.1,"31,220",116
26,T27,Tommy Armour III,82,268.9,"43,566",162
27,29,Marco Dawson,80,268.8,"43,000",160
T28,T27,Craig Stadler,82,268.7,"44,067",164
T28,22,Bruce Lietzke,66,268.7,"35,471",132
T30,31,Mike Springer,85,268.1,"45,574",170
T30,30,Steve Elkington,86,268.1,"46,120",172
32,33,Greg Norman,58,268.0,"31,083",116
33,32,John Huston,105,267.9,"55,714",208
34,T34,Paul Azinger,86,267.5,"46,004",172
35,T34,Jodie Mudd,66,267.4,"35,298",132
36,36,Bill Glasson,53,267.2,"27,792",104
T37,T37,Gary Hallberg,87,266.8,"46,428",174
T37,T37,Kenny Perry,83,266.8,"43,760",164
39,39,Jim McGovern,101,266.7,"53,881",202
40,40,Jay Delsing,93,266.5,"49,563",186
T41,T41,Brad Bell,54,266.1,"28,734",108
T41,T41,Greg Twiggs,52,266.1,"27,673",104
43,43,Ted Schulz,106,266.0,"56,390",212
44,44,Ronnie Black,89,265.9,"47,334",178
45,45,Payne Stewart,82,265.8,"43,599",164
46,46,Gene Sauers,78,265.7,"40,916",154
T47,T47,David Peoples,99,265.6,"52,061",196
T47,T47,Donnie Hammond,66,265.6,"35,053",132
T49,T49,Brad Bryant,113,265.5,"60,010",226
T49,T49,Brandel Chamblee,85,265.5,"45,127",170
T49,T49,Chris Tucker,83,265.5,"44,070",166
52,53,Bill Sander,52,265.2,"26,782",101
T53,54,Jeff Maggert,89,264.8,"47,129",178
T53,52,Raymond Floyd,60,264.8,"31,771",120
55,55,Robert Gamez,79,264.1,"41,732",158
T56,T56,John Riegger,71,264.0,"36,954",140
T56,T56,Fuzzy Zoeller,62,264.0,"32,730",124
T58,60,Nick Price,99,263.9,"52,260",198
T58,59,Gil Morgan,87,263.9,"45,916",174
60,T56,Steve Pate,105,263.8,"55,404",210
61,61,Brad Fabel,94,263.7,"49,577",188
T62,T62,Tom Sieckmann,93,263.6,"49,023",186
T62,T62,Richard Zokol,67,263.6,"35,324",134
64,64,Roger Maltbie,64,263.5,"33,732",128
65,65,Robin Freeman,84,263.3,"44,233",168
66,67,Bob Gilder,94,263.1,"49,469",188
67,68,Robert Wrenn,82,263.0,"43,132",164
68,69,Patrick Burke,90,262.8,"47,039",179
69,66,John Cook,79,262.7,"41,501",158
70,70,P.H. Horgan III,75,262.6,"39,395",150
71,71,Dudley Hart,95,262.5,"49,874",190
72,72,Russ Cochran,96,262.2,"50,083",191
73,73,Blaine McCallister,96,262.0,"50,295",192
74,74,Scott Gump,111,261.9,"58,147",222
75,75,Olin Browne,90,261.6,"47,080",180
76,76,Dan Halldorson,86,261.5,"44,981",172
T77,T77,Bob Estes,89,261.4,"46,538",178
T77,T77,Greg Hickman,64,261.4,"33,458",128
T77,T77,Jim Woodward,70,261.4,"36,597",140
80,80,Rocco Mediate,82,261.3,"42,861",164
T81,T81,David Toms,87,261.2,"45,452",174
T81,T81,Joel Edwards,54,261.2,"28,205",108
83,83,Mark McCumber,81,261.1,"41,772",160
T84,T84,Fran Quinn,61,260.9,"31,306",120
T84,T84,John Ross,86,260.9,"44,883",172
T86,86,Tom Kite,91,260.5,"47,416",182
T86,T88,Scott Hoch,59,260.5,"30,737",118
T88,T90,Peter Jacobsen,93,260.4,"48,440",186
T88,T90,Greg Lesher,78,260.4,"40,629",156
T90,T92,Tim Simpson,69,260.3,"35,395",136
