RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
T90,T92,Mike Hulbert,110,260.3,"57,271",220
T90,T92,Fulton Allem,99,260.3,"51,548",198
93,95,Howard Twitty,85,260.2,"44,234",170
T94,87,Billy Ray Brown,75,260.1,"39,011",150
T94,96,Dick Mast,73,260.1,"37,969",146
T96,T88,Chip Beck,89,260.0,"46,274",178
T96,T97,Jay Don Blake,78,260.0,"40,559",156
T96,T97,Bruce Zabriski,80,260.0,"41,347",159
99,102,Mark O'Meara,81,259.5,"42,032",162
T100,T99,Jeff Sluman,111,259.4,"57,589",222
T100,T99,Leonard Thompson,69,259.4,"35,800",138
102,101,Emlyn Aubrey,72,259.3,"37,336",144
T103,T103,Dave Barr,92,259.0,"47,664",184
T103,T103,Ben Crenshaw,82,259.0,"42,480",164
T105,T105,John Mahaffey,76,258.8,"39,330",152
T105,T105,Mark Carnevale,83,258.8,"42,960",166
107,107,Lance Ten Broeck,107,258.7,"55,353",214
108,108,Dave Rummells,96,258.6,"49,643",192
109,T109,Ken Green,87,258.5,"44,713",173
110,T109,Keith Clearwater,107,258.4,"55,029",213
T111,112,Doug Tewell,76,258.3,"39,265",152
T111,111,Lee Janzen,104,258.3,"53,471",207
113,113,Nolan Henke,86,258.1,"44,397",172
114,T114,Rick Fehr,85,258.0,"43,852",170
115,T114,Mark Brooks,107,257.8,"54,904",213
116,117,Jim Thorpe,56,257.6,"28,856",112
T117,T118,Chris Perry,79,257.5,"39,915",155
T117,T118,Bob Wolcott,102,257.5,"52,534",204
T117,T118,Bob Tway,65,257.5,"33,469",130
T120,T121,Wayne Levi,83,257.4,"42,729",166
T120,T121,Dave Schreyer,53,257.4,"27,282",106
T120,116,David Frost,81,257.4,"41,696",162
123,123,Jim Hallet,112,257.3,"57,628",224
124,124,Frank Conner,87,257.1,"44,486",173
125,125,Ed Dougherty,108,256.9,"55,490",216
126,126,Billy Mayfair,114,256.7,"58,281",227
127,127,Doug Martin,85,256.6,"43,625",170
128,T128,Jay Haas,104,256.5,"53,353",208
129,T128,Mike Donald,101,256.4,"51,794",202
130,130,Buddy Gardner,89,255.9,"45,557",178
131,131,Greg Kraft,81,255.8,"41,190",161
132,T132,Mark Wiebe,83,255.7,"42,438",166
T133,T134,Bill Britton,84,255.6,"42,943",168
T133,T134,Mike Smith,106,255.6,"53,928",211
135,T132,Brad Faxon,89,255.4,"45,458",178
136,136,Scott Simpson,73,255.3,"37,280",146
137,137,J.P. Hayes,73,255.2,"37,265",146
138,139,Dillard Pruitt,91,254.7,"46,100",181
139,140,David Edwards,94,254.4,"47,830",188
140,141,Ian Baker-Finch,60,254.3,"30,513",120
T141,T142,Curtis Strange,60,254.2,"30,501",120
T141,T142,Hal Sutton,76,254.2,"38,643",152
T141,T142,Larry Mize,81,254.2,"41,176",162
144,145,Kenny Knox,82,254.1,"41,668",164
T145,T146,Brian Claar,99,253.9,"50,268",198
T145,T146,Tray Tyner,67,253.9,"33,013",130
147,T148,Fred Funk,109,253.8,"55,327",218
T148,T150,Bob Friend,97,253.3,"49,144",194
T148,T150,Billy Andrade,86,253.3,"43,566",172
T150,T152,Don Pooley,57,253.1,"28,858",114
T150,T152,Lanny Wadkins,87,253.1,"44,045",174
T150,T152,Sonny Skinner,73,253.1,"36,951",146
T153,T155,Kirk Triplett,69,252.7,"34,870",138
T153,T155,Peter Persons,99,252.7,"50,040",198
T153,T160,Corey Pavin,89,252.7,"44,977",178
T153,T155,Tom Byrum,76,252.7,"38,411",152
T153,T155,Jerry Haas,59,252.7,"29,820",118
158,159,Jon Chaffee,66,252.6,"33,341",132
159,T160,Dicky Thompson,70,252.5,"34,846",138
160,162,D.A. Weibring,81,252.3,"40,877",162
T161,T163,E.J. Pfister,58,251.9,"28,470",113
T161,T163,Bart Bryant,60,251.9,"30,224",120
163,166,Dave Peege,69,251.7,"34,225",136
164,167,Bob Lohr,89,251.5,"44,768",178
165,168,Hale Irwin,65,251.3,"32,667",130
166,169,Bruce Fleisher,102,251.1,"51,232",204
167,170,Kim Young,67,250.8,"33,601",134
T168,T171,Steve Hart,90,250.6,"44,854",179
T168,T171,Loren Roberts,102,250.6,"51,119",204
170,173,Larry Rinker,82,250.3,"41,055",164
171,174,Jerry Anderson,87,249.6,"43,422",174
172,175,Wayne Grady,70,249.4,"34,918",140
173,176,Mike Reid,77,249.0,"38,346",154
174,177,Michael Cunning,82,248.8,"40,804",164
175,178,David Canipe,78,248.7,"38,301",154
176,179,David Ogrin,80,248.5,"39,765",160
177,180,Mitch Adcock,75,248.3,"37,251",150
178,181,Tony Sills,66,247.1,"32,613",132
179,182,Hubert Green,50,245.7,"24,573",100
180,183,John Inman,98,244.3,"47,648",195
181,184,Stan Utley,73,243.3,"35,518",146
182,185,Morris Hatalsky,75,242.6,"36,386",150
183,186,Ed Fiori,97,240.6,"45,960",191
