RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
T79,T87,Steve Elkington,62,268.1,"32,172",120
T81,T80,Jay Haas,84,268.0,"40,739",152
T81,T80,Jay Don Blake,93,268.0,"48,769",182
T83,T82,Billy Ray Brown,72,267.9,"37,508",140
T83,T82,John Huston,78,267.9,"40,189",150
T83,T82,Brandel Chamblee,82,267.9,"42,326",158
T86,T85,Len Mattiace,109,267.8,"57,048",213
T86,T85,Billy Mayfair,92,267.8,"48,203",180
T88,T87,Peter Jacobsen,88,267.7,"46,313",173
T88,T87,Ed Dougherty,68,267.7,"34,806",130
T88,T87,Taylor Smith,84,267.7,"43,370",162
T88,T87,Gabriel Hjertstedt,72,267.7,"38,547",144
T92,T92,Jimmy Johnston,88,267.5,"45,470",170
T92,T92,Mark Wiebe,79,267.5,"39,856",149
T94,T94,Nick Price,62,267.3,"29,940",112
T94,T94,Frank Lickliter II,88,267.3,"45,434",170
T96,T96,David Sutherland,86,267.2,"43,824",164
T96,T96,Scott Dunlap,94,267.2,"48,099",180
T96,T96,P.H. Horgan III,92,267.2,"47,553",178
99,99,Woody Austin,89,267.1,"46,480",174
T100,T100,Skip Kendall,106,266.9,"54,441",204
T100,T100,Craig Stadler,72,266.9,"35,492",133
102,102,Joey Sindelar,104,266.7,"54,414",204
103,103,Jeff Sluman,98,266.6,"51,980",195
T104,T104,Tom Watson,54,266.5,"25,581",96
T104,T104,Billy Andrade,103,266.5,"51,170",192
106,106,Jack O'Keefe,77,266.3,"39,942",150
107,107,Steve Pate,86,266.2,"44,187",166
T108,T108,Howard Twitty,50,266.1,"25,546",96
T108,T108,Jerry Kelly,94,266.1,"46,830",176
T108,110,Jesper Parnevik,70,266.1,"34,860",131
T111,T111,Jimmy Green,85,265.6,"43,554",164
T111,T111,Kevin Sutherland,89,265.6,"44,893",169
113,113,Craig Kanada,56,265.5,"28,673",108
114,114,Greg Kraft,107,265.4,"55,198",208
115,115,Shane Bertsch,85,265.2,"44,015",166
T116,T116,Kevin Burton,74,265.0,"39,222",148
T116,T116,Bob Estes,69,265.0,"36,575",138
118,118,Mike Springer,66,264.9,"34,962",132
119,119,Doug Barron,106,264.8,"54,547",206
120,120,Joe Ozaki,66,264.7,"34,412",130
T121,T121,Clarence Rose,94,264.5,"48,677",184
T121,T121,Gene Sauers,53,264.5,"28,034",106
T123,T123,Patrick Burke,67,264.4,"34,369",130
T123,T123,Pete Jordan,105,264.4,"53,414",202
T125,T125,Craig Parry,71,264.3,"36,477",138
T125,T128,Jeff Maggert,93,264.3,"47,037",178
T125,T125,Lee Porter,83,264.3,"42,822",162
128,127,John Wilson,91,264.2,"48,080",182
T129,T128,Mike Hulbert,100,264.1,"51,758",196
T129,T128,Glen Day,84,264.1,"42,258",160
131,131,Jim Carter,101,264.0,"51,741",196
T132,T132,John Cook,99,263.9,"51,193",194
T132,T132,J.P. Hayes,97,263.9,"50,139",190
T132,T132,Phil Tataurangi,78,263.9,"40,112",152
T135,T135,Nolan Henke,84,263.8,"43,265",164
T135,T135,Bob Wolcott,73,263.8,"37,462",142
T137,T137,Kirk Triplett,92,263.7,"46,406",176
T137,T137,Curtis Strange,63,263.7,"31,119",118
139,139,Rick Fehr,72,263.6,"36,376",138
140,140,Craig Bowden,57,263.4,"28,978",110
141,141,David Ogrin,96,263.3,"50,550",192
142,142,Blaine McCallister,85,263.2,"44,737",170
143,144,Chris Perry,108,263.0,"55,225",210
T144,145,Fuzzy Zoeller,52,262.9,"27,340",104
T144,143,Jim Furyk,102,262.9,"49,169",187
146,146,Guy Boros,79,262.7,"41,511",158
147,147,Scott Gump,111,262.6,"56,729",216
T148,T148,Brian Claar,59,261.9,"30,909",118
T148,T148,Olin Browne,104,261.9,"52,913",202
T150,T150,Nick Faldo,50,261.8,"23,297",89
T150,T150,David Frost,69,261.8,"34,817",133
T150,T150,Scott Simpson,83,261.8,"41,886",160
153,153,Mark O'Meara,78,261.7,"38,213",146
T154,T154,Scott Verplank,64,261.6,"32,435",124
T154,T154,Brad Fabel,97,261.6,"49,177",188
156,156,Lee Rinker,97,261.4,"49,671",190
T157,T157,Lanny Wadkins,71,261.2,"37,090",142
T157,T157,John Dowdall,61,261.2,"31,865",122
159,159,Mike Brisky,100,261.1,"51,961",199
160,160,Spike McRoy,70,260.8,"35,472",136
161,163,Scott Hoch,87,260.7,"45,368",174
162,161,D.A. Weibring,65,260.6,"32,311",124
163,162,Paul Claxton,66,260.5,"34,384",132
164,164,Fred Funk,115,260.2,"59,327",228
T165,T169,Brad Faxon,79,260.1,"36,936",142
T165,165,Dicky Pride,79,260.1,"39,536",152
167,166,Joel Edwards,94,259.8,"47,797",184
168,167,Tim Simpson,65,259.6,"32,705",126
169,168,Chip Beck,73,259.5,"36,845",142
T170,T169,Rafael Alarcon,81,259.3,"40,962",158
T170,T169,Mark Brooks,92,259.3,"45,124",174
172,T172,Justin Leonard,104,259.2,"50,291",194
T173,T172,Wayne Levi,67,258.8,"34,675",134
T173,T172,Willie Wood,88,258.8,"44,511",172
175,175,Fulton Allem,62,258.5,"32,056",124
176,176,Don Pooley,72,258.4,"36,693",142
177,177,John Maginnes,103,258.3,"52,179",202
178,178,Emlyn Aubrey,75,258.1,"37,163",144
179,179,Jeff Hart,81,257.9,"40,752",158
180,180,Larry Mize,73,257.6,"35,554",138
181,181,Larry Rinker,100,257.4,"50,447",196
182,182,Sonny Skinner,71,257.2,"36,527",142
183,183,Bruce Fleisher,61,257.1,"31,362",122
184,184,Omar Uresti,103,256.4,"51,798",202
185,185,Steve Hart,69,256.3,"35,366",138
186,186,Allen Doyle,85,256.2,"43,560",170
187,187,Doug Martin,105,255.6,"52,142",204
188,188,Tray Tyner,74,255.5,"37,813",148
189,189,David Edwards,70,254.4,"35,615",140
190,190,Mike Reid,83,253.7,"41,105",162
191,191,Loren Roberts,82,251.4,"40,226",160
192,192,Lennie Clements,88,251.2,"44,219",176
193,193,Corey Pavin,66,250.9,"29,605",118
194,194,John Morse,92,250.6,"46,103",184
195,195,Ed Fiori,52,244.8,"24,481",100
