RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
1,1,John Daly,50,302.0,"29,594",98
2,2,Tiger Woods,81,294.8,"45,404",154
3,3,Bill Glasson,68,287.5,"39,095",136
4,4,Davis Love III,94,285.8,"49,159",172
T5,5,Phil Mickelson,80,284.1,"40,914",144
T5,6,Chip Sullivan,77,284.1,"43,750",154
7,7,Scott McCarron,85,283.8,"44,843",158
8,8,Fred Couples,57,283.5,"29,763",105
T9,9,John Adams,83,280.9,"45,513",162
T9,10,Vijay Singh,83,280.9,"44,383",158
11,11,Kelly Gibson,123,280.2,"67,806",242
12,12,David Duval,100,280.1,"52,659",188
13,13,Tim Herron,103,279.7,"56,503",202
14,14,Mark Calcavecchia,100,279.1,"51,909",186
15,15,Duffy Waldorf,92,279.0,"49,657",178
16,16,Grant Waite,105,278.6,"56,841",204
17,17,Stuart Appleby,82,278.4,"40,926",147
18,19,Steve Jones,80,278.2,"41,177",148
19,18,Hideki Kase,89,278.1,"47,280",170
20,20,Steve Lowery,101,277.8,"54,996",198
21,21,Paul Stankowski,103,277.5,"54,942",198
22,22,Tom Purtzer,70,277.2,"34,369",124
23,23,Kenny Perry,85,277.0,"44,600",161
24,24,Brent Geiberger,97,276.9,"51,512",186
25,25,Larry Silveira,61,276.8,"32,660",118
26,26,Brian Henninger,80,276.3,"42,547",154
T27,T27,Michael Christie,98,276.1,"52,463",190
T27,T27,Marco Dawson,88,276.1,"46,939",170
29,29,Shaun Micheel,53,276.0,"29,252",106
30,30,"Dave Stockton, Jr.",102,275.7,"54,596",198
T31,T31,"David Berganio, Jr.",86,275.2,"45,678",166
T31,T31,Bradley Hughes,80,275.2,"42,924",156
33,33,Tommy Tolles,92,275.0,"46,748",170
34,34,Steve Stricker,63,274.8,"30,232",110
T35,T35,Tom Pernice Jr.,88,274.6,"46,677",170
T35,T35,Robert Gamez,82,274.6,"45,042",164
T37,T37,Jay Delsing,86,274.4,"46,093",168
T37,T37,Ted Tryba,106,274.4,"56,520",206
T37,T37,Brett Quigley,113,274.4,"60,927",222
40,40,Phil Blackmar,92,274.3,"49,366",180
41,41,Andrew Magee,106,274.1,"53,731",196
42,42,Michael Bradley,91,273.8,"45,723",167
43,43,Joe Durant,101,273.3,"53,576",196
44,44,Robin Freeman,68,273.2,"35,517",130
45,45,"Jim Gallagher, Jr.",87,273.1,"47,527",174
T46,T46,Paul Azinger,62,272.7,"32,446",119
T46,T46,Tommy Armour III,98,272.7,"51,276",188
T46,T46,Rocco Mediate,83,272.7,"43,628",160
49,49,Keith Fergus,58,272.5,"31,613",116
50,50,David Toms,88,272.3,"47,924",176
51,51,Eric Johnson,85,272.1,"45,175",166
52,52,Ernie Els,66,271.6,"30,963",114
T53,T53,Larry Nelson,54,271.5,"29,050",107
T53,T53,Todd Demsey,74,271.5,"40,177",148
55,T61,Tom Lehman,75,271.4,"36,638",135
56,55,Dan Forsman,87,271.1,"45,547",168
T57,T56,Payne Stewart,87,270.9,"44,704",165
T57,T56,Hal Sutton,96,270.9,"51,746",191
T59,58,Lee Janzen,102,270.7,"52,237",193
T59,T63,Frank Nobilo,64,270.7,"31,676",117
61,59,Mike Standly,86,270.6,"46,538",172
62,60,Russ Cochran,103,270.5,"55,728",206
63,T61,Hugh Royer III,85,270.4,"44,887",166
64,T63,Bob Tway,95,270.3,"48,918",181
65,65,Ken Green,55,270.2,"28,644",106
66,66,Anthony Rodriguez,63,270.1,"32,948",122
67,67,Dudley Hart,83,269.9,"41,562",154
T68,71,Stewart Cink,102,269.8,"53,420",198
T68,68,Robert Damron,100,269.8,"51,802",192
70,69,Jim McGovern,91,269.7,"48,010",178
71,70,Donnie Hammond,68,269.6,"36,666",136
72,72,Tom Kite,77,269.3,"37,704",140
73,73,Tom Byrum,98,269.1,"52,743",196
74,74,Ronnie Black,87,269.0,"45,737",170
T75,T75,Brad Bryant,79,268.8,"41,925",156
T75,T75,Greg Norman,54,268.8,"24,733",92
T77,T77,Neal Lancaster,105,268.5,"54,230",202
T77,T77,Paul Goydos,102,268.5,"53,691",200
T79,79,Sandy Lyle,63,268.1,"32,704",122
