RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
1,1,John Daly,71,288.9,"40,738",141
2,2,Davis Love III,100,280.2,"56,030",200
3,3,David Jackson,87,278.7,"48,501",174
4,4,Barry Cheesman,87,278.6,"48,472",174
5,5,John Adams,92,277.6,"50,795",183
6,6,Brett Ogle,56,277.1,"31,039",112
7,7,Fred Couples,71,275.0,"39,048",142
8,8,Jay Delsing,100,274.8,"54,963",200
9,T9,Greg Norman,54,274.4,"29,630",108
10,T9,John Elliott,77,274.2,"42,226",154
11,11,Nick Price,69,273.9,"37,793",138
T12,T13,Jodie Mudd,59,273.3,"31,705",116
T12,12,Paul Azinger,81,273.3,"44,274",162
T12,T13,Fuzzy Zoeller,71,273.3,"38,809",142
15,15,Ed Humenik,93,272.7,"50,719",186
16,16,Phil Blackmar,89,271.4,"47,497",175
17,17,Kelly Gibson,102,270.9,"55,002",203
T18,18,John Huston,112,270.6,"60,346",223
T18,19,JC Anderson,77,270.6,"41,124",152
20,20,Dan Pohl,52,270.5,"28,131",104
21,21,Steve Lamontagne,98,270.3,"52,980",196
22,T22,Mike Standly,93,269.9,"49,657",184
23,T22,Payne Stewart,94,269.6,"50,676",188
24,25,Tom Lehman,95,269.5,"51,201",190
25,26,Duffy Waldorf,80,269.3,"43,090",160
26,24,Phil Mickelson,73,269.2,"39,302",146
T27,T27,Kenny Perry,91,269.1,"48,446",180
T27,T27,Tom Watson,56,269.1,"30,141",112
29,30,Michael Bradley,79,268.8,"42,207",157
T30,31,Howard Twitty,92,268.7,"49,444",184
T30,29,"Jim Gallagher, Jr.",89,268.7,"47,822",178
32,32,Tom Purtzer,56,268.4,"30,065",112
33,T33,Craig Stadler,80,268.2,"42,644",159
34,T33,Brad Bryant,101,268.1,"53,623",200
35,35,Bill Glasson,77,267.9,"41,251",154
36,36,Marco Dawson,105,267.8,"56,243",210
37,37,Steve Elkington,88,267.5,"47,080",176
T38,39,Joey Sindelar,71,267.1,"37,656",141
T38,38,Jim McGovern,118,267.1,"62,772",235
40,40,Steve Lowery,109,266.8,"57,371",215
41,42,Dave Rummells,79,266.4,"42,095",158
42,43,Neal Lancaster,100,266.2,"53,242",200
43,44,Mike Springer,82,266.1,"43,634",164
44,46,Neale Smith,56,265.7,"29,757",112
45,45,Nolan Henke,93,265.6,"49,403",186
T46,41,Gil Morgan,86,265.4,"45,650",172
T46,47,Mark Calcavecchia,95,265.4,"50,157",189
T48,T49,Andy Bean,61,265.2,"32,356",122
T48,T49,Dudley Hart,91,265.2,"47,734",180
50,51,David Peoples,83,265.1,"44,005",166
T51,T52,Greg Twiggs,89,265.0,"46,908",177
T51,T52,Blaine McCallister,88,265.0,"46,638",176
T51,T52,Gary Hallberg,91,265.0,"48,221",182
T51,T52,Russell Beiersdorf,100,265.0,"52,992",200
55,56,Mark McCumber,78,264.9,"41,317",156
56,57,Brian Kamm,86,264.8,"45,538",172
T57,48,Jeff Maggert,89,264.2,"47,019",178
T57,58,Michael Allen,84,264.2,"44,380",168
T59,T59,Brian Henninger,90,264.0,"47,256",179
T59,T59,Grant Waite,90,264.0,"47,523",180
61,61,Ronnie Black,88,263.5,"46,379",176
T62,63,Tom Kite,68,263.3,"35,805",136
T62,62,Mark Lye,65,263.3,"34,224",130
64,64,Tommy Armour III,56,263.0,"29,457",112
65,65,Andrew Magee,74,262.6,"38,604",147
66,66,Tom Sieckmann,96,262.5,"50,407",192
67,67,Bob Estes,98,262.3,"51,402",196
T68,T68,Ted Tryba,94,262.1,"49,266",188
T68,T68,Mark O'Meara,86,262.1,"44,826",171
70,T70,Robin Freeman,86,261.9,"45,052",172
71,72,Peter Jacobsen,79,261.8,"41,364",158
72,73,Scott Gump,92,261.4,"47,837",183
73,T70,Rocco Mediate,87,261.3,"45,474",174
74,T74,Mark Wiebe,90,261.1,"46,990",180
T75,T77,Billy Kratzert,52,261.0,"27,145",104
T75,T77,Gene Sauers,95,261.0,"49,074",188
T77,T79,Ted Schulz,95,260.8,"49,546",190
T77,T79,Wayne Levi,76,260.8,"39,116",150
T77,T74,David Frost,73,260.8,"38,076",146
T80,T81,Dan Halldorson,79,260.7,"41,186",158
T80,T81,Jeff Sluman,97,260.7,"50,573",194
T80,T81,Russ Cochran,95,260.7,"48,487",186
T80,T81,Bobby Clampett,54,260.7,"28,160",108
T84,T85,Dan Forsman,87,260.5,"45,325",174
T84,T85,Mike Schuchart,72,260.5,"37,506",144
T86,T85,Rick Fehr,98,260.4,"51,031",196
T86,T74,Jay Haas,111,260.4,"57,813",222
88,88,Craig Parry,73,260.2,"37,990",146
89,T89,Bruce Lietzke,50,259.9,"25,993",100
90,91,Jim Woodward,51,259.8,"26,238",101
