RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
91,92,Bobby Wadkins,65,259.7,"33,761",130
92,93,Donnie Hammond,83,259.5,"43,084",166
T93,T94,Robert Gamez,81,259.1,"41,978",162
T93,T94,David Toms,84,259.1,"43,266",167
T95,96,Ben Crenshaw,71,259.0,"36,780",142
T95,T89,Larry Mize,76,259.0,"39,373",152
97,97,Billy Andrade,92,258.8,"47,622",184
T98,T98,Dave Barr,94,258.5,"48,603",188
T98,T98,Lance Ten Broeck,97,258.5,"49,890",193
T100,T100,Steve Pate,89,258.3,"45,978",178
T100,T100,Skip Kendall,96,258.3,"49,341",191
T102,T100,Chip Beck,88,258.2,"45,437",176
T102,103,Robert Wrenn,81,258.2,"41,831",162
T104,T104,Jay Don Blake,79,258.1,"38,972",151
T104,T104,Eddie Pearce,62,258.1,"31,749",123
T106,T106,Buddy Gardner,65,258.0,"33,535",130
T106,T106,Scott Hoch,93,258.0,"47,987",186
T106,T106,Patrick Burke,57,258.0,"29,417",114
T109,T109,Perry Moss,86,257.9,"44,351",172
T109,T109,Trevor Dodds,82,257.9,"42,289",164
T109,T109,Keith Clearwater,104,257.9,"53,640",208
112,112,Bob Gilder,78,257.8,"40,216",156
T113,T113,Ken Green,60,257.6,"30,135",117
T113,T113,P.H. Horgan III,87,257.6,"44,824",174
T115,T116,Mark Brooks,95,257.2,"48,610",189
T115,T116,Mark Carnevale,94,257.2,"47,842",186
T117,121,Fulton Allem,90,257.1,"46,282",180
T117,115,Lee Janzen,93,257.1,"47,043",183
119,118,Greg Kraft,72,257.0,"37,005",144
T120,T119,Denis Watson,62,256.8,"31,327",122
T120,T119,Ed Dougherty,111,256.8,"57,015",222
122,122,Brandel Chamblee,83,256.6,"42,081",164
123,123,Bill Britton,89,256.3,"45,623",178
T124,T124,John Cook,85,256.2,"42,782",167
T124,T124,Larry Nelson,55,256.2,"28,186",110
T126,T126,Len Mattiace,78,256.1,"39,691",155
T126,T126,Paul Goydos,95,256.1,"48,663",190
T128,T128,John Flannery,103,256.0,"52,732",206
T128,T128,Hal Sutton,85,256.0,"43,267",169
T130,T131,Jeff Cook,83,255.8,"41,952",164
T130,T131,Willie Wood,78,255.8,"39,902",156
T132,T133,Kirk Triplett,92,255.6,"47,032",184
T132,T133,Mike Smith,90,255.6,"46,014",180
T134,130,Scott Simpson,78,255.4,"39,845",156
T134,135,Jim Thorpe,56,255.4,"28,609",112
T136,T136,Marty Schiene,62,255.2,"31,639",124
T136,T136,Lee Porter,51,255.2,"26,032",102
T138,T138,Brian Claar,108,255.1,"55,093",216
T138,T138,Roger Maltbie,59,255.1,"30,103",118
140,140,Tim Simpson,85,255.0,"43,097",169
141,141,Dillard Pruitt,86,254.8,"43,831",172
T142,T142,Curtis Strange,79,254.7,"39,729",156
T142,T142,Gene Jones,57,254.7,"29,036",114
144,144,Dennis Trixler,82,254.6,"41,760",164
145,145,Brad Faxon,85,254.5,"43,261",170
146,146,Lennie Clements,80,254.4,"40,700",160
147,147,Massy Kuramoto,61,254.1,"30,996",122
148,148,Jimmy Johnston,69,253.9,"35,040",138
T149,T149,Hale Irwin,67,253.7,"33,995",134
T149,T149,Mike Donald,92,253.7,"46,428",183
151,151,Doug Tewell,63,253.4,"31,418",124
152,152,Bob Tway,68,253.3,"34,442",136
T153,T153,Joel Edwards,90,253.2,"45,574",180
T153,T153,Richard Zokol,74,253.2,"36,721",145
T155,155,Mike Hulbert,100,253.0,"50,607",200
T155,156,Billy Mayfair,110,253.0,"55,668",220
157,157,Brad Fabel,82,252.8,"41,464",164
158,159,D.A. Weibring,75,252.4,"37,858",150
T159,T160,Jaime Gomez,85,252.3,"42,894",170
T159,T160,Ian Baker-Finch,61,252.3,"30,782",122
161,162,Rick Dalpos,70,252.2,"35,311",140
162,T163,Dick Mast,87,252.1,"43,872",174
T163,T163,David Edwards,78,252.0,"39,306",156
T163,165,Bill Murchison,54,252.0,"27,221",108
165,158,Corey Pavin,91,251.9,"45,853",182
166,166,John Mahaffey,73,251.7,"36,746",146
167,167,Greg Cesario,62,251.4,"31,179",124
T168,T168,Harry Taylor,88,251.3,"44,227",176
T168,T168,Larry Rinker,74,251.3,"36,946",147
T170,T170,Lanny Wadkins,70,251.2,"34,918",139
T170,T170,Fred Funk,115,251.2,"57,787",230
172,172,Wayne Grady,52,251.1,"26,113",104
173,173,Bruce Fleisher,89,250.1,"44,516",178
T174,T174,Loren Roberts,95,249.9,"47,472",190
T174,T174,Tim Conley,63,249.9,"31,488",126
176,176,Bob Lohr,85,249.8,"42,461",170
177,177,David Ogrin,92,249.6,"45,928",184
178,178,Tom Byrum,76,249.5,"37,926",152
T179,T179,Peter Persons,90,248.7,"44,519",179
T179,T179,Jim Hallet,90,248.7,"44,764",180
181,181,John Dowdall,54,247.9,"26,772",108
182,182,Jeff Woodland,79,247.5,"39,099",158
183,183,Dave Peege,57,247.4,"28,201",114
184,184,Tad Rhyan,79,247.1,"39,037",158
185,185,Hubert Green,54,245.8,"26,546",108
186,186,John Inman,98,245.0,"48,026",196
187,187,Ed Fiori,95,244.7,"46,243",189
188,188,Morris Hatalsky,60,243.2,"29,186",120
189,189,David Delong,52,240.9,"24,574",102
