RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
1,1,John McComish,70,283.9,"39,744",140
2,2,Davis Love III,85,281.5,"47,850",170
3,3,Joey Sindelar,113,280.3,"63,346",226
T4,T4,Greg Norman,67,278.2,"37,279",134
T4,T4,Mac O'Grady,87,278.2,"48,401",174
6,6,Fred Couples,91,276.8,"50,386",182
7,7,Jay Don Blake,97,275.2,"53,390",194
8,8,Bill Glasson,92,275.1,"50,617",184
9,9,Brad Greer,75,274.3,"41,143",150
10,10,Craig Stadler,76,274.0,"41,648",152
11,11,Bill Sander,92,273.7,"50,359",184
12,12,Phil Blackmar,100,273.5,"54,696",200
13,13,Jodie Mudd,97,273.3,"53,022",194
14,14,Mark Calcavecchia,89,273.1,"48,619",178
15,15,Dan Pohl,96,273.0,"52,413",192
16,16,Curt Byrum,111,272.8,"60,556",222
17,17,Dan Forsman,121,272.4,"65,920",242
18,18,Kenny Perry,77,271.8,"41,861",154
19,19,Sam Randolph,78,271.6,"42,365",156
20,20,Denny Hepler,56,271.2,"30,371",112
21,21,Lon Hinkle,68,270.8,"36,824",136
22,22,Steve Pate,116,270.7,"62,793",232
23,23,Russ Cochran,110,270.5,"59,502",220
24,24,"Jim Gallagher, Jr.",102,270.1,"55,105",204
25,25,Payne Stewart,97,269.9,"52,368",194
26,26,Andy Bean,55,269.8,"29,679",110
27,27,Ted Schulz,72,269.7,"38,836",144
28,28,Tom Watson,67,269.6,"36,122",134
T29,T29,Paul Azinger,95,269.5,"51,197",190
T29,T29,Dave Rummells,110,269.5,"59,287",220
31,31,Trevor Dodds,79,269.4,"42,573",158
T32,T32,Rick Dalpos,91,269.1,"48,981",182
T32,T32,Duffy Waldorf,91,269.1,"48,984",182
34,34,Tom Purtzer,93,269.0,"50,030",186
T35,T35,Andrew Magee,94,268.9,"50,555",188
T35,T35,Jim Carter,98,268.9,"52,699",196
37,37,John Adams,97,268.8,"52,138",194
T38,T38,Clarence Rose,114,268.3,"61,181",228
T38,T38,Tom Sieckmann,90,268.3,"48,295",180
40,40,Ernie Gonzalez,105,268.2,"56,332",210
41,41,Steve Jones,92,267.9,"49,296",184
T42,T42,Rocco Mediate,93,267.7,"49,800",186
T42,T42,Jay Delsing,96,267.7,"51,392",192
44,44,George Burns,102,267.5,"54,580",204
45,45,Mark McCumber,103,267.1,"55,021",206
T46,T46,Sandy Lyle,53,267.0,"28,306",106
T46,T46,Donnie Hammond,85,267.0,"45,398",170
48,48,Ken Green,93,266.8,"49,631",186
49,49,Bobby Wadkins,102,266.6,"54,396",204
50,50,Jeff Lewis,62,266.5,"33,047",124
T51,T51,Blaine McCallister,106,266.4,"56,476",212
T51,T51,Dewey Arnette,64,266.4,"34,102",128
T51,T51,Perry Arthur,74,266.4,"39,433",148
54,54,Ed Dougherty,84,266.3,"44,733",168
55,55,John Riegger,56,266.2,"29,812",112
56,56,"Don Shirey, Jr.",84,266.1,"44,709",168
57,57,Gil Morgan,50,265.5,"26,549",100
T58,T58,Mike Hulbert,114,265.4,"60,522",228
T58,T58,Dave Eichelberger,95,265.4,"50,431",190
T58,T58,Ray Stewart,86,265.4,"45,652",172
T61,T61,Mike Sullivan,85,265.3,"45,099",170
T61,T61,Gary Hallberg,94,265.3,"49,876",188
T63,T63,Ronnie Black,96,265.2,"50,912",192
T63,T63,Denis Watson,94,265.2,"49,855",188
65,65,John Horne,61,264.9,"32,312",122
66,66,Bruce Lietzke,69,264.8,"36,543",138
67,67,David Graham,60,264.7,"31,769",120
T68,T68,Brad Faxon,91,264.6,"48,156",182
T68,T68,John Mahaffey,103,264.6,"54,516",206
70,70,Dave Barr,94,264.4,"49,699",188
T71,T71,Bobby Clampett,82,264.2,"43,336",164
T71,T71,Nick Price,82,264.2,"43,333",164
T71,T71,Bob Tway,88,264.2,"46,497",176
T74,T74,Ted Lehmann,64,264.1,"33,800",128
T74,T74,Buddy Gardner,108,264.1,"57,044",216
T76,T76,Larry Rinker,94,263.9,"49,608",188
T76,T76,Hal Sutton,90,263.9,"47,493",180
78,78,Tony Grimes,63,263.8,"33,233",126
T79,T79,Scott Verplank,85,263.6,"44,819",170
T79,T79,Gene Sauers,104,263.6,"54,834",208
T81,T81,Fuzzy Zoeller,72,263.4,"37,929",144
T81,T81,Roger Maltbie,84,263.4,"44,258",168
83,83,Bruce Soulsby,86,263.2,"45,269",172
T84,T84,Fred Wadsworth,104,263.1,"54,735",208
T84,T84,Andy Dillard,81,263.1,"42,624",162
86,86,Ben Crenshaw,83,263.0,"43,650",166
T87,T87,Keith Clearwater,118,262.6,"61,975",236
T87,T87,Chip Beck,92,262.6,"48,318",184
T87,T87,Jeff Sluman,108,262.6,"56,720",216
T90,T90,Mike Smith,74,262.4,"38,833",148
T90,T90,Bob Gilder,101,262.4,"52,998",202
92,92,David Peoples,71,262.3,"37,246",142
93,93,Bobby Cole,97,262.0,"50,820",194
94,94,Peter Jacobsen,84,261.9,"43,997",168
95,95,Mark Hayes,104,261.7,"54,424",208
T96,T96,Andy North,60,261.6,"31,397",120
T96,T96,J.C. Snead,87,261.6,"45,513",174
98,98,Steve Elkington,101,261.5,"52,833",202
T99,T99,Barry Jaeckel,98,261.4,"51,242",196
T99,T99,Scott Hoch,97,261.4,"50,720",194
T99,T99,Jim Thorpe,58,261.4,"30,319",116
T102,T102,Mike Nicolette,51,261.3,"26,656",102
T102,T102,Rex Caldwell,63,261.3,"32,925",126
104,104,Tim Simpson,110,261.0,"57,430",220
105,105,Frank Conner,54,260.9,"28,180",108
106,106,Robert Wrenn,76,260.7,"39,623",152
T107,T107,Curtis Strange,98,260.6,"51,070",196
T107,T107,Aki Ohmachi,78,260.6,"40,658",156
T107,T107,Mike McCullough,71,260.6,"37,001",142
110,110,Mike Donald,112,260.5,"58,356",224
T111,T111,Bernhard Langer,58,260.3,"30,198",116
T111,T111,Billy Pierot,57,260.3,"29,674",114
T111,T111,Mark O'Meara,87,260.3,"45,296",174
T114,T114,Gary Krueger,71,260.2,"36,944",142
T114,T114,Bob Eastwood,93,260.2,"48,406",186
116,116,Billy Kratzert,86,260.1,"44,744",172
117,117,Doug Tewell,76,260.0,"39,526",152
T118,T118,Howard Twitty,94,259.9,"48,867",188
T118,T118,Mark Wiebe,115,259.9,"59,786",230
T118,T118,Dick Mast,99,259.9,"51,470",198
121,121,Mike Bender,79,259.7,"41,026",158
122,122,T.C. Chen,53,259.5,"27,510",106
123,123,David Frost,98,259.2,"50,812",196
124,124,Raymond Floyd,65,259.1,"33,679",130
125,125,Larry Nelson,72,259.0,"37,295",144
T126,T126,Leonard Thompson,102,258.9,"52,806",204
T126,T126,Tony Sills,92,258.9,"47,639",184
128,128,Larry Mize,80,258.8,"41,401",160
129,129,Wayne Levi,83,258.5,"42,903",166
130,130,Bill Britton,82,258.4,"42,374",164
131,131,Brian Claar,103,258.3,"53,200",206
T132,T132,Dan Halldorson,87,258.1,"44,905",174
T132,T132,Chris Perry,100,258.1,"51,617",200
T134,T134,Jim Nelford,79,257.7,"40,719",158
T134,T134,Gary Koch,71,257.7,"36,594",142
T134,T134,Jay Haas,104,257.7,"53,609",208
T134,T134,Danny Edwards,77,257.7,"39,692",154
T134,T134,Antonio Cerda,91,257.7,"46,904",182
T139,T139,Charles Bolling,102,257.6,"52,542",204
T139,T139,Ron Streck,96,257.6,"49,460",192
141,141,Kenny Knox,108,257.5,"55,616",216
142,142,Harry Taylor,81,257.3,"41,686",162
143,143,Bob Lohr,103,257.1,"52,966",206
144,144,Brad Fabel,73,256.9,"37,511",146
T145,T145,Mark Lye,104,256.8,"53,415",208
T145,T145,Willie Wood,97,256.8,"49,815",194
147,147,David Ogrin,92,256.7,"47,229",184
148,148,D.A. Weibring,87,256.5,"44,630",174
149,149,Ken Brown,63,256.3,"32,296",126
150,150,Richard Zokol,60,256.1,"30,727",120
T151,T151,Vance Heafner,82,256.0,"41,988",164
T151,T151,Don Pooley,92,256.0,"47,097",184
153,153,"Ray Barr, Jr.",79,255.9,"40,438",158
154,154,Hale Irwin,70,255.3,"35,737",140
155,155,Philip Jonas,60,255.2,"30,619",120
T156,T156,Tom Kite,90,255.1,"45,920",180
T156,T156,Tom Byrum,104,255.1,"53,066",208
158,158,David Canipe,84,255.0,"42,848",168
T159,T159,David Hobby,66,254.9,"33,652",132
T159,T159,Rick Fehr,62,254.9,"31,607",124
T161,T161,Mark Brooks,93,254.7,"47,369",186
T161,T161,Brett Upper,81,254.7,"41,257",162
T163,T163,Lennie Clements,78,254.4,"39,680",156
T163,T163,Pat McGowan,90,254.4,"45,786",180
165,165,John Inman,91,254.3,"46,287",182
166,166,Doug Johnson,73,254.0,"37,091",146
167,167,Woody Blackburn,55,253.9,"27,930",110
168,168,John Cook,98,253.5,"49,695",196
169,169,Bill Rogers,75,253.4,"38,003",150
T170,T170,Loren Roberts,82,253.3,"41,539",164
T170,T170,Lanny Wadkins,84,253.3,"42,559",168
T170,T170,Robert Thompson,73,253.3,"36,981",146
173,173,David Edwards,66,253.0,"33,400",132
174,174,Ed Fiori,87,252.9,"44,001",174
175,175,Jim Wilson,62,252.3,"31,279",124
176,176,Mark Pfeil,53,252.2,"26,732",106
T177,T177,Tim Norris,92,250.9,"46,166",184
T177,T177,Scott Simpson,90,250.9,"45,162",180
179,179,Corey Pavin,84,250.3,"42,047",168
180,180,Tom Garner,80,249.9,"39,976",160
181,181,Calvin Peete,64,249.6,"31,954",128
182,182,Morris Hatalsky,78,248.7,"38,792",156
183,183,Jim Simons,55,248.6,"27,343",110
184,184,Jack Renner,89,248.2,"44,188",178
185,185,Mike Reid,99,247.9,"49,077",198
186,186,Hubert Green,71,246.0,"34,930",142
187,187,Dave Stockton,56,244.6,"27,393",112
188,188,Bob Murphy,78,244.2,"38,102",156
