RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
50,52,John Mahaffey,107,264.0,"56,490",214
T51,T53,Bob Gilder,96,263.9,"50,675",192
T51,T53,Bill Sander,57,263.9,"30,085",114
T51,T53,Jim Thorpe,94,263.9,"49,618",188
54,56,Dave Barr,88,263.8,"46,425",176
55,57,Andrew Magee,97,263.3,"51,081",194
T56,T58,Nick Faldo,59,263.1,"31,047",118
T56,T58,Bobby Clampett,104,263.1,"54,723",208
T58,T60,Peter Jacobsen,71,263.0,"37,352",142
T58,T60,Roger Maltbie,105,263.0,"55,221",210
T58,T60,Bob Lohr,98,263.0,"51,551",196
T61,T63,Steve Pate,81,262.9,"42,592",162
T61,T63,Bob Tway,76,262.9,"39,955",152
63,65,John Adams,67,262.7,"35,200",134
T64,T66,Steve Jones,67,262.5,"35,169",134
T64,T66,Dan Halldorson,89,262.5,"46,730",178
66,68,Corey Pavin,97,262.4,"50,900",194
T67,T69,Woody Blackburn,91,262.2,"47,727",182
T67,T69,Barry Jaeckel,106,262.2,"55,586",212
T69,T71,Scott Hoch,105,262.0,"55,023",210
T69,T71,Gibby Gilbert,53,262.0,"27,777",106
T69,T71,Tim Simpson,107,262.0,"56,067",214
72,74,Larry Rinker,104,261.9,"54,465",208
T73,T75,David Lundstrom,76,261.8,"39,793",152
T73,T75,Mark Lye,107,261.8,"56,029",214
75,77,Lanny Wadkins,88,261.7,"46,059",176
76,78,Larry Nelson,78,261.6,"40,809",156
77,79,Mike Hulbert,78,261.2,"40,751",156
78,80,Brett Upper,104,260.9,"54,272",208
T79,T81,D.A. Weibring,76,260.6,"39,608",152
T79,T81,Jim Nelford,74,260.6,"38,563",148
81,83,Mark Pfeil,89,260.5,"46,375",178
82,84,Russ Cochran,81,260.4,"42,189",162
83,85,Mark Wiebe,87,260.1,"45,261",174
84,86,Mike Sullivan,78,260.0,"40,560",156
85,87,Brad Fabel,89,259.9,"46,266",178
86,88,Pat Lindsey,95,259.8,"49,359",190
87,89,Larry Mize,104,259.7,"54,015",208
88,90,Robert Wrenn,84,259.5,"43,598",168
T89,T91,Kenny Knox,75,259.4,"38,915",150
T89,T91,Mark Hayes,95,259.4,"49,290",190
T89,T91,Andy North,78,259.4,"40,466",156
92,94,Leonard Thompson,84,259.3,"43,555",168
93,95,Gary McCord,79,259.2,"40,946",158
94,96,Don Pooley,97,259.1,"50,275",194
95,97,Skeeter Heath,81,258.9,"41,947",162
96,98,Victor Regalado,89,258.7,"46,045",178
97,99,Jim Colbert,80,258.6,"41,369",160
T98,T100,John Cook,96,258.4,"49,606",192
T98,T100,Rex Caldwell,87,258.4,"44,956",174
T98,T100,Curtis Strange,96,258.4,"49,615",192
T101,T103,Charles Coody,77,258.3,"39,777",154
T101,T103,Wayne Levi,86,258.3,"44,428",172
T103,T105,Bob Eastwood,88,258.1,"45,432",176
T103,T105,Steve Bowman,61,258.1,"31,484",122
T103,T105,Mike Smith,77,258.1,"39,753",154
106,108,Gary Pinns,57,258.0,"29,413",114
T107,T109,Steven Liebler,60,257.8,"30,934",120
T107,T109,John Fought,75,257.8,"38,675",150
109,111,Bill Buttner,50,257.7,"25,770",100
T110,T112,Chris Perry,102,257.6,"52,560",204
T110,T112,Lance Ten Broeck,95,257.6,"48,945",190
T110,T112,Doug Tewell,79,257.6,"40,696",158
T113,T115,J.C. Snead,96,257.5,"49,432",192
T113,T115,Charles Bolling,79,257.5,"40,687",158
T113,T115,Johnny Miller,70,257.5,"36,052",140
116,118,Stuart Smith,51,257.4,"26,251",102
117,119,Bill Bergin,60,257.3,"30,876",120
118,120,David Ogrin,95,256.9,"48,814",190
T119,T121,Ken Brown,80,256.7,"41,078",160
T119,T121,Terry Snodgrass,62,256.7,"31,831",124
121,123,Greg Powers,55,256.5,"28,211",110
122,124,Chip Beck,97,256.4,"49,734",194
123,125,Dave Eichelberger,78,256.3,"39,976",156
T124,T126,Gene Sauers,66,256.1,"33,801",132
T124,T126,Jeff Sluman,85,256.1,"43,538",170
126,128,Peter Oosterhuis,96,256.0,"49,156",192
127,129,David Thore,74,255.6,"37,835",148
T128,T130,Mike Nicolette,92,255.5,"47,003",184
T128,T130,Tom Lehman,70,255.5,"35,775",140
130,132,Lennie Clements,81,255.4,"41,381",162
131,133,Brad Faxon,94,255.3,"47,998",188
132,134,Jeff Sanders,50,255.1,"25,512",100
133,135,Tom Kite,87,254.9,"44,346",174
134,136,Frank Conner,110,254.8,"56,059",220
T135,T137,Jeff Coston,50,254.7,"25,471",100
T135,T137,Ralph Landrum,98,254.7,"49,912",196
T137,T139,Vance Heafner,86,254.6,"43,787",172
T137,T139,Ron Streck,98,254.6,"49,910",196
T139,T141,Willie Wood,108,254.5,"54,968",216
T139,T141,Wayne Grady,110,254.5,"55,996",220
141,143,Ed Fiori,93,254.3,"47,297",186
142,144,Jerry Pate,56,254.2,"28,474",112
143,145,Danny Edwards,99,254.1,"50,303",198
T144,T146,Gary Koch,94,253.9,"47,740",188
T144,T146,Richard Zokol,88,253.9,"44,687",176
T144,T146,Dennis Trixler,84,253.9,"42,659",168
147,149,Jim Simons,72,253.8,"36,554",144
148,150,Loren Roberts,108,253.5,"54,759",216
149,151,Tony Sills,101,253.3,"51,174",202
150,152,David Frost,88,253.0,"44,524",176
151,153,David Edwards,80,252.9,"40,466",160
T152,T154,Hale Irwin,68,252.8,"34,383",136
T152,T154,Mike Donald,111,252.8,"56,132",222
T152,T154,George Archer,107,252.8,"54,106",214
155,157,Jay Haas,96,252.4,"48,463",192
T156,T158,Ben Crenshaw,60,252.1,"30,257",120
T156,T158,Calvin Peete,72,252.1,"36,306",144
158,160,Pat McGowan,101,251.9,"50,885",202
159,161,Hubert Green,83,251.6,"41,772",166
T160,T162,Phillip Hancock,66,251.4,"33,184",132
T160,T162,Mike Bright,83,251.4,"41,736",166
T160,T162,Michael Barnblatt,51,251.4,"25,643",102
163,165,Rick Fehr,52,250.7,"26,074",104
164,166,Mark Brooks,88,250.2,"44,027",176
165,167,Scott Simpson,95,250.1,"47,526",190
166,168,Morris Hatalsky,76,249.8,"37,975",152
167,169,Ron Commans,59,249.7,"29,459",118
168,170,Tim Norris,99,249.4,"49,391",198
169,171,Jeff Hart,68,249.3,"33,898",136
170,172,Chi Chi Rodriguez,58,249.0,"28,886",116
T171,T174,Bill Rogers,50,247.6,"24,763",100
T171,T174,Jack Renner,81,247.6,"40,111",162
173,176,Bob Murphy,71,247.2,"35,098",142
174,177,Joe Inman,73,247.0,"36,055",146
175,178,Mike Reid,93,246.8,"45,897",186
176,179,Mike McCullough,51,245.5,"25,036",102
177,180,Allen Miller,69,244.2,"33,706",138
178,181,Lou Graham,65,244.1,"31,734",130
179,182,Tom Jenkins,71,241.7,"34,319",142
