RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
85,85,Jay Delsing,97,273.9,"50,949",186
T86,T86,John Huston,81,273.8,"42,714",156
T86,T86,Brent Geiberger,79,273.8,"41,070",150
88,T95,Rocco Mediate,79,273.6,"39,395",144
89,89,Ben Bates,107,273.5,"56,894",208
T90,T95,Kirk Triplett,101,273.4,"50,847",186
T90,T90,David Sutherland,109,273.4,"56,869",208
T90,T90,Jeff Gove,86,273.4,"44,834",164
T93,88,Franklin Langham,95,273.3,"49,747",182
T93,T92,Notah Begay III,82,273.3,"40,182",147
T93,T101,Jesper Parnevik,71,273.3,"34,978",128
T93,T92,Kevin Sutherland,98,273.3,"51,374",188
T97,T92,Nick Price,63,273.2,"32,785",120
T97,T95,Joey Sindelar,88,273.2,"45,899",168
T97,T95,Len Mattiace,107,273.2,"58,461",214
T97,T95,Brandel Chamblee,72,273.2,"38,244",140
T97,T95,Craig Spence,89,273.2,"46,173",169
102,T101,Craig Perks,82,273.1,"44,787",164
103,103,Tom Lehman,71,273.0,"35,212",129
104,104,Chris Riley,98,272.9,"51,031",187
T105,T105,Jason Caron,77,272.7,"40,912",150
T105,T112,Justin Leonard,98,272.7,"48,544",178
T105,T105,Billy Andrade,89,272.7,"46,908",172
T105,T116,Jeff Maggert,86,272.7,"42,545",156
109,107,Eric Booker,87,272.5,"46,319",170
T110,T120,Dudley Hart,74,272.3,"38,663",142
T110,108,Mike Sposa,73,272.3,"39,755",146
T112,126,Mike Weir,102,272.2,"50,084",184
T112,T109,David Morland IV,88,272.2,"46,822",172
T112,T109,Neal Lancaster,99,272.2,"51,717",190
T112,T109,Steve Gotsche,91,272.2,"48,446",178
T116,T112,Brian Henninger,93,272.1,"48,436",178
T116,T112,Joe Durant,94,272.1,"51,164",188
T116,T112,Bradley Hughes,93,272.1,"48,976",180
119,T116,Gabriel Hjertstedt,86,272.0,"45,145",166
120,118,J.P. Hayes,91,271.9,"48,393",178
121,119,Perry Moss,53,271.8,"28,813",106
122,T120,Craig Parry,73,271.7,"35,322",130
T123,T122,Jim McGovern,55,271.6,"28,794",106
T123,T122,Sean Murphy,102,271.6,"54,315",200
125,124,Skip Kendall,114,271.5,"60,812",224
126,125,Robert Gamez,76,271.2,"41,222",152
T127,T127,Steve Pate,97,271.0,"47,422",175
T127,T127,Frank Nobilo,98,271.0,"51,489",190
129,129,Rick Fehr,73,270.8,"38,451",142
130,130,Tom Pernice Jr.,98,270.7,"51,970",192
T131,134,Scott Hoch,108,270.6,"56,282",208
T131,131,Bob Tway,91,270.6,"47,081",174
T133,T132,Brian Watts,89,270.4,"47,583",176
T133,T132,Ronnie Black,82,270.4,"42,717",158
135,135,Jimmy Green,85,270.2,"44,848",166
136,136,Jim Furyk,98,269.9,"48,849",181
137,137,Kevin Wentworth,83,269.8,"43,171",160
138,138,Trevor Dodds,86,269.7,"45,305",168
139,139,Frank Lickliter II,107,269.5,"56,598",210
140,140,Blaine McCallister,104,269.4,"56,029",208
141,141,Mark Wiebe,95,269.2,"49,541",184
142,142,Gary Nicklaus,84,269.1,"44,139",164
T143,145,Scott Verplank,106,268.6,"55,862",208
T143,T143,John Cook,90,268.6,"47,282",176
T143,T143,Dan Forsman,88,268.6,"47,266",176
146,146,Bob Estes,68,268.4,"31,668",118
T147,T147,Nick Faldo,51,268.3,"24,149",90
T147,T147,Matt Gogel,86,268.3,"45,076",168
T147,T147,Doug Barron,85,268.3,"44,000",164
150,150,Glen Day,93,268.1,"49,322",184
151,151,Billy Mayfair,93,268.0,"47,175",176
152,152,Mark O'Meara,61,267.9,"27,328",102
153,153,Tom Byrum,91,267.8,"47,661",178
154,154,Greg Kraft,106,267.7,"56,762",212
155,155,Mike Springer,83,267.6,"43,350",162
156,156,Mike Brisky,89,267.4,"45,998",172
T157,T157,Omar Uresti,94,267.2,"50,225",188
T157,T157,"Dave Stockton, Jr.",89,267.2,"46,488",174
159,T159,Joe Ozaki,55,267.1,"27,249",102
160,T159,Olin Browne,103,266.9,"52,843",198
161,161,Dicky Pride,98,266.8,"50,165",188
162,162,Fred Funk,110,266.6,"57,048",214
163,163,Jim Carter,96,266.4,"49,010",184
164,164,Jay Haas,80,266.3,"41,009",154
165,165,Jay Don Blake,95,266.2,"49,518",186
166,166,Emlyn Aubrey,68,265.3,"33,953",128
167,167,Jeff Sluman,113,265.0,"56,704",214
T168,T168,Fulton Allem,77,264.8,"39,718",150
T168,T168,P.H. Horgan III,65,264.8,"34,421",130
170,170,Brian Gay,101,264.6,"52,399",198
T171,T171,Ryan Howison,83,264.4,"42,565",161
T171,T171,Brad Faxon,98,264.4,"50,765",192
T173,T173,David Frost,65,264.2,"31,178",118
T173,T173,Larry Mize,71,264.2,"36,454",138
175,175,Jerry Smith,104,264.1,"53,358",202
176,176,Bart Bryant,73,263.7,"38,496",146
T177,T177,Mark Brooks,91,263.6,"45,339",172
T177,T177,Brad Fabel,88,263.6,"46,392",176
179,179,Paul Goydos,99,263.4,"51,093",194
180,180,Nolan Henke,79,262.9,"41,542",158
181,181,Mike Hulbert,82,262.4,"41,987",160
T182,T182,Glen Hnatiuk,94,262.1,"47,180",180
T182,T182,Scott Gump,108,262.1,"55,045",210
T182,T182,Pete Jordan,102,262.1,"53,470",204
T182,T182,Keith Nolan,57,262.1,"29,874",114
186,186,Bob Friend,96,261.4,"48,099",184
187,187,Craig Bowden,54,260.4,"28,127",108
T188,T188,John Maginnes,99,259.7,"51,417",198
T188,T188,Steve Hart,72,259.7,"36,357",140
190,190,Esteban Toledo,113,259.2,"57,548",222
191,191,Chip Beck,51,258.1,"25,292",98
192,192,Loren Roberts,87,257.9,"42,300",164
193,193,Paul Curry,64,255.8,"32,739",128
194,194,Mike Reid,76,251.6,"36,225",144
195,195,Corey Pavin,74,251.3,"36,189",144
