RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
115,T111,Ed Sneed,86,253.3,"42,041",166
116,T113,David Thore,59,253.1,"28,349",112
T117,T116,Jeff Thomsen,53,252.9,"26,299",104
T117,T118,Roger Maltbie,72,252.9,"35,402",140
T117,T116,Pat Lindsey,63,252.9,"30,345",120
T120,120,Gibby Gilbert,92,252.8,"45,751",181
T120,T118,Bruce Devlin,55,252.8,"27,552",109
122,T121,Tom Kite,96,252.6,"46,740",185
123,T121,Wally Armstrong,92,252.5,"45,694",181
124,T123,Scott Watkins,75,252.4,"37,110",147
T125,T123,Barry Jaeckel,96,252.1,"47,148",187
T125,T125,Lyn Lott,85,252.1,"41,347",164
127,T125,John Mazza,54,251.9,"26,446",105
T128,127,Tom Shaw,55,251.8,"25,936",103
T128,T128,Howard Twitty,108,251.8,"53,130",211
T130,T128,Bob Murphy,105,251.6,"52,836",210
T130,T128,Jim Nelford,100,251.6,"49,063",195
132,131,Bill Rogers,98,251.5,"48,045",191
133,132,Lou Graham,86,251.4,"41,224",164
134,133,Mike Nicolette,52,251.2,"26,120",104
135,134,Lindy Miller,86,250.7,"42,368",169
T136,135,Dave Hill,85,250.4,"41,322",165
T136,138,Tom Storey,56,250.4,"27,791",111
T138,T141,Ron Streck,110,250.2,"54,535",218
T138,137,Rod Funseth,51,250.2,"25,022",100
T138,T141,John Cook,97,250.2,"46,284",185
T138,136,Hale Irwin,87,250.2,"42,030",168
T142,143,Bob Smith,56,250.1,"27,257",109
T142,139,Hubert Green,85,250.1,"41,519",166
144,140,Antonio Cerda,56,249.9,"27,238",109
145,144,George Archer,112,249.6,"53,662",215
146,145,John Mahaffey,89,249.5,"42,160",169
147,T149,Gary Koch,93,248.9,"46,294",186
148,146,Don January,48,248.7,"23,879",96
149,T147,Jaime Gonzalez,54,248.6,"26,853",108
T150,T149,Calvin Peete,96,248.5,"47,710",192
T150,T147,Alan Tapie,96,248.5,"46,472",187
152,T152,Allen Miller,72,248.1,"35,228",142
153,151,Kermit Zarley,71,248.0,"33,729",136
154,T152,Lee Elder,84,247.7,"40,133",162
155,T152,Jack Ferenz,49,247.6,"23,524",95
156,T155,Morris Hatalsky,86,247.1,"42,008",170
157,T155,Jack Renner,87,247.0,"41,008",166
158,158,Scott Simpson,108,246.9,"52,100",211
159,161,Don Pooley,98,246.6,"47,850",194
160,157,Bud Allin,89,246.5,"41,164",167
161,159,Joe Inman,107,246.3,"51,226",208
162,160,Butch Baird,70,246.1,"33,464",136
163,162,Jim Simons,88,245.8,"41,545",169
164,163,Skip Dunaway,60,245.6,"29,226",119
165,164,Orville Moody,67,245.4,"32,146",131
T166,165,Gene Littler,69,245.3,"32,869",134
T166,167,Tommy Aaron,72,245.3,"33,365",136
168,166,D.A. Weibring,93,245.1,"45,101",184
169,168,Dale Douglass,68,244.5,"32,769",134
170,169,Al Geiberger,55,244.4,"25,422",104
171,170,Mike Reid,111,244.1,"51,750",212
172,171,Dave Stockton,75,241.9,"35,566",147
173,172,Mike McCullough,56,240.9,"26,737",111
174,173,Rik Massengale,55,239.6,"25,394",106
175,174,Michael Brannan,88,238.7,"41,765",175
