RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
1,1,Tom Purtzer,77,279.6,"43,056",154
2,2,John Adams,88,279.4,"48,050",172
3,3,Dan Forsman,87,278.0,"48,366",174
T4,6,Greg Norman,60,277.6,"33,317",120
T4,4,Neal Lancaster,74,277.6,"40,813",147
6,5,Lon Hinkle,67,277.4,"37,166",134
7,8,Bill Sander,99,276.7,"54,229",196
8,7,Davis Love III,91,276.6,"50,072",181
9,9,Duffy Waldorf,88,275.8,"48,270",175
10,10,Tommy Armour III,94,274.8,"50,836",185
11,11,Andy Bean,67,273.4,"36,640",134
12,12,Mark Calcavecchia,93,272.9,"50,761",186
T13,T13,Fred Couples,75,272.6,"40,889",150
T13,T13,Andrew Magee,98,272.6,"53,159",195
15,15,Greg Hickman,62,272.5,"33,241",122
16,16,David Peoples,111,271.8,"60,076",221
17,18,Michael Allen,92,271.6,"49,698",183
18,17,Steve Elkington,96,271.3,"51,823",191
19,19,Bill Glasson,66,271.1,"34,700",128
20,20,Steve Pate,100,270.9,"53,908",199
T21,T21,Kenny Perry,74,270.8,"39,809",147
T21,T21,Tom Sieckmann,88,270.8,"47,659",176
T21,T21,Curt Byrum,89,270.8,"48,194",178
T24,T24,Fuzzy Zoeller,71,270.7,"37,899",140
T24,T24,Mike Sullivan,81,270.7,"43,317",160
T26,T26,Craig Stadler,66,270.4,"35,694",132
T26,T26,Blaine McCallister,95,270.4,"51,368",190
28,28,Steve Lamontagne,85,269.5,"45,550",169
T29,29,Payne Stewart,95,269.1,"51,126",190
T29,30,Gene Sauers,97,269.1,"51,944",193
31,T31,Donnie Hammond,74,268.7,"39,765",148
32,33,Brad Bryant,91,268.6,"48,616",181
T33,T34,Jay Delsing,96,268.5,"51,275",191
T33,T34,Steve Jones,76,268.5,"40,547",151
35,T31,Robert Gamez,79,268.4,"42,133",157
36,36,Ronnie Black,84,268.2,"44,797",167
37,37,Ted Schulz,116,268.1,"61,386",229
T38,T39,Andy North,65,267.5,"34,780",130
T38,T39,Robert Wrenn,96,267.5,"51,361",192
T40,T41,Tom Watson,57,267.4,"30,487",114
T40,T41,Gary Hallberg,81,267.4,"43,053",161
T40,T41,Mark Hayes,76,267.4,"40,114",150
T43,38,Jodie Mudd,83,267.3,"44,109",165
T43,44,Phil Blackmar,91,267.3,"48,383",181
T45,45,Paul Azinger,98,267.0,"52,327",196
T45,T46,Gil Morgan,85,267.0,"45,385",170
47,T46,Dave Eichelberger,100,266.8,"53,097",199
48,48,Dave Rummells,83,266.7,"44,008",165
49,49,Joey Sindelar,80,266.6,"42,650",160
T50,T50,Bobby Wadkins,103,266.4,"54,613",205
T50,T50,Jay Don Blake,92,266.4,"48,485",182
52,53,"Jim Gallagher, Jr.",115,266.2,"61,220",230
T53,T54,Bob Gilder,81,266.0,"43,087",162
T53,T54,Larry Silveira,83,266.0,"43,892",165
T53,52,Billy Mayfair,109,266.0,"57,720",217
56,T56,Buddy Gardner,104,265.8,"54,479",205
T57,T58,Ed Dougherty,76,265.7,"39,851",150
T57,T58,Billy Ray Brown,83,265.7,"44,107",166
T59,T60,Tom Pernice Jr.,54,265.6,"28,419",107
T59,T60,Paul Trittler,84,265.6,"44,097",166
T61,T63,J.C. Snead,73,265.5,"38,495",145
T61,T63,Carl Cooper,57,265.5,"30,003",113
T61,T56,John Huston,79,265.5,"41,951",158
T61,T63,Keith Clearwater,77,265.5,"40,097",151
T61,T63,Fulton Allem,73,265.5,"38,235",144
66,T60,Tim Simpson,94,265.4,"49,628",187
67,67,Richard Zokol,67,265.2,"35,004",132
68,68,P.H. Horgan III,85,265.1,"44,543",168
T69,T69,Dan Halldorson,51,265.0,"26,765",101
T69,T69,George Burns,93,265.0,"49,025",185
T69,T69,Bob Wolcott,86,265.0,"45,319",171
T69,T69,Leonard Thompson,92,265.0,"48,494",183
73,73,Lance Ten Broeck,96,264.9,"50,588",191
74,74,Patrick Burke,53,264.8,"27,802",105
T75,T75,Rick Todd,56,264.5,"29,363",111
T75,T75,Dave Barr,95,264.5,"49,991",189
T77,T77,Joel Edwards,86,264.4,"45,204",171
T77,T77,Bruce Lietzke,61,264.4,"32,255",122
T79,T80,Scott Hoch,88,264.0,"45,940",174
T79,T80,Brian Kamm,50,264.0,"26,139",99
T79,T80,Barry Jaeckel,57,264.0,"29,834",113
T79,T80,Greg Bruckner,89,264.0,"46,200",175
83,79,Mark O'Meara,85,263.9,"44,342",168
T84,T84,Mark McCumber,83,263.7,"43,766",166
T84,T84,Jeffrey Wilson,75,263.7,"39,291",149
T84,T84,Mike Schuchart,68,263.7,"35,595",135
T87,T87,Jim Hallet,115,263.5,"59,805",227
T87,T87,Nolan Henke,88,263.5,"45,844",174
T89,T97,Peter Jacobsen,81,263.3,"42,649",162
T89,T90,Rocco Mediate,85,263.3,"43,972",167
T89,T90,Mark Lye,90,263.3,"46,875",178
T89,T90,Hal Sutton,90,263.3,"47,393",180
T89,T90,Greg Twiggs,89,263.3,"46,608",177
94,94,"Don Shirey, Jr.",92,263.2,"48,170",183
T95,T95,Ray Stewart,95,263.1,"49,718",189
T95,T95,Sean Murphy,59,263.1,"30,779",117
T97,100,Bob Tway,97,263.0,"50,763",193
T97,89,Nick Price,98,263.0,"51,289",195
T97,T97,Clark Burroughs,96,263.0,"50,489",192
T97,T97,Bobby Clampett,57,263.0,"29,723",113
T101,T101,Bill Britton,99,262.8,"51,762",197
T101,T101,Jim Woodward,73,262.8,"37,843",144
T101,T101,Grant Waite,73,262.8,"38,112",145
T104,T104,Scott Verplank,88,262.7,"45,976",175
T104,T104,Russ Cochran,96,262.7,"49,915",190
T106,T107,Billy Andrade,103,262.5,"53,808",205
T106,T107,Jim Thorpe,88,262.5,"45,938",175
108,109,Ken Green,87,262.4,"45,393",173
109,T104,Ian Baker-Finch,81,262.2,"42,219",161
110,110,Mike Hulbert,115,262.1,"60,014",229
111,111,Clark Dennis,86,261.9,"44,782",171
112,112,Chris Perry,96,261.7,"50,253",192
113,T113,Jim Benepe,85,261.6,"44,466",170
114,115,John Dowdall,56,261.5,"28,503",109
T115,T116,Jay Haas,92,261.4,"48,101",184
T115,T116,Kenny Knox,94,261.4,"48,882",187
T117,T113,Tom Kite,86,261.3,"44,681",171
T117,118,Dewey Arnette,64,261.3,"33,187",127
T119,T119,Brad Fabel,87,261.1,"44,903",172
T119,T119,Dennis Harrington,75,261.1,"38,907",149
121,121,Emlyn Aubrey,99,261.0,"51,418",197
122,122,Gary Koch,57,260.9,"29,748",114
123,123,Lee Janzen,97,260.8,"50,334",193
124,125,Jerry Pate,54,260.6,"28,145",108
125,124,Chip Beck,87,260.5,"45,064",173
126,126,Mitch Adcock,61,260.4,"31,503",121
T127,T127,Brad Faxon,89,260.2,"46,062",177
T127,T127,Dillard Pruitt,79,260.2,"40,851",157
129,129,Rick Fehr,90,259.8,"46,510",179
T130,130,Wayne Levi,74,259.6,"37,385",144
T130,131,John Mahaffey,96,259.6,"49,852",192
T132,T132,Jim Carter,89,259.3,"45,895",177
T132,T132,Doug Tewell,79,259.3,"40,453",156
T134,T134,Harry Taylor,58,259.1,"29,538",114
T134,T134,Curtis Strange,72,259.1,"37,047",143
T136,T136,Bob Estes,93,259.0,"48,181",186
T136,T136,Bob Eastwood,86,259.0,"44,553",172
T136,T136,Jeff Sluman,106,259.0,"54,657",211
139,139,Ben Crenshaw,68,258.8,"34,680",134
T140,T140,Mike Smith,91,258.7,"46,568",180
T140,T140,Kirk Triplett,77,258.7,"39,321",152
142,143,Howard Twitty,95,258.6,"48,880",189
T143,T144,D.A. Weibring,66,258.5,"33,344",129
T143,T144,Raymond Floyd,54,258.5,"27,919",108
T143,T144,David Frost,82,258.5,"42,398",164
146,T140,Lanny Wadkins,82,258.1,"42,065",163
147,147,Willie Wood,70,257.9,"35,845",139
148,148,Mike Donald,114,257.7,"58,491",227
149,149,Lennie Clements,82,257.5,"41,714",162
150,150,Clarence Rose,87,257.2,"44,487",173
T151,T151,Roger Maltbie,65,257.1,"32,653",127
T151,T151,Tom Byrum,90,257.1,"45,765",178
153,154,Mark Brooks,113,256.9,"58,052",226
T154,T155,Jeff Hart,82,256.8,"41,855",163
T154,T155,Tony Sills,52,256.8,"25,675",100
156,153,John Cook,95,256.6,"48,749",190
T157,T159,Steve Hart,68,256.2,"34,590",135
T157,T159,Larry Rinker,98,256.2,"49,955",195
T157,T159,Sonny Skinner,75,256.2,"38,167",149
T157,T157,Brian Tennyson,96,256.2,"49,188",192
T161,T162,Tom Eubank,59,256.1,"29,960",117
T161,T162,Jerry Anderson,56,256.1,"28,430",111
163,165,Peter Persons,100,255.8,"50,137",196
T164,T157,Larry Mize,87,255.6,"44,225",173
T164,164,Hale Irwin,61,255.6,"31,181",122
T164,166,David Canipe,84,255.6,"42,693",167
167,167,Jack Ferenz,51,255.1,"25,253",99
T168,T168,Hubert Green,61,254.9,"30,844",121
T168,T168,Bill Buttner,87,254.9,"44,102",173
T168,T168,Webb Heintzelman,96,254.9,"48,168",189
171,T168,Corey Pavin,105,254.6,"53,462",210
172,172,Fred Funk,83,254.5,"41,991",165
173,173,Don Pooley,75,254.1,"37,858",149
174,174,Scott Simpson,63,254.0,"31,751",125
175,175,Ed Fiori,108,253.8,"54,571",215
