RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
176,T176,Brian Claar,84,253.7,"42,375",167
T177,T178,Jim Booros,88,253.5,"44,368",175
T177,T178,Jerry Haas,89,253.5,"44,877",177
T177,T176,Loren Roberts,112,253.5,"56,538",223
180,180,Mark Wiebe,100,253.0,"50,600",200
181,181,David Edwards,73,252.5,"36,608",145
182,182,Wayne Grady,83,252.1,"41,591",165
183,183,Bob Lohr,96,251.8,"48,092",191
184,184,Stan Utley,106,251.2,"53,004",211
T185,T185,Pat McGowan,86,250.5,"42,827",171
T185,T185,"Ray Barr, Jr.",61,250.5,"29,808",119
187,187,Morris Hatalsky,83,250.1,"41,267",165
188,188,David Ogrin,85,250.0,"41,997",168
189,189,Mike Reid,66,248.6,"32,809",132
190,190,John Inman,102,248.1,"50,374",203
191,191,Tommy Moore,88,245.2,"42,414",173
192,192,Calvin Peete,65,244.2,"31,260",128
