RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
T53,52,"Jim Gallagher, Jr.",112,265.8,"59,540",224
T53,T53,Steve Jones,91,265.8,"48,376",182
T53,T53,Brian Kamm,74,265.8,"39,344",148
T57,T56,Charlie Bowles,75,265.6,"39,835",150
T57,T56,Bobby Wadkins,104,265.6,"54,978",207
59,T58,Mark Lye,91,265.5,"48,330",182
60,60,Blaine McCallister,98,265.4,"52,022",196
61,61,Donnie Hammond,76,265.3,"40,324",152
62,62,Leonard Thompson,80,265.0,"42,399",160
T63,T63,Ronnie Black,76,264.6,"39,953",151
T63,T63,Mark O'Meara,81,264.6,"42,861",162
65,65,Payne Stewart,71,264.4,"37,275",141
66,66,Lee Janzen,109,264.2,"57,605",218
67,67,Raymond Floyd,60,264.1,"31,433",119
68,68,Jay Delsing,94,264.0,"49,106",186
T69,T69,Scott Gump,92,263.9,"48,563",184
T69,T69,John Wilson,85,263.9,"44,867",170
71,71,Tom Watson,51,263.8,"26,909",102
72,72,Greg Bruckner,99,263.7,"52,222",198
73,73,Bill Sander,58,263.6,"30,576",116
T74,T74,Hal Sutton,101,263.5,"52,959",201
T74,T74,Mike Springer,90,263.5,"47,431",180
T74,T80,Rocco Mediate,84,263.5,"44,260",168
T77,T76,Fulton Allem,68,263.4,"35,294",134
T77,T76,Tim Simpson,83,263.4,"43,719",166
T77,T76,Rick Fehr,82,263.4,"43,191",164
T77,T76,Greg Ladehoff,72,263.4,"37,927",144
81,T80,Jim McGovern,98,263.2,"51,589",196
82,82,David Peoples,97,263.1,"50,523",192
83,83,Dan Halldorson,86,262.9,"45,216",172
T84,T84,Tom Sieckmann,85,262.7,"44,659",170
T84,T84,Dudley Hart,95,262.7,"49,912",190
86,T86,Russ Cochran,99,262.6,"51,988",198
87,T86,Brad Faxon,98,262.5,"51,452",196
88,88,Emlyn Aubrey,105,262.0,"55,022",210
T89,T89,Brandel Chamblee,83,261.9,"43,219",165
T89,T89,Peter Jacobsen,72,261.9,"37,708",144
91,91,Mark McCumber,79,261.8,"41,367",158
92,92,Perry Arthur,69,261.6,"36,100",138
93,93,Brad Fabel,93,261.1,"48,566",186
94,94,Billy Mayfair,106,261.0,"55,333",212
95,95,Nolan Henke,95,260.9,"49,571",190
96,96,Jim Hallet,107,260.6,"55,764",214
T97,T97,Brad Bell,57,260.5,"29,172",112
T97,T97,Dave Barr,86,260.5,"44,807",172
99,99,Bob Gilder,78,260.2,"40,596",156
100,101,David Sutherland,76,259.7,"39,469",152
T101,100,Mike Hulbert,110,259.6,"57,117",220
T101,102,Jim Benepe,75,259.6,"38,682",149
103,103,Tom Kite,89,259.5,"45,938",177
T104,T104,Dave Rummells,102,259.4,"52,922",204
T104,T104,Jim Thorpe,81,259.4,"42,021",162
T106,106,Bryan Norton,64,259.3,"33,186",128
T106,T110,Chip Beck,93,259.3,"47,962",185
108,T107,Billy Andrade,99,259.1,"51,304",198
T109,T107,Bill Britton,96,259.0,"49,734",192
T109,T107,Roger Maltbie,66,259.0,"34,185",132
111,T110,Clark Burroughs,54,258.9,"27,958",108
112,112,Keith Clearwater,104,258.8,"53,837",208
113,122,Ian Baker-Finch,75,258.6,"38,275",148
114,113,Billy Ray Brown,94,258.5,"48,607",188
115,114,Dick Mast,69,258.4,"35,401",137
T116,T115,Buddy Gardner,106,258.3,"54,761",212
T116,T115,Sean Murphy,68,258.3,"35,130",136
T116,T115,Denis Watson,57,258.3,"29,190",113
119,118,Ed Dougherty,114,258.2,"58,862",228
120,119,Jay Haas,93,258.1,"48,002",186
T121,T120,Ben Crenshaw,60,258.0,"30,954",120
T121,T120,Clarence Rose,52,258.0,"26,834",104
123,T124,John Cook,92,257.8,"47,172",183
124,123,Wayne Levi,75,257.7,"38,662",150
T125,T124,Bart Bryant,94,257.6,"48,437",188
T125,T124,Chris Perry,103,257.6,"53,072",206
T125,T124,Jim Woodward,81,257.6,"41,739",162
T128,T128,Joel Edwards,86,257.4,"44,270",172
T128,T128,Karl Kimball,69,257.4,"35,519",138
130,130,Kirk Triplett,92,257.3,"47,346",184
131,T131,Jeff Sluman,109,257.1,"55,792",217
132,T131,Bobby Clampett,81,256.9,"41,621",162
T133,T136,Lanny Wadkins,86,256.8,"43,908",171
T133,133,Howard Twitty,103,256.8,"52,638",205
135,134,Richard Zokol,69,256.7,"35,426",138
136,135,Dillard Pruitt,85,256.6,"43,620",170
137,T136,Bob Lohr,81,256.4,"41,538",162
138,139,Ken Schall,79,256.3,"40,492",158
139,T136,Mark Brooks,108,256.1,"55,069",215
140,140,Ray Stewart,93,256.0,"47,356",185
T141,T141,Lennie Clements,52,255.9,"26,613",104
T141,T141,Dicky Thompson,86,255.9,"44,013",172
T143,T143,Bob Wolcott,119,255.7,"60,855",238
T143,T143,Brian Watts,79,255.7,"40,402",158
T145,T145,Brian Tennyson,91,255.6,"46,522",182
T145,T145,Clark Dennis,80,255.6,"40,889",160
T145,T145,Mike Smith,102,255.6,"52,134",204
148,148,Lance Ten Broeck,51,255.5,"25,548",100
T149,T149,Curtis Strange,66,255.3,"33,706",132
T149,T149,Bob Tway,76,255.3,"38,805",152
T151,T151,Bob Estes,100,254.7,"50,949",200
T151,T151,Kenny Knox,116,254.7,"59,080",232
T153,T153,Wayne Grady,64,254.5,"32,581",128
T153,T153,David Edwards,97,254.5,"49,371",194
T153,T153,Bob Eastwood,75,254.5,"37,668",148
T156,T156,Mike Donald,103,254.4,"52,412",206
T156,T156,Craig Rudolph,67,254.4,"34,091",134
158,158,Tom Byrum,100,254.1,"50,558",199
159,159,Andy North,53,254.0,"26,922",106
160,160,Willie Wood,78,253.7,"39,077",154
161,T163,D.A. Weibring,85,253.6,"43,118",170
162,161,David Frost,90,253.5,"45,627",180
163,162,Doug Tewell,68,253.4,"34,467",136
164,T163,Scott Simpson,65,253.0,"32,894",130
165,165,Fred Funk,97,252.3,"48,940",194
166,166,Mark Wiebe,91,252.2,"45,905",182
167,167,Jerry Haas,98,252.1,"49,418",196
T168,T168,Brian Claar,104,252.0,"52,173",207
T168,171,Corey Pavin,99,252.0,"49,890",198
T168,T168,Larry Mize,91,252.0,"45,864",182
T168,T168,Jim Booros,96,252.0,"48,379",192
172,172,John Mahaffey,70,251.7,"35,232",140
173,173,Loren Roberts,107,251.5,"53,813",214
174,174,Brad Lardon,62,251.3,"30,904",123
175,175,Peter Persons,104,251.1,"52,227",208
176,176,Bill Buttner,79,250.9,"39,649",158
177,177,Kim Young,53,250.6,"26,562",106
T178,T178,David Canipe,90,249.6,"44,934",180
T178,T178,Larry Rinker,81,249.6,"40,437",162
180,180,Robert Thompson,61,249.5,"30,440",122
T181,T181,Tommy Moore,59,248.5,"29,320",118
T181,T181,John Inman,99,248.5,"49,197",198
183,183,Pat McGowan,64,248.4,"31,791",128
184,184,Mike Reid,69,248.1,"34,237",138
185,185,Ed Fiori,100,248.0,"49,592",200
186,186,Stan Utley,92,247.8,"45,601",184
187,187,Hale Irwin,60,247.6,"29,717",120
188,188,Morris Hatalsky,83,247.4,"41,063",166
189,189,Scott Verplank,55,240.8,"26,487",110
