RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
1,1,John Daly,105,288.9,"60,672",210
2,2,Greg Norman,63,282.3,"35,003",124
3,3,Fred Couples,82,280.7,"46,028",164
T4,T4,Barry Cheesman,68,276.0,"37,534",136
T4,T4,Dan Forsman,88,276.0,"48,578",176
T4,6,Tom Purtzer,88,276.0,"48,570",176
7,7,Dan Pohl,68,275.7,"37,500",136
8,8,Marco Dawson,82,274.5,"45,011",164
9,9,John Adams,92,274.3,"50,476",184
10,10,Neal Lancaster,110,274.2,"60,318",220
11,11,JC Anderson,62,274.1,"33,984",124
12,12,Greg Whisman,84,273.6,"45,960",168
13,13,Mike Standly,88,273.5,"47,869",175
14,14,Ed Humenik,92,272.9,"50,219",184
15,15,Mark Calcavecchia,78,272.6,"42,530",156
16,16,Gary Hallberg,86,272.5,"46,594",171
17,18,Davis Love III,99,272.4,"53,661",197
18,17,Duffy Waldorf,96,272.0,"52,229",192
19,19,John Huston,97,271.5,"52,662",194
20,20,Kenny Perry,79,271.4,"42,605",157
21,21,Phil Blackmar,82,271.2,"44,481",164
22,22,Tommy Armour III,88,271.1,"47,170",174
23,23,Brandt Jobe,63,270.7,"34,114",126
24,T26,Craig Stadler,70,270.2,"37,827",140
T25,28,Paul Azinger,76,270.1,"41,049",152
T25,24,Curt Byrum,97,270.1,"52,394",194
27,25,Ted Schulz,99,270.0,"53,454",198
28,T26,Michael Allen,86,269.6,"46,365",172
29,31,Jay Don Blake,100,269.2,"53,848",200
30,29,Jodie Mudd,60,269.1,"32,294",120
31,30,Andy Bean,73,269.0,"39,269",146
32,32,Brad Bryant,76,268.7,"40,848",152
33,33,Joey Sindelar,94,267.9,"49,826",186
34,T35,Bruce Lietzke,71,267.8,"38,034",142
T35,34,Gene Sauers,83,267.7,"44,430",166
T35,37,Andrew Magee,92,267.7,"49,253",184
37,T35,Mark Hayes,59,267.6,"31,576",118
38,T38,Steve Elkington,91,267.4,"48,673",182
T39,T38,Jeff Maggert,90,266.9,"48,049",180
T39,T38,Mike Sullivan,88,266.9,"46,968",176
T39,T42,Steve Pate,96,266.9,"51,237",192
42,41,Trevor Dodds,86,266.8,"45,893",172
T43,T42,Robert Gamez,79,266.6,"42,121",158
T43,T42,Carl Cooper,71,266.6,"37,861",142
45,45,Gil Morgan,82,266.5,"43,704",164
T46,T46,Sam Randolph,69,266.4,"36,492",137
T46,T46,Greg Twiggs,83,266.4,"44,224",166
T48,T48,Robert Wrenn,89,266.3,"47,393",178
T48,T48,Larry Silveira,79,266.3,"41,805",157
50,50,Ken Green,93,266.2,"49,510",186
51,51,Fuzzy Zoeller,56,266.1,"29,801",112
52,T53,Nick Price,83,266.0,"44,153",166
T53,T58,Scott Hoch,115,265.8,"61,135",230
