RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
T113,T113,Mark Wurtz,55,268.2,"28,964",108
T113,T113,Mark Wiebe,80,268.2,"41,835",156
116,116,Iain Steel,62,268.1,"32,706",122
T117,126,Mark O'Meara,68,268.0,"34,301",128
T117,T124,Scott Hoch,100,268.0,"52,522",196
119,117,Clarence Rose,101,267.8,"51,955",194
120,118,Billy Andrade,97,267.7,"50,320",188
T121,T119,Donnie Hammond,89,267.6,"46,023",172
T121,T119,Mike Small,65,267.6,"34,253",128
T121,T119,Frank Nobilo,65,267.6,"32,113",120
T124,T122,Phil Tataurangi,82,267.5,"41,729",156
T124,T122,Billy Ray Brown,66,267.5,"33,704",126
T126,T129,Fred Funk,114,267.4,"60,707",227
T126,T124,Joe Ozaki,57,267.4,"27,806",104
128,137,Justin Leonard,100,267.2,"50,771",190
T129,T127,Keith Nolan,54,267.1,"28,316",106
T129,T127,Mark Brooks,96,267.1,"46,478",174
T131,T129,Kirk Triplett,86,267.0,"43,255",162
T131,T129,Jeff Gallagher,91,267.0,"46,992",176
T133,T132,Paul Goydos,102,266.9,"53,376",200
T133,T132,Omar Uresti,109,266.9,"57,661",216
T135,T134,Glen Hnatiuk,86,266.7,"44,270",166
T135,T134,David Ogrin,100,266.7,"53,332",200
T135,T134,Jay Don Blake,81,266.7,"41,611",156
138,138,Jeff Sluman,106,266.5,"55,972",210
139,139,Jim Estes,66,266.1,"33,530",126
T140,T140,Tom Kite,69,265.9,"32,966",124
T140,142,Jesper Parnevik,73,265.9,"34,032",128
T140,T140,Guy Hill,71,265.9,"37,763",142
T143,T145,Jeff Maggert,83,265.7,"43,037",162
T143,143,Dave Barr,60,265.7,"31,889",120
145,144,Jay Haas,83,265.6,"41,427",156
T146,T145,Nolan Henke,88,265.4,"46,704",176
T146,T145,Clark Dennis,79,265.4,"39,279",148
T146,T145,Joe Daley,70,265.4,"36,092",136
149,149,Jimmy Johnston,58,265.3,"30,241",114
150,150,Lee Rinker,106,265.2,"54,372",205
151,151,Jim Carter,110,265.0,"55,652",210
152,152,Scott Gump,100,264.8,"50,847",192
153,153,David Frost,72,264.6,"35,455",134
154,154,Larry Mize,83,264.4,"40,713",154
T155,T155,Bob Friend,87,264.2,"44,378",168
T155,T155,Nick Faldo,51,264.2,"23,774",90
T155,T155,Tom Byrum,92,264.2,"48,608",184
T158,T158,Sonny Skinner,87,264.1,"44,898",170
T158,T158,Frank Lickliter II,108,264.1,"55,453",210
160,160,Chip Beck,64,263.9,"32,727",124
161,161,Len Mattiace,105,263.8,"53,824",204
162,162,Olin Browne,81,263.3,"40,019",152
T163,T163,Fulton Allem,59,263.2,"30,536",116
T163,165,John Cook,92,263.2,"47,911",182
T163,T163,Tim Loustalot,67,263.2,"33,166",126
166,166,Bobby Gage,52,262.7,"27,321",104
T167,T167,Fuzzy Zoeller,68,262.6,"35,184",134
T167,T167,Brad Faxon,86,262.6,"40,443",154
169,169,Spike McRoy,89,261.7,"45,013",172
170,170,Pete Jordan,91,261.4,"46,010",176
171,171,Curtis Strange,50,261.1,"24,017",92
172,172,David Edwards,76,260.8,"39,638",152
173,173,Esteban Toledo,97,260.4,"47,912",184
174,174,D.A. Weibring,71,260.2,"35,908",138
175,175,Willie Wood,87,260.0,"42,632",164
176,176,Scott Simpson,57,259.9,"29,634",114
177,177,Lee Porter,93,259.1,"46,638",180
178,178,Loren Roberts,80,258.0,"39,221",152
179,179,Doug Martin,112,257.9,"56,216",218
180,180,Mike Brisky,87,257.6,"44,310",172
181,181,Bruce Fleisher,77,256.7,"39,020",152
182,182,Don Pooley,60,256.6,"30,792",120
183,183,Larry Rinker,97,256.5,"47,195",184
184,184,Mike Reid,82,256.0,"39,428",154
185,185,Dicky Pride,61,255.6,"29,652",116
186,186,Lennie Clements,70,252.3,"35,322",140
187,187,John Morse,59,250.8,"29,591",118
188,188,Corey Pavin,70,249.0,"31,878",128
