RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
164,T164,Jeff Sluman,118,272.9,"62,230",228
165,T167,Brian Watts,58,272.8,"28,370",104
T166,166,Nick Price,69,272.7,"33,811",124
T166,163,Chris Riley,104,272.7,"52,357",192
T168,T169,Brandel Chamblee,85,272.5,"44,698",164
T168,T169,Scott Dunlap,74,272.5,"38,691",142
T168,T169,Paul Claxton,83,272.5,"44,412",163
171,172,Mike Hulbert,55,272.4,"27,242",100
172,173,Brian Gay,117,272.3,"60,986",224
173,T167,Jim Furyk,88,271.8,"43,761",161
T174,T175,Pat Bates,94,271.5,"48,871",180
T174,T175,Skip Kendall,103,271.5,"53,755",198
T176,T177,Bernhard Langer,55,271.3,"27,127",100
T176,T177,Paul Goydos,66,271.3,"34,732",128
178,179,Jay Don Blake,107,271.2,"55,057",203
179,180,Billy Mayfair,99,270.9,"48,215",178
180,181,Matt Peterson,80,270.7,"42,774",158
181,174,José María Olazábal,71,270.6,"33,560",124
182,182,Tom Byrum,77,270.5,"40,577",150
183,183,Mark Brooks,97,270.1,"49,156",182
T184,T184,Scott Hoch,71,270.0,"35,638",132
T184,T184,Glen Day,107,270.0,"54,007",200
186,186,Brad Faxon,93,269.6,"43,406",161
187,187,David Frost,90,269.5,"47,969",178
188,188,Richard Zokol,53,269.3,"27,466",102
T189,T190,Scott Verplank,93,268.5,"46,186",172
T189,T190,Heath Slocum,96,268.5,"48,338",180
191,192,Olin Browne,107,268.1,"54,150",202
T192,189,Loren Roberts,93,268.0,"46,095",172
T192,193,Michael Muehr,73,268.0,"37,525",140
194,194,Greg Kraft,86,267.7,"44,438",166
195,195,Fulton Allem,64,267.5,"33,441",125
196,196,Lee Porter,91,265.0,"46,117",174
197,197,Esteban Toledo,106,264.9,"51,133",193
198,198,Scott Simpson,61,264.6,"32,286",122
199,199,John Cook,85,264.0,"41,710",158
200,200,José Coceres,51,263.2,"25,798",98
201,201,Corey Pavin,78,258.1,"36,130",140
202,202,Pete Jordan,78,256.6,"38,494",150
